honored_for_1,honored_for_2
5931,5380
729,2801
6562,2202
7506,5706
6587,1433
3819,5321
1339,281
282,281
7080,2535
3378,2611
6580,1657
6429,6338
6543,2802
5515,1908
6584,1537
5522,1692
4329,5904
3393,2158
6464,5266
6543,2816
3921,2178
3892,3077
283,271
5380,6106
3937,1686
8024,6066
6543,2824
6543,2829
6580,1681
6541,2888
13483,688
3403,1868
5525,1628
6584,1567
6580,1697
6584,1578
6545,2787
5380,6137
6017,2772
6581,1679
6614,654
3272,5957
6574,1908
6580,1722
3932,1887
2865,2199
5491,2716
6047,1865
5931,5459
3819,5399
3392,2253
6038,2146
3790,6302
1273,2410
768,1686
6444,5957
6584,1615
6431,6362
1266,2640
1301,1556
3393,2245
6586,1567
6580,1751
6038,2175
284,326
3452,424
218,2375
3932,1934
3904,2806
2872,2034
6467,5280
2872,2038
6600,1155
3435,968
6038,2194
6567,2185
1265,2707
4329,6031
1263,2772
7516,5542
6543,2935
3453,424
6439,6166
6554,2612
6580,1806
6447,5928
6578,1871
1183,5275
3413,1682
1342,349
6558,2495
3802,6014
5491,2809
6561,2405
6555,2597
6439,6192
6567,2222
6440,6166
6581,1792
6578,1895
729,2990
3384,2605
3935,1911
1301,1646
1337,531
6580,1841
3461,224
653,5353
5405,5499
6584,1722
288,287
5486,2991
7492,6340
6586,1657
6584,1719
3460,265
5931,5586
6584,1727
6439,6228
5493,2785
3376,2880
3945,1629
773,1656
6470,5275
815,357
7642,1709
6556,2612
6586,1681
3904,2907
816,334
6580,1877
6029,2578
6580,1884
6543,3036
2855,2676
1269,2694
2855,2680
7488,6518
821,209
1808,2381
6464,5499
290,289
6570,2218
3435,1101
6574,2100
3916,2576
6586,1727
3904,2952
3435,1107
6451,5921
3905,2924
762,2056
6453,5867
8192,1107
3921,2443
6586,1751
3451,630
6570,2256
5387,6164
6591,1608
6042,2244
6584,1829
1303,1699
2857,2681
3435,1149
6440,6302
5513,2275
6584,1846
6578,2031
6452,5935
6032,2577
292,291
3460,387
7505,6066
6562,2530
6467,5479
6372,8423
3904,3020
6558,2665
3801,6214
7511,5890
6585,1835
6447,6112
3262,6544
6586,1806
6586,1805
3379,2920
7491,6518
5931,5733
3461,387
3430,1347
6581,1972
5931,5744
6580,2008
6580,2013
3992,319
6593,1609
6584,1887
3390,2599
6064,1630
6458,5804
6471,5398
6586,1837
6586,1841
3422,1626
3431,1347
6586,1846
6441,6340
6584,1914
6584,1911
3391,2599
6596,1548
3385,2787
5535,1680
6586,1865
6584,1934
6474,5341
809,736
6584,1937
1342,604
3911,2890
6596,1582
6593,1675
3403,2259
3905,3080
3917,2711
6558,2763
6569,2422
3944,1877
5931,5821
6596,1594
3916,2751
6591,1747
773,1884
6584,1969
3390,2681
6586,1910
6467,5603
6467,5602
3416,1881
6458,5888
6580,2105
3453,736
3450,836
5931,5842
6451,6106
6467,5621
6584,1994
253,1646
7516,5868
5513,2424
6586,1935
3469,258
3821,5730
7532,5382
3915,2818
3391,2681
3403,2308
3822,5705
3998,252
2247,5382
5505,2694
6584,2011
3455,711
6580,2146
3917,2777
3917,2780
6477,5341
828,238
6596,1657
6551,3052
6580,2152
3940,2074
3306,5344
6581,2125
3916,2823
3913,2918
783,1654
6580,2178
3282,6112
3958,1539
6047,2325
6469,5625
3454,788
3941,2074
6562,2747
6601,1537
3990,561
3821,5803
6588,1948
3398,2535
820,536
664,5372
6573,2416
6561,2795
3913,2960
6595,1743
3310,5275
3472,258
6596,1722
6602,1535
3455,788
6596,1726
6584,2098
783,1702
3991,561
3918,2823
1351,482
6593,1822
6452,6198
6602,1548
5521,2290
3918,2831
6586,2047
6588,1990
6591,1894
3413,2113
1283,2610
6603,1537
6591,1908
7539,5288
5513,2559
3282,6184
6596,1751
6029,2948
766,2266
1357,329
2855,3042
6586,2076
5931,5995
6591,1925
6586,2084
6472,5618
3936,2311
6452,6240
6454,6178
6471,5654
3399,2587
6603,1567
6584,2161
6586,2098
2360,2037
2872,2549
830,317
6559,2944
247,2008
1361,244
5525,2233
6580,2304
3998,431
6578,2374
6584,2194
6596,1822
1276,2899
1362,234
3932,2486
257,1723
6586,2136
7532,5579
2247,5579
3388,2978
6583,2241
830,357
6606,1527
6468,5804
6586,2146
5531,2083
6602,1656
6586,2152
3932,2506
5535,1962
6580,2342
1303,2086
3391,2894
6584,2216
6602,1657
3932,2509
6109,563
6593,1940
6558,3025
6597,1822
6605,1572
5940,5809
3946,2088
7514,6166
3955,1813
6487,5245
3389,2978
3964,1537
6591,2025
6586,2178
6580,2364
6605,1595
2371,1775
6048,2476
3305,5592
6596,1876
5931,6106
6607,1540
13483,1371
6596,1886
6562,2942
6471,5769
1349,711
6603,1681
7532,5647
2247,5647
6586,2216
5931,6137
3306,5592
6596,1910
6602,1726
6574,2594
773,2204
6472,5760
6585,2256
3403,2599
6472,5769
6574,2605
6591,2085
5515,2676
6584,2304
247,2144
5515,2680
3433,1688
3296,5935
5543,1828
3935,2525
6580,2454
7014,5384
3393,2947
6601,1806
6580,2455
1841,1915
3941,2352
6584,2340
6586,2283
6573,2686
3435,1660
5534,2132
3478,329
3473,489
7506,6540
2880,2487
6471,5855
3943,2304
1291,2599
6601,1828
3433,1737
839,238
6485,5443
6047,2637
3403,2681
773,2290
7530,5820
6591,2158
6584,2382
6602,1822
3836,5653
6602,1830
6601,1865
6591,2174
6607,1678
7708,315
6462,6178
6601,1868
6596,2028
6586,2338
3398,2866
6471,5908
6601,1877
6607,1697
257,1939
6593,2134
3816,6302
3482,271
3964,1715
6591,2205
7532,5801
6605,1778
3480,349
6602,1876
6593,2153
6584,2431
3821,6166
6602,1884
1366,357
1369,265
5535,2190
3836,5711
1281,3001
6586,2385
6603,1865
6080,1691
3946,2311
6584,2457
1370,250
3318,5401
826,736
6588,2342
6602,1910
6614,1537
6582,2536
3428,2004
6584,2478
3849,5341
7630,2819
6584,2476
6580,2599
6584,2480
5515,2855
3932,2780
6584,2489
6584,2487
6602,1935
3428,2023
3422,2211
6602,1940
3428,2037
7673,1512
3943,2458
6601,1981
1809,3080
7541,5618
6613,1622
6487,5533
6485,5592
6584,2523
2371,2056
3939,2605
6585,2501
3941,2548
6596,2164
6593,2256
2371,2068
8155,2993
6593,2261
1358,711
2872,2929
3403,2857
6586,2489
3959,2010
3443,1622
6602,1998
3399,2990
2876,2819
6464,6279
3488,238
6603,1981
6584,2567
664,5868
6596,2209
845,265
3941,2594
6602,2028
6487,5592
6605,1939
2381,1808
6584,2588
5522,2745
318,234
6613,1697
3403,2915
7626,3075
3300,6112
3418,2457
6591,2399
6584,2615
6583,2650
3439,1817
1376,238
6601,2105
6485,5705
3836,5906
6496,5363
6610,1835
6602,2088
6614,1715
3978,1514
5569,1347
2371,2182
6607,1939
6601,2125
3973,1676
3440,1817
6584,2662
6485,5728
3969,1806
3422,2381
3416,2569
7537,5888
13490,1572
6584,2667
6599,2208
781,2342
5515,3042
13488,1642
318,317
6578,2866
6580,2809
6588,2560
6468,6280
4020,250
6603,2094
6591,2466
6606,2001
6467,6316
6580,2816
6580,2815
6487,5705
6595,2356
6613,1806
792,2042
3404,2993
6578,2908
6613,1822
773,2637
1322,2002
6580,2850
6578,2910
6586,2667
13489,1666
7548,5618
3450,1588
6584,2735
6613,1841
320,319
6586,2683
6580,2869
6603,2161
3405,2993
6485,5818
6613,1854
6596,2379
6095,1527
773,2671
7530,6199
1849,2086
13490,1671
6588,2637
3318,5706
6613,1865
13490,1666
3318,5709
3978,1633
6602,2209
6504,5247
3451,1588
6602,2216
3450,1622
6602,2219
6584,2777
6596,2403
6580,2906
3979,1615
3957,2304
6580,2918
6613,1893
6591,2574
3973,1817
6580,2920
3306,6112
850,329
3977,1699
6580,2923
3975,1760
6583,2837
7657,2310
6075,2199
6498,5474
3492,357
1336,1660
6605,2161
6487,5818
3836,6081
6613,1919
6591,2599
6584,2816
3436,2101
3836,6094
3428,2360
3974,1817
792,2157
13490,1743
3413,2831
6584,2838
6485,5905
6591,2619
3952,2510
6471,6338
3492,387
6586,2777
6613,1940
13485,1903
1865,1678
3491,424
6581,2943
6582,2910
13483,1975
6485,5921
6504,5337
6586,2793
3837,6094
3975,1818
3412,2887
3952,2534
3413,2859
1370,656
3849,5729
849,424
6057,2819
6586,2802
6504,5344
3450,1716
806,1760
6580,2993
7563,5288
2377,2212
6605,2216
6595,2530
6586,2816
6487,5886
811,1622
6601,2358
6584,2885
3445,1892
6586,2829
6602,2340
6487,5905
6591,2681
6613,2011
6487,5916
6584,2909
6591,2696
3482,772
6580,3045
6603,2336
8199,2011
1299,2920
5556,2029
6603,2339
6603,2338
3415,2866
6498,5598
6607,2218
7537,6161
13483,2061
6605,2294
6501,5523
6580,3072
257,2482
3855,5635
692,5384
3978,1824
6091,1854
3491,536
6603,2375
4027,319
6502,5515
858,254
6613,2077
5966,5750
6596,2610
6586,2923
328,315
320,563
6487,5995
7539,6157
5553,2187
3433,2377
6586,2944
6613,2105
2275,5513
1373,711
852,482
321,563
1384,379
6607,2308
3338,5344
6605,2375
6584,3030
3450,1877
3975,1988
6615,2073
6504,5513
6607,2325
6613,2136
859,289
3445,2044
6597,2641
7645,2925
3432,2457
6613,2152
5540,2656
6588,2942
330,329
6596,2693
6591,2855
1390,250
6588,2952
6603,2487
6596,2704
3433,2457
6498,5751
3418,2925
3428,2621
6596,2720
6093,1932
853,536
854,506
6605,2454
7334,12627
6601,2581
3501,379
1382,531
6588,2990
6504,5592
6601,2594
4010,1000
3416,3029
333,300
8178,2866
6596,2762
1748,5597
6615,2179
6601,2613
3946,3001
6498,5810
6601,2631
6603,2569
6606,2473
3432,2567
6509,5484
6596,2792
1394,215
6494,5957
3992,1603
8207,2010
6593,2899
2385,2277
13488,2153
3965,2457
3433,2567
1388,431
1379,711
6603,2613
6591,2987
6591,2992
821,1641
6602,2654
777,3006
1338,2001
821,1650
13489,2166
6604,2605
6496,5957
5460,5303
6591,3021
6064,2977
6601,2719
6100,1865
6516,5352
6602,2693
6603,2662
1378,800
6603,2667
13490,2166
328,591
792,2592
6517,5341
13490,2171
5459,5380
6596,2899
6602,2720
6596,2906
1348,1751
3338,5598
6613,2378
3851,6093
13490,2198
3993,1692
13488,2256
6597,2899
3981,2077
3434,2649
6613,2410
6613,2408
6596,2940
6613,2418
3439,2510
3863,5750
6602,2762
3450,2174
6596,2953
6603,2735
6595,2982
6603,2740
6504,5809
6601,2809
6106,1775
5581,1670
692,5776
6613,2455
825,1656
6517,5428
6481,6544
13483,2477
6601,2835
6595,3028
781,3038
6602,2816
7685,2010
7685,2008
6603,2788
6607,2662
1324,2599
4041,295
6618,2332
6498,6051
6613,2486
8095,5695
783,2992
871,265
864,482
6615,2427
6603,2802
7506,7583
6601,2869
3881,5273
344,234
3995,1740
6504,5886
13490,2319
1930,226
3450,2262
2371,2947
3459,1988
2929,2034
2929,2038
6504,5906
6504,5905
2909,2662
6609,2661
1311,3060
7042,5621
6596,3069
3429,2942
858,725
3474,1549
6596,3072
3989,1975
792,2779
6605,2802
3501,725
1393,538
3970,2572
6602,2906
8195,2675
1930,285
6613,2569
13483,2587
1930,289
874,258
6603,2883
2912,2619
7541,6576
6607,2769
5459,5586
6515,5618
6605,2835
6601,2959
792,2816
5543,2991
3508,544
6613,2599
3474,1604
3449,2379
3456,2164
13483,2618
5995,5380
6613,2605
3450,2362
856,855
1395,531
6613,2613
6104,2011
6607,2809
3447,2471
1384,894
826,1812
825,1843
2371,3077
3449,2443
6603,2977
8234,1567
6527,5330
6613,2669
1930,387
6602,3020
3887,5266
4034,711
825,1891
5995,5459
6618,2535
6159,379
6615,2637
1930,417
1348,2076
1930,421
5586,1775
1930,431
6429,8423
6602,3064
6106,2056
5459,5733
1930,443
4009,1537
875,387
6106,2068
3466,1990
5459,5744
1930,455
1406,317
1405,357
796,2852
1408,265
3998,1896
835,1646
3989,2181
3478,1646
8234,1665
7679,2495
6607,2962
2387,2716
3855,6362
2912,2827
1338,2473
5594,1612
1862,2621
350,349
3516,513
4054,221
5459,5821
5995,5586
1329,2780
2947,1775
6605,3064
6613,2816
6493,6544
3892,5261
6504,6214
835,1726
6536,5219
6615,2770
7548,6621
5459,5842
3501,1012
8234,1752
6613,2850
6106,2182
3450,2605
1775,5380
3481,1646
6515,5904
3481,1652
6515,5908
6613,2869
3450,2619
8207,2613
276,2720
3518,524
6090,2716
338,804
13489,2720
8207,2626
3977,2691
354,317
1393,882
6613,2906
885,250
838,1709
4009,1717
1930,630
6613,2923
6613,2920
6104,2321
6113,2041
5459,5931
3487,1533
8199,2919
3887,5523
1775,5459
301,2002
8205,2746
3450,2696
3892,5380
3476,1894
5572,2455
5995,5733
5579,2247
13483,2990
5995,5744
3531,217
5586,2056
7359,12627
3515,723
5459,5995
6613,2993
2385,2990
5586,2068
3267,8423
6116,2025
821,2336
8125,5288
13483,3040
814,2558
6613,3017
825,2222
3516,723
5597,1748
6613,3020
7361,12604
3892,5459
3463,2377
4016,1618
2929,2549
3268,8423
3526,427
6106,2371
5995,5821
1419,221
4017,1605
825,2254
3989,2477
358,357
1775,5586
3489,1609
5995,5842
2923,2777
3476,2021
3474,2083
3448,2889
8205,2883
1411,504
3483,1813
3978,2851
5477,5536
2947,2056
5459,6106
364,215
3993,2405
4003,2099
3449,2889
2947,2068
5586,2182
6509,6340
6515,6161
320,1603
4001,2180
5459,6137
2420,2042
3978,2900
1421,252
3484,1835
7065,5523
1332,3022
3989,2576
4009,1959
3892,5586
5995,5931
2418,2134
3456,2726
3450,2912
858,1347
1420,317
5579,2459
5582,2373
3468,2375
883,595
3370,5421
1332,3069
6505,6544
7689,2608
8205,3011
1775,5733
1775,5744
6527,5886
2920,3020
3481,2012
2947,2182
3989,2651
4008,2061
6101,2718
13489,3069
827,2386
3463,2603
3496,1580
4047,882
6529,5867
6526,5957
1416,531
3998,2416
3989,2709
1775,5821
4010,2074
5586,2371
3892,5733
6101,2798
3892,5744
894,379
6528,5947
3378,5295
3450,3063
6509,6540
4001,2373
1775,5842
3989,2751
5995,6106
6526,6029
2960,1895
5609,1703
896,349
6098,2926
3982,2990
3458,2853
4027,1603
2929,2872
827,2502
5995,6137
4002,2386
7372,12604
3483,2101
4009,2178
881,843
825,2580
3526,772
6511,6544
5579,2666
373,215
899,298
3892,5821
7065,5760
7372,12627
3989,2818
3371,5592
3516,1101
3526,794
6137,1775
3881,6177
3499,1635
892,531
1775,5931
3892,5842
838,2212
369,368
2947,2371
3881,6184
825,2621
6543,5597
2959,2011
1882,2647
3500,1646
5599,2116
374,250
3459,2918
3475,2431
904,221
6526,6166
3496,1795
1775,5995
883,882
3476,2419
3478,2360
4002,2502
3370,5709
3467,2706
3475,2458
347,1123
3501,1657
2424,2275
3993,2795
8234,2397
3892,5931
5575,2914
8230,2535
1388,1646
7689,2920
3479,2375
903,317
5572,3036
4009,2340
1242,6199
1388,1679
3998,2694
3481,2338
3989,2977
6549,5536
7719,2040
1354,2749
3892,5995
6516,6572
5572,3072
378,250
1254,5864
7719,2060
1359,2613
3474,2588
1775,6106
6114,2669
1273,5288
4007,2457
3989,3016
3489,2134
3467,2827
7689,3020
7719,2097
6106,2947
1775,6137
1390,1707
3506,1650
3372,5809
1420,788
3484,2342
4036,1613
2948,2578
7689,3064
909,258
1915,1841
910,238
6561,5280
3475,2647
6527,6340
1381,2026
3892,6106
3535,794
3995,2923
6137,2056
3495,2044
1390,1766
821,3021
7734,1709
6137,2068
4007,2567
4006,2602
2855,5515
6128,2355
3892,6137
1440,238
3504,1791
3489,2259
3496,2044
321,2168
903,513
3476,2673
891,890
3377,5745
5592,2618
859,1884
3370,5966
4007,2602
3508,1692
3504,1822
6106,3077
3507,1735
8271,1512
4032,1852
380,379
3435,3983
2424,2559
3483,2501
1388,1910
8290,963
314,2459
4037,1737
8140,5617
8234,2706
3484,2501
6121,2678
6137,2182
3473,2847
6559,5496
3476,2770
301,2897
5626,1670
3389,5499
895,894
4069,806
7742,1634
7094,5341
1390,1945
1390,1949
5586,2947
3496,2204
3393,5398
1360,2887
8234,2798
3532,1107
3475,2880
7734,1937
1429,788
3504,1999
6561,5536
3555,424
8252,2303
218,5601
7705,2899
6159,1670
378,661
5494,5908
8290,1149
4046,1646
3511,1846
6137,2371
3490,2510
3517,1673
914,445
5626,1837
5586,3077
903,806
388,387
3889,6547
393,234
5626,1854
6532,6544
3498,2304
3555,536
3508,1995
5623,1972
4007,2924
6157,1809
5622,2015
6534,6518
1428,968
7395,12604
7742,1852
390,387
2872,5368
3505,2128
1449,329
3529,1389
2992,1654
1935,1657
7742,1868
865,2061
7395,12627
3393,5618
6016,6228
8237,2919
3563,357
3511,1969
4015,2731
325,2433
2947,3077
1412,1522
5605,2612
3517,1813
392,387
4016,2731
7724,2473
3524,1608
1934,1748
3481,2944
1895,2960
3524,1615
7077,6166
5626,2004
3932,5372
3570,209
356,1551
7734,2212
899,1105
3569,265
3560,544
8284,1555
6538,6544
7719,2700
8247,2720
3510,2109
1409,1719
875,1892
7719,2729
7799,246
379,894
3894,6617
7719,2731
3570,281
7753,1681
1434,968
8306,930
1456,291
1446,604
3535,1389
7094,5745
858,2456
3506,2289
1908,2676
1908,2680
1414,1613
1939,1723
3487,2889
7080,6192
3549,968
3505,2338
1388,2431
929,289
7742,2084
5609,2669
903,1101
6168,1729
6542,6544
398,397
4040,2188
1390,2420
4100,334
6160,2013
6574,5566
1390,2431
5512,5720
4056,1707
7719,2848
3499,2609
6160,2036
3522,1908
1441,882
3525,1820
4049,1970
6574,5618
918,736
1390,2489
4056,1766
4028,2648
1380,2816
3532,1644
6584,5341
3517,2125
7080,6362
860,2572
1908,2855
4048,2054
1463,271
3939,5445
3533,1646
4057,1788
5510,5905
3570,513
4044,2209
4020,2956
857,2704
7734,2512
6561,6112
4042,2296
4057,1830
7409,12604
4039,2390
4045,2209
4096,627
4058,1812
3511,2387
7409,12627
938,234
6030,6228
3927,5886
7640,5471
2459,2247
5623,2466
1462,387
1401,2289
6586,5394
3501,2735
6591,5251
3928,5886
6137,2947
3505,2621
935,372
3932,5777
6160,2254
935,387
859,2749
1466,317
8155,5957
3504,2681
7743,2356
6591,5305
6582,5587
941,238
1421,1748
1908,3042
3536,1727
413,238
4023,3017
2990,2277
3508,2605
942,234
5657,1527
6167,2098
414,221
1445,1033
5611,2959
3509,2605
781,5252
1809,6157
4032,2788
7755,2067
5626,2534
6137,3077
400,711
6591,5398
3496,3045
4066,1764
857,2942
3525,2158
2482,1723
3501,2906
6160,2402
3510,2633
1411,2169
768,5720
414,315
5649,1872
4040,2602
3498,3022
2990,2385
412,387
3570,806
1459,711
6582,5738
1473,289
4069,1760
3582,482
2477,1975
7640,5777
369,1809
5657,1721
3943,5706
1390,2934
3591,238
1312,5353
3508,2817
4099,882
6586,5706
6584,5777
1411,2301
1477,258
3530,2154
3944,5706
4074,1679
1411,2314
4121,224
1401,2625
4058,2180
945,379
367,1914
6591,5579
936,661
876,2525
3576,748
3536,1988
4096,1012
1950,2012
892,2044
4035,2917
3522,2436
3420,5597
6580,5957
414,496
5537,5524
948,329
6591,5618
3517,2615
6586,5777
3530,2213
2371,5380
2482,1939
3549,1633
4067,1958
1390,3030
2990,2587
2459,2666
3528,2304
6591,5654
4068,1958
1463,794
7753,2427
7742,2768
3532,2205
937,736
3416,5810
5634,2591
4038,2914
3528,2342
931,930
6190,1746
4049,2582
6586,5864
6183,1976
2371,5459
1396,2920
4081,1606
1401,2769
1939,2482
7742,2818
4052,2526
1411,2476
3517,2726
8311,1573
1421,2169
7734,3080
3521,2609
6160,2719
3511,2920
4079,1699
4044,2786
4083,1578
5657,1936
5647,2247
1479,387
2457,2838
3556,1539
4076,1806
3596,302
4053,2526
956,234
3512,2920
5667,1657
4080,1699
4045,2786
4086,1520
3416,5905
4051,2606
3530,2375
3936,6178
4037,3049
3413,6014
367,2138
6584,6029
426,319
6591,5810
3417,5905
5657,2001
2371,5586
7753,2589
3522,2680
1300,6027
6591,5865
3525,2605
6578,6272
422,498
4085,1635
428,317
7772,2031
3524,2651
3530,2469
4083,1713
425,424
3530,2474
957,317
6569,6568
3560,1551
3546,1988
1411,2639
3524,2676
8357,315
6582,6196
4119,627
4084,1713
3561,1551
3547,1988
7645,6030
3525,2676
5667,1822
3525,2696
13483,5303
5647,2459
6584,6184
1484,445
7743,3028
13483,5309
1490,265
1485,421
4085,1743
1426,2253
4057,2613
1426,2259
2371,5733
5675,1619
3530,2584
2371,5744
2381,5443
7777,2008
6200,1751
1407,2887
4136,209
13483,5363
6598,5816
3604,324
1493,234
7754,2755
773,6178
3517,3035
1414,2693
6176,2531
4086,1787
6591,6066
2371,5821
1412,2787
6172,2687
966,238
3552,1995
2371,5842
6181,2421
8311,1937
436,317
3522,2958
3418,6184
6603,5750
7310,238
3565,1646
4079,2105
7310,250
264,5689
3584,1073
5647,2666
356,2853
3432,5803
2371,5931
3450,5251
4080,2105
264,5729
3604,498
7310,298
792,5751
3522,3042
3433,5803
3556,1990
967,329
3568,1622
1496,317
3975,5401
7310,317
4078,2209
3605,498
4069,2506
3561,1873
13483,5592
2371,5995
4086,1981
8305,2268
4076,2308
792,5810
13483,5602
6618,5440
3433,5868
6613,5597
7792,1822
6166,3079
3413,6503
5657,2473
4101,1560
3533,2787
6593,6228
3592,968
4057,2940
1501,258
8311,2144
435,547
3615,273
5543,6050
3604,630
1421,2766
892,2786
7802,1572
4102,1582
3569,1727
4086,2084
2371,6106
3564,1896
4064,2779
4121,1012
3616,289
7310,471
8305,2402
4076,2432
2371,6137
2385,5706
1480,1000
447,258
4069,2669
8178,6362
4081,2307
903,2525
6596,6279
7310,544
3557,2201
4069,2715
7317,329
3576,1613
3569,1830
1421,2885
442,471
1498,506
7310,563
3561,2094
3552,2379
451,209
7317,357
3569,1868
893,2906
444,443
3450,5566
404,1701
3016,2651
926,1907
3622,258
3536,2923
4081,2421
4065,2917
288,5319
2929,5368
4090,2157
3086,524
450,319
446,445
3096,217
6175,3076
4103,1776
374,2694
3042,1908
1426,2853
4081,2474
386,2332
4086,2319
3613,602
3087,524
5660,2686
373,2749
7317,482
3569,1990
6181,2943
6605,6184
407,1719
3978,5705
1981,2084
6202,2319
3603,968
3979,5705
7776,2683
8305,2675
3543,2853
3625,334
3569,2076
3450,5769
3542,2920
983,329
3569,2084
3587,1537
6106,5380
2487,2880
7809,1740
6080,6198
1427,2990
2550,949
386,2505
3569,2143
4085,2530
8346,1520
7317,651
3565,2274
3096,431
7317,654
3463,5445
5579,5382
7317,661
6080,6240
7310,882
4115,1626
8305,2808
3552,2700
442,806
3450,5864
4078,2786
988,273
6106,5459
5563,5906
371,3045
5567,5811
1975,2477
3625,482
972,806
4152,538
902,2993
988,329
3989,5602
821,5512
8305,2891
973,806
6187,3015
1445,2563
3577,2010
3105,271
926,2283
3590,1622
3549,2900
3590,1632
3020,2920
969,968
3636,215
7334,265
7334,269
3101,427
4089,2572
4103,2138
4094,2424
980,654
6106,5586
414,1817
458,457
6087,6184
7334,298
6615,6211
463,317
3096,630
5667,2852
995,234
1464,2080
3106,329
3975,6161
7334,334
3561,2613
5586,5380
1470,1908
5677,2567
7334,355
3575,2199
3110,238
926,2406
5684,2375
1361,5319
3639,238
3450,6112
5579,5647
7334,408
3105,439
3102,531
5586,5459
3636,379
4086,2815
469,258
6106,5733
3477,5319
7334,437
3103,531
6106,5744
3476,5355
3112,258
426,1603
7340,265
4081,2994
2947,5380
13490,6228
414,1990
6200,2847
5677,2682
3565,2616
4154,748
1476,1846
3636,424
6269,723
6223,2146
3113,258
4165,417
3111,322
1456,2484
2424,5245
5595,5247
1505,968
3590,1877
6269,748
3596,1697
977,968
998,319
3585,2042
4166,417
4101,2436
837,5319
7334,524
6106,5821
7334,531
3590,1908
7334,536
2947,5459
5672,2906
1993,2270
7340,355
6106,5842
5719,1460
6114,5597
923,2690
4119,1924
7334,561
473,265
1348,5908
1489,1538
5684,2569
6236,1846
3575,2416
4089,2873
6116,5579
3585,2125
1488,1595
1464,2342
7334,604
926,2648
7825,1778
1001,334
7340,437
6106,5931
3587,2105
3599,1735
3589,2044
3114,387
8357,1707
922,2823
2947,5586
7334,661
7340,482
7804,2480
3588,2105
5719,1582
4101,2595
3572,2609
6217,2538
3564,2861
7334,685
6106,5995
3042,2676
7334,700
3042,2680
5586,5733
3596,1893
917,3024
5586,5744
3115,424
1495,1494
5762,291
3104,772
7340,536
4115,2211
3104,794
3615,1347
3105,772
3122,250
416,2219
2424,5513
2960,5288
472,496
3575,2609
3105,794
6205,3006
3476,5683
479,289
3474,5750
3636,736
5586,5821
8361,1727
3565,2944
3596,1985
3122,295
6277,806
926,2846
2947,5733
2012,1950
5586,5842
1528,573
8357,1865
7797,2846
3115,536
2947,5744
3123,295
8368,1540
1011,234
5681,2926
7840,1538
3476,5750
6106,6137
992,834
3652,298
3116,536
7351,324
7351,329
1456,2848
3596,2047
3612,1551
3484,5523
3578,2613
6620,6619
997,711
3653,298
3042,2855
3077,1775
3126,258
7351,357
7311,1597
1528,648
8410,298
7825,2048
7334,890
5586,5931
3569,2923
4115,2381
2947,5821
7310,1652
3036,3072
316,5474
3596,2103
2947,5842
1470,2480
4131,1908
7312,1605
1495,1716
3493,5319
6622,6621
7713,5587
4132,1908
3572,2883
444,1551
8327,2941
5586,5995
7802,2835
1505,1433
3111,804
1495,1751
3129,252
3583,2564
3590,2362
3082,1729
6624,6621
5724,1752
946,2418
8414,289
3111,847
2947,5931
3080,1809
1001,725
7351,482
485,347
3575,2865
6216,2917
481,480
7359,265
7359,269
6137,5380
1013,387
3656,377
3476,5966
