role_1,role_2
7294,7224
7292,7286
7295,7193
7295,7192
7294,7222
7295,7191
7294,7221
7292,7290
7294,7228
7293,7259
7823,7212
7294,7227
7295,7195
7294,7226
7295,7194
7294,7232
7295,7201
7292,7294
8880,7219
7295,7200
7294,7231
7294,7230
7295,7199
7294,7229
7295,7198
8878,7284
7295,7205
7294,7236
7293,7267
8880,7215
7295,7204
7294,7235
7295,7203
7294,7234
7292,7296
8880,7217
7295,7202
7292,7295
7294,7233
13434,13511
7295,7209
7294,7240
7295,7208
7294,7239
7293,7269
7295,7207
7294,7238
7295,7206
7294,7237
7295,7213
7295,7212
7295,7211
7294,7242
8880,7225
7295,7210
7294,7241
7292,7303
7295,7217
7294,7248
7294,7247
7295,7216
7293,7277
7295,7215
7292,7307
7294,7245
7295,7214
10263,13511
7295,7221
7294,7251
7295,7220
8878,7294
8881,7201
7295,7219
7294,7250
7294,7249
3596,7201
10786,13683
7295,7218
7294,7256
7295,7224
7294,7254
7295,7223
7294,7253
7295,7222
7293,7291
7294,7260
7296,7198
7295,7229
7294,7259
7293,7290
7295,7228
7295,7227
8881,7210
7294,7257
7295,7226
7294,7264
7295,7233
7293,7295
7296,7201
7294,7263
7293,7294
7295,7232
7294,7262
7296,7200
7295,7231
7294,7261
7295,7230
7294,7268
7295,7237
7294,7267
7295,7236
8881,7217
7293,7297
7295,7235
7294,7266
8880,7249
7294,7265
7295,7234
8881,7219
7295,7241
7295,7240
7294,7270
8880,7261
7294,7269
7295,7238
7295,7245
7296,7214
7294,7276
12901,13679
7295,7244
7294,7275
7295,7242
7296,7218
7294,7280
7295,7249
7296,7217
7295,7248
7294,7279
7295,7247
7294,7278
7294,7277
7296,7215
7295,7246
10787,13683
7295,7253
7294,7284
7296,7222
7295,7252
7297,7189
7294,7282
7295,7251
7296,7219
7295,7250
7294,7281
7295,7257
7294,7287
7295,7256
7294,7286
7295,7255
7295,7254
13430,13679
7294,7292
7297,7198
7295,7260
7296,7229
7294,7291
7294,7290
7295,7259
8881,7242
7294,7296
7295,7265
7296,7234
7297,7203
7294,7295
7295,7264
8881,7253
7297,7201
7295,7263
7296,7231
7294,7293
7295,7262
11316,13684
7294,7300
7295,7269
7295,7268
7294,7299
8881,7249
7297,7205
7295,7267
7295,7266
7294,7297
7295,7273
7294,7304
7296,7242
7297,7210
7295,7272
7294,7303
7296,7241
8881,7261
7294,7302
7295,7271
7295,7270
7294,7301
7297,7208
8883,7201
7297,7215
12902,13679
7295,7277
7294,7308
7295,7276
7295,7275
7297,7212
7295,7274
8881,7259
7297,7219
7295,7281
8883,7206
7296,7249
7295,7280
7296,7248
7297,7217
3389,13679
7295,7279
7295,7278
8880,7302
7296,7253
7298,7191
7295,7284
7297,7220
7295,7282
7823,7303
7296,7256
10794,13511
7295,7286
8883,7217
7297,7231
7295,7293
7296,7261
11316,13707
7295,7292
7297,7229
7296,7260
7295,7291
7295,7290
7295,7297
7297,7234
7295,7296
7295,7294
7295,7300
8883,7219
3598,7217
8883,7220
7296,7267
7295,7305
7295,7304
7297,7241
7298,7210
7295,7303
8884,7201
7295,7302
7297,7247
7295,7308
7295,7307
8884,7198
7296,7282
7296,7281
7297,7249
7299,7193
3596,7295
7297,7254
3598,7233
7299,7191
7297,7253
7299,7190
7297,7259
10795,13511
8884,7215
7299,7196
9738,13511
8884,7217
7299,7194
8883,7249
7296,7294
8883,7242
3598,7242
7296,7292
7299,7198
7297,7266
7299,7203
7296,7295
8884,7219
3598,7252
7296,7299
8885,7201
7296,7304
7296,7303
3598,7257
7296,7308
7299,7215
7297,7277
7297,7276
8883,7261
7298,7252
7300,7189
3598,7261
4127,7249
7297,7281
7298,7256
7297,7286
8885,7206
7300,7191
7297,7291
7300,7198
8885,7216
7299,7228
8885,7217
8884,7249
7298,7257
8885,7219
7297,7295
7300,7201
7297,7294
7297,7293
8885,7215
7298,7268
7300,7203
7300,7210
7297,7303
7300,7209
7300,7208
7300,7214
7300,7212
7300,7211
7299,7242
7298,7273
7299,7249
7300,7215
7301,7191
13434,13679
7300,7221
7299,7252
7300,7220
7298,7282
7298,7281
7299,7257
7300,7226
7299,7256
7301,7194
7300,7224
7300,7230
7300,7229
8885,7249
7300,7234
7299,7265
7301,7203
3601,7212
6243,7232
7301,7201
7300,7232
6243,7231
7301,7200
6243,7230
7300,7231
7299,7268
7298,7299
7300,7235
8885,7259
7299,7273
7300,7242
7301,7211
7300,7239
7301,7208
7301,7215
8358,7217
7300,7244
7301,7212
6243,7249
7300,7249
8885,7261
7300,7247
7299,7278
7301,7223
7301,7222
7299,7283
7300,7252
7301,7220
7829,7242
7300,7257
7301,7225
7300,7256
7302,7193
7301,7224
7301,7231
6243,7261
6245,7198
7302,7198
6243,7259
7301,7229
7300,7259
7300,7266
7302,7203
7299,7296
6245,7201
7301,7232
7302,7201
7300,7263
7299,7294
7302,7208
7300,7270
7300,7269
7301,7237
7300,7268
3601,7250
7299,7298
8888,7198
7302,7212
7300,7273
7301,7242
8358,7249
7302,7215
7301,7246
7300,7277
7302,7214
7301,7245
7301,7244
7300,7282
7302,7220
7303,7189
7302,7219
7301,7249
6245,7217
7302,7217
7303,7193
7303,7192
7303,7191
7303,7190
7301,7259
7303,7195
7302,7225
7303,7194
7303,7201
7301,7263
7300,7294
8888,7219
7303,7200
7303,7198
7300,7291
7301,7267
7303,7205
8888,7215
6245,7234
7303,7204
7303,7203
8888,7217
7303,7202
7300,7295
7301,7271
7303,7209
7300,7302
7303,7208
7303,7207
7303,7206
7302,7244
7303,7213
7303,7212
7303,7211
7302,7242
7303,7210
7301,7272
7300,7303
7301,7279
7303,7217
7301,7278
7303,7216
7303,7215
7301,7277
7303,7214
7301,7276
7303,7220
9214,13511
7303,7219
7301,7281
7303,7218
7302,7249
7829,7303
7304,7193
7303,7224
7303,7223
7301,7284
7303,7222
7302,7260
7303,7229
7304,7198
7303,7228
3601,7303
7303,7227
7303,7226
7303,7233
7303,7232
7304,7201
7301,7294
7303,7231
7303,7230
7303,7237
7302,7267
7303,7236
7303,7235
8888,7249
7304,7203
7303,7234
7303,7241
7301,7303
7304,7208
7302,7269
7303,7238
7303,7245
7302,7276
7303,7244
7304,7212
7303,7242
7303,7249
7304,7218
7303,7248
8890,7206
7303,7247
7304,7215
7303,7246
7302,7277
7303,7253
7305,7191
8890,7201
10272,13511
7303,7252
7304,7220
7303,7251
7302,7282
7303,7250
7303,7257
7305,7194
7303,7256
7305,7193
3400,13562
7302,7286
8890,7215
7303,7254
7303,7261
7304,7229
7305,7198
7303,7259
7304,7228
7304,7227
7305,7203
7303,7265
7304,7234
6245,7294
7302,7295
7303,7264
7302,7294
7305,7201
7303,7263
7303,7262
7304,7231
7303,7269
7302,7300
8890,7217
7303,7268
7303,7267
7304,7236
7303,7266
7304,7242
7303,7273
7302,7303
7305,7210
7304,7240
7303,7271
7303,7270
7305,7215
7303,7277
7303,7276
7303,7275
7303,7274
7302,7305
7305,7219
10267,13703
7303,7281
7304,7249
7303,7280
7305,7217
7304,7248
7303,7279
7303,7278
7304,7247
8888,7302
7303,7285
7305,7222
7304,7253
7303,7284
7305,7221
7303,7283
7305,7220
7303,7282
7305,7224
7303,7286
7305,7230
7303,7292
7303,7291
7304,7260
7303,7297
7305,7235
7305,7234
7303,7296
7303,7295
7305,7232
7303,7294
7303,7301
8890,7249
7305,7238
10268,13683
7303,7300
7305,7242
8363,7215
7303,7304
7305,7241
7304,7272
7303,7302
7305,7246
8363,7211
7303,7308
7304,7277
7303,7307
12911,13679
7304,7282
7304,7281
7305,7249
3607,7203
7304,7286
7305,7259
8363,7231
3607,7211
7304,7294
7306,7231
7305,7262
7307,7200
3607,7212
7304,7291
7307,7203
7304,7296
7304,7295
7305,7270
7305,7269
7306,7243
8893,7201
7304,7303
7307,7220
7306,7249
7305,7286
8893,7206
7308,7198
8893,7217
8893,7219
7305,7295
3607,7242
8893,7215
7308,7203
7308,7210
7305,7302
7308,7208
7308,7212
7307,7242
7306,7273
7307,7249
7308,7215
7307,7246
3607,7263
13442,13679
7308,7220
8689,13562
7308,7229
7309,7198
8893,7249
3609,7211
7308,7234
7309,7201
10805,13511
7308,7231
12914,13679
7307,7267
7308,7241
7309,7215
7309,7212
6251,7249
7308,7249
8893,7261
3609,7231
7308,7248
3607,7295
7308,7253
3607,7303
7307,7292
7308,7260
13448,13531
7308,7259
7307,7295
10806,13511
3609,7249
7308,7269
7307,7303
8896,7205
7308,7282
7309,7249
7308,7284
8368,7191
3609,7270
7308,7294
8896,7220
7309,7261
8896,7215
7308,7296
7308,7295
3610,7249
8368,7208
8897,7193
8897,7194
7308,7303
8897,7201
13445,13679
8896,7241
8896,7242
8897,7217
8897,7219
8898,7206
10274,13703
8898,7201
8897,7232
10280,13511
8898,7215
8897,7242
8899,7193
11332,13684
8898,7217
8897,7249
8898,7219
8899,7198
8896,7294
8899,7201
8899,7206
8899,7215
10810,13511
8899,7217
3409,13565
13447,13679
8898,7249
8899,7219
8898,7261
8898,7259
7843,7203
8900,7206
8900,7215
8900,7216
7843,7211
8900,7217
8899,7249
10276,13707
8900,7212
13448,13679
8900,7224
8900,7219
8900,7220
10283,13511
8900,7232
8901,7201
8899,7261
13449,13679
7635,13684
8901,7217
8900,7249
7843,7242
7843,7249
9749,13707
7635,13702
10284,13511
11341,13511
8900,7261
8900,7268
3088,7222
7843,7270
8902,7217
3617,7211
8902,7215
8372,7261
12922,13679
8372,7268
3089,7211
3089,7215
8902,7249
11337,13684
3617,7249
3617,7254
3089,7242
8902,7261
8901,7294
8901,7295
4148,7189
3089,7249
4148,7198
4148,7210
9753,13684
4148,7214
8905,7206
4148,7212
7846,7261
11344,13511
4148,7219
8905,7215
9224,13703
3089,7284
7848,7212
8377,7207
8905,7217
4148,7232
8377,7203
8905,7219
8377,7212
8377,7209
12925,13679
8377,7221
8905,7242
8905,7249
8378,7203
4148,7269
8905,7261
8378,7210
8378,7211
8378,7212
3413,13679
8378,7224
8378,7219
4148,7294
8378,7242
8377,7274
4148,7303
12927,13679
8378,7253
8378,7249
8908,7206
8908,7215
8377,7294
8908,7217
8378,7270
8908,7225
8908,7219
8909,7201
8909,7206
8909,7217
8378,7295
8908,7249
8909,7219
8909,7215
9229,13684
4153,7212
8908,7261
10286,13707
9764,13511
8909,7249
8909,7261
10293,13511
6797,7210
3626,7212
6797,7212
3627,7193
1304,13679
10278,14020
3627,7215
3627,7219
9750,14020
6271,7201
3627,7242
3627,7249
3627,7261
8914,7201
6063,13669
10819,13684
3424,13562
6271,7231
9768,13511
8914,7217
11354,13511
8915,7201
3627,7284
10819,13707
6271,7249
10820,13684
6064,13669
3630,7203
9234,13700
8915,7215
8915,7217
6271,7261
8914,7242
8916,7194
8914,7249
8915,7219
11355,13511
8914,7261
8916,7201
8916,7198
8915,7238
8916,7208
8916,7217
8915,7249
8916,7211
8916,7212
8916,7225
8916,7219
3630,7249
8916,7222
7860,7198
11356,13511
8916,7228
7651,13679
8915,7261
7860,7203
8916,7242
10828,13511
8389,7201
8916,7249
7860,7211
8389,7198
7860,7215
7860,7222
12937,13679
8389,7211
8916,7253
8389,7215
8389,7225
7860,7249
8916,7276
3633,7215
7860,7247
3633,7217
8389,7249
7862,7198
7862,7202
11358,13511
10296,13684
8916,7307
8389,7261
9773,13511
3633,7249
3633,7261
8920,7201
8389,7284
8920,7219
10831,13511
8920,7215
8920,7217
7862,7249
10297,13703
8921,7206
8921,7201
4164,7219
9775,13511
8921,7217
8920,7249
8921,7219
7862,7286
4164,7249
7862,7302
8921,7242
8921,7249
8921,7261
3638,7193
8394,7212
3638,7206
3638,7212
3638,7215
3638,7219
4164,7303
12943,13679
4168,7189
4168,7198
4168,7201
8925,7201
4168,7210
9772,13707
4168,7212
4168,7217
4168,7215
8925,7211
8925,7206
4168,7219
4168,7220
8925,7217
11359,13684
8925,7219
8925,7212
8925,7215
8925,7220
6283,7212
4168,7249
6283,7219
10303,13683
8398,7201
8925,7249
4168,7259
4168,7266
8398,7212
8925,7259
8398,7217
8398,7219
8925,7267
7870,7203
8925,7261
8398,7215
7870,7212
7870,7211
7870,7214
9781,13511
8925,7279
7870,7224
4168,7297
8398,7242
7870,7226
8398,7249
7870,7232
7870,7230
4168,7303
8928,7206
10310,13511
8399,7217
8398,7261
9782,13511
8928,7217
6283,7294
6283,7303
3435,13679
8399,7249
7870,7269
8928,7242
8398,7294
8928,7249
8928,7261
3645,7193
3645,7194
7870,7295
4173,7215
3645,7198
9255,13511
9778,13683
7870,7303
3645,7211
3645,7212
3645,7219
11370,13511
4173,7242
3645,7226
7874,7203
9785,13511
7874,7216
7874,7215
10307,13709
7874,7220
8403,7206
3645,7249
4175,7203
3645,7252
10314,13511
9257,13511
8403,7217
3645,7257
3645,7259
4175,7211
4173,7279
4175,7215
8403,7219
3645,7277
7874,7250
8932,7219
7874,7254
7876,7198
7876,7197
4175,7249
7874,7267
3645,7295
7876,7210
4176,7219
9787,13511
3645,7303
7876,7212
8932,7249
8403,7259
8403,7261
7876,7215
7876,7220
7876,7219
8934,7198
4176,7249
7876,7238
7876,7242
6817,7303
8934,7206
9788,13511
8934,7217
8934,7219
7876,7249
8934,7215
7876,7266
7876,7270
7876,7267
10312,13684
8934,7249
9255,13684
4176,7294
9789,13511
799,13679
8936,7198
9784,13684
4176,7303
8934,7261
8936,7201
3121,7246
8936,7212
7876,7303
8936,7210
8936,7219
10847,13511
8936,7217
8936,7227
6294,7211
10842,13683
8936,7242
8936,7249
8936,7259
8938,7193
8938,7207
8936,7270
6294,7249
8938,7204
8938,7215
6296,7191
8938,7210
8938,7212
8938,7217
8938,7219
8938,7220
11378,13511
8938,7232
6296,7212
8938,7233
8938,7234
6296,7219
9248,14020
8938,7246
10850,13511
8938,7242
8940,7193
8938,7249
8938,7262
8940,7201
9265,13511
12959,13679
6296,7249
8938,7270
6296,7253
10851,13511
8940,7215
8940,7217
14022,13511
6296,7261
6296,7259
8938,7285
8940,7219
8938,7284
11380,13511
12960,13679
3447,13679
10852,13511
8940,7249
6296,7294
12961,13679
6296,7295
6296,7303
8940,7261
11376,13684
10853,13511
8943,7193
10325,13511
8943,7201
8943,7210
8943,7212
8943,7206
8943,7219
9263,13684
8943,7215
6626,13511
8943,7217
4187,7212
8943,7242
8944,7212
4188,7198
6300,7261
6300,7259
10855,13511
8943,7247
9798,13511
8943,7249
12964,13679
4188,7212
8945,7215
8943,7270
4189,7192
4189,7198
8946,7191
8946,7192
8943,7285
4189,7203
10856,13511
14021,13703
8945,7217
4188,7231
4189,7201
8945,7219
8946,7198
4188,7242
12965,13679
4189,7214
4188,7245
4189,7212
8946,7201
4189,7219
8946,7203
4189,7217
8946,7215
7684,13564
3132,7224
8946,7211
8946,7212
4189,7231
8945,7249
8946,7220
8946,7229
8946,7231
3133,7210
3133,7212
8944,7300
4188,7276
8946,7234
3133,7219
6304,7219
8946,7247
4189,7253
8946,7241
8946,7242
4188,7291
4189,7260
4189,7261
8946,7249
4188,7295
8946,7259
6304,7249
8946,7270
4189,7276
8948,7215
8948,7217
4189,7291
6304,7261
6304,7259
4189,7294
8946,7286
4189,7295
8948,7219
8946,7282
9268,13684
4189,7302
7892,7198
10331,13511
8946,7294
4189,7303
11388,13511
8948,7232
8946,7295
8946,7303
8948,7242
7892,7212
8948,7249
12969,13679
8948,7268
9804,13511
8948,7289
3666,7203
3666,7211
6309,7203
6308,7232
10862,13511
6308,7235
6308,7242
6309,7211
6309,7212
6309,7219
6308,7249
3666,7231
10334,13511
6309,7222
6838,7212
6838,7211
7892,7303
3666,7249
8953,7198
8953,7201
6309,7249
8953,7203
3665,7294
8953,7212
8953,7215
8953,7211
6309,7261
6308,7295
6838,7249
6309,7264
8953,7219
8953,7231
6838,7259
8953,7239
9279,13511
8953,7242
3666,7303
8953,7249
9274,13684
11394,13511
8953,7259
8953,7270
9280,13511
8953,7278
3671,7190
8953,7295
3671,7198
7899,7202
8953,7303
10861,13684
7899,7212
9810,13511
7899,7210
8953,7305
3671,7210
3671,7212
3671,7215
6841,7249
3671,7219
9276,13684
7899,7222
9282,13511
6634,13679
6841,7261
3671,7228
3671,7235
9811,13511
6634,13690
7899,7249
3671,7242
12977,13679
3671,7249
3671,7250
4201,7212
4201,7219
7899,7270
3671,7277
3671,7276
3671,7286
3671,7295
4201,7249
3671,7303
4201,7263
11393,13683
1032,7201
3146,7212
6317,7219
5580,13679
13508,13679
4204,7206
4204,7203
4201,7303
8961,7193
3147,7212
10343,13511
1032,7249
3147,7220
3147,7224
6317,7261
1032,7259
4205,7203
8961,7217
8961,7219
8433,7212
4205,7206
3148,7203
11401,13511
4204,7242
3147,7242
3148,7211
4205,7215
4205,7212
4204,7249
3147,7249
1034,7219
3147,7254
8961,7242
9816,13511
8961,7249
8961,7261
6320,7212
3147,7279
9811,13684
4205,7249
3148,7249
8961,7267
10874,13509
3147,7284
4205,7261
3148,7264
7907,7196
10346,13511
7907,7198
6320,7249
7907,7219
4208,7210
7907,7228
10870,13684
832,13562
1034,7303
12984,13679
6849,7261
4208,7212
8965,7206
4208,7219
8965,7217
10342,13684
8965,7215
4209,7206
4209,7211
4209,7215
4209,7212
4209,7217
4209,7220
8965,7249
8233,13563
7907,7292
8965,7261
8967,7201
4209,7249
7907,7303
4209,7259
8967,7219
6650,13511
8967,7215
4209,7261
8967,7217
4208,7298
3683,7189
3683,7191
3683,7192
4211,7212
3683,7198
3683,7210
9288,13684
3683,7212
3683,7215
3683,7214
4209,7295
8967,7249
3683,7219
8967,7261
8969,7206
11408,13511
8969,7201
8969,7202
10874,13683
3683,7235
8969,7212
8969,7215
3683,7245
3683,7247
8969,7217
3683,7249
8969,7219
3683,7250
12989,13679
8970,7206
8970,7201
10875,13684
10881,13511
4212,7252
8969,7249
8970,7219
10875,13700
4214,7212
3683,7291
3683,7300
9825,13511
3683,7303
8970,7242
11411,13511
8970,7261
8972,7201
8969,7294
8972,7196
6858,7198
3684,7291
3687,7203
4214,7249
6858,7212
8972,7215
8972,7217
4214,7259
6858,7214
8972,7219
4214,7267
8972,7220
6858,7222
8972,7231
4214,7276
12992,13679
1365,13679
10884,13511
6858,7242
8972,7249
3687,7249
6858,7249
4012,13562
8972,7253
8972,7259
6858,7266
8972,7270
6657,13511
10885,13511
12994,13679
9300,13511
4217,7243
8975,7201
6858,7303
3687,7303
4217,7258
8975,7215
8976,7198
4219,7203
8976,7203
4219,7213
6862,7198
8976,7201
6862,7201
8976,7211
8976,7212
6862,7206
8448,7198
6653,13684
4219,7219
6862,7212
8976,7219
6862,7215
4220,7198
4217,7289
4220,7201
6659,13511
6862,7217
8975,7249
8976,7227
8448,7212
4220,7203
6334,7212
6334,7211
8448,7219
6863,7201
4220,7211
4220,7212
10359,13511
4219,7249
11416,13511
4220,7215
6863,7206
6863,7212
8976,7242
6863,7217
4221,7196
8976,7247
8976,7249
4221,7201
6862,7249
4219,7270
4220,7245
4221,7215
6863,7231
4221,7212
6862,7261
4220,7249
9303,13511
4221,7219
4220,7247
4221,7217
10889,13511
4219,7286
6863,7249
4220,7261
6661,13511
4220,7259
4222,7198
4222,7203
9832,13511
4222,7204
4222,7208
4220,7270
8976,7294
6863,7261
4222,7212
4219,7303
4222,7215
4222,7214
6656,13679
8976,7295
4222,7219
4221,7249
9833,13511
8976,7303
4221,7261
10356,13684
7189,13563
4220,7295
7189,13565
8980,7201
8448,7303
4222,7249
8980,7206
8980,7215
8980,7217
4222,7261
8980,7219
7190,13562
4222,7266
10363,13511
7191,13538
8980,7242
9829,13684
8980,7249
7191,13562
4222,7303
10364,13511
8980,7261
4226,7198
4226,7219
11417,13684
7193,13562
7193,13565
8984,7206
8984,7201
10366,13511
8984,7211
4226,7249
8984,7219
8984,7220
5812,7249
8984,7215
8984,7216
8984,7217
7194,13562
8984,7224
10890,13684
4229,7196
8984,7249
8984,7259
4226,7303
7929,7203
6343,7215
3701,7201
10368,13511
7929,7215
3701,7211
3701,7212
3701,7215
3701,7219
6139,13564
6342,7269
8987,7201
13006,13679
4230,7212
6343,7242
8458,7212
8987,7206
3701,7231
6345,7191
6345,7189
8459,7189
8987,7215
6345,7192
10898,13511
8987,7217
6345,7198
6345,7203
7929,7249
3701,7249
3701,7248
8459,7212
7198,13538
7929,7261
6345,7212
3701,7261
9836,13684
6665,13684
8987,7249
7198,13563
7198,13562
7198,13565
7929,7294
8987,7261
6345,7249
8989,7210
8989,7211
10900,13511
8989,7217
8989,7219
8989,7212
6345,7261
8989,7215
8989,7224
6345,7266
8989,7220
7199,13562
7200,13538
8989,7232
6345,7276
3702,7294
11423,13703
6345,7286
8989,7237
8989,7249
3705,7211
8989,7251
5819,7211
6345,7295
6875,7249
3705,7212
3705,7215
10901,13511
7200,13562
3705,7219
6345,7303
3705,7220
6345,7302
9838,13703
9316,13511
3705,7235
3706,7203
3706,7206
6877,7210
8989,7271
6877,7215
8990,7249
3706,7211
8787,13538
3176,7259
3706,7215
10902,13511
3705,7249
3706,7222
6877,7224
8992,7203
5819,7261
3178,7212
7726,13684
10374,13511
6877,7232
8992,7211
8993,7189
8992,7220
8992,7215
535,7243
6675,13511
6877,7249
8992,7227
3706,7249
8993,7198
3706,7254
6877,7261
7203,13538
8993,7201
3178,7247
8993,7212
3706,7270
6348,7289
3705,7303
8993,7210
9313,13684
8994,7191
8992,7249
8993,7219
8465,7212
7203,13565
8994,7198
7203,13562
8994,7206
3706,7291
8994,7201
8993,7232
535,7291
10376,13511
8994,7210
4238,7193
8993,7242
8994,7212
4029,13679
9848,13511
8994,7217
8993,7249
8994,7219
8992,7294
8992,7295
8993,7266
4237,7249
7938,7212
7938,7210
10906,13511
9849,13511
4239,7191
8994,7242
6353,7201
8994,7249
7205,13562
8994,7261
8993,7295
4237,7275
8994,7259
6353,7212
6353,7219
6353,7217
8993,7303
4238,7252
8994,7266
4239,7219
7938,7247
4238,7257
8263,13562
8997,7193
8997,7191
7938,7259
6674,13679
8997,7198
7938,7266
8997,7210
8997,7217
8997,7219
9306,14020
6680,13511
7207,13563
10380,13511
8997,7249
4239,7286
10375,13684
6353,7295
6353,7294
9324,13511
4239,7303
8997,7280
11433,13684
6682,13511
8266,13562
9847,13703
7210,13538
3715,7212
3715,7214
3715,7219
11963,13679
7210,13563
9001,7198
4244,7203
7210,13562
7210,13565
9849,13684
5830,7198
7211,13538
9001,7201
9001,7212
5830,7212
5830,7210
5830,7217
9001,7219
7211,13565
7211,13563
9001,7231
7211,13562
7212,13538
9002,7206
4245,7212
4244,7249
9001,7232
9002,7201
9002,7203
9001,7245
9002,7215
9002,7211
5830,7247
6359,7233
7212,13562
7212,13565
7212,13563
9003,7201
9003,7206
6359,7249
8798,13562
5830,7261
9001,7271
10908,13684
9002,7235
9003,7215
9002,7247
9003,7217
3715,7303
6359,7261
9001,7274
9003,7212
6359,7259
9002,7244
4247,7198
9001,7282
4247,7203
9002,7261
9001,7294
9001,7295
6890,7203
9001,7303
4247,7215
9002,7266
9003,7249
7948,7189
7948,7194
7214,13563
4248,7206
4248,7203
7214,13562
7948,7198
7214,13565
4248,7213
6891,7200
7948,7201
4247,7242
7948,7200
4248,7211
7215,13538
9003,7261
4247,7249
4248,7215
6891,7203
7948,7203
9004,7242
7948,7210
4247,7252
7948,7207
7948,7214
4247,7257
7948,7212
10382,13683
7948,7217
7948,7215
6891,7220
7948,7220
6890,7249
7215,13565
6891,7224
7948,7224
7215,13563
7215,13562
7216,13538
7948,7229
4247,7276
7948,7234
7948,7232
4248,7249
6891,7238
7948,7239
6891,7245
6891,7249
7948,7249
3721,7212
4248,7259
6891,7246
13026,13679
4247,7294
4247,7299
9004,7294
7948,7269
7948,7267
4248,7286
6365,7193
6891,7270
7948,7277
3721,7242
6365,7203
7217,13562
7948,7284
6365,7211
7217,13565
9008,7203
6365,7215
7948,7293
9008,7201
10913,13683
6365,7217
7948,7295
6365,7216
9008,7211
9327,13703
7948,7303
6365,7238
6365,7242
7788,12284
6365,7244
7219,13538
6365,7249
3721,7297
4253,7189
6365,7259
4253,7198
8277,13531
9008,7249
6692,13511
1930,13679
4253,7201
9008,7259
6365,7270
7220,13538
4253,7210
4253,7212
3725,7198
4253,7219
10915,13684
4253,7217
3725,7207
9010,7215
4253,7220
4253,7224
4254,7194
6693,13511
4254,7198
9011,7193
4254,7203
9010,7217
9010,7219
4254,7211
4253,7242
4254,7212
7221,13538
4254,7210
4254,7215
4253,7246
9330,13703
4254,7214
9008,7295
4253,7249
4253,7254
6894,7303
4253,7259
4254,7229
4253,7261
4254,7235
9010,7249
4253,7266
3725,7249
13563,13565
4254,7238
4253,7275
3725,7259
4254,7242
4254,7249
9011,7257
7752,13511
10917,13703
7222,13562
3199,7212
9332,13703
13565,13563
4254,7286
4254,7295
7223,13562
4254,7303
10925,13511
7224,13562
10919,13703
7749,13679
4259,7191
4259,7198
13035,13679
4259,7206
4259,7212
4259,7210
4259,7217
4259,7215
3522,13679
4259,7220
6693,13684
4259,7219
11984,13511
7960,7191
7960,7198
4259,7249
4261,7189
7960,7212
4261,7198
4259,7261
7960,7215
4259,7259
9871,13511
7960,7219
4259,7266
4261,7210
13037,13679
4261,7212
7752,13684
7960,7242
6701,13511
7960,7249
7228,13562
4261,7235
4261,7232
7228,13565
7960,7261
9019,7206
7960,7267
3205,7220
9019,7215
9019,7217
5318,7259
9019,7211
9019,7212
7229,13565
9020,7201
7230,13538
3206,7211
3205,7246
3205,7249
6697,13684
9020,7206
3734,7238
9020,7215
3206,7224
10397,13683
9874,13511
9020,7217
7960,7303
9019,7249
9020,7212
4261,7295
6703,13511
7230,13564
9020,7219
3205,7267
7230,13562
3734,7254
9021,7201
9346,13511
3206,7242
6907,7201
9019,7259
6907,7198
7231,13538
9019,7261
9869,13684
3206,7249
3736,7203
3736,7206
9875,13511
9021,7217
10398,13684
9020,7249
6907,7217
9021,7225
6907,7219
7212,14153
7231,13563
7232,13538
9347,13511
9020,7261
6907,7249
3206,7294
6909,7191
7232,13562
3736,7249
7232,13563
3736,7261
6909,7210
6909,7215
7233,13562
6907,7295
9021,7294
9021,7295
6907,7294
9349,13511
6909,7242
6907,7303
11992,13511
6909,7249
6707,13511
9878,13511
5325,7201
5325,7206
13044,13679
6909,7259
5325,7215
5325,7212
6909,7261
6909,7266
10930,13684
7968,7203
5325,7217
7968,7219
7235,13565
7235,13563
7235,13562
5325,7242
7236,13538
5325,7249
6709,13511
7968,7249
7968,7247
5325,7261
9027,7198
10409,13511
11466,13511
4270,7206
5325,7275
7968,7266
9875,13684
4270,7217
9027,7210
9027,7212
5325,7294
5325,7295
9353,13511
7971,7201
9027,7227
6912,7261
4270,7242
4272,7189
4270,7249
7971,7212
9027,7247
7971,7211
7971,7215
7971,7219
4270,7261
7971,7218
11468,13511
4272,7212
7239,13538
9348,13703
7971,7234
9029,7206
9883,13511
4270,7288
9029,7217
3539,13565
7971,7242
7971,7249
9029,7215
4273,7206
7220,14153
4272,7235
9877,13703
9029,7232
4273,7215
9029,7231
9027,7303
7971,7267
9027,7304
4273,7217
9029,7249
9029,7259
4274,7212
9029,7261
7971,7295
4273,7249
7971,7303
4273,7261
13051,13679
9029,7284
4070,13562
10937,13684
11994,13684
12000,13511
7242,13563
7242,13562
7242,13565
6710,13679
11467,13679
11467,13684
9034,7198
11473,13511
6920,7198
3749,7193
13053,13679
3220,7210
3220,7212
3220,7214
3749,7198
3220,7219
9034,7215
6920,7212
3749,7210
9882,13703
9034,7217
9034,7219
3220,7235
9035,7201
7245,13538
9035,7206
4278,7213
6712,13679
6921,7207
12003,13511
9035,7215
9035,7217
6921,7215
11458,14020
6921,7212
3222,7198
6921,7219
6920,7249
6718,13511
9034,7249
7245,13562
9355,13684
3751,7189
3222,7203
7245,13565
9036,7201
3222,7210
3749,7257
