category_1,category_2
9571,12683
3229,12683
6400,12683
3229,12682
11157,12683
13271,12683
6929,12683
9043,12682
10100,12683
9043,12683
5872,12683
4815,12683
10629,12683
12743,12683
9572,12683
8515,12682
8515,12683
2173,12683
10101,12683
13272,12682
5873,12682
6930,12683
6930,12682
7987,12683
3759,12683
3759,12682
588,12682
11687,12683
588,12683
12744,12683
5345,12682
2174,12682
8516,12683
2174,12683
1117,12683
11159,12683
11159,12682
13273,12682
13273,12683
4817,12682
6931,12683
2703,12683
3760,12683
10631,12683
11688,12683
10631,12682
12745,12682
5346,12683
6403,12683
5346,12682
3232,12683
11160,12683
7989,12683
6932,12682
7989,12682
13274,12682
13239,13767
6932,12683
590,12683
9575,12682
10632,12683
11689,12683
12746,12682
4290,12683
5347,12683
2176,12683
10104,12683
7990,12683
11161,12683
13275,12682
7990,12682
10104,12682
3762,12682
11092,14832
5876,12683
3762,12683
9576,12683
8519,12682
8519,12683
12747,12683
11690,12683
13276,12682
2177,12682
1120,12683
13239,13824
5877,12683
6934,12683
7991,12683
6934,12682
7991,12682
12748,12682
592,12682
11691,12683
11691,12682
4292,12682
8520,12682
9577,12683
10634,12683
2178,12682
13277,12682
13277,12683
2178,12683
11163,12683
10106,12683
5878,12682
2707,12683
12749,12683
1650,12682
10635,12683
13278,12682
10107,12682
11164,12683
10107,12683
3765,12683
5879,12683
4822,12682
3765,12682
12750,12683
1651,12683
8522,12682
9579,12683
13279,12682
6612,6374
5880,12682
7994,12683
6612,6373
7994,12682
6612,6372
10108,12683
5880,12683
2709,12683
6612,6375
6612,6381
10637,12683
12751,12683
6612,6385
12704,14148
4295,12682
2181,12683
4295,12683
6612,6391
10109,12682
6612,6396
10109,12683
9052,12682
6612,6402
13280,12682
5881,12682
5881,12683
6938,12683
6938,12682
6612,6404
7995,12682
9052,12683
1653,12682
1653,12683
2710,12683
596,12683
6612,6413
12752,12683
10638,12683
8524,12682
12752,12682
6612,6421
6612,6419
8524,12683
6612,6429
10110,12683
9053,12683
7996,12682
13281,12683
6612,6431
6612,6437
6939,12683
7996,12683
3768,12683
13234,14148
597,12682
6612,6440
597,12683
10639,12683
8525,12682
8525,12683
12753,12683
4297,12683
3240,12682
3240,12683
1126,12683
6612,6464
13282,12682
3769,12683
6612,6468
6612,6467
13235,14148
9583,12683
8526,12682
8526,12683
12754,12683
12754,12682
2184,12682
6412,12683
5355,12683
1127,12682
13283,12682
5884,12683
2713,12682
6413,12683
5356,12682
10641,12683
11698,12683
12755,12683
9584,12682
13284,12682
5356,12683
4299,12682
2185,12683
2185,12682
4299,12683
71,12682
6942,12683
6942,12682
12756,12682
4828,12683
8528,12683
11699,12683
5357,12683
12756,12683
9585,12682
13285,12683
4300,12683
8000,12682
6612,6558
11171,12683
10114,12682
11171,12682
6943,12683
9057,12682
9057,12683
6943,12682
12757,12682
12757,12683
601,12682
601,12683
12710,14148
10643,12683
4301,12682
6612,6578
11700,12683
4301,12683
10643,12682
8529,12682
2187,12683
6612,6582
1130,12682
11172,12682
13286,12682
10115,12683
6944,12683
12758,12683
2716,12683
602,12682
11701,12683
11701,12682
9587,12683
8530,12682
10644,12683
2188,12682
11173,12682
13287,12683
11702,12682
603,12683
12759,12682
10645,12683
11702,12683
8531,12682
75,12682
11174,12683
13288,12682
3775,12683
3775,12682
604,12682
11703,12683
12760,12683
9589,12683
10646,12683
8532,12682
1133,12682
11175,12682
6614,6614
9061,12683
8004,12682
13289,12683
6947,12683
3776,12682
8004,12683
3776,12683
605,12682
10647,12683
10647,12682
8533,12682
12734,13521
8533,12683
12761,12682
12761,12683
5362,12683
5362,12682
1134,12682
10119,12682
10119,12683
11176,12682
13290,12682
3777,12683
3777,12682
10648,12683
8534,12683
10648,12682
12762,12682
4306,12683
3249,12683
4306,12682
10579,14832
6949,12683
5892,12682
11177,12683
13291,12683
3778,12682
5892,12683
607,12682
607,12683
12187,14148
9592,12683
8535,12683
12763,12682
12763,12683
2193,12683
5364,12683
1136,12682
11178,12682
6950,12683
5893,12683
13292,12683
10121,12683
11178,12683
3779,12683
11707,12683
4308,12682
12764,12683
9593,12683
2194,12682
13293,12682
3251,12683
12717,14148
3780,12682
5894,12682
12765,12682
3780,12683
12765,12683
1666,12683
11708,12682
609,12683
10651,12683
10651,12682
11708,12683
9594,12683
2195,12683
13294,12683
1138,12682
3252,12683
1138,12683
10123,12682
10123,12683
5895,12683
11709,12683
12766,12682
11181,12683
10124,12682
13295,12683
8010,12683
10124,12683
9067,12682
9067,12683
10653,12683
11710,12683
12767,12683
9596,12682
4311,12682
4311,12683
12239,12683
13296,12682
5897,12682
8482,14469
5897,12683
2726,12682
2726,12683
1669,12683
11711,12683
12768,12683
9597,12683
10654,12683
12768,12682
2198,12682
2198,12683
11183,12683
10126,12683
13297,12682
8012,12682
6955,12683
8012,12683
2727,12683
2727,12682
3784,12683
9598,12682
10655,12682
9598,12683
12769,12683
11712,12682
4313,12682
3256,12682
3256,12683
11184,12683
9070,12682
12241,12682
13298,12682
14884,12682
5899,12682
6956,12683
1671,12682
13251,14148
2728,12683
614,12682
9599,12682
9599,12683
12770,12683
3257,12683
4314,12682
86,12682
10128,12683
10128,12682
13299,12683
1672,12682
12771,12683
10657,12682
4315,12682
2201,12683
4315,12683
6958,12683
6958,12682
13300,12683
10129,12683
3787,12683
3787,12682
12772,12682
1673,12683
11715,12683
5373,12683
12772,12683
9601,12683
13301,12683
9532,14832
1145,12682
2202,12683
4269,14148
11187,12683
11187,12682
9073,12682
10130,12683
9073,12683
