artists_1,artists_2
8654,8829
8649,8984
8712,7032
8670,8343
8830,3384
8646,9097
8712,7048
8654,8847
8648,9034
8654,8854
8662,8617
8654,8861
1807,8132
8654,8864
8662,8628
8654,8869
1941,3985
8654,8872
8654,8881
8654,8883
8719,6862
8670,8382
8821,3702
8682,8012
8670,8394
8712,7087
8654,8893
1807,8164
2333,8243
8682,8028
8719,6890
8662,8657
8662,8653
8714,7041
8650,9040
8663,8630
8662,8661
8824,3640
1807,8183
8662,8675
8662,8676
8679,8154
8656,8865
8654,8938
8662,8691
8688,7886
8654,8934
8662,8687
8654,8936
8719,6921
8662,8699
8720,6902
8719,6929
8659,8798
8654,8949
8662,8702
8662,8716
1807,8226
8662,8709
1941,4073
8719,6943
1941,4077
8662,8723
8654,8972
1807,8233
8679,8190
8679,8192
1941,4083
8739,6345
8659,8825
8654,8980
8819,3865
8654,8975
1941,4092
8919,771
8654,8994
8662,8747
8656,8927
8662,8741
8719,6987
8823,3765
8824,3728
8824,3729
2333,8351
8665,8664
8656,8944
8662,8758
8692,7829
8688,7954
8654,9008
8662,8770
8679,8243
8660,8833
8816,3997
8654,9019
8654,9020
8719,7005
8662,8772
8719,6998
8663,8734
8665,8675
8654,9035
8682,8164
8665,8702
8662,8789
1941,4153
8665,8699
8662,8798
8663,8767
8694,7806
8662,8810
8662,8812
8662,8805
8656,8991
8662,8807
8654,9067
8656,9006
8819,3953
8654,9073
8667,8666
8776,5287
8656,9009
8724,6902
8665,8741
8662,8836
8663,8798
8656,9015
8665,8738
8728,6796
8726,6853
8662,8837
8662,8840
8730,6741
8656,9037
8719,7085
1941,4208
8816,4072
8690,7989
8719,7086
8719,7087
8662,8854
8697,7770
8698,7740
8662,8867
8656,9053
1807,8377
8730,6753
8726,6877
8697,7778
2333,8458
8662,8873
8679,8348
8662,8869
8727,6857
8662,8881
8659,8977
8662,8877
8656,9064
8662,8890
8669,8673
1807,8400
8669,8668
8726,6902
8726,6904
8686,8154
8662,8893
8662,8905
8726,6921
1941,4261
8727,6886
8662,8901
8721,7074
8662,8914
8656,9100
8662,8915
8656,9102
8662,8909
1941,4272
8701,7701
8656,9098
8726,6938
8727,6908
8727,6902
8697,7846
8665,8838
8662,8925
8656,9111
8669,8709
8726,6943
8662,8928
8690,8069
1941,4294
8814,4222
8686,8190
8727,6928
8726,6960
8727,6938
8683,8302
8662,8949
8739,6564
8726,6977
8727,6944
8688,8154
8665,8867
8682,8351
8732,6796
8662,8967
8679,8452
8662,8980
8727,6958
8662,8975
8665,8893
8662,8987
8736,6687
8769,5676
8662,8994
8726,7005
8688,8184
8662,8992
8663,8961
8681,8403
8731,6863
8688,8192
8701,7791
8824,3988
8826,3934
8662,9019
8662,9020
8665,8920
2333,8612
8728,6977
8694,8042
8736,6735
8728,6983
8662,9043
8690,8176
8742,6564
