film_1,film_2
5991,5561
12459,1662
12457,1724
12420,2871
12458,1696
12461,1603
12442,2191
12442,2186
3997,1840
12420,2867
12420,2870
12458,1692
12458,1691
12442,2187
3977,2462
12442,2198
12420,2880
12457,1733
12442,2197
12420,2879
12456,1763
5993,5504
12420,2882
12456,1766
12442,2200
12461,1610
12457,1729
12458,1697
12457,1731
12458,1700
12457,1730
12442,2195
12420,2877
12459,1679
12458,1710
12456,1771
12459,1678
3975,2537
12460,1650
12458,1712
8101,5701
12420,2889
12442,2207
12459,1680
12456,1773
12420,2884
12458,1706
12442,2202
6102,2140
12457,1736
12458,1705
12442,2201
12459,1674
3887,5266
12442,2204
12458,1707
12461,1614
12457,1738
12420,2896
12462,1594
5987,5709
12458,1717
12442,2213
12462,1593
12456,1779
6114,1772
3989,2111
12456,1781
12458,1714
12442,2210
12420,2891
12420,2894
12458,1716
12463,1560
12460,1653
12420,2893
12442,2211
12458,1715
8086,6177
12420,2904
12459,1695
12458,1726
12457,1757
12442,2224
12442,2223
12462,1603
12459,1691
12442,2218
3989,2120
12458,1724
12457,1755
12420,2901
12420,2912
12442,2230
12457,1765
12440,2292
12442,2229
12460,1674
12458,1736
12457,1767
12459,1704
12457,1766
12461,1642
12458,1735
12442,2231
12459,1699
12458,1730
12442,2225
12458,1729
12442,2228
12464,1546
12457,1763
6076,2968
12457,1762
12458,1731
12420,2909
12420,2920
12458,1742
12442,2238
12442,2237
12442,2240
12459,1713
12457,1774
12461,1650
12420,2921
12459,1712
12462,1614
12456,1800
12464,1552
12458,1738
12420,2915
12457,1771
12442,2236
12459,1709
12463,1584
12456,1801
12457,1781
12420,2928
12462,1626
12420,2927
12456,1811
12442,2248
3974,2607
12420,2929
12457,1782
12456,1808
12442,2242
6085,2707
8110,5467
12463,1593
12457,1779
6076,2984
12442,2243
12459,1716
12420,2936
12466,1510
12457,1789
12442,2253
12458,1757
6004,5219
12459,1729
8195,2835
12338,5479
12442,2255
12420,2937
12457,1785
3977,2525
12456,1815
12420,2934
12459,1724
12458,1755
4009,1537
12459,1735
12457,1797
12420,2944
12457,1796
12463,1610
12461,1672
12442,2261
12458,1765
12420,2943
12420,2946
12456,1829
12459,1736
12420,2945
12442,2263
12461,1674
12458,1762
12442,2258
12459,1731
12461,1671
12458,1763
12457,1805
12442,2270
12458,1774
12420,2952
12459,1743
12420,2951
12420,2954
12442,2271
12457,1806
12458,1770
12457,1801
6107,2049
12459,1738
12463,1614
12442,2265
12457,1800
12420,2950
12457,1803
12458,1771
12459,1751
12457,1813
8230,1776
12456,1843
12442,2277
12458,1781
12442,2280
12457,1815
12420,2961
12442,2279
12442,2274
12420,2956
12456,1840
12420,2955
12442,2276
12461,1687
12442,2275
12420,2957
3989,2181
12458,1790
12442,2286
12464,1603
12458,1789
12456,1851
12457,1820
12442,2288
12420,2970
3995,1997
12457,1817
12442,2282
6090,2592
12420,2963
12458,1785
3855,6338
12420,2966
12457,1819
12458,1788
12442,2284
8110,5506
3989,2186
12420,2965
12462,1674
12459,1767
12456,1860
12460,1736
12420,2976
12457,1829
12458,1797
12442,2293
12463,1642
12460,1738
12464,1614
12457,1831
12442,2295
12456,1861
12420,2972
12456,1856
12456,1855
12458,1793
12459,1762
12442,2289
3977,2564
12420,2974
12462,1672
12458,1796
12457,1827
12459,1765
12458,1795
12338,5515
12459,1764
12458,1806
12420,2984
12442,2302
12458,1805
12463,1650
12420,2983
12442,2301
12442,2304
12420,2986
12457,1839
12458,1808
12461,1714
12420,2985
3881,5546
12456,1864
12420,2980
12442,2298
12459,1771
12458,1801
12442,2297
12459,1770
12348,5211
12457,1832
12456,1863
12458,1804
12457,1835
3855,6357
12420,2981
12458,1803
12442,2299
12420,2992
12458,1813
12442,2309
12420,2991
12420,2994
12462,1692
12459,1785
12420,2993
12458,1815
12442,2306
12420,2988
12420,2987
12457,1840
3855,6362
3973,2707
12420,2990
12464,1626
12442,2308
12458,1811
5999,5440
12442,2318
12457,1853
12463,1666
12457,1855
12420,3002
3892,5221
12442,2314
12461,1724
12458,1817
12457,1851
12459,1789
12457,1850
12442,2315
12458,1819
12459,1788
6108,2064
12457,1861
12442,2326
12420,3008
12420,3007
12458,1829
12442,2325
12442,2328
12459,1801
12457,1863
12420,3010
12456,1894
12442,2327
12458,1831
12459,1795
12420,3004
12463,1671
12442,2322
12420,3003
12456,1890
12442,2324
12457,1858
12420,3005
12463,1672
12458,1827
12442,2323
12420,3016
12462,1714
12457,1868
12456,1899
12420,3018
12456,1902
12458,1840
12442,2335
12457,1870
12458,1839
6084,2825
12463,1679
12458,1834
12457,1865
12440,2392
12457,1864
12442,2329
6086,2761
12461,1743
12459,1805
12464,1650
12420,3013
12457,1866
12348,5245
12456,1908
12442,2342
12442,2341
12420,3023
12462,1724
12442,2344
12420,3026
12461,1755
12442,2343
12458,1847
12463,1687
12348,5252
12442,2337
12442,2340
12460,1782
12457,1874
12458,1843
12460,1781
12420,3021
3995,2056
12456,1916
12458,1853
12420,3031
12348,5266
12442,2352
12458,1856
12420,3034
12456,1918
3976,2650
12458,1855
12457,1886
12458,1850
12420,3028
3969,2868
12458,1849
12457,1880
12442,2348
12458,1851
12420,3029
12457,1882
12460,1789
12420,3040
12458,1862
12442,2358
12456,1923
12458,1861
12420,3039
12442,2360
12420,3042
12458,1864
3892,5261
12457,1894
12456,1925
12456,1920
12459,1827
12442,2354
12458,1858
12420,3035
12442,2353
12464,1671
12442,2356
12458,1860
12442,2355
12420,3048
12458,1870
12442,2366
12442,2365
12457,1900
12338,5589
12420,3047
12457,1903
12442,2367
12456,1928
12457,1897
12458,1866
12459,1835
12442,2361
12459,1834
12458,1865
3977,2636
12457,1899
12458,1868
3977,2639
12456,1929
12466,1619
12457,1898
12442,2363
12462,1743
12420,3056
12458,1878
12459,1847
8108,5654
12442,2373
12458,1877
12457,1908
6121,1712
12457,1911
12458,1880
12442,2376
12462,1755
12442,2375
12463,1724
12420,3057
12458,1874
6116,1873
3871,5931
12442,2369
12458,1876
12442,2372
5996,5592
12457,1906
12458,1875
3969,2897
12458,1886
12459,1855
12457,1917
12420,3063
12457,1916
12442,2381
12420,3066
12458,1888
12456,1949
12442,2383
12457,1918
12420,3065
12338,5602
12458,1882
12442,2378
12457,1913
3977,2653
12457,1912
12459,1850
12458,1884
12459,1853
12420,3062
12456,1946
12442,2379
12338,5603
12458,1894
12457,1925
12457,1924
12420,3071
4009,1666
12457,1926
12458,1890
12442,2385
12461,1796
12460,1827
12459,1858
12457,1920
12420,3070
12459,1861
12457,1923
12442,2387
4009,1673
12458,1902
12442,2398
12469,1560
12461,1808
12457,1935
12458,1904
12442,2399
12463,1743
12457,1929
12461,1805
12442,2394
12458,1898
12338,5618
8207,2613
3975,2730
12457,1928
12458,1897
12442,2393
12420,3078
12457,1931
12456,1961
12461,1806
12459,1868
12458,1899
12458,1910
12442,2406
12463,1755
12458,1912
12458,1911
12457,1942
12458,1906
12461,1813
12456,1968
12442,2401
12457,1936
12458,1908
12442,2404
12275,7581
4001,1935
12458,1907
12442,2403
12442,2414
12457,1949
6090,2716
12457,1948
12460,1855
12458,1917
12456,1979
12456,1982
12462,1796
12442,2415
12458,1913
12456,1975
12458,1916
12442,2412
12457,1946
12456,1977
12442,2411
8207,2626
12456,1987
12459,1894
12458,1925
12457,1956
4007,1758
12458,1928
12442,2424
3977,2691
12348,5337
12442,2423
12456,1989
12457,1953
12463,1767
12442,2418
12461,1829
12456,1983
6125,1640
12461,1831
12442,2420
12348,5334
12458,1924
12458,1923
12457,1965
12456,1996
12469,1593
12459,1903
6109,2143
12442,2429
12461,1843
12457,1967
12442,2431
12459,1904
12457,1966
12462,1806
12457,1961
12459,1899
12442,2426
12458,1929
12462,1805
12459,1898
12457,1960
12462,1808
12458,1931
12459,1900
12457,1962
12442,2427
8229,1960
12456,2004
12442,2438
12457,1973
12458,1942
3977,2705
12459,1910
12461,1851
12459,1913
12457,1975
12458,1944
6099,2459
4015,1531
12442,2434
12458,1938
4009,1717
12442,2433
12462,1813
12459,1906
12457,1968
12442,2436
12459,1909
8229,1969
12458,1939
12442,2435
6120,1812
12457,1981
12442,2446
12458,1950
12459,1919
12442,2445
12459,1918
12458,1949
12457,1983
12442,2448
12457,1982
12472,1517
12442,2447
12442,2442
12457,1977
12457,1976
12442,2444
12457,1979
12459,1917
12458,1948
12456,2020
12463,1803
12466,1710
12442,2454
12457,1989
6104,2321
12457,1991
12458,1960
12459,1929
12463,1805
12333,5835
6113,2041
12457,1990
12461,1861
12442,2450
12459,1923
12458,1953
12462,1829
12442,2449
12458,1956
12457,1987
12460,1894
12442,2452
12461,1863
12459,1925
3969,2974
12458,1955
12456,2017
12462,1831
12442,2451
12442,2462
12458,1966
12457,1997
12457,1996
12458,1968
12457,1999
12463,1813
12458,1967
12462,1843
12459,1936
12461,1874
12469,1626
12458,1962
12442,2458
12457,1993
3887,5523
12458,1961
12460,1899
3970,2949
12458,1963
12442,2459
12456,2025
12458,1974
12464,1788
12457,2004
12458,1973
12442,2472
12462,1851
12458,1975
12459,1939
12460,1908
3995,2182
8205,2746
12457,2003
12466,1724
12458,1972
12442,2468
12457,2002
12442,2467
3892,5380
12464,1796
12458,1982
12457,2013
12458,1981
12457,2012
12442,2477
12348,5394
12468,1674
12463,1829
12457,2015
12457,2014
12442,2479
12458,1983
12456,2040
12442,2474
12466,1730
12458,1977
12459,1949
12458,1979
12461,1886
12459,1948
3977,2750
5979,6228
12442,2486
12458,1990
12456,2052
12457,2021
12458,1989
12459,1958
12457,2020
4009,1763
12461,1899
3998,2104
3969,3002
12442,2487
12459,1960
12461,1898
12469,1650
12457,2022
12458,1991
12457,2017
12456,2048
4008,1795
12461,1892
12462,1861
12442,2484
12462,1863
12459,1956
12442,2494
12456,2060
12462,1874
12338,5718
12458,1997
12456,2059
6087,2887
12458,1999
12466,1751
12442,2490
12457,2025
12459,1962
12442,2489
12461,1900
12458,1993
12456,2058
12461,1903
12458,1995
12456,2057
12457,2026
12463,1851
12459,1975
12442,2502
12442,2501
12459,1977
12458,2008
12456,2069
6116,1996
12442,2498
12458,2004
12459,1973
12442,2500
3855,6557
3979,2713
12442,2510
12458,2014
12459,1983
6120,1881
12442,2509
12462,1892
8108,5788
6086,2934
12458,2015
12442,2511
12461,1917
12456,2072
12462,1886
12459,1979
12461,1916
12458,2009
12457,2040
12459,1978
12461,1919
12458,2012
12442,2508
12442,2507
12457,2042
12442,2518
12462,1898
12458,2022
12459,1990
12457,2052
12458,2021
12462,1900
12442,2520
12457,2055
12442,2519
12459,1987
12456,2080
12463,1863
12456,2079
12458,2017
12459,1989
12457,2051
12459,1999
12457,2061
12460,1967
12457,2060
12463,1874
12442,2525
12461,1936
12442,2528
12442,2527
12459,2000
12457,2057
12442,2522
12458,2026
6116,2025
12458,2025
12442,2521
3876,5927
12457,2059
12458,2028
6086,2954
12462,1903
12460,1965
12457,2058
12457,2069
12442,2534
12333,5913
12456,2099
12333,5912
12353,5295
12458,2040
12466,1792
8108,5818
12459,2002
12442,2529
12458,2033
12469,1692
3995,2246
12442,2532
12459,2005
12442,2531
8125,5288
12442,2542
12458,2045
12457,2079
12458,2047
12442,2543
12463,1892
12458,2042
12457,2072
12442,2537
12463,1886
12458,2041
12462,1917
12457,2075
12458,2044
12456,2106
3998,2164
6103,2443
12442,2539
6113,2138
12457,2085
12463,1898
12457,2084
12442,2549
3978,2788
12459,2025
12457,2087
12457,2086
12458,2055
12469,1714
12464,1863
12457,2080
6114,2112
12458,2052
12459,2021
12457,2083
12466,1804
12458,2051
3880,5832
12442,2558
12456,2124
12457,2093
3892,5459
12466,1813
12442,2557
12458,2061
12456,2123
4016,1618
12442,2560
12456,2125
12442,2559
12442,2554
12458,2057
12348,5467
12442,2553
12458,2060
12442,2556
12462,1936
12470,1687
12459,2028
12442,2555
12458,2059
12462,1946
12457,2101
12442,2566
6101,2527
12456,2131
12442,2565
12458,2069
12458,2072
12461,1979
12463,1917
8108,5844
12458,2071
12463,1916
12456,2128
12457,2097
12442,2561
12456,2127
12457,2099
12456,2130
12442,2564
6104,2435
12459,2036
6128,1697
4008,1880
12459,2047
12456,2139
12442,2573
6089,2904
12457,2111
12458,2080
12442,2576
12457,2110
12458,2079
12456,2141
12442,2575
12459,2048
12457,2105
12463,1919
12457,2104
12442,2569
12456,2135
12458,2073
12457,2106
12458,2075
12456,2137
12442,2571
3977,2846
3989,2477
12442,2582
12458,2086
12348,5495
12459,2057
12442,2584
3871,6137
12456,2149
12458,2087
6114,2138
12458,2082
12459,2051
12460,2020
12353,5337
3973,2976
12458,2084
12442,2580
12457,2115
12338,5804
12458,2083
12457,2125
12458,2093
12442,2589
12457,2124
12457,2127
12442,2592
1930,779
12456,2157
12442,2586
12457,2121
12353,5345
12459,2059
3892,5495
12458,2089
12442,2585
12457,2120
12464,1903
12459,2058
12442,2588
12457,2122
12442,2598
3892,5499
12442,2597
12458,2101
12462,1977
12459,2073
12457,2135
12442,2600
12458,2104
3977,2867
12462,1979
12442,2599
12457,2134
12456,2160
12457,2128
12458,2097
12461,2004
12466,1852
12457,2131
12457,2130
12458,2099
6124,1853
12457,2141
12458,2110
12466,1861
12442,2605
12442,2608
12459,2081
12459,2080
12442,2607
12457,2137
12458,2106
8112,5766
8205,2883
12458,2105
12442,2601
12353,5363
12457,2139
12442,2604
12459,2076
12442,2614
12456,2180
12457,2149
12459,2087
12459,2086
12442,2613
12458,2120
12442,2616
3978,2851
12457,2150
12442,2615
12456,2181
12459,2083
12442,2610
12466,1865
12442,2609
12459,2085
12456,2177
12442,2611
12459,2084
12458,2115
12458,2126
12457,2157
12442,2622
8238,1872
12458,2125
12459,2097
8110,5838
12458,2127
12457,2158
12442,2623
3890,5590
12458,2122
12456,2184
12457,2153
12458,2121
12457,2152
3981,2768
12456,2186
12442,2620
12458,2124
12457,2155
3987,2584
12456,2185
12457,2165
12463,1979
12442,2630
6086,3056
12461,2040
12458,2133
12442,2629
12463,1981
12456,2198
12459,2105
12458,2135
12459,2104
12442,2626
12458,2130
12442,2625
12456,2191
12457,2160
12457,2163
12458,2132
12466,1884
12442,2627
12458,2131
4003,2099
12442,2638
12457,2172
12460,2079
12442,2637
12458,2141
6104,2504
12458,2143
3881,5882
12458,2137
12442,2635
12458,2139
3978,2882
12458,2150
12457,2181
12442,2645
12458,2149
12457,2180
12442,2648
3995,2357
3975,2976
12458,2151
12459,2120
12442,2647
12456,2213
12457,2177
12461,2052
12457,2176
12472,1711
12442,2641
12442,2644
12458,2147
12457,2178
12442,2643
12442,2654
12457,2189
12459,2127
12458,2157
12442,2653
12457,2191
12458,2160
12442,2656
12463,2004
12442,2655
12457,2185
12442,2650
12457,2184
12442,2649
12459,2122
4001,2180
12459,2125
12458,2156
12466,1908
12459,2124
12458,2155
12442,2651
12457,2197
12458,2165
3978,2900
12459,2137
12442,2664
12457,2198
12457,2193
12459,2131
12458,2162
12442,2658
12461,2069
12442,2657
12458,2161
12459,2130
12466,1913
6088,3027
12461,2071
12458,2164
12457,2195
12442,2660
12462,2040
12458,2163
12442,2659
12456,2236
12461,2080
12458,2173
12462,2052
12456,2238
12457,2207
12461,2083
12442,2671
12457,2201
12458,2170
12469,1829
12456,2231
12457,2200
12458,2172
12459,2141
12442,2668
12442,2667
12457,2202
12442,2678
12457,2213
12456,2243
12442,2677
12458,2181
12459,2150
6117,2140
12457,2215
12458,2184
12442,2679
12458,2178
12442,2674
3989,2576
12442,2673
3892,5586
4009,1959
12459,2149
12456,2242
12457,2211
12458,2180
12442,2675
12457,2210
12456,2252
12333,6065
8247,1657
12442,2685
8108,5965
8131,5252
12461,2099
12457,2223
12459,2161
12460,2130
3975,3016
12456,2253
12458,2191
12442,2687
12460,2124
12458,2186
12461,2093
12348,5596
12458,2185
12459,2157
12458,2187
12457,2229
12458,2197
12442,2693
12353,5452
12442,2696
12459,2169
12457,2231
12457,2230
12459,2168
12457,2225
12461,2101
12442,2690
12440,2752
12458,2193
12442,2689
12459,2162
12457,2224
12460,2131
12456,2258
12442,2692
12458,2195
12442,2691
12440,2753
12457,2237
12442,2702
12457,2236
12442,2701
12348,5618
12459,2177
12457,2238
12442,2703
12458,2207
12463,2052
12459,2176
3887,5760
12458,2202
12458,2201
12459,2170
3868,6354
12458,2204
12462,2080
12457,2234
12459,2172
12460,2141
12442,2699
3903,5271
12458,2213
12442,2709
12456,2275
12459,2185
12442,2712
12459,2184
12458,2215
12442,2711
12442,2706
12458,2210
12462,2086
8108,5994
3976,3012
12459,2181
12457,2243
12458,2211
12459,2180
12460,2149
12442,2707
12457,2242
12457,2253
12442,2718
12458,2221
12457,2252
12442,2717
3992,2519
12459,2193
12457,2255
12458,2224
12458,2223
12462,2099
8108,5995
6090,3023
12442,2714
12457,2248
12459,2186
12318,6557
12442,2713
12442,2716
12460,2158
12458,2230
12458,2229
12459,2198
12458,2232
12457,2263
12442,2728
12458,2231
12442,2727
12459,2200
12456,2293
12459,2195
12466,1978
12442,2722
12456,2288
12457,2257
8110,5948
12458,2225
12462,2101
12457,2256
12456,2287
12442,2724
12459,2197
12457,2259
12458,2228
12457,2258
12463,2083
12456,2300
12458,2238
12456,2299
12442,2733
12458,2237
12457,2271
12442,2735
12469,1898
12457,2270
12460,2177
12458,2234
12442,2730
12461,2141
12457,2265
8205,3011
12442,2729
12470,1861
12440,2791
12442,2732
12458,2236
12458,2235
12456,2297
12442,2731
12457,2277
12461,2153
12442,2742
12466,1997
12442,2741
12457,2276
12463,2093
12457,2279
12458,2248
12442,2744
12442,2743
12456,2309
12466,1999
12458,2242
12456,2304
12442,2738
12460,2180
12462,2120
12459,2213
12442,2740
12458,2243
12457,2274
12463,2099
12458,2254
12459,2223
12457,2284
12458,2253
12442,2749
12457,2287
12458,2255
12442,2751
12459,2224
12457,2286
12459,2218
12442,2745
3989,2651
12442,2748
6108,2496
4008,2061
12457,2282
6101,2718
12459,2231
12457,2293
12442,2758
12458,2261
12442,2757
12442,2760
12458,2264
12470,1892
12456,2326
12458,2263
12442,2759
12459,2232
12457,2289
12442,2754
12458,2258
12469,1916
12458,2257
12464,2071
12457,2288
12442,2756
12456,2322
12442,2755
12459,2228
12458,2259
12457,2290
12470,1898
12461,2177
12458,2270
12457,2300
12461,2176
12459,2238
12460,2210
12457,2302
12458,2271
12457,2297
12442,2762
12458,2265
12442,2761
12459,2234
12442,2763
12456,2329
12457,2298
12457,2309
12442,2774
12457,2308
12461,2184
12458,2277
12442,2773
12442,2776
12458,2280
3891,5709
12458,2279
12442,2775
12458,2274
12459,2243
12442,2770
12457,2304
12460,2211
12459,2242
12442,2769
12458,2276
12458,2275
12463,2120
12459,2244
4001,2302
12442,2782
12458,2286
12442,2781
12466,2037
12460,2223
12458,2288
12466,2040
12470,1916
3892,5685
12458,2282
12442,2778
12458,2281
12458,2284
12457,2325
12457,2324
12468,1983
12442,2789
12458,2293
12456,2358
12459,2265
12458,2295
12457,2326
12458,2290
12456,2352
12458,2289
12459,2258
12348,5699
12457,2323
12442,2787
12461,2198
12457,2322
12459,2271
12442,2798
12458,2302
12462,2177
12458,2301
12459,2270
12442,2800
12458,2304
12457,2335
12456,2365
12458,2298
12457,2329
12442,2794
12442,2793
12458,2297
12457,2328
3881,6044
12462,2176
12458,2300
12442,2796
12460,2238
12458,2299
12457,2330
12457,2341
6133,1775
12442,2805
12459,2278
12458,2309
12442,2808
12457,2343
12459,2281
12457,2342
8247,1774
12459,2275
12458,2306
12457,2337
12442,2801
12462,2181
12462,2184
12458,2308
3989,2709
12461,2225
12442,2814
12458,2318
12442,2813
12459,2286
12456,2381
12459,2288
12458,2314
12442,2810
12463,2158
12457,2344
12456,2375
12461,2223
12458,2315
12460,2253
12457,2346
12442,2811
12458,2326
12458,2325
12461,2232
12442,2821
12442,2824
12458,2328
12472,1894
12459,2297
3989,2718
12457,2358
12458,2327
12442,2823
8229,2348
12442,2818
12457,2353
12458,2322
12461,2229
12456,2383
12457,2352
12442,2817
12461,2231
12458,2324
12459,2293
12457,2355
12442,2820
12457,2354
12456,2385
12458,2323
3981,2970
12457,2365
4010,2074
12442,2829
12466,2088
3892,5733
12459,2304
12458,2335
6136,1709
12461,2237
12459,2299
8230,2332
12461,2236
12458,2329
12457,2363
12463,2177
12459,2300
12466,2083
12442,2827
6114,2390
6101,2798
12456,2404
12458,2342
12469,2000
3890,5804
12442,2840
12457,2375
12440,2902
12442,2839
12458,2343
12460,2281
12456,2405
3892,5744
12442,2834
12458,2337
12456,2399
12440,2895
12442,2836
12458,2340
12470,1967
12456,2401
12457,2381
12456,2412
4001,2369
12457,2380
12442,2845
12461,2256
12456,2411
12457,2383
12442,2848
12442,2847
12461,2258
12442,2842
12338,6066
12458,2346
4001,2373
12442,2841
12458,2348
6002,5878
12457,2378
12458,2358
12442,2854
12459,2326
12442,2853
3989,2751
12458,2360
12459,2329
12457,2385
12458,2354
12442,2850
12459,2323
12462,2229
12458,2353
12456,2415
12442,2852
12348,5766
12472,1922
12457,2387
12462,2231
12460,2293
12458,2355
12442,2862
12458,2366
12442,2861
12456,2427
12458,2365
12457,2399
12442,2863
12457,2398
12464,2176
12442,2858
12442,2857
12458,2361
12456,2426
12457,2394
12458,2363
12442,2859
12442,2870
12457,2405
3989,2764
12457,2404
12442,2869
12456,2438
12470,2004
12442,2872
12457,2407
12458,2375
12442,2871
12353,5625
12457,2401
12457,2400
12466,2121
12442,2865
6104,2742
12458,2372
12457,2403
6098,2926
12442,2867
3982,2990
12462,2258
12456,2444
12366,5234
12442,2877
12466,2133
12457,2412
12440,2939
12456,2446
12457,2415
12442,2880
12459,2353
12460,2322
8110,6094
4002,2371
12456,2445
12442,2879
12459,2352
12458,2383
12460,2316
12459,2346
12442,2873
12457,2411
12463,2225
12442,2875
12458,2379
12466,2131
12442,2886
4027,1603
12457,2420
12459,2358
12456,2454
12463,2237
12459,2361
3890,5851
12463,2236
12442,2882
12458,2385
12442,2884
12460,2326
12463,2232
12442,2883
12456,2449
12457,2418
12458,2387
4002,2386
12458,2398
12457,2429
12442,2894
12459,2367
12462,2274
3892,5795
12459,2366
12461,2304
12442,2893
12442,2896
12458,2400
6138,1705
12462,2275
12458,2399
12461,2306
12458,2394
12442,2890
12461,2301
12442,2889
12458,2393
12469,2052
12459,2365
12442,2891
12457,2426
12458,2406
12458,2405
12442,2901
12457,2436
12458,2408
12442,2904
4009,2178
12468,2097
12458,2407
12457,2438
12456,2464
12458,2401
3903,5469
12458,2403
12459,2372
6124,2157
12459,2383
4002,2401
12442,2909
12457,2444
12442,2912
12460,2354
12457,2446
12458,2415
12464,2229
12456,2477
12442,2905
12456,2471
12459,2378
12458,2412
12466,2164
12458,2411
12456,2484
12442,2920
12462,2300
3892,5821
12458,2423
12464,2237
12457,2449
12461,2325
12442,2914
12458,2418
12457,2448
12461,2324
12458,2420
12457,2451
3989,2818
12458,2419
12457,2450
12442,2915
6097,3010
12459,2399
12442,2926
12458,2429
12459,2401
12456,2494
12458,2432
12442,2928
12456,2493
12458,2431
12442,2927
6127,2084
12442,2922
12458,2425
12462,2301
12442,2921
12456,2487
12462,2304
12457,2458
12458,2438
12442,2934
3881,6177
12457,2468
12459,2406
12465,2223
12456,2502
12458,2440
12442,2936
3902,5527
6018,5466
12442,2935
12469,2093
12457,2464
12442,2929
12458,2433
4009,2215
3892,5842
12457,2467
12458,2436
12457,2466
12458,2435
12457,2477
12459,2415
12458,2445
3881,6184
12462,2324
12458,2448
12457,2479
12442,2944
12456,2510
12458,2447
12461,2354
12458,2442
12461,2348
12442,2937
12442,2940
12457,2475
12458,2444
12457,2474
12466,2195
3982,3062
12442,2950
12457,2484
12457,2487
12442,2952
6116,2444
12442,2951
12463,2300
12442,2946
12458,2450
12462,2326
12460,2387
12462,2325
12442,2945
12458,2449
12458,2452
6120,2323
6108,2695
12458,2451
12459,2420
8247,1922
12457,2493
12457,2492
12460,2399
12442,2957
12458,2464
12459,2433
12457,2494
6101,2922
12457,2489
12456,2520
12458,2458
12442,2954
12472,2023
12456,2522
12468,2150
12442,2956
12457,2490
12456,2521
12442,2955
12458,2459
12442,2966
6009,5779
12456,2531
12442,2965
12470,2097
12457,2500
12348,5879
12462,2348
12458,2472
12459,2440
12458,2471
12457,2502
12456,2528
12459,2434
12442,2961
12461,2375
12457,2499
12458,2468
12442,2963
12457,2498
12458,2467
12442,2974
12457,2509
12462,2354
12459,2446
12457,2508
12456,2539
12458,2477
12463,2325
12459,2449
12442,2976
12457,2510
12459,2448
12458,2479
12461,2381
12442,2970
12458,2474
12459,2442
12461,2383
12442,2972
12456,2537
12459,2444
12458,2475
12458,2486
12466,2237
12442,2981
12442,2984
12457,2519
12457,2518
12458,2487
12442,2983
12456,2549
12459,2451
12442,2978
12459,2450
12458,2484
12442,2980
12458,2483
12459,2452
12442,2990
12338,6214
12458,2494
12469,2153
12463,2338
12442,2989
12457,2527
12442,2992
8229,2517
12458,2495
12442,2991
12440,3053
12442,2986
12458,2490
12353,5745
12457,2521
12457,2520
12458,2489
12442,2985
12459,2461
12457,2523
12458,2492
12442,2988
12461,2399
12457,2522
12456,2553
12442,2987
12459,2460
6126,2183
12458,2502
12458,2501
12457,2532
12456,2563
12466,2253
12442,2997
12442,3000
12461,2411
12463,2348
12457,2534
12458,2498
12457,2529
12442,2994
12460,2436
12442,2993
12457,2528
12457,2531
12458,2500
12470,2128
12458,2510
12464,2324
12459,2479
12458,2509
12463,2354
12442,3008
12460,2450
12457,2542
12353,5766
12442,3007
12456,2573
12458,2511
12460,2449
12463,2356
4002,2502
12457,2537
12442,3002
12458,2508
12442,3004
12459,2477
12457,2539
12442,3003
12458,2507
3881,6254
12457,2549
12469,2177
12456,2580
12461,2424
12465,2300
12442,3013
12459,2489
12458,2520
12442,3016
12458,2519
12442,3010
12470,2141
12442,3009
12442,3012
12458,2516
12461,2423
4012,2201
12442,3011
12457,2557
12442,3022
12469,2184
12461,2432
12442,3021
12458,2525
12459,2494
12457,2556
3993,2795
12458,2528
12457,2559
12442,3024
12442,3023
12458,2527
8247,1990
12442,3018
12457,2553
12458,2522
12458,2521
12458,2524
12442,3020
12462,2399
12458,2523
12457,2565
12442,3030
12464,2348
3892,5931
12457,2564
12442,3029
12456,2595
6141,1748
12456,2598
12457,2566
12462,2411
12458,2530
12463,2375
12456,2592
12442,3026
12457,2561
12458,2529
12457,2563
12458,2532
12458,2531
12458,2542
12442,3038
12457,2573
8230,2535
12442,3040
12457,2575
12458,2543
12457,2574
12442,3034
12458,2537
12464,2354
12457,2571
12442,3035
12458,2539
12456,2601
12461,2446
12459,2508
12442,3046
12459,2519
12458,2549
12456,2611
12457,2580
12459,2521
12442,3048
12456,2614
12459,2520
12442,3047
12442,3042
12456,2607
12457,2576
12462,2424
12458,2548
12442,3044
12462,2423
12458,2558
12456,2620
12457,2589
12457,2588
12458,2557
12459,2529
12442,3056
6114,2609
12442,3055
12458,2559
4003,2519
12463,2399
12458,2554
12457,2584
12458,2553
12459,2522
12457,2587
12458,2556
12442,3052
12462,2432
12457,2597
12458,2566
12463,2411
12442,3062
12458,2565
12442,3061
4002,2556
12457,2599
12456,2630
12459,2537
12457,2598
12442,3063
12456,2629
12459,2531
12456,2624
4009,2340
12457,2592
12442,3057
12464,2375
12458,2564
12457,2595
12458,2563
12457,2594
12459,2532
12457,2605
12442,3070
12459,2543
12456,2636
12457,2604
12458,2573
12442,3069
12463,2418
8253,1854
12458,2576
12457,2607
12442,3071
12457,2601
12442,3066
12459,2539
6105,2911
12458,2569
12457,2600
12442,3065
12462,2445
12442,3068
12461,2479
3989,2970
12458,2571
12469,2230
12461,2489
3915,5266
6148,1579
12458,2584
12457,2615
12460,2522
12459,2553
12461,2490
3989,2977
12463,2423
12457,2608
12469,2236
