award_nominee_1,award_nominee_2
3611,3351
12055,3727
5706,3943
5706,3944
5705,3978
5705,3979
1501,3232
3607,3485
3699,635
3604,3582
12072,3221
12068,3342
12057,3692
3616,3217
1482,3847
5663,5306
5724,3416
3604,3605
3619,3145
3617,3206
3598,3798
3501,6805
3595,3890
3605,3582
5711,3836
3501,6819
3617,3222
1386,6849
12060,3640
3501,6820
3612,3379
3501,6823
12069,3362
12070,3326
3604,3631
12057,3728
12070,3325
12070,3328
3611,3416
3605,3604
3606,3576
12058,3706
12070,3333
5810,792
12072,3274
12055,3801
3588,4137
12070,3345
5587,7713
1567,1263
12058,3728
3612,3405
5665,5307
12070,3363
3622,3112
3614,3362
3622,3113
12054,3861
3501,6867
5737,3084
1474,4170
5667,5258
12068,3442
5635,6256
12072,3311
12071,3345
5712,3868
3622,3126
3617,3285
12060,3692
12070,3382
3501,6885
7566,11944
12060,3706
12054,3888
12054,3898
12057,3804
5664,5376
3590,4138
12057,3801
1501,3361
12055,3865
12063,3627
5797,1261
12064,3599
12071,3382
5797,1273
3619,3259
12063,3645
5797,1282
3617,3324
5726,3481
3622,3177
12058,3801
3614,3427
3604,3742
12072,3382
12074,3325
1596,460
3616,3378
12074,3328
5797,1310
12057,3861
5821,564
3590,4198
3625,3113
12074,3342
5809,947
1413,6151
3622,3207
3609,3610
3590,4199
12057,3865
12053,3988
1495,3612
3603,3806
5664,5451
5655,5737
3521,6356
3625,3137
3622,3232
12054,3988
3604,3789
3625,3138
12060,3801
3600,3916
12057,3888
3610,3609
1489,3828
12060,3804
12058,3865
3604,3802
12055,3960
12064,3692
7570,11932
3612,3560
12053,4028
12072,3442
3612,3561
12060,3824
1501,3469
12058,3888
7566,12062
1501,3472
7570,11944
5665,5463
7566,12067
12063,3728
3627,3109
12069,3554
3619,3358
1603,320
12054,4026
12054,4028
12055,3997
12057,3934
3717,328
12053,4052
7566,12083
12058,3900
7566,12096
3616,3474
5670,5333
1574,1239
3600,3973
12069,3574
1490,3849
12070,3554
12055,4018
12054,4052
1482,4100
12060,3865
5674,5218
5741,3141
7566,12107
12060,3861
1594,632
12058,3934
3552,5473
12057,3960
12081,3218
7566,12118
12060,3888
1512,3192
5675,5217
3626,3200
12058,3960
12055,4053
12063,3804
5664,5563
12063,3801
3617,3486
3612,3644
12057,3997
12054,4091
1495,3738
5816,865
7573,11932
5675,5241
1422,6010
12057,4000
12055,4064
12070,3599
12054,4106
12063,3824
7573,11944
5837,231
12054,4113
3604,3918
3622,3361
12058,3988
12055,4081
3604,3921
12064,3801
12058,3997
12058,4000
12070,3627
12060,3934
12057,4026
3686,1390
3618,3498
1603,426
3607,3841
1496,3746
12071,3599
3607,3842
12055,4097
7570,12062
12054,4127
7570,12067
12063,3861
3604,3943
3626,3264
5829,510
12057,4053
5742,3208
3609,3794
12058,4018
5819,825
12063,3865
12055,4113
7570,12078
1482,4200
1603,450
5667,5541
7570,12083
3561,5290
5670,5446
1447,5290
12058,4026
5664,5638
7570,12087
12069,3687
5708,4271
5655,5915
3619,3498
5737,3379
1501,3622
12081,3326
12055,4127
7570,12095
12057,4064
5734,3474
5709,4249
12069,3705
7570,12100
12064,3859
12060,3985
12081,3328
3625,3327
3610,3794
12058,4053
7570,12107
12070,3684
12074,3554
12057,4081
5709,4266
7570,12111
3612,3738
3607,3893
12058,4052
5667,5567
12054,4175
12060,4000
1516,3179
3627,3274
12063,3906
1516,3180
12058,4064
12057,4089
12081,3345
5667,5577
12053,4215
7570,12118
5737,3405
7570,12117
12060,3997
12057,4097
12054,4189
12070,3706
3565,5215
12072,3640
12064,3900
12054,4205
12058,4081
12064,3898
5819,893
12057,4127
12074,3599
12081,3382
12064,3906
12054,4215
3700,1052
3622,3469
3622,3472
12055,4191
7573,12067
5621,7042
12058,4097
12055,4205
3608,3917
3693,1282
7573,12078
3625,3395
3625,3394
12058,4113
12063,3960
3621,3525
7573,12087
12072,3692
3621,3524
3618,3619
3612,3808
3608,3932
12055,4217
12068,3824
12054,4259
12060,4081
7573,12100
5736,3517
7573,12107
3630,3265
12054,4261
7573,12111
12063,3997
12065,3934
12060,4084
12069,3804
5628,6871
3612,3833
3691,1387
12054,4282
3619,3618
3719,518
7573,12118
3617,3686
12063,4000
12072,3728
12072,3729
12057,4205
12064,3988
3632,3233
12058,4175
12054,4295
12063,4026
12057,4215
12057,4209
12074,3684
12057,4221
12057,4217
5844,229
12063,4053
3711,816
12063,4052
12065,3985
12063,4059
12055,4306
12058,4215
12058,4209
3696,1294
5730,3774
12058,4221
12055,4317
12074,3728
3720,553
12074,3727
5740,3473
12058,4217
12065,4000
3612,3906
5653,6169
3630,3349
12065,4012
3636,3165
12074,3729
5750,3169
12060,4175
12070,3865
3636,3174
12069,3898
1505,3700
3565,5376
12070,3861
12063,4081
12069,3906
12057,4273
1433,5940
5841,364
12068,3934
12063,4088
5675,5514
12066,4007
12064,4064
3620,3690
12063,4097
12057,4282
12061,4169
5729,3849
12064,4071
12070,3888
5730,3821
12058,4259
3639,3110
12060,4209
3719,635
12066,4017
5737,3612
12071,3865
12060,4205
12064,4081
12070,3906
12060,4215
12064,4094
5821,1018
3614,3900
12089,3325
3623,3624
12089,3326
5745,3377
3609,4061
12063,4127
12058,4282
12060,4221
3732,251
12072,3861
5683,5312
12064,4106
12064,4116
3560,5591
12089,3342
5583,8415
12064,4114
3625,3582
12064,4113
12081,3599
3693,1478
12089,3345
3565,5451
3624,3623
5843,380
12072,3888
12060,4259
1501,3914
12089,3363
1495,4101
12060,4261
3636,3269
12060,4273
12060,4270
12070,3960
3627,3557
5738,3649
12089,3382
12069,3997
1619,272
5664,5953
12091,3326
5848,247
12091,3328
1603,777
12063,4205
3521,6861
12071,3953
12091,3345
5653,6308
3711,979
12063,4209
12063,4221
12063,4215
12074,3874
1613,488
12069,4028
12070,3997
12070,4000
3639,3226
12070,4018
3701,1311
5737,3738
12070,4026
12071,3997
12064,4209
12091,3382
5750,3344
12064,4215
1514,3590
12089,3442
3615,4001
12063,4261
12071,4018
3625,3699
3612,4101
3565,5563
5733,3892
12070,4059
12065,4209
12070,4053
12063,4273
12065,4221
5758,3125
3639,3283
3625,3719
3626,3688
3614,4059
3639,3284
3627,3658
3639,3292
12069,4113
12070,4081
12071,4053
12074,3954
12072,4018
5675,5724
12072,4028
12070,4097
3738,247
3640,3288
3728,559
5750,3413
3640,3289
5740,3732
12072,4053
5665,6063
12071,4081
3556,5907
12074,3997
3639,3337
5745,3585
1495,4266
12065,4273
12071,4089
5734,3935
3699,1482
5667,6010
3565,5638
12064,4317
12071,4097
12070,4127
5730,4065
12072,4077
12091,3485
3631,3604
1501,4099
3636,3453
12068,4209
12081,3801
3528,6803
12071,4113
3627,3736
12089,3554
12072,4081
12068,4217
5847,460
3565,5664
12069,4183
12074,4028
12071,4127
5750,3476
3640,3350
12068,4221
5750,3474
5734,3973
3622,3914
5725,4266
5680,5661
3647,3148
3700,1505
12070,4175
12089,3599
5848,456
3705,1365
12072,4128
3625,3847
5844,597
1603,998
12070,4209
12091,3554
3612,4266
3723,825
1619,519
3706,1360
3619,4056
12070,4215
12091,3574
12070,4221
3711,1212
12071,4205
3530,6830
5848,510
3630,3736
12074,4120
3626,3861
12074,4113
3611,4329
12074,4116
3724,825
12091,3599
3612,4301
3531,6815
3637,3528
12071,4217
1464,5359
1466,5299
3574,5489
3614,4251
5736,4009
3640,3448
3634,3635
3640,3449
12072,4205
3738,414
12081,3920
12070,4261
3614,4261
12089,3684
3627,3861
12089,3687
1597,1254
3639,3488
1597,1257
12092,3590
12070,4282
3528,6937
12072,4215
3705,1457
3626,3910
3632,3724
12069,4317
3635,3634
3647,3265
3651,3145
3640,3487
3528,6962
3626,3925
12072,4239
12081,3960
3738,456
3738,460
12072,4248
1533,3282
5682,5740
12089,3728
3652,3138
1524,3569
3652,3137
3527,7019
1538,3141
5686,5626
5738,4017
12074,4215
3556,6127
12072,4273
12071,4317
5740,3969
3639,3562
1420,6817
12072,4282
5681,5797
1537,3192
1538,3167
3622,4099
3738,505
3738,510
3640,3550
12081,4018
3738,514
1540,3119
1534,3306
5750,3681
3639,3591
12091,3727
1601,1233
5699,5269
12091,3723
3723,992
5697,5340
5737,4101
12081,4053
12089,3804
12089,3801
5744,3892
1537,3244
3738,549
3637,3680
12081,4071
3724,992
1453,5859
3654,3166
3724,995
3738,564
3654,3167
3648,3356
3746,318
3566,5898
3648,3355
3566,5899
5848,698
3636,3731
1514,3978
12081,4081
1447,6063
5683,5819
3636,3744
1520,3804
3711,1421
3528,7094
3647,3409
3565,5953
12081,4097
1539,3223
1595,1488
5675,6079
12089,3861
12091,3801
3647,3419
3630,3947
3746,354
12089,3865
5749,3802
5697,5415
12091,3804
5683,5856
1626,555
3711,1456
3638,3728
12112,3182
3533,6985
1542,3169
12089,3888
3641,3642
1460,5719
12085,4020
3639,3709
5750,3802
5848,773
3644,3560
3639,3714
3644,3561
12089,3906
3730,899
3651,3352
3626,4138
1610,1097
3642,3641
12089,3934
1533,3487
5829,1390
3636,3835
3746,428
3627,4117
3638,3777
3713,1454
3640,3720
1528,3656
3746,436
1545,3141
1537,3390
1537,3391
3644,3612
5737,4266
3738,698
5750,3863
12089,3960
1539,3336
12091,3900
12081,4217
3655,3282
12091,3906
3746,463
12091,3920
5697,5535
5603,8446
1513,4167
12089,3997
1514,4137
5843,1016
3565,6101
3640,3777
12089,4000
3720,1304
3567,6046
1622,811
3720,1311
12091,3960
5738,4293
12089,4026
5774,3192
3738,773
1464,5734
1464,5736
5843,1062
12089,4053
1544,3263
3738,785
12089,4052
1512,4257
5679,6160
3742,676
12091,3997
3640,3844
12089,4064
3657,3318
3731,1028
3637,3945
12089,4081
1533,3640
12101,3710
1609,1288
3654,3432
3654,3433
3721,1360
12089,4097
5865,442
3746,593
12091,4053
5617,8140
12091,4052
3730,1106
3640,3898
12089,4127
12091,4064
3544,6876
12091,4059
3634,4085
1514,4271
1520,4086
12091,4071
5745,4186
3746,619
3646,3722
1619,1022
5847,1032
12091,4081
1629,718
3655,3450
12091,4077
3732,1068
3667,3085
12091,4089
3648,3675
12091,4094
3635,4085
1475,5508
12091,4097
3649,3650
1537,3587
3644,3808
1633,614
5751,4032
3645,3780
3746,653
5847,1065
1629,752
1615,1189
3652,3582
12091,4114
3650,3649
1534,3711
1539,3556
5776,3286
5859,716
5774,3351
5706,5457
3640,3974
12085,4319
1542,3476
1646,253
3600,5215
3595,5376
12089,4215
12089,4209
3738,952
5769,3524
3739,923
12089,4221
12086,4319
5699,5717
1475,5588
5844,1233
3663,3309
12091,4191
3663,3310
5695,5857
1633,706
3652,3653
3663,3318
1482,5395
12092,4169
12089,4259
1475,5623
3653,3652
1548,3375
5758,3938
1635,682
1520,4250
3641,4037
1538,3694
12091,4239
3652,3699
5695,5902
5760,3887
1435,6894
3574,6121
5635,7772
12053,5420
3665,3311
3665,3312
3761,338
3652,3719
1540,3657
3728,1365
3672,3104
3668,3227
3642,4037
3738,1061
3544,7075
3652,3730
1619,1216
1552,3305
1613,1414
1552,3306
3746,830
5859,865
5864,710
3666,3311
5717,5269
3669,3227
3667,3289
1537,3782
5697,5898
3646,3942
3672,3136
3672,3135
3662,3445
1615,1370
3653,3730
1548,3450
3600,5376
5877,327
5697,5907
3672,3143
12091,4299
1537,3796
3652,3767
3648,3891
3553,6838
3634,4330
12091,4306
1524,4208
1615,1391
3672,3162
5750,4278
5684,6330
3672,3163
5756,4101
5699,5866
3652,3792
1464,6085
12057,5378
3653,3767
3641,4141
5870,579
3738,1133
3651,3830
12054,5489
3739,1113
3663,3468
3640,4183
3658,3627
12097,4166
1549,3474
3746,903
3663,3479
1533,3974
3653,3792
3655,3733
5868,664
1535,3917
3672,3210
3642,4141
1435,7028
5847,1332
3553,6909
3600,5451
5785,3253
3665,3444
3654,3790
1614,1495
5774,3611
1490,5342
3672,3235
1473,5877
3655,3775
3754,705
3733,1358
3677,3096
3746,957
3663,3530
5715,5455
3666,3444
3672,3258
3648,4004
1481,5646
3672,3270
1535,3981
5717,5414
5790,3150
3744,1041
5687,6348
3655,3802
3732,1426
3573,6358
3660,3661
3649,4006
1492,5340
5877,479
3649,4017
3758,638
3672,3314
3763,492
5724,5241
3754,778
3661,3660
3665,3539
3665,3540
5621,8440
3558,6859
3739,1248
1603,1930
3678,3141
5877,511
3557,6895
5877,514
3600,5563
3554,6992
3650,4017
3672,3335
3651,3989
1556,3403
1551,3560
1551,3561
1560,3282
3646,4153
3666,3540
3666,3539
3647,4133
3678,3172
3678,3171
3554,7017
1537,4009
5865,918
3754,825
1567,3088
1492,5415
1539,3958
3678,3192
1496,5299
1475,5955
3645,4220
3672,3383
1446,6856
1447,6827
1495,5340
12064,5378
1641,821
1551,3612
3562,6809
3600,5638
3681,3129
1446,6878
3671,3441
3671,3442
1548,3726
3557,6984
1556,3481
5867,917
5724,5348
1495,5377
1551,3644
3651,4080
3600,5664
1447,6870
5728,5237
3651,4092
1532,4250
3675,3355
5796,3141
3665,3666
3675,3356
12109,4045
5797,3119
5871,826
1446,6933
1495,5415
5729,5235
3754,923
3678,3282
5859,1208
3662,3779
1545,3871
1495,5422
1656,432
3654,4035
1563,3321
3666,3665
1492,5535
5799,3096
3681,3219
5878,646
12064,5489
3654,4065
3649,4225
3746,1218
5711,5841
5877,696
3612,5377
5760,4327
3672,3526
1552,3711
1475,6101
3681,3253
12065,5489
1479,5981
3672,3535
3738,1495
3668,3669
3665,3762
3686,3120
3686,3121
3612,5422
3682,3253
1646,835
3687,3109
3666,3762
3669,3668
12054,5881
3686,3148
1495,5535
5802,3095
1550,3833
5724,5514
1551,3808
3676,3474
12061,5679
3676,3473
3679,3380
3677,3451
3677,3450
3591,6116
3670,3671
3689,3094
3567,6895
3686,3206
5864,1225
3671,3670
5867,1133
12054,5941
3619,5290
1656,611
1492,5697
5777,3932
3686,3222
5774,4032
3683,3325
1563,3508
5679,6988
5864,1254
12072,5420
3676,3547
1482,6026
3688,3180
1650,821
3688,3179
3670,3737
12070,5489
5792,3495
3754,1139
1556,3742
1652,768
3688,3195
3684,3325
3746,1406
1495,5655
3671,3737
3673,3674
3678,3522
5859,1453
12064,5707
5792,3528
1560,3655
3686,3285
3668,3843
1575,3192
3600,5953
1646,992
5729,5489
5717,5866
1671,218
1575,3195
3654,4285
3674,3673
3675,3648
5726,5606
5895,367
1495,5697
3655,4275
3669,3840
3669,3843
3763,929
5877,929
5776,4065
5724,5675
3686,3320
1657,682
3686,3324
3665,3977
3746,1466
1647,998
1654,783
12060,5881
12054,6062
12054,6074
3680,3528
1555,3870
3748,1426
5864,1370
1495,5737
3573,6857
5803,3264
3746,1496
3611,5682
5769,4320
3611,5684
3612,5655
12055,6062
3665,4019
5707,6257
5774,4180
5809,3093
5804,3254
5736,5359
12055,6078
1656,773
3755,1242
5877,996
3599,6080
3574,6857
5877,1019
12063,5854
1580,3152
3682,3528
3670,3899
3573,6906
5888,676
1560,3775
3693,3190
3767,899
1560,3782
3694,3166
3694,3167
3696,3105
12057,6062
3604,5962
1492,5898
12064,5854
5889,665
5737,5377
1556,3918
3688,3363
5797,3521
1492,5907
12069,5707
1656,825
1560,3802
12055,6135
12057,6074
3687,3410
1636,1456
3616,5614
3612,5737
3696,3136
12055,6155
12058,6062
5640,8409
5777,4167
12053,6215
3680,3637
3696,3143
3662,4206
5898,425
3677,3745
5737,5422
1654,926
3594,6324
12143,3446
3574,6947
3683,3573
3683,3574
3686,3486
1548,4232
1548,4233
1646,1198
3665,4148
5736,5494
5741,5339
1495,5898
3692,3334
3692,3333
5794,3711
5803,3432
1495,5907
5803,3433
3695,3247
3666,4148
5736,5511
5889,768
3681,3682
3695,3248
1495,5915
1664,676
3688,3476
1583,3195
3699,3137
3699,3138
3687,3513
3696,3236
1490,6085
3687,3514
3696,3235
3580,6833
3675,3891
12054,6285
12064,5988
3682,3681
12053,6328
3776,771
5898,526
3692,3382
3676,3880
3696,3262
3701,3108
5816,3082
3689,3483
3689,3484
5654,8108
3687,3554
12058,6193
12061,6103
3792,301
12075,5679
3683,3684
3668,4152
3676,3903
1588,3096
5726,5895
1646,1301
5797,3693
3670,4098
3670,4097
3670,4106
12063,6062
12070,5854
3686,3617
3767,1106
5644,8455
3671,4084
3612,5915
3684,3683
3696,3314
1656,1017
3696,3313
3669,4152
3703,3101
3683,3720
3703,3105
5692,6979
12056,6306
5876,1288
3696,3335
12064,6078
3609,6034
5790,3967
3632,5327
3677,3936
3675,4004
1656,1062
1520,5284
3695,3401
3703,3154
1646,1388
3780,771
3688,3626
1665,803
3703,3163
5809,3413
5796,3821
5737,5655
12092,5264
12061,6221
3706,3088
3696,3397
3683,3803
3706,3089
5699,6845
5811,3370
3683,3804
3670,4209
5803,3623
5898,683
3703,3194
5810,3416
5724,6079
5898,689
3699,3327
1560,4101
12064,6153
12074,5854
1656,1127
3703,3211
5819,3152
5907,425
5797,3833
5898,702
3684,3804
3684,3803
3671,4209
3690,3620
1497,6069
1580,3496
3767,1237
3706,3133
3779,875
5820,3142
3681,3915
3680,3945
5888,1032
3703,3236
5906,478
5742,5572
12064,6193
1501,5973
3679,3993
5750,5333
3703,3258
5792,4038
3703,3262
3699,3395
3699,3394
3684,3866
5898,766
3683,3899
1661,1052
3690,3691
5740,5682
3632,5491
1656,1216
3709,3110
3703,3299
3703,3298
3767,1318
3684,3898
3703,3313
3706,3220
3696,3529
5907,526
5821,3192
3685,3877
3696,3535
3691,3690
12064,6285
5877,1473
12071,6074
5811,3525
3705,3274
1505,5940
12069,6135
3789,676
1586,3434
12073,6017
1474,6911
12074,5988
12063,6328
12070,6119
1563,4162
3706,3274
5889,1139
5750,5446
3796,488
5904,676
5898,868
5819,3320
12085,5679
5803,3821
5890,1124
5898,873
12064,6342
3705,3325
3679,4134
3703,3397
3591,6873
3707,3278
3632,5606
5899,868
3701,3470
3710,3195
3709,3226
12071,6155
1586,3505
5797,4037
1560,4314
1588,3450
3800,416
1588,3451
5882,1409
3705,3362
1560,4324
3787,825
12058,6564
1560,4325
5737,5915
3708,3278
12072,6135
3707,3315
3702,3470
5741,5797
1588,3476
3701,3513
5915,414
3619,6063
3699,3582
3808,208
3622,5973
3709,3283
12071,6201
3711,3223
3708,3315
3709,3284
1573,3965
5907,683
3712,3196
5907,689
3712,3195
3712,3199
3709,3292
3700,3574
3692,3825
12060,6564
5907,702
5915,460
5799,4057
3711,3251
3699,3625
3706,3412
12072,6208
3705,3444
12053,6796
5734,6085
3693,3831
3709,3337
3684,4116
3800,520
12054,6796
3699,3652
1594,3374
1527,5456
12072,6245
3691,3910
1660,1336
5711,6832
1688,472
3777,1251
3712,3267
12054,6817
3711,3305
5915,514
3711,3306
5907,766
3779,1202
12055,6796
12053,6864
1603,3131
5898,1062
12052,6893
12054,6831
5803,4007
3696,3791
5915,549
12054,6849
12072,6287
3801,553
5750,5670
3699,3719
12091,5707
3693,3904
12054,6853
3787,992
5915,564
3687,4097
12054,6868
3651,5215
3704,3574
3808,356
12056,6809
1519,5783
12055,6853
3711,3371
12074,6257
3807,398
3714,3284
3714,3283
5758,5464
3714,3292
3719,3137
12055,6868
3720,3108
3808,380
3719,3138
12055,6864
12054,6908
3701,3702
12054,6907
12054,6904
3721,3089
1514,5969
3721,3088
3706,3553
1588,3677
12054,6909
3701,3720
3792,899
5907,873
3711,3413
12053,6960
1535,5336
3789,998
12054,6928
5829,3297
3702,3701
3709,3488
5767,5226
12052,7008
3714,3337
5742,6006
3651,5297
1539,5232
5898,1179
5829,3318
3688,4151
3721,3133
12053,6983
12058,6838
12052,7024
3808,444
12054,6958
3651,5312
12055,6938
12053,7009
12058,6853
1588,3745
12058,6864
12058,6863
3699,3847
12060,6796
1606,3195
1597,3475
1535,5397
12081,6153
3631,5962
12058,6868
12054,6992
12091,5854
3723,3117
5915,698
1527,5657
12057,6907
1578,4083
5717,6845
3718,3282
3692,4087
3709,3562
1575,4181
12052,7082
1520,5889
1519,5923
12058,6902
12054,7025
12057,6934
3691,4138
3724,3117
12058,6907
12053,7073
3709,3591
1686,768
3721,3220
12054,7046
3793,998
12058,6934
5803,4228
1599,3478
3705,3728
1491,6827
12070,6564
1679,1002
3804,665
3717,3375
5767,5359
12057,6976
1588,3840
12060,6886
3711,3564
3706,3721
12058,6960
5915,785
12056,7015
3719,3327
3709,3639
3701,3886
12056,7023
3714,3488
12057,7005
12058,6976
3707,3708
3721,3274
1491,6870
3651,5447
5803,4270
3651,5451
3718,3375
12057,7009
12055,7072
3717,3413
3703,3846
12058,6992
12061,6893
5907,1062
3720,3326
3720,3325
3720,3328
12081,6285
12060,6938
12091,5976
12060,6934
5898,1355
3708,3707
12060,6943
3792,1106
3690,4267
12057,7032
3808,614
3720,3346
12091,5988
1699,466
3718,3413
12089,6062
3728,3108
12056,7082
3724,3233
12063,6864
5916,816
3701,3949
1596,3667
3632,6090
3695,4136
3701,3950
3719,3395
12056,7088
3719,3394
12060,6976
1689,792
3705,3832
3804,768
12063,6879
3701,3960
5843,3097
3709,3714
3714,3562
1615,3096
12057,7072
5908,1092
5898,1411
12063,6907
12063,6902
12074,6564
3701,3986
3702,3960
3716,3532
3705,3874
12065,6862
1604,3474
3723,3325
1522,6020
3705,3885
3705,3886
12060,7032
3627,6308
5899,1411
3730,3115
3706,3862
12064,6904
5816,3989
12063,6947
12091,6078
1601,3587
12061,7007
5695,7747
12061,7016
5907,1179
12061,7024
3699,4100
12061,7023
3714,3639
3731,3115
1595,3796
5915,952
12065,6904
12060,7072
1613,3244
3701,4055
3712,3713
3718,3530
1593,3868
3792,1237
12063,6976
5898,1492
5898,1495
12065,6934
1699,600
12091,6135
12069,6817
5821,3892
5832,3552
3732,3119
3713,3712
12070,6796
3702,4055
12064,6976
1497,6879
12064,6987
3731,3165
12061,7083
12091,6153
12061,7082
3640,5988
3797,1122
1548,5307
12061,7088
12064,6998
1694,783
3720,3513
3731,3174
12063,7025
12069,6849
5916,979
1619,3118
1710,297
3714,3709
12063,7032
12065,6976
12069,6864
12065,6997
12070,6841
12091,6193
3727,3328
12065,6998
3792,1318
3699,4200
3719,3582
1594,3923
5760,5847
3714,3741
3726,3375
3734,3132
5915,1061
3720,3574
3728,3325
3720,3573
3704,4072
12068,6938
12068,6934
3721,3553
1609,3489
3825,332
1608,3524
1607,3556
1688,1045
3719,3625
1622,3096
12064,7072
1622,3097
3724,3473
1460,8122
12071,6868
1584,4282
1550,5336
12068,6955
12070,6907
12065,7062
1605,3642
12092,6221
12068,6976
1599,3831
12069,6947
5907,1355
3719,3652
12072,6849
1549,5388
5816,4186
12069,6955
3717,3718
12071,6886
12074,6796
1534,5860
12065,7085
12065,7087
5908,1339
3726,3450
12072,6864
3806,969
12068,6987
1520,6301
3728,3389
3720,3640
5915,1133
3734,3205
3738,3084
12071,6908
5908,1348
12070,6934
3806,977
12068,6998
1527,6095
1622,3153
1679,1388
12070,6943
3718,3717
1617,3318
1694,931
5848,3233
1614,3413
12069,6992
3719,3699
1607,3634
12091,6308
12091,6319
12068,7032
12071,6938
3720,3683
12070,6976
12071,6955
5905,1488
1606,3688
12091,6343
1603,3789
3720,3701
1603,3793
3722,3646
12070,6998
1707,575
12068,7062
1537,5847
12068,7072
1622,3215
1622,3216
1588,4271
1710,490
3728,3470
3705,4182
12072,6955
3713,3939
3718,3786
3648,5962
3808,1004
3807,1034
5786,5224
5683,8421
12071,7005
3721,3706
3725,3585
12070,7032
3808,1016
3804,1139
3705,4211
5829,3904
3732,3378
5907,1492
1601,3904
5843,3474
12074,6928
5916,1212
3724,3632
12072,6983
12075,6893
5907,1495
1702,783
3808,1040
3796,1414
12074,6938
3726,3585
5837,3686
3732,3403
5821,4180
12074,6960
1680,1489
5695,8095
5848,3358
3808,1062
1707,657
3738,3233
3731,3453
3731,3452
1613,3576
1622,3297
12070,7087
3734,3366
5848,3370
1550,5535
3720,3801
3730,3491
5850,3306
1615,3524
3640,6285
5848,3377
12052,7664
12052,7663
3717,3903
1690,1206
3719,3847
3801,1304
12072,7051
3723,3724
5686,8412
3717,3915
1619,3416
3728,3573
1628,3141
1709,633
3735,3365
3731,3491
5827,4058
3718,3903
3732,3473
3724,3723
3733,3450
3718,3915
1722,257
12089,6564
3733,3455
3732,3489
5709,7742
1624,3305
3730,3555
3723,3772
3647,6128
12075,7008
3745,3096
3676,5237
3801,1365
3741,3225
3741,3224
3742,3196
12056,7602
3723,3787
12074,7056
3725,3726
3806,1215
12075,7024
3728,3638
1723,257
12074,7062
3742,3208
3723,3801
3731,3555
12081,6853
3720,3899
1716,488
5776,5702
1603,3992
12081,6863
12080,6893
3744,3165
3724,3787
3726,3725
12081,6868
1719,407
12074,7087
5790,5283
3738,3358
12077,6988
12081,6879
3677,5259
1691,1288
3738,3370
3738,3377
1603,4027
3738,3379
12077,7015
1622,3443
12075,7088
12075,7082
1622,3450
3720,3949
1713,633
5830,4077
3728,3705
1707,821
3627,6841
3730,3652
3723,3868
5774,5822
3730,3653
3738,3405
12082,6893
3627,6859
12054,7770
3728,3729
3731,3636
1617,3637
1514,6830
3676,5346
3720,3986
5953,297
1695,1226
3748,3119
1595,4327
1605,4017
3724,3868
5955,245
1707,859
3735,3528
1717,555
5850,3507
12077,7083
12077,7082
1601,4157
12081,6955
5915,1495
3729,3728
12077,7088
12055,7770
1555,5588
12054,7798
3744,3269
1613,3796
3728,3772
1513,6901
1617,3680
3728,3777
12061,7602
3712,4279
1709,838
1694,1303
12080,7016
12080,7015
1605,4065
12081,6987
5943,662
3730,3731
12080,7024
5864,3117
12080,7023
1626,3422
3749,3147
3749,3146
3728,3801
12052,7905
5916,1508
5864,3129
3733,3655
1567,5265
12056,7795
1615,3783
1622,3568
12085,6893
1558,5553
1699,1183
3676,5434
3789,1930
3731,3730
1605,4103
3831,635
5832,4142
1636,3145
3730,3767
3749,3178
12057,7770
12082,7008
1627,3428
12082,7007
5843,3808
1606,4081
3731,3744
12089,6796
1622,3590
5797,5236
12052,7946
1699,1204
12081,7041
3806,1428
12061,7663
3676,5460
3806,1434
3730,3792
12080,7082
5864,3171
1615,3822
1567,5311
1633,3267
12058,7770
5860,3306
3830,706
3732,3748
3728,3874
5792,5429
3736,3627
3736,3630
1717,682
5792,5438
3728,3886
3728,3885
5842,3892
5829,4292
1614,3887
3807,1445
12052,8000
3745,3377
3728,3906
1622,3655
3749,3257
3749,3256
12061,7737
12082,7088
12060,7770
12082,7082
5797,5315
3752,3171
12085,6988
3741,3515
12082,7083
5848,3738
3741,3516
3738,3612
3831,730
3731,3835
3749,3277
5953,490
3749,3276
3728,3934
12085,7007
3728,3933
12056,7905
12085,7016
12086,6988
1699,1303
1552,5860
12085,7015
5792,5491
5951,566
3734,3759
3793,1930
12089,6902
1628,3511
3737,3671
3728,3950
3737,3670
3728,3949
1619,3793
12061,7779
12089,6907
1522,6807
1710,982
3723,4116
3750,3282
1564,5514
3720,4215
5868,3166
12086,7016
12086,7015
3745,3451
3745,3450
12089,6934
5802,5222
1622,3733
3736,3737
3745,3460
1710,1014
3748,3378
1699,1361
12085,7083
3756,3133
12085,7082
1635,3351
5797,5406
1613,4036
12055,8018
12085,7088
1615,3979
5744,7052
3849,264
3737,3736
5799,5356
3735,3805
3748,3402
1624,3711
3748,3403
5792,5575
5841,4057
12052,8124
12089,6976
12086,7082
1622,3782
3636,6885
12086,7083
3742,3604
3734,3857
12089,6992
3758,3116
12064,7770
3758,3115
3735,3828
12089,7005
1707,1162
1710,1070
3639,6809
3844,454
5854,3684
1622,3802
1710,1074
5744,7091
12061,7883
3843,492
3686,5367
3758,3138
3751,3359
3749,3425
12057,8018
12061,7905
3739,3740
5745,7094
12089,7032
3751,3373
1646,3095
3732,3969
3745,3569
1609,4249
12090,7024
5850,3850
