topic_1,topic_2
12683,13270
12683,13271
12683,13268
12683,13269
12682,13297
12683,13267
12682,13298
12682,13311
12683,13281
12682,13312
12682,13309
12682,13310
12683,13277
12682,13305
12682,13306
12683,13289
12682,13317
12683,13287
12682,13318
12683,13285
12682,13313
12682,13314
12682,13327
12683,13294
12682,13326
12683,13295
12683,13292
12682,13324
12683,13291
12682,13335
12683,13304
12683,13302
12682,13333
12683,13303
12683,13300
12683,13301
12683,13299
12682,13330
12682,13343
12682,13342
12683,13308
12682,13339
12682,13340
12682,13338
12683,13307
12683,13320
12682,13352
12683,13321
12683,13318
12683,13319
12683,13316
12682,13347
12682,13348
12683,13314
12683,13315
12682,13346
12683,13328
12683,13329
12682,13357
12683,13327
12682,13358
12682,13355
12682,13356
12683,13325
12683,13322
12682,13353
12683,13323
12682,13354
12683,13336
12682,13368
12683,13337
12683,13334
12682,13363
12683,13332
12683,13331
12683,13344
12682,13375
12683,13345
12683,13342
12683,13341
12682,13369
12683,13350
12682,13381
12683,13351
12682,13379
12682,13380
12683,13349
12683,13360
12683,13361
12683,13358
12682,13390
12683,13359
12682,13399
12683,13366
12683,13367
12683,13364
12683,13365
12683,13362
12682,13393
12683,13376
12682,13407
12683,13377
12683,13374
12682,13406
12683,13372
12683,13373
12682,13404
12683,13370
12683,13371
12682,13415
12683,13384
12683,13385
12683,13382
12683,13383
12683,13380
12683,13378
12682,13410
12683,13392
12683,13393
12682,13424
12683,13390
12683,13391
12683,13388
12682,13419
12682,13420
12683,13389
12683,13386
12682,13418
12683,13387
12683,13400
12682,13431
12683,13401
12683,13398
12682,13429
12682,13427
12683,13396
12683,13397
12683,13394
12682,13425
12683,13395
12682,13426
12683,13408
12683,13409
12682,13437
12682,13436
12683,13405
12683,13402
12682,13433
12683,13403
12683,13416
12683,13417
12683,13414
12683,13412
12683,13413
12682,13444
12683,13411
12683,13422
12683,13423
12683,13421
12682,13450
12683,13432
12683,13430
12683,13428
12683,13440
12683,13441
12683,13438
12683,13439
12683,13434
12683,13435
12683,13448
12683,13449
12683,13446
12683,13447
12683,13445
12683,13442
12683,13443
12683,13451
