award_winner_1,award_winner_2
3557,3349
471,710
3549,3603
2471,4256
3534,4073
392,3173
2486,3796
3547,3676
447,1477
1444,3339
3541,3875
2339,8368
3562,3226
377,3656
3558,3349
3555,3453
3555,3452
1433,3700
447,1501
479,511
2505,3243
480,481
2563,1445
2417,5970
479,514
6580,7993
6582,7935
6613,6972
3559,3349
3566,3132
3557,3419
3554,3514
2474,4226
3554,3513
3550,3640
379,3636
2391,6800
3557,3425
3566,3148
3555,3491
1449,3242
451,1412
12758,13112
3556,3466
3557,3437
3565,3189
3568,3096
3565,3188
3562,3284
3568,3097
3557,3438
3562,3283
473,743
3567,3132
473,745
469,874
3558,3419
473,752
3566,3176
3566,3175
12758,13136
3567,3148
482,483
246,7799
12758,13146
7512,11932
3558,3438
3558,3437
6582,8008
7512,11944
2358,7879
3559,3419
6582,8011
3532,4258
6449,12132
3567,3175
469,909
3567,3176
1427,3982
3530,4326
3562,3337
3622,1477
387,3460
3568,3153
387,3461
482,518
3559,3437
2486,3932
3541,3994
3559,3438
3663,218
2424,5866
12758,13193
2599,440
2501,3483
3532,4292
3622,1501
2501,3484
3564,3306
12758,13197
1428,3987
387,3492
2394,6811
483,518
1434,3806
482,551
6583,8033
2341,8463
473,845
3564,3338
3568,3216
3568,3215
3557,3559
1551,208
3549,3806
3557,3558
6615,7069
6457,11967
12758,13239
483,551
3557,3567
3557,3566
6580,8155
473,871
3547,3880
3567,3265
492,288
479,696
3553,3706
3565,3336
3558,3557
3558,3559
3539,4148
1445,3528
7512,12062
3565,3344
3554,3687
3558,3566
3553,3721
3558,3567
3563,3421
6582,8134
3563,3420
463,1218
482,635
3559,3557
6595,7743
7512,12083
3540,4148
3559,3558
3651,706
3557,3627
3559,3567
3559,3566
3566,3349
6578,8287
3546,3975
7512,12105
3575,3081
2592,792
483,635
7512,12111
469,1072
7512,12118
1435,3897
3560,3561
3567,3349
7512,12124
3575,3107
3547,3975
13861,11919
3555,3731
3555,3730
13862,11897
3558,3646
3558,3645
3563,3492
6594,7833
5745,1390
3561,3560
3575,3134
3566,3419
3572,3233
3644,1004
443,1930
3561,3578
3560,3612
1551,356
2501,3674
463,1323
3566,3438
3566,3437
6578,8371
469,1142
2501,3689
2485,4191
3565,3478
3565,3481
3567,3419
3549,3979
3549,3978
2421,6181
473,1035
3552,3889
3560,3644
3561,3612
473,1043
12758,13426
2588,1016
3558,3716
3567,3437
3562,3591
3557,3749
3565,3500
3567,3438
2510,3439
3561,3644
3546,4112
3555,3835
372,4204
6591,8024
1463,3154
2487,4183
1463,3162
3568,3443
1452,3506
3575,3233
387,3758
1551,444
3562,3639
13860,12076
463,1406
3575,3241
13860,12087
3575,3240
6599,7798
2510,3490
1451,3552
479,929
5597,6114
473,1117
6578,8471
3575,3261
496,414
13860,12122
482,852
3569,3460
387,3799
469,1258
3566,3558
3566,3557
3566,3559
6607,7597
482,864
5683,3476
3652,899
3566,3567
463,1466
3575,3301
5524,8421
6601,7802
483,852
12091,1457
1522,1412
492,575
3562,3709
3567,3557
3567,3559
3562,3714
3578,3217
3567,3558
6580,8461
3667,460
1445,3807
469,1295
3653,899
483,864
3567,3566
1463,3258
1457,3444
2456,5244
469,1306
496,472
463,1496
12091,1474
498,422
3560,3808
3583,3096
479,1019
6593,8094
6591,8155
3576,3317
3582,3138
3582,3137
3570,3516
412,3114
3564,3711
13868,11964
5695,3192
3561,3808
3571,3501
1463,3314
3575,3379
500,400
1445,3877
473,1245
5776,692
2456,5315
1463,3335
3545,4328
3640,1386
13871,11904
3549,4213
1551,614
3572,3499
6606,7751
498,495
2594,1062
473,1280
3563,3797
412,3173
1347,6959
3551,4173
3572,3521
1441,4047
2596,1016
6596,8094
3557,3996
1463,3383
413,3168
2613,505
408,3326
3585,3151
479,1142
1347,7002
6613,7597
1441,4099
3572,3575
3577,3427
3565,3800
6607,7802
469,1477
3575,3499
1558,490
13861,12309
2502,4002
3575,3511
5621,5622
6607,7825
473,1369
2493,4284
3573,3574
3575,3512
455,1930
469,1501
3575,3521
3589,3090
3557,4088
391,3933
2599,1025
2405,7042
3574,3573
3575,3542
418,3107
3582,3327
3676,416
1463,3482
3657,1009
473,1408
418,3118
418,3119
3569,3745
2506,3932
3565,3872
480,1205
6613,7689
492,837
3662,875
3575,3572
1464,3484
1451,3889
1457,3704
3658,1009
1457,3705
2532,3151
498,676
1544,1018
13860,12449
6607,7911
3591,3111
3591,3110
414,3296
414,3297
511,290
3582,3394
3582,3395
2411,6937
6606,7962
2455,5572
3561,4057
3589,3191
2410,6972
3589,3190
3652,1237
2410,6971
391,4028
2599,1118
473,1490
6606,7974
3576,3606
3581,3450
482,1220
482,1223
2599,1135
13863,12398
3653,1237
3578,3561
2509,3932
7505,12898
3589,3223
2448,5829
3590,3199
489,1028
6613,7792
483,1220
506,507
1479,3114
1477,3177
483,1223
3592,3156
2599,1172
6615,7753
5705,3192
414,3377
500,712
3593,3134
2506,4069
510,414
514,290
3652,1318
2510,3952
3579,3580
1457,3832
416,3336
3592,3186
416,3344
3594,3132
3591,3226
3594,3133
1454,3939
3589,3293
2535,3201
2535,3202
1479,3173
3580,3579
3653,1318
3592,3209
3589,3302
3592,3212
424,3115
2516,3802
516,266
6615,7802
510,454
2599,1232
414,3439
414,3440
3593,3197
3593,3198
3564,4107
500,790
482,1351
2419,6843
3591,3283
414,3466
3589,3344
2506,4149
3591,3284
3591,3292
418,3358
1551,1004
1548,1097
424,3174
511,479
510,512
479,1473
13884,11904
2599,1291
483,1351
512,454
3569,3995
3589,3374
489,1175
6601,8308
1549,1085
427,3101
418,3385
3591,3337
511,514
6607,8148
2599,1324
3599,3095
3592,3316
505,709
3582,3625
5706,3318
3592,3319
416,3473
3590,3384
416,3474
3594,3265
416,3481
427,3143
427,3144
512,510
2506,4231
414,3556
6608,8154
512,520
6620,7779
2416,7035
3589,3445
1538,1489
2418,6985
5595,6802
514,479
3585,3586
3662,1202
3593,3343
1466,3746
521,276
506,746
3579,3790
3582,3699
5644,5312
416,3547
514,511
3685,515
7537,12173
3593,3369
427,3210
523,235
3586,3585
2535,3398
3589,3495
3592,3406
5683,4118
5709,3318
431,3096
3582,3719
3594,3349
506,774
416,3565
3579,3816
507,746
3580,3790
516,473
521,320
2523,3796
6606,8293
3587,3588
6604,8368
6615,8033
424,3344
3580,3816
507,774
3590,3508
3680,718
12054,3274
3590,3509
500,997
3594,3396
5644,5379
500,1006
3591,3488
427,3270
5709,3370
1473,3616
3588,3587
3600,3217
3604,3096
513,612
6620,7906
6620,7905
13883,12122
3680,752
498,1089
13885,12083
6604,8412
1528,1930
523,318
13890,11923
2466,5623
427,3298
520,416
427,3299
2609,1192
511,696
3593,3458
2621,825
506,854
3577,3959
518,483
6619,7964
3603,3156
6613,8155
6589,8898
1456,4181
12054,3329
3585,3725
12054,3325
500,1057
523,344
498,1119
6604,8440
12054,3328
3585,3726
3656,1528
5705,3549
13878,12337
507,854
6607,8365
416,3676
6607,8364
527,239
3603,3186
6620,7964
6604,8459
424,3435
3591,3562
6589,8934
3676,934
3582,3847
2609,1245
2376,8467
6608,8349
12055,3328
3598,3360
3598,3359
2529,3732
424,3452
3603,3209
424,3453
6620,7984
6589,8945
3600,3304
3600,3303
5705,3587
13893,11904
3603,3212
3600,3307
12055,3345
523,393
3598,3373
518,551
2378,8428
492,1361
6620,8000
12055,3363
527,283
3593,3543
3600,3330
13888,12084
514,696
520,512
424,3491
1477,3622
2479,5331
3604,3226
6620,8031
12057,3333
3604,3227
3592,3603
500,1154
3591,3639
2610,1283
13882,12309
12057,3345
12058,3326
3578,4057
2525,3935
2613,1216
2550,3172
3664,1411
518,635
3572,4266
3585,3865
416,3800
424,3555
12058,3345
3576,4154
3603,3316
3603,3319
439,3105
3587,3822
440,3084
440,3085
3591,3709
12058,3382
3586,3865
3591,3714
516,743
516,745
12060,3326
12060,3325
516,752
527,413
12060,3333
12060,3345
520,635
506,1075
6613,8365
427,3526
512,892
7505,13484
3604,3348
440,3127
440,3128
416,3872
1556,1301
3596,3597
511,929
524,529
416,3880
505,1122
424,3636
2473,5657
6615,8330
2547,3370
3609,3221
2550,3282
3603,3406
3597,3596
440,3161
520,682
12069,3109
6599,8844
513,903
414,3973
414,3974
6614,8386
522,634
6613,8422
2526,4052
524,579
2526,4053
2613,1359
3594,3715
440,3187
3610,3221
419,3843
12053,3640
3604,3413
5706,3786
5705,3822
12141,908
12063,3329
516,845
3594,3734
435,3359
3607,3333
500,1349
12060,3442
3609,3274
3592,3806
510,1046
6613,8461
511,1019
514,929
516,871
13887,12352
2457,6239
505,1216
3604,3451
500,1373
6620,8260
1501,3112
1501,3113
12054,3645
505,1224
500,1379
3610,3274
512,1010
3699,518
12064,3345
1501,3126
417,3963
510,1081
417,3964
6620,8282
2455,6322
1495,3317
1495,3318
3613,3203
3581,4195
6599,8945
3613,3204
407,4289
512,1035
12058,3554
518,852
535,334
12053,3729
12053,3728
440,3281
3607,3409
518,864
5728,3192
3590,3939
3601,3602
1464,4314
3609,3357
2526,4164
3603,3549
1501,3177
3617,3121
3617,3120
6598,9019
2525,4210
3614,3222
512,1080
514,1019
3615,3192
1465,4308
500,1459
3602,3601
5818,442
3610,3357
512,1097
2534,3952
1501,3207
512,1100
3617,3148
512,1103
510,1166
424,3835
2530,4085
3603,3592
511,1142
2637,773
3598,3751
5706,3943
5706,3944
5705,3978
440,3352
5705,3979
531,532
6620,8380
1501,3232
3607,3485
3699,635
2558,3238
2558,3237
12072,3221
527,669
2397,8234
2442,6842
440,3368
440,3369
527,672
520,892
505,1359
428,3746
2408,7909
7532,12909
3604,3605
3617,3205
3617,3206
516,1035
3598,3798
3595,3890
531,571
447,3177
5711,3836
504,1411
431,3677
516,1043
440,3403
2564,3096
3617,3222
12070,3326
3604,3631
510,1242
12057,3728
12070,3328
3611,3416
3605,3604
3606,3576
5810,792
12070,3333
3588,4137
532,571
12070,3345
5587,7713
514,1142
451,3107
3622,3112
3614,3362
3622,3113
417,4165
417,4166
12068,3442
451,3118
451,3119
531,639
12071,3345
3622,3126
3617,3285
510,1299
516,1117
12054,3888
1501,3361
12055,3865
12063,3627
520,1010
532,639
12071,3382
3617,3324
523,938
536,537
523,942
520,1035
3622,3177
12058,3801
3614,3427
12072,3382
527,828
2493,5418
523,956
527,839
5821,564
12074,3342
506,1498
3609,3610
540,446
3622,3207
12057,3865
12053,3988
3603,3806
520,1080
510,1396
3625,3137
523,995
3622,3232
3604,3789
3625,3138
12057,3888
507,1498
3610,3609
516,1221
520,1097
538,539
520,1100
520,1103
7570,11932
523,1011
3612,3560
12053,4028
12072,3442
3612,3561
12060,3824
1501,3469
2402,8305
12058,3888
1501,3472
7566,12067
12063,3728
523,1026
527,902
2625,1401
516,1245
3627,3109
12069,3554
1603,320
527,910
6608,9008
12055,3997
3717,328
436,3746
2476,6048
12070,3554
5674,5218
516,1280
7566,12107
527,941
518,1220
518,1223
12057,3960
7566,12118
12060,3888
3626,3200
527,966
2478,6022
3617,3486
3612,3644
511,1473
540,578
451,3338
7573,11932
444,3560
12057,4000
444,3561
538,649
12063,3824
12054,4113
451,3358
3622,3361
12055,4081
3604,3921
3618,3498
1603,426
3607,3841
531,892
1496,3746
12071,3599
3607,3842
12055,4097
7570,12062
431,3998
7570,12067
454,3288
454,3289
516,1369
451,3385
2535,4316
3609,3794
2422,7823
12058,4018
289,8414
12063,3865
12055,4113
1603,450
444,3612
5708,4271
12069,3687
3619,3498
532,892
1501,3622
12057,4064
5709,4249
7570,12100
547,435
2548,3941
12060,3985
3625,3327
3610,3794
2491,5714
12058,4053
7570,12107
535,816
12057,4081
516,1408
3607,3893
514,1473
444,3644
1516,3180
12063,3906
518,1351
544,545
12081,3345
12053,4215
7570,12117
454,3350
1485,4169
536,820
12054,4205
12058,4081
2491,5752
12074,3599
12081,3382
12064,3906
12054,4215
3700,1052
3622,3469
3622,3472
5621,7042
6514,12128
2427,7753
6514,12132
12055,4205
3608,3917
7573,12078
3625,3395
291,8444
3625,3394
537,820
536,853
12063,3960
3621,3525
7573,12087
12072,3692
3621,3524
2567,3433
315,7708
3618,3619
2567,3432
3608,3932
3612,3808
2648,926
12055,4217
447,3622
12054,4259
516,1490
2491,5805
12060,4081
7573,12100
3630,3265
3632,3208
12065,3934
531,1038
537,853
3691,1387
12054,4282
3619,3618
3719,518
7573,12118
2576,3187
3617,3686
12064,3988
2569,3416
454,3448
454,3449
12054,4295
2550,4013
12063,4026
532,1038
551,451
2564,3583
2495,5722
2422,7988
2643,1136
451,3564
2564,3604
2505,5441
454,3487
12058,4215
551,483
3696,1294
527,1231
2665,488
2640,1266
444,3808
2508,5359
12065,4000
523,1362
3630,3349
3636,3165
12070,3865
3636,3174
3632,3297
1505,3700
12063,4081
12069,3906
551,518
12066,4007
12064,4064
3632,3320
5729,3849
2548,4157
531,1151
5730,3821
12070,3888
3639,3111
3639,3110
527,1284
531,1167
3614,3900
3623,3624
5745,3377
3609,4061
532,1151
5683,5312
298,8410
12089,3342
540,914
3625,3582
531,1193
532,1167
531,1198
12089,3345
527,1324
3624,3623
347,6916
2550,4161
12060,4259
3636,3269
2639,1411
532,1193
12070,3960
3627,3557
532,1198
531,1230
531,1234
2567,3654
12091,3328
551,623
2583,3169
531,1244
523,1493
2583,3170
527,1376
2569,3611
12091,3345
454,3640
551,635
469,3177
532,1230
1613,488
12070,3997
532,1234
3639,3226
532,1244
12071,3997
3632,3459
12091,3382
12064,4215
536,1143
551,680
3615,4001
3625,3699
563,320
563,321
527,1440
5733,3892
12065,4209
3633,3463
531,1321
3639,3283
3614,4059
537,1143
3639,3284
3627,3658
3628,3629
2652,1120
3639,3292
531,1337
12070,4081
2648,1251
12072,4018
532,1321
3633,3494
3640,3288
3632,3536
2551,4279
3629,3628
3640,3289
2551,4280
532,1337
2567,3790
3632,3546
3632,3547
3639,3337
5745,3585
2418,8422
531,1382
12065,4273
471,3249
2553,4242
531,1395
5730,4065
12091,3485
3631,3604
3636,3453
12068,4209
12072,4081
532,1382
12068,4217
531,1416
5750,3476
3640,3350
5750,3474
532,1395
3647,3148
3700,1505
532,1416
379,6159
3625,3847
454,3844
5844,597
3643,3295
1603,998
460,3667
12070,4209
12091,3554
551,852
3723,825
3706,1360
551,864
6537,11910
12070,4221
549,934
12071,4205
2518,5433
3630,3736
1528,3364
2671,698
3633,3647
3611,4329
3724,825
3612,4301
2421,8457
3637,3528
12071,4217
3704,1457
3614,4251
3640,3448
3634,3635
3640,3449
561,598
1597,1254
3639,3488
1597,1257
3641,3435
12072,4215
3705,1457
2656,1209
3626,3910
3635,3634
3640,3487
2594,3145
1528,3435
2671,773
12089,3728
2567,4007
5686,5626
12074,4215
2587,3399
452,4051
2588,3376
3639,3562
12072,4282
538,1393
1538,3167
482,3137
482,3138
3640,3550
1540,3119
2591,3306
3639,3591
12091,3727
1601,1233
2584,3530
463,3746
12091,3723
3723,992
12081,4053
12089,3804
575,288
2474,6956
2599,3085
2599,3084
5744,3892
315,8357
1537,3244
3637,3680
12081,4071
3724,992
3654,3166
3648,3356
3746,318
3648,3355
3636,3731
1514,3978
5683,5819
3636,3744
3711,1421
452,4147
2599,3127
469,3622
2599,3128
2588,3474
1595,1488
2572,3970
551,1089
3630,3947
3746,354
12089,3865
2599,3161
1626,555
2580,3754
12089,3888
3641,3642
1460,5719
3639,3709
3647,3463
3644,3560
2599,3187
3639,3714
3644,3561
540,1484
3730,899
571,532
2576,3916
3626,4138
3642,3641
1533,3487
3636,3835
3647,3494
3746,428
3645,3558
3638,3777
3640,3720
1528,3656
3746,436
3632,3975
1545,3141
482,3327
3644,3612
5750,3863
3646,3558
12081,4217
3655,3282
3746,463
2572,4089
317,8460
551,1220
5603,8446
1513,4167
551,1223
2664,1257
2576,3989
3656,3282
2599,3281
3640,3777
575,492
1622,811
5738,4293
2599,3300
482,3394
482,3395
3645,3646
571,639
5774,3192
492,3095
2478,7066
3738,773
492,3098
551,1269
492,3099
2694,374
578,446
2514,5968
3646,3645
12091,3997
3640,3844
3657,3318
3647,3633
2599,3352
3637,3945
2605,3171
12089,4081
12101,3710
3654,3432
2574,4144
2599,3369
2599,3368
3654,3433
3645,3716
3721,1360
2480,7069
5865,442
3746,593
2605,3199
2599,3391
2599,3390
5617,8140
12091,4053
583,358
551,1351
2489,6811
12089,4127
12091,4064
2599,3403
12091,4059
3634,4085
3646,3716
1514,4271
1520,4086
5745,4186
12091,4071
3746,619
3646,3722
5769,3450
1629,718
12091,4081
3655,3450
491,3236
578,540
3648,3675
12091,4094
479,3616
3635,4085
3649,3650
1537,3587
3644,3808
549,1452
5751,4032
3746,653
3656,3446
3656,3447
1629,752
1621,1009
3650,3649
1539,3556
2675,1118
1646,253
12089,4215
12089,4209
482,3582
12089,4221
12086,4319
590,259
2582,4049
3663,3309
2613,3093
3663,3310
2691,677
3652,3653
2576,4243
482,3625
3663,3318
2609,3233
3653,3652
571,892
1528,3998
424,5454
3641,4037
1538,3694
2605,3384
12091,4239
2683,979
2603,3463
3665,3311
3761,338
1540,3657
3728,1365
2667,1488
3672,3104
489,3473
3642,4037
482,3699
2534,5626
2582,4137
591,328
1613,1414
3746,830
3666,3311
470,4086
3667,3289
482,3719
575,837
3646,3942
3672,3135
3662,3445
3653,3730
2605,3450
496,3295
3747,821
1537,3796
3652,3767
3648,3891
3634,4330
2613,3217
583,613
3672,3162
5750,4278
3656,3659
3672,3163
3652,3792
593,318
2582,4195
3653,3767
594,292
3641,4141
3651,3830
2549,5224
2681,1135
12054,5489
3663,3468
3657,3658
3658,3627
1528,4122
1528,4123
1549,3474
3746,903
3663,3479
2605,3509
2605,3508
492,3477
3653,3792
3655,3733
1535,3917
5868,664
590,447
593,354
571,1038
3642,4141
2605,3525
492,3493
505,3094
505,3095
3658,3657
3665,3444
590,469
3654,3790
2615,3233
3672,3236
2493,7026
3655,3775
3733,1358
2690,923
3746,957
3677,3096
3663,3530
3659,3656
2611,3378
3666,3444
3672,3258
3648,4004
482,3847
471,4192
3655,3802
2605,3590
593,428
3732,1426
3660,3661
593,436
2594,3941
3649,4017
583,759
578,914
3672,3314
2609,3499
1537,3964
593,463
3661,3660
3665,3539
571,1151
3665,3540
2473,7724
2621,3141
2609,3521
3650,4017
3672,3335
571,1167
1556,3403
505,3217
1551,3560
1551,3561
1560,3282
3646,4153
3666,3540
3666,3539
3647,4133
3678,3172
3678,3171
583,815
1537,4009
510,3081
491,3672
571,1193
2602,3770
3754,825
2602,3771
482,3956
571,1198
1539,3958
583,830
3672,3383
3645,4220
2608,3599
2609,3572
510,3107
2609,3575
504,3295
2591,4139
1641,821
1551,3612
571,1230
571,1234
3671,3441
3671,3442
510,3134
489,3785
571,1244
5867,917
1551,3644
512,3090
3645,4270
3657,3901
5728,5237
3651,4092
3675,3355
3665,3666
3675,3356
12109,4045
5729,5235
3678,3282
590,705
3658,3901
2694,1017
591,676
3747,1144
3662,3779
1545,3871
593,619
3666,3665
2595,4101
571,1321
3681,3219
2613,3561
2602,3905
593,653
590,747
571,1337
3746,1218
3649,4225
498,3604
498,3605
2615,3517
2613,3578
510,3240
510,3241
3672,3526
1552,3711
3681,3253
2720,276
512,3190
512,3191
3672,3535
510,3261
3668,3669
3665,3762
3686,3120
571,1382
3686,3121
2594,4208
505,3436
3682,3253
1646,835
512,3223
583,1023
571,1395
2628,3166
510,3288
510,3289
2531,6176
3666,3762
3669,3668
2619,3450
3686,3148
2503,7053
510,3301
12069,5420
571,1416
1551,3808
3676,3474
12061,5679
3679,3380
3676,3473
2616,3565
513,3224
594,715
2602,4006
3677,3451
3677,3450
2602,4007
3670,3671
505,3483
2611,3732
3656,4111
2621,3428
2704,857
13056,7628
2480,7804
2613,3682
2605,3939
512,3288
510,3350
512,3289
590,874
512,3293
2602,4040
3686,3206
3686,3205
3671,3670
5867,1133
599,600
512,3302
2599,4146
3685,3251
5777,3932
2600,4118
3686,3222
3685,3252
575,1361
510,3379
1538,4280
518,3137
583,1122
518,3138
5864,1254
590,909
3676,3547
3688,3180
1650,821
520,3090
1556,3742
593,830
505,3561
512,3344
2621,3505
3688,3195
512,3350
3684,3325
3746,1406
505,3578
3673,3674
3678,3522
614,208
5792,3528
583,1171
2619,3590
512,3374
2599,4212
1560,3655
3668,3843
3686,3285
2694,1269
510,3439
510,3440
1646,992
583,1184
510,3448
510,3449
3674,3673
583,1196
3675,3648
3655,4275
3669,3843
3763,929
5776,4065
3735,1798
3686,3324
593,903
3665,3977
3746,1466
1654,783
12060,5881
573,1528
510,3487
2606,4051
3680,3528
1555,3870
3748,1426
520,3190
520,3191
5864,1370
2621,3601
3746,1496
3777,535
512,3445
512,3448
512,3449
510,3511
5769,4320
510,3512
2569,5218
520,3208
595,883
3665,4019
524,3086
524,3087
5774,4180
2480,7987
5809,3092
5809,3093
2618,3711
5804,3254
513,3435
593,957
583,1268
1656,773
520,3223
3755,1242
2605,4131
489,4192
510,3542
2613,3887
2603,4199
2603,4198
512,3487
2538,6217
613,358
590,1072
2693,1414
12063,5854
3670,3899
512,3495
1560,3775
3693,3190
618,212
3767,899
3694,3166
3694,3167
3696,3105
583,1309
510,3575
518,3327
12064,5854
510,3576
1556,3918
3688,3363
2547,5969
614,356
1656,825
1560,3802
578,1484
3687,3410
5640,8409
12055,6155
489,4252
520,3293
3680,3637
510,3606
3696,3143
520,3297
513,3516
520,3302
3662,4206
355,8420
524,3182
3677,3745
524,3183
527,3094
590,1142
12143,3446
583,1366
520,3320
2637,3233
3686,3486
510,3640
518,3394
1548,4232
518,3395
1548,4233
520,3336
1646,1198
511,3616
3665,4148
512,3589
520,3344
513,3570
614,444
583,1405
3692,3334
3692,3333
5803,3432
5803,3433
3695,3247
2495,7679
3666,4148
3681,3682
3695,3248
520,3374
5809,3253
366,8153
3699,3137
3699,3138
527,3168
3687,3513
619,318
3696,3236
3687,3514
3696,3235
3675,3891
512,3640
12054,6285
3682,3681
12053,6328
2613,4057
3776,771
3692,3382
2555,5861
2491,7845
3676,3880
618,374
3696,3262
618,378
5816,3082
3689,3483
3689,3484
619,354
3687,3554
590,1258
514,3616
12075,5679
2473,8427
3683,3684
3668,4152
1588,3096
1646,1301
3670,4098
531,3102
531,3103
520,3445
3670,4106
2493,7825
3778,766
520,3459
3686,3617
3767,1106
5644,8455
2637,3370
3684,3683
3696,3314
613,583
3696,3313
3669,4152
3703,3105
2630,3599
590,1306
2633,3510
520,3481
593,1218
2476,8392
5809,3372
2643,3217
520,3495
619,428
522,3435
3677,3936
619,436
3675,4004
518,3582
3695,3401
3703,3154
2707,1265
1646,1388
3780,771
515,3685
3703,3163
619,463
510,3844
524,3411
520,3536
2559,5866
520,3546
520,3547
2535,6618
3706,3088
3683,3803
3706,3089
527,3336
3683,3804
3670,4209
518,3625
3703,3194
5810,3416
520,3565
527,3351
498,4252
3699,3327
1560,4101
12064,6153
1656,1127
3703,3211
2643,3303
2631,3674
2643,3304
3684,3804
2643,3307
3684,3803
612,732
3671,4209
593,1323
1580,3496
3767,1237
520,3589
505,4057
594,1298
2718,992
512,3844
3706,3133
2567,5677
3779,875
5820,3142
3681,3915
3680,3945
5906,478
2643,3330
536,3115
536,3116
602,1071
594,1322
3679,3993
527,3404
527,3405
3703,3258
5792,4038
520,3632
3703,3262
518,3699
3699,3395
3699,3394
613,759
524,3518
625,388
623,451
625,390
625,392
590,1477
1661,1052
518,3719
3690,3691
619,593
510,3973
510,3974
3709,3111
3709,3110
625,412
3703,3298
2569,5684
593,1406
590,1501
3767,1318
3703,3313
3706,3220
3696,3529
618,647
3685,3877
3691,3690
3696,3535
613,815
12064,6285
3705,3274
3789,676
613,830
12074,5988
619,653
515,3877
593,1466
3706,3274
623,551
2638,3621
594,1456
5803,3821
593,1496
3679,4134
3703,3397
3701,3470
3710,3195
3709,3226
518,3847
1588,3450
3800,416
1588,3451
3705,3362
1560,4324
3787,825
1560,4325
12058,6564
520,3800
12072,6135
3702,3470
535,3347
3714,3110
3714,3111
621,692
3699,3582
2637,3738
3808,208
3709,3283
2530,7066
3709,3284
3712,3196
3704,3444
3712,3195
3709,3292
3692,3825
12060,6564
3699,3625
520,3872
3706,3412
623,680
3715,3133
3715,3132
2647,3475
3705,3444
2643,3600
3697,3698
3693,3831
3709,3337
3800,520
2534,7000
2649,3434
619,830
535,3435
1527,5456
613,1023
1660,1336
3698,3697
3712,3267
2726,1068
614,1004
3711,3305
618,885
3711,3306
3779,1202
2489,8426
3714,3226
2749,373
1603,3131
12052,6893
3696,3791
604,1342
2512,7734
3699,3719
3693,3904
3787,992
619,903
520,3975
635,414
3808,356
1519,5783
3711,3371
536,3491
3714,3284
2726,1144
3714,3283
625,743
3719,3137
3720,3108
3719,3138
627,687
3715,3265
625,750
613,1122
3701,3702
2535,7080
12054,6907
3721,3089
1514,5969
3721,3088
3706,3553
1588,3677
619,957
12138,4319
3792,899
2656,3351
3789,998
3702,3701
3709,3488
2493,8418
627,730
3714,3337
635,483
2589,5446
2651,3524
604,1446
536,3555
613,1171
3721,3133
12058,6838
544,3320
3808,444
613,1184
12055,6938
613,1196
635,518
635,520
1588,3745
630,676
3715,3349
3699,3847
2511,7911
2505,8102
535,3638
3723,3117
3704,3705
1527,5657
2597,5260
1578,4083
3718,3282
3692,4087
635,551
3709,3562
12052,7082
2643,3848
625,875
2591,5464
618,1093
3705,3704
3715,3396
3724,3117
12058,6907
12053,7073
3709,3591
1686,768
3721,3220
647,212
613,1268
3793,998
12070,6564
1679,1002
12057,6976
3711,3564
3706,3721
625,935
613,1309
3709,3639
547,3359
12058,6976
6606,12142
3707,3708
3721,3274
639,532
538,3668
536,3730
536,3731
538,3669
3704,3832
3708,3707
12060,6943
3808,614
535,3777
12091,5988
635,682
1701,404
613,1366
544,3508
1582,4102
3695,4136
639,571
2735,1133
3705,3832
2577,6032
3701,3960
625,1013
3709,3714
3714,3562
1615,3096
623,1089
619,1218
12063,6907
613,1405
12063,6902
12074,6564
3702,3960
2591,5634
3714,3591
3716,3532
544,3560
1604,3474
647,374
3723,3325
625,1059
1522,6020
2569,6330
647,378
3730,3116
3730,3115
3706,3862
3716,3558
625,1078
12061,7007
5695,7747
2554,6818
3715,3594
633,838
12061,7024
3714,3639
3731,3115
1595,3796
3731,3116
5810,4202
646,452
3701,4055
3712,3713
3718,3530
1593,3868
3792,1237
2502,8459
12063,6976
12065,6934
12091,6135
5821,3892
3732,3119
3713,3712
619,1323
3702,4055
12064,6987
3731,3165
538,3843
12061,7083
12061,7082
549,3506
1548,5307
12064,6998
635,852
3716,3646
3716,3645
3714,3709
2749,859
618,1390
12065,6976
635,864
653,318
12091,6193
3727,3328
625,1187
3792,1318
3719,3582
1594,3923
643,644
2648,4028
3734,3132
623,1269
3734,3133
3728,3325
2506,8439
3704,4072
619,1406
3715,3734
653,354
12068,6934
3721,3553
1609,3489
1608,3524
2654,3868
1622,3096
1622,3097
12064,7072
1460,8122
12071,6868
2662,3637
12070,6907
12065,7062
555,3422
12068,6976
2651,3989
12069,6955
3717,3718
2673,3317
1534,5860
3806,969
619,1466
3720,3640
5908,1348
3806,977
640,824
1527,6095
2662,3680
1622,3153
1679,1388
653,428
3718,3717
647,618
653,436
3719,3699
619,1496
535,4100
625,1313
559,3362
12101,6017
2555,7026
639,892
2593,5857
2648,4151
653,463
1603,3789
3734,3265
1603,3793
3722,3646
1537,5847
1622,3215
1622,3216
1588,4271
3718,3786
3808,1004
3807,1034
5683,8421
12071,7005
3721,3706
3725,3585
12070,7032
535,4176
2681,3187
3732,3378
1601,3904
12074,6928
1702,783
535,4200
12074,6938
3726,3585
2682,3181
3732,3403
3734,3349
2682,3193
5695,8095
2673,3476
3738,3233
1613,3576
635,1132
3730,3491
3720,3801
2648,4265
1615,3524
12052,7663
