institution_1,institution_2
13737,10380
13750,9975
13732,10534
9001,9738
13747,10080
13732,10544
13768,9428
13761,9640
13769,9392
12677,10477
13751,9965
7905,10960
12677,10486
13759,9712
451,12663
13743,10206
13739,10331
1083,9459
5805,10535
13751,9970
13761,9658
13749,10030
13748,10059
13771,9347
13758,9764
13744,10198
5402,6650
13732,10565
13771,9357
1058,10247
13739,10346
13749,10037
13745,10174
7912,10769
13769,9428
3116,11992
6344,10230
13770,9395
13751,9985
13743,10230
13767,9486
13744,10199
3285,6754
13750,10014
13730,10647
13772,9346
13752,9962
13741,10303
1170,6791
13741,10314
13732,10591
3710,9975
13762,9662
6304,11484
526,10380
13752,9979
13769,9450
13747,10133
13767,9524
13741,10331
13764,9618
3624,12659
13769,9456
13737,10462
13769,9471
13775,9282
3199,9459
998,12153
13749,10086
13730,10673
13772,9372
13766,9572
13742,10314
13753,9970
3286,6769
13747,10157
13759,9785
8419,11484
13732,10619
8043,6758
12676,10601
13772,9391
13733,10600
5929,6761
13772,9392
8043,6769
1002,12046
13766,9576
1072,9877
13732,10628
13735,10535
13747,10176
13762,9712
5256,11247
13772,9397
5262,11071
13742,10339
13733,10619
13732,10647
13737,10490
13739,10441
13760,9787
13730,10717
1036,11014
13748,10157
13741,10375
13730,10727
13747,10198
13747,10199
13741,10382
13730,10724
13733,10628
13737,10505
13732,10673
13732,10674
13732,10671
5293,10133
13771,9463
4233,10230
13742,10359
13747,10202
13762,9738
3158,10790
13744,10310
3818,6718
13733,10645
6900,9486
13748,10193
5277,10647
13742,10380
13737,10530
5232,12046
13749,10157
13739,10481
13755,9982
13747,10230
13772,9456
13750,10134
13732,10692
12676,10673
13746,10267
13732,10701
13752,10082
13747,10234
12125,11376
13758,9908
13747,10246
6989,6748
13756,9968
13747,10247
13747,10244
12677,10647
13767,9622
13769,9561
13776,9357
13739,10505
1571,10875
646,6785
13747,10252
3725,9640
3177,10249
13739,10512
13749,10202
13732,10727
13749,10198
8046,6769
13749,10211
13755,10023
13749,10206
13745,10331
647,6773
1086,9549
13758,9939
13737,10591
8465,10182
13747,10278
13749,10225
13745,10346
3196,9690
13749,10234
13769,9615
13747,10293
13731,10787
13742,10460
5763,12042
13734,10706
13746,10334
13764,9772
12677,10701
13747,10312
987,12652
13747,10310
13733,10740
4196,11480
13766,9728
13739,10565
13732,10779
13755,10080
3701,10452
13749,10267
8465,10230
13730,10853
13730,10851
13764,9798
6991,6771
13751,10198
13758,9982
13750,10230
13743,10447
13746,10363
5320,9428
13774,9507
6326,11014
13748,10312
13769,9658
13762,9874
13739,10600
13737,10663
5406,6773
649,6787
5410,6650
8387,12666
13730,10874
12677,10763
6323,11122
13747,10359
5299,10104
13747,10356
13759,9982
13730,10881
7924,10647
13785,9177
13758,10014
13737,10674
13736,10706
3669,11491
13736,10717
13752,10221
13749,10314
13732,10842
13766,9785
13749,10312
13733,10806
13751,10246
13770,9658
13738,10663
13752,10230
13776,9486
3206,9471
1571,11014
13730,10915
13732,10853
6996,6680
13733,10820
3822,6771
13749,10339
13782,9313
13739,10647
1571,11021
655,6650
13749,10334
3822,6780
1093,9459
13752,10251
13748,10375
13752,10252
13741,10591
13732,10870
3822,6788
7927,10603
13747,10416
5747,12653
13739,10665
13741,10603
7943,10110
13780,9392
13739,10663
13776,9513
13748,10382
565,9459
13766,9836
13732,10884
13772,9658
13748,10397
13786,9220
12677,10828
13749,10364
13182,11572
13760,10034
13762,9970
13784,9288
13758,10107
13742,10603
7945,10082
13769,9764
13733,10881
13748,10416
6995,6769
5799,11076
13749,10380
12111,12008
13733,10889
13734,10856
13773,9658
13761,10030
992,12652
13741,10647
3722,9944
6336,10828
13746,10490
12809,6769
8426,11581
5412,6709
13761,10037
13739,10719
13182,11602
13761,10034
5414,6650
13733,10901
13737,10790
13732,10946
13770,9768
13759,10107
13764,9952
13741,10665
8053,6771
13759,10104
13747,10477
1041,11151
13747,10486
6360,10110
13736,10826
5943,6650
12651,11691
13743,10607
13749,10421
13182,11627
13730,11017
13733,10925
3297,6769
13743,10628
13758,10157
13747,10512
13763,10014
13742,10665
13770,9798
13776,9612
3301,6657
13732,10973
13742,10663
13741,10706
13736,10861
6337,10850
13737,10828
5859,9288
13748,10486
1183,6788
13732,10980
5292,10486
13745,10591
485,12046
13732,10992
1571,11151
5296,10363
13749,10460
12677,10925
13743,10647
13741,10722
13752,10382
13747,10534
3657,12029
13752,10375
13732,10995
13749,10469
12677,10946
1014,12046
13732,11010
13776,9643
13758,10199
5312,9883
13748,10508
13776,9640
13732,11017
13749,10491
4216,11095
13768,9900
13751,10427
13732,11014
13739,10795
13758,10206
13760,10157
3707,10501
13766,9970
13732,11021
13769,9875
13736,10908
13742,10722
3303,6650
13737,10875
13730,11089
13758,10221
6355,10342
4166,12666
13732,11028
6334,10998
13737,10884
5268,11276
13758,10234
12677,10973
13758,10244
13739,10831
5943,6748
13747,10580
13732,11043
13733,11013
12677,10995
7924,10875
13733,11022
13758,10247
7945,10230
13758,10246
13733,11021
13741,10787
13737,10908
13743,10722
13758,10255
13759,10225
13739,10856
13744,10701
13733,11043
3187,10286
13774,9768
5415,6755
13760,10211
13730,11141
5241,12153
3206,9703
13732,11077
12677,11014
13732,11076
13732,11089
13756,10346
13762,10157
12677,11022
13741,10806
13748,10587
13738,10898
13732,11095
3305,6650
13747,10631
13747,10628
13766,10037
8459,10717
7002,6740
5800,11234
13739,10889
13739,10884
12646,12000
13739,10885
7939,10469
13747,10647
13758,10303
13746,10675
13735,11017
13733,11076
6325,11358
13766,10066
13772,9878
13735,11022
3691,11096
6864,11042
13742,10820
13749,10603
13747,10663
13746,10692
13758,10331
13747,10673
8059,6771
7889,12040
13762,10206
13788,9397
3661,12040
8448,11096
13762,10202
6888,10314
13732,11145
13748,10647
13747,10676
13733,11108
12677,11077
13741,10874
13752,10531
13732,11151
3737,9698
12677,11089
13772,9912
4277,9346
7901,11691
13732,11149
13737,10995
13769,10014
13743,10820
13744,10790
13748,10663
13744,10787
13762,10230
7942,10427
13737,11014
13759,10330
13776,9804
13788,9428
13730,11236
13747,10706
13749,10645
13788,9450
13769,10034
13772,9941
13766,10128
13742,10881
3223,9288
13749,10665
13749,10663
13741,10908
13757,10427
13739,10982
13749,10673
13738,11014
9004,10307
13748,10701
13772,9970
1001,12650
13732,11207
13736,11084
13750,10647
13767,10121
13749,10676
13738,11017
1087,9989
13743,10875
13761,10314
3195,10182
13732,11214
13755,10501
13766,10157
13771,10002
3309,6650
13739,10995
5863,9400
13741,10946
13791,9397
13752,10606
1191,6776
5871,9151
8063,6740
13764,10230
8063,6745
13749,10706
1194,6693
13760,10359
6861,11247
13772,10002
13739,11022
13742,10930
13741,10958
5950,6727
13749,10722
13758,10441
13770,10070
13773,9975
4263,9874
6307,12046
13764,10252
13770,10066
13732,11257
13732,11256
13766,10199
13769,10107
5284,11005
3710,10647
13762,10331
13747,10794
13766,10206
6837,12023
13741,10995
13763,10310
13741,10992
13752,10647
13749,10740
8460,10862
4265,9837
7978,9428
13750,10719
13773,10006
13730,11337
13732,11276
13732,11287
13743,10946
13733,11257
13766,10234
665,6764
8465,10720
13750,10727
9021,9869
7007,6771
13746,10862
13732,11293
13739,11077
13762,10376
13739,11089
13776,9939
13739,11084
13766,10247
13751,10724
13751,10722
13766,10267
13752,10701
12677,11257
13182,11984
7008,6772
13746,10881
13747,10850
13748,10820
7963,9941
13751,10740
13747,10862
13182,11994
13800,9220
13764,10334
4279,9459
13742,11014
1056,11071
13752,10717
13738,11151
13742,11021
1554,12025
13747,10881
13763,10382
13739,11127
13747,10874
12677,11276
13735,11247
13747,10875
13182,12006
13733,11309
13769,10206
13182,12016
13747,10885
667,6768
13748,10851
13749,10820
13793,9471
13732,11358
12677,11295
13749,10828
13744,10995
13741,11089
12677,11303
13747,10898
13745,10960
13742,11054
13769,10230
13749,10851
13732,11376
13747,10908
13794,9450
7942,10647
7010,6771
13758,10580
13742,11076
13749,10856
13770,10206
13777,9985
3843,6650
13732,11394
13793,9501
13770,10211
13752,10769
5848,10038
13741,11108
13772,10161
13749,10874
13776,10037
1197,6768
13758,10591
12677,11332
13752,10787
13733,11376
13770,10230
8068,6769
7011,6768
13732,11417
13772,10176
13749,10889
4239,10789
13762,10481
13785,9768
13739,11206
12677,11358
6344,11077
13770,10244
13746,10985
13745,11017
13739,11216
565,10008
13737,11275
13771,10221
13741,11151
13743,11089
13779,9970
13759,10591
13773,10157
13766,10374
13748,10946
13737,11287
13764,10450
13733,11408
4267,9944
13772,10198
4276,9664
6822,12663
13733,11416
13752,10828
13762,10518
13770,10267
6912,9877
13772,10206
13800,9347
3189,10610
13749,10925
13744,11089
3188,10647
5958,6697
13742,11149
13747,10995
13739,11257
7976,9680
13776,10107
13770,10293
12677,11408
13748,10973
13773,10198
13732,11467
13732,11468
13752,10862
13741,11198
13741,11199
13792,9615
13747,11022
6874,11089
7950,10501
1113,9459
13771,10276
5312,10363
1044,11602
13747,11019
5958,6727
13764,10505
1202,6707
1204,6650
13773,10234
13771,10296
13766,10451
3315,6748
13733,11473
13750,10946
13730,11563
13739,11284
503,12003
3316,6722
13736,11376
13766,10460
13769,10364
13749,10985
13766,10456
13732,11507
13758,10701
13766,10454
13752,10902
13730,11581
5429,6768
6349,11017
13742,11206
13795,9576
13739,11313
13777,10133
13749,10998
13732,11525
672,6788
13762,10593
13766,10469
3315,6778
1205,6653
13776,10174
6875,11107
13751,10946
13741,11257
13767,10451
13758,10727
13741,11254
3232,9355
13770,10356
13762,10615
13747,11077
13752,10919
13749,11013
13730,11602
8075,6693
13772,10314
13741,11275
13739,11337
13747,11089
13740,11303
13772,10310
3847,6693
5293,11022
4232,11145
13741,11276
13732,11556
13758,10763
13776,10206
13802,9397
13742,11257
6921,9712
5272,11680
3147,12023
13752,10946
537,11014
1048,11563
13800,9463
4254,10482
3317,6769
13752,10961
13732,11581
13741,11303
12677,11519
8073,6788
5959,6787
13745,11177
13784,9979
13741,11313
13730,11654
5284,11337
12677,11526
13736,11466
13775,10255
3748,9804
13732,11602
13742,11287
13762,10665
6888,10771
5242,12652
13747,11141
13772,10364
676,6748
13742,11305
13749,11089
13741,11337
7970,10014
13749,11084
13746,11177
13758,10806
13730,11687
6899,10451
3707,11107
13733,11602
13739,11417
13760,10763
13770,10454
13737,11473
6351,11071
13761,10740
13764,10647
13752,11017
13747,11172
6935,9355
3150,12008
3319,6769
13759,10810
13742,11337
13770,10468
13741,11378
13758,10851
13766,10601
13738,11468
13742,11355
13781,10145
13363,6728
13730,11735
13747,11206
6301,12652
5434,6768
13797,9655
13732,11670
3320,6768
13749,11154
13766,10628
3151,12008
6331,11730
13737,11525
3195,10647
13732,11675
13732,11687
5773,12653
13766,10631
7975,9930
13752,11077
7021,6742
13784,10086
13771,10486
13769,10544
13732,11691
1017,12648
7994,9355
4292,9428
8078,6755
13766,10645
13767,10615
13772,10460
13787,10008
13786,10039
13363,6769
1207,6768
13732,11711
6881,11096
13363,6764
13762,10779
3178,11207
13747,11257
13761,10820
13782,10180
13769,10580
13766,10673
13747,11260
13755,11022
13737,11581
13739,11519
13749,11207
13363,6787
13748,11236
13741,11467
13760,10874
13739,11525
8437,12046
7920,11691
5796,12006
5827,11042
13747,11287
13748,11256
13772,10512
13734,11687
13732,11749
13761,10851
13788,10014
13765,10724
5969,6650
13741,11482
13747,11294
13754,11077
13761,10856
3852,6748
13799,9690
13759,10930
13747,11303
13752,11145
13800,9658
13751,11177
13749,11236
3179,11232
13747,11313
680,6785
13752,11155
5858,10110
13741,11507
13773,10512
13749,11256
13748,11287
1210,6748
13749,11257
3853,6737
13764,10790
1065,11247
13782,10230
13732,11793
13769,10647
12309,6755
13762,10861
13804,9557
13750,11231
13749,11260
13758,10995
13742,11491
3856,6657
3963,3340
13780,10312
13739,11581
13741,11519
13760,10930
13747,11344
13769,10663
1214,6650
4245,10995
13758,10998
1127,9353
13769,10669
13749,11287
13762,10884
13736,11687
13758,11005
6850,12175
13745,11416
13748,11337
13758,11022
13735,11735
3759,9703
13764,10850
7972,10182
13746,11416
13766,10794
3664,12660
13775,10512
8474,11014
13747,11393
13771,10647
5892,9138
13804,9622
13770,10673
13738,11680
13759,11022
13738,11687
3760,9703
13769,10727
13739,11654
13772,10631
5364,9138
13741,11602
13736,11757
13747,11417
5969,6768
3182,11247
13752,11260
13752,11257
12677,11812
1571,12040
13748,11393
13760,11021
1136,9144
13772,10645
7972,10230
3711,11247
3229,9804
5970,6754
13735,11803
13784,10293
13764,10913
6499,6748
684,6788
13800,9798
13766,10850
12315,6675
495,12653
687,6707
13759,11084
13768,10805
6908,10469
13762,10992
8468,11266
13769,10771
13762,10995
13751,11337
13739,11707
13742,11627
13749,11411
13744,11563
13773,10665
4272,10286
13769,10787
13750,11376
13747,11467
5828,11206
13766,10889
689,6675
13760,11076
13769,10795
8536,9177
13739,11736
13730,12013
13741,11672
1080,10946
13773,10676
13730,12010
13742,11651
586,9883
13746,11525
13741,11680
13758,11151
3204,10647
13776,10591
7028,6791
8536,9205
13770,10787
13739,11749
3171,11680
13772,10724
13758,11172
13774,10674
3760,9811
13764,10980
13777,10591
13762,11054
1745,6748
1218,6703
3714,11247
8088,6727
13742,11680
13784,10375
5858,10330
13780,10512
13769,10851
13741,11716
13731,12027
13739,11793
6343,11687
13732,12007
13732,12008
13752,11388
13732,12006
13760,11149
13733,11984
13741,11736
13764,11021
13759,11177
13732,12014
8087,6787
6941,9545
13776,10647
13732,12012
13750,11468
13733,11992
13762,11091
1745,6789
4247,11151
13733,12011
13766,10985
13732,12039
13770,10862
13732,12040
13733,12006
8471,11287
13732,12038
13732,12035
13746,11602
13763,11089
13733,12017
8536,9280
13733,12015
548,11155
13745,11654
13733,12034
13733,12032
7964,10647
13772,10820
5277,12031
13755,11359
8536,9310
6912,10501
13734,12008
13766,11013
520,12046
6335,12009
13762,11151
13783,10501
13758,11276
13766,11028
13766,11021
13297,9177
13766,11022
13792,10230
7034,6730
12231,9469
13752,11467
13744,11716
13759,11247
5359,9512
13770,10925
6889,11247
13735,12009
13772,10874
13757,11337
13758,11303
13745,11707
7954,11005
3689,12153
13802,9952
1224,6650
3778,9395
8093,6707
13761,11216
13755,11417
13752,11507
7034,6769
13769,10977
13760,11256
3867,6650
13776,10771
696,6650
13786,10462
13743,11793
5350,9837
13769,10995
3335,6773
13735,12046
13737,11984
13759,11303
3252,9349
8536,9395
13769,11012
13769,11013
8093,6747
13760,11287
605,9499
13751,11581
4224,12000
13737,12011
3238,9804
13770,10985
13736,12040
13749,11651
13752,11556
13737,12018
4233,11733
13762,11256
9037,10268
13747,11716
13738,12008
8536,9428
13793,10310
13749,11675
13770,11022
7924,12026
13738,12011
13737,12040
3168,12008
1142,9280
13786,10530
13763,11257
13799,10134
13750,11654
13739,12006
6900,11026
13775,10889
13788,10486
13739,12002
8095,6752
1137,9459
13739,12010
1055,12006
6919,10447
13739,12023
13769,11089
8536,9486
13746,11812
13739,12040
13772,11013
3871,6650
13770,11076
13739,12035
13772,11021
13784,10647
1225,6771
13764,11275
13766,11214
13741,12002
13791,10447
13741,12011
8536,9526
13741,12006
13760,11417
8455,12033
13762,11354
13771,11089
13769,11151
13776,10930
5871,10230
13741,12023
8099,6709
13773,11042
13741,12032
13742,12002
13741,12030
7987,10182
13786,10647
13741,12038
13742,12008
13742,12013
13762,11408
1102,10647
698,6788
13752,11716
13758,11525
13767,11247
13752,11733
5814,12046
13766,11293
13743,12006
1038,12654
13800,10249
6954,9486
13776,11005
5318,11054
13761,11466
13802,10194
13775,11042
13752,11753
13776,11010
13751,11793
5342,10330
3343,6764
13770,11216
4312,9501
13752,11769
612,9512
13756,11654
13786,10724
5458,6749
5796,12655
13786,10735
13769,11260
13794,10486
13745,12000
13769,11276
1131,9837
8536,9662
13799,10342
13769,11287
13752,11812
13766,11376
13746,11994
8536,9666
13746,12008
13785,10794
7978,10591
13760,11581
13746,12011
13747,11992
6966,9205
13747,11988
4302,9874
13747,12000
7932,12036
13767,11376
13766,11408
1342,3340
13747,12008
13770,11293
13747,12006
13747,12007
13766,11416
13747,12015
13747,12013
6922,10603
13747,12023
13763,11525
13758,11680
567,11005
13762,11554
13747,12019
13748,12002
13780,11017
13747,12040
13748,12007
13747,12038
8545,9463
3215,10851
1148,9392
1043,12648
3876,6748
13749,11984
5359,9936
13759,11680
3795,9273
13749,12000
13786,10851
3756,10490
12333,6742
13749,12008
13768,11417
13748,12037
13749,12004
13771,11337
6903,11247
13814,10002
13785,10901
7047,6788
3179,12008
13749,12013
13780,11066
13770,11376
569,11005
5362,9883
13749,12034
13792,10701
13760,11691
13749,12032
7052,6650
1237,6697
5339,10606
1115,10482
5362,9900
13759,11736
13778,11145
6950,9836
13750,12033
5893,9837
4294,10260
8536,9825
13792,10727
3759,10469
13751,12006
13793,10718
13762,11680
13784,10995
13782,11054
3689,12648
13758,11812
3878,6791
13769,11467
569,11071
13751,12023
13773,11341
13794,10701
5360,10008
13752,12000
13752,12014
8108,6748
5993,6776
8020,9486
13752,12021
8466,12042
3690,12650
13752,12037
5870,10619
13752,12033
13770,11473
13762,11735
13785,11022
13762,11736
13782,11122
13752,12049
6907,11255
6922,10789
12337,6769
8536,9912
9064,9930
7996,10276
5996,6740
8469,12009
8536,9939
13766,11651
577,10908
6916,11017
13769,11563
3738,11232
1243,6665
3354,6768
13799,10647
3354,6771
8112,6733
13788,10995
7972,11077
6902,11484
13735,12648
1089,11467
13775,11416
8544,9749
714,6718
13774,11467
8112,6761
13767,11680
5829,12000
13776,11411
8536,10014
4325,9486
13774,11484
13757,12008
13795,10831
13789,11014
1242,6764
8112,6790
13799,10719
13786,11122
8536,10034
3187,12019
13789,11042
12342,6748
8016,9782
13775,11473
13758,12000
545,12009
13758,12008
13758,12006
7587,6709
13788,11089
13772,11581
13759,11984
13769,11675
13758,12014
13770,11651
3188,12018
6928,10763
4293,10535
7946,11984
715,6773
8033,9288
3168,12653
3887,6748
716,6749
13780,11376
8536,10107
3887,6768
13810,10462
3272,9459
13785,11232
13761,11984
13760,12024
13790,11108
3207,11507
7588,6769
3889,6748
7059,6789
3190,12046
13762,12000
3241,10469
8117,6771
4299,10441
6007,6650
1135,10230
7973,11247
718,6773
13762,12011
13787,11234
3891,6722
3762,10727
13815,10375
1110,11022
8118,6771
5910,9681
3796,9681
5388,9486
6871,12663
8536,10199
3275,9459
5850,11554
13763,12015
589,10810
6923,11071
5901,9985
1248,6778
13764,12000
13774,11687
6006,6737
13771,11793
7592,6727
3736,11581
1162,9459
3365,6709
5307,12046
3759,10885
634,9459
3893,6737
12352,6650
13809,10647
8231,3340
3277,9459
13764,12035
13766,11984
13791,11206
8121,6761
1060,12661
6908,11602
579,11192
13794,11122
13800,10946
13766,12000
3893,6771
13766,12011
3195,12029
13787,11359
13766,12008
8536,10296
13785,11416
13766,12006
3253,10238
6925,11096
13766,12014
5483,6650
13766,12023
8536,10312
603,10482
13766,12038
6009,6755
7594,6769
13767,12014
1109,11207
13767,12025
6009,6768
724,6769
726,6707
3232,10946
9061,10469
13769,11984
5291,12663
5482,6748
8536,10380
5311,12046
551,12153
13776,11790
1255,6722
3898,6718
13769,12008
13769,12023
6973,9701
592,10906
1254,6769
1085,12009
5340,11178
13794,11256
13769,12038
13795,11236
590,10995
13771,11994
5915,9781
8029,9782
8536,10447
13784,11602
13771,12002
13787,11507
3288,9306
6982,9486
1112,11234
7599,6748
5390,9696
13771,12040
8129,6718
3903,6650
4292,10980
3371,6771
8129,6728
13772,12024
13788,11525
7973,11572
12231,10647
7602,6693
13772,12040
200,6788
8128,6788
540,12648
13784,11680
6956,10366
8129,6769
13797,11287
13784,11687
13806,11005
3372,6788
13795,11359
560,12046
3373,6768
13774,12025
6973,9877
5861,11581
13775,12008
7602,6769
5488,6768
5492,6650
13774,12046
1111,11408
6020,6693
1071,12654
6950,10631
7963,12000
1092,12009
4320,10244
8536,10628
1132,10774
5874,11236
7993,11089
1261,6791
13777,12008
6965,10198
7964,12010
1156,10066
3905,6769
2217,9955
5491,6768
13794,11525
7077,6764
8046,9498
3233,11247
4294,11127
3906,6771
3910,6650
7078,6748
1176,9486
1074,12652
13806,11178
5369,10580
9105,9459
13801,11337
8536,10719
208,6748
3209,12023
6937,11145
5416,9144
3778,10774
3810,9781
740,6650
8536,10739
5493,6769
6967,10230
13787,11803
4247,12653
5893,10790
13806,11247
8022,10330
1096,12046
1127,11089
3212,11992
13803,11355
7609,6771
13782,12027
738,6791
3806,9989
5397,9825
7977,11769
1131,11005
3913,6682
3911,6749
9070,10684
4266,12153
3741,12051
6025,6785
212,6773
5348,11401
6026,6768
8536,10884
13784,12033
3810,9941
8536,10889
1193,9151
13785,12023
5498,6769
3385,6740
3215,12014
4301,11122
7084,6768
6028,6740
13796,11691
1271,6768
3195,12662
12370,6769
3814,9875
1102,12033
5356,11234
854,3340
8010,10881
3915,6768
13799,11672
5502,6740
216,6773
9064,11010
8043,9900
1277,6653
8536,11005
8536,11021
605,11122
13789,12023
1130,11247
576,12046
7089,6748
1156,10451
2217,10334
5943,9524
7976,12042
7617,6787
5359,11247
13791,12000
8061,9415
7957,12659
8536,11089
8536,11095
1108,11992
1278,6727
7978,12023
12377,6720
3266,10644
6946,11255
8043,10014
662,9459
8023,10647
3804,10368
8068,9273
751,6727
3925,6650
13808,11581
5946,9544
223,6733
8536,11178
5898,11043
3286,10095
13288,11337
8054,9764
5339,12009
7006,9486
8046,10014
751,6788
1131,11395
12254,10647
11853,6707
5847,12663
608,11234
605,11341
5510,6748
752,6788
5366,11214
5367,11192
1281,6785
8536,11256
3293,9955
7983,12037
5389,10535
5510,6788
1282,6788
8536,11287
12254,10719
11853,6773
3291,10066
5959,9282
3208,12653
3926,6779
7628,6707
3930,6665
13799,12029
227,6772
5370,11178
8155,6771
1284,6782
8536,11358
4266,12653
1095,12655
7997,11691
2217,10647
13799,12047
7628,6747
757,6764
3928,6768
229,6752
3288,10230
8059,9782
1285,6788
3835,9664
6988,10230
7628,6771
229,6769
757,6788
1290,6650
1142,11247
6047,6650
1175,10244
8033,10647
569,12652
8592,9703
3402,6761
659,9875
7630,6771
5520,6650
1118,12046
3312,9570
760,6768
7631,6758
6963,11089
3932,6748
3322,9280
6045,6785
3234,12009
1121,11984
592,12006
664,9781
1100,12652
3264,11107
3408,6650
5857,12659
593,12006
233,6785
8600,9557
3293,10230
1132,11687
3319,9428
5349,12046
6966,11071
7972,12658
8037,10647
682,9280
1205,9459
3936,6727
4326,11022
6967,11077
12289,9941
624,11108
3936,6748
1208,9397
6957,11401
8536,11602
1194,9837
5940,10174
766,6728
13809,12002
8043,10531
597,11984
8056,10134
665,9883
8165,6764
8536,11654
13363,9471
12393,6769
7638,6748
12398,6650
628,11071
3938,6771
3832,10066
6055,6693
7004,10039
1127,12009
9119,10034
1189,10104
8035,10875
7641,6709
2217,11014
1135,11790
8168,6764
11978,3340
6971,11107
682,9459
649,10482
241,6748
670,9837
7641,6728
13812,12040
1108,12663
11979,3340
8037,10875
600,12046
5359,11984
11980,3340
8073,9781
3943,6740
1173,10695
11981,3340
13816,12000
8031,11127
12231,12010
3800,11234
3289,10695
5531,6727
3770,12175
3831,10286
11983,3340
8071,9930
8073,9874
5531,6768
5361,12046
3273,11247
6990,10718
3418,6769
11985,3340
3948,6738
3291,10727
13363,9788
1193,10230
8545,11691
7647,6769
3299,10482
3229,12663
6063,6740
3848,9875
3420,6769
5926,11005
5390,11247
1165,11151
7006,10307
5893,12046
1307,6766
7003,10421
3259,11803
8065,10278
13363,9874
5449,9459
8078,9882
8066,10260
8711,6650
5367,12009
635,11247
1308,6771
5968,9768
8032,11337
1313,6650
8540,12002
5945,10535
1120,12652
8078,9962
5455,9355
1198,10252
6067,6773
8056,10647
6067,6771
8711,6740
3799,11563
3429,6657
7653,6785
641,11178
13363,10014
7013,10252
4313,12042
5974,9703
11993,3340
8630,9288
4330,11518
3955,6771
1154,11687
1174,11071
1745,9772
8185,6748
6991,11005
13363,10086
7658,6718
11995,3340
8544,12023
1315,6761
3881,9150
5991,9280
3959,6737
617,12046
13363,10145
6072,6784
787,6791
679,10139
259,6776
5968,10023
1230,9459
3840,10469
7661,6709
7661,6727
692,9781
705,9379
13363,10199
7660,6769
7660,6768
790,6749
3962,6722
5967,10110
5402,11247
3344,9513
696,9683
3809,11491
6076,6748
7661,6769
5434,10283
1323,6650
1150,12014
5549,6722
3329,10008
7664,6707
3962,6788
7037,9782
1131,12648
3245,12653
5438,10230
793,6771
1211,10199
6994,11151
6080,6722
8065,10720
8023,12033
5934,11255
1218,10002
11895,6701
650,11240
3291,11313
3970,6650
652,11206
7669,6675
3967,6748
5972,10133
5436,10364
7012,10663
1199,10647
5553,6754
11895,6769
270,6709
5383,12046
8026,12044
5457,9781
12429,6650
3969,6771
1195,10851
1137,12653
12429,6675
3251,12663
12429,6680
7013,10739
3333,10133
7669,6790
799,6769
5987,9784
12429,6697
12429,6693
5366,12663
12429,6707
3360,9313
5895,12652
12429,6701
12429,6703
801,6727
5557,6748
12429,6709
702,9804
12429,6720
3975,6650
12429,6718
12429,6728
5944,11151
12429,6730
12429,6727
7047,9730
1227,9929
5444,10276
12429,6738
12429,6732
12429,6745
12429,6740
12429,6742
12429,6752
12429,6755
12429,6754
12429,6749
12429,6748
12429,6769
12429,6768
12429,6771
801,6788
5475,9353
12429,6764
1181,11395
12429,6766
274,6748
12429,6778
12429,6773
12429,6785
1157,12153
5451,10121
12429,6788
12429,6791
8108,9681
3276,12023
663,11108
9119,11122
11903,6740
807,6650
633,12046
1142,12655
1332,6773
13363,10647
1332,6776
635,12000
8096,10110
276,6788
3977,6748
3884,9640
5441,10535
8205,6769
3451,6693
12322,10230
5441,10544
12310,10603
4316,12655
657,11401
1335,6769
3977,6788
5567,6650
3450,6748
807,6761
5923,12008
3369,9263
12438,6659
8207,6748
7678,6768
6980,12021
8127,9234
8037,12029
703,10008
809,6727
