nominated_for_1,nominated_for_2
5482,5995
3474,2707
7734,1722
5588,2718
2428,2374
1440,238
3504,1791
3489,2259
3496,2044
321,2168
6555,5523
3378,5712
3476,2673
3377,5745
5592,2618
3495,2089
3370,5966
369,693
3508,1692
3501,1911
6555,5544
3504,1822
3507,1735
7742,1524
6523,6547
3505,1803
6561,5374
380,379
3511,1628
5599,2440
2424,2559
3483,2501
1388,1910
5491,5792
6561,5394
6561,5403
3481,2576
3476,2735
1015,13496
314,2459
3484,2501
3474,2813
3473,2847
6559,5496
1437,437
3476,2770
301,2897
7713,2505
5626,1670
1384,2105
6561,5466
3389,5499
3508,1811
2424,2651
7742,1634
6561,5476
3498,2127
1390,1945
1390,1949
3496,2204
3487,2487
5606,2338
310,2684
3532,1107
3475,2880
3560,250
3478,2796
6561,5524
1274,5586
7734,1937
6559,5601
1429,788
3504,1999
3508,1878
2428,2590
6561,5536
3555,424
1387,2112
3476,2894
3495,2311
5624,1848
3562,238
218,5601
3390,5583
7705,2899
378,661
5494,5908
6561,5603
6561,5602
3511,1846
3496,2317
3496,2320
3490,2510
3517,1673
3475,2976
3391,5583
5626,1837
3508,1962
6555,5816
3476,2959
388,387
5607,2440
393,234
5626,1854
1393,2012
6532,6544
1401,1766
3391,5618
3498,2304
3555,536
3517,1717
3508,1995
5623,1972
5622,2015
6569,5426
1384,2323
3475,3040
3389,5706
6561,5683
394,250
6534,6518
1428,968
7742,1852
390,387
1449,329
3505,2128
3529,1389
7742,1868
1387,2262
6563,5653
1388,2235
3393,5618
310,2891
3511,1964
6549,6094
3511,1969
2466,1596
1384,2372
325,2433
2421,2994
1384,2380
1282,5544
7630,5372
6550,6081
1412,1522
5605,2612
6561,5749
3517,1813
3509,2062
392,387
7724,2473
3524,1608
3481,2944
3524,1615
3533,1340
3511,2027
2466,1653
5626,2004
1388,2311
3570,209
1450,395
356,1551
7734,2212
6567,5625
3560,544
3569,265
6538,6544
3510,2109
5600,2856
3480,3041
1409,1719
1447,547
7719,2729
2424,3034
7799,246
6539,6544
3570,281
7753,1681
5638,1710
1434,968
3495,2615
3399,5590
1456,291
5606,2716
1446,604
3535,1389
396,395
3506,2289
6571,5583
1414,1613
2428,2948
3487,2889
6574,5499
3549,968
3505,2337
6570,5625
3505,2338
1388,2431
7742,2084
5609,2669
1451,498
3569,377
6561,5928
3528,1656
343,2087
1374,2898
6542,6544
398,397
1390,2420
1461,221
1390,2431
2461,2010
5678,591
3499,2609
2457,2145
1441,882
3522,1908
3509,2310
3525,1820
3508,2347
6569,5764
6574,5618
1415,1709
5684,445
1390,2489
6561,6035
1401,2165
1380,2816
7742,2201
3532,1644
5609,2792
5606,2891
3570,471
1411,1869
3570,480
3517,2125
1456,482
1390,2531
1463,271
3509,2382
5511,5864
6660,3014
3533,1646
3510,2368
5510,5905
1391,2527
3570,513
7742,2258
7734,2512
1381,2847
3511,2354
6571,5804
6561,6112
6571,5811
5646,1723
5616,2669
3511,2387
3528,1862
1390,2608
2457,2303
7640,5471
2459,2247
5623,2466
1462,387
229,5844
3531,1789
1401,2289
3501,2735
3505,2621
3501,2744
6578,5669
5510,6014
6589,5337
1467,281
1466,317
3505,2649
3504,2681
2457,2377
5614,2813
7743,2356
1421,1735
6582,5587
5613,2860
6574,5844
1421,1748
1410,2089
6573,5876
1288,5876
3536,1727
413,238
3510,2538
6571,5957
5657,1527
6574,5865
414,221
5649,1776
5528,5527
1467,349
3528,1993
1445,1033
5611,2959
3538,1708
1390,2761
6574,5908
3506,2712
7755,2067
5626,2534
414,269
2447,2782
7754,2105
400,711
7754,2120
3496,3045
1434,1433
1308,5341
3525,2158
3501,2906
3510,2633
1411,2169
2461,2390
414,315
5649,1872
3498,3022
1384,3020
412,387
3570,806
1459,711
1397,2633
6582,5738
5616,2925
1473,289
369,1752
5623,2718
3509,2720
3498,3065
3413,5711
365,1894
5632,2456
2447,2894
3582,482
1407,2371
2477,1975
1426,1788
3415,5669
365,1920
3582,498
7640,5777
3413,5750
1401,2587
5657,1721
1391,2898
3525,2281
5619,2905
1390,2934
3591,238
1312,5353
3508,2817
3508,2820
1467,563
1411,2301
1477,258
3530,2154
6574,6094
1411,2314
1401,2625
367,1914
3576,748
5649,2030
3413,5809
6558,6617
416,415
3522,2436
3420,5597
7747,2538
6598,5400
414,496
6573,6178
1421,2049
2447,3010
5537,5524
3528,2270
6591,5618
3508,2892
3517,2615
3532,2150
3542,1842
3530,2213
3549,1633
6574,6161
1390,3030
1463,772
2459,2666
1480,254
3528,2304
398,1033
1390,3056
1463,794
5649,2102
3538,2005
3413,5888
7753,2427
7742,2768
5655,1929
3532,2205
3505,3044
3416,5810
5634,2591
3528,2342
3538,2039
3541,1955
1396,2920
1401,2769
420,419
5634,2628
5660,1819
5626,2874
1476,455
7742,2818
3517,2726
6591,5741
5664,1710
1421,2169
3521,2609
7734,3080
3511,2920
369,2027
5647,2247
1479,387
3507,3057
3556,1539
3596,302
6565,6564
420,455
3510,2971
409,800
3428,5515
367,2109
3512,2920
5667,1657
3521,2648
1411,2524
1443,1533
3416,5905
3530,2375
1396,2994
422,421
1482,334
3413,6008
3413,6014
367,2138
1467,806
6578,6211
426,319
3417,5905
5657,2001
3418,5882
1409,2628
3556,1607
3549,1824
5540,5640
6591,5844
7753,2589
3522,2680
1300,6027
2461,2819
6591,5865
3525,2605
6578,6272
422,498
7754,2588
428,317
3538,2214
396,1314
3428,5625
3594,482
3524,2651
3530,2469
3530,2474
425,424
6569,6568
3560,1551
1488,250
3524,2676
6591,5904
3538,2244
2359,6027
6591,5908
1324,5345
3528,2560
6582,6196
3561,1551
1411,2669
3428,5680
7645,6030
3525,2676
3528,2585
3525,2680
1482,482
3528,2594
7754,2657
5667,1822
6571,6576
3525,2696
5657,2140
3525,2705
3591,661
5647,2459
1484,445
7743,3028
1490,265
1485,421
3532,2504
1426,2253
5661,2040
1426,2259
3418,6044
2468,2732
5675,1619
3604,287
3530,2584
3413,6214
367,2338
3553,1879
2381,5443
3528,2658
7777,2008
3541,2261
3538,2359
1407,2887
3604,324
5661,2093
435,262
1485,480
1478,697
3538,2374
1493,234
1485,482
7754,2755
3517,3035
1414,2693
430,429
1407,2933
1412,2787
1447,1707
1481,654
3552,1995
7755,2788
3591,800
5660,2201
5678,1647
432,431
436,317
3522,2958
3418,6184
7755,2806
3565,1646
3569,1524
380,2083
5660,2250
6591,6161
1421,2588
3584,1073
5647,2666
356,2853
3432,5803
3450,5251
5667,2062
3552,2097
264,5729
3604,498
3522,3042
3556,1990
3433,5803
3565,1710
3568,1622
1496,317
2468,2955
3605,498
3538,2578
3560,1898
7792,1779
3561,1873
3608,424
444,219
3433,5868
7792,1822
1491,547
3413,6503
5657,2473
1456,1636
3533,2787
1431,2413
3528,2945
438,437
3592,968
1332,5496
1501,258
435,547
3615,273
5672,2043
435,557
5543,6050
3604,630
1421,2766
1488,693
1426,2615
7802,1572
3569,1727
386,2102
3536,2760
3564,1896
3608,536
3616,289
2484,2618
2374,6027
3528,3031
2390,5545
2385,5706
434,654
5682,1806
1480,1000
447,258
1502,324
1464,1510
3434,5977
4249,13497
1499,455
13133,256
3557,2201
3576,1613
3569,1830
1421,2885
3530,3043
442,471
1498,506
4250,13497
3561,2094
3552,2379
451,209
3561,2105
6590,6518
3572,1775
3569,1868
444,443
3450,5566
1422,2898
1457,1824
3531,3077
3622,258
3536,2923
288,5319
7797,1921
450,319
446,445
3575,1755
374,2694
1426,2853
452,281
3564,2116
386,2332
5660,2686
5684,1945
373,2749
3552,2509
3538,2948
3569,1990
406,1740
452,315
7797,1998
3625,258
406,1748
1453,2061
407,1719
3572,1910
369,2898
3433,6228
5657,2825
3603,968
7776,2683
3552,2565
7797,2047
1426,2942
3543,2853
3433,6272
3561,2311
3552,2598
3625,334
1459,1946
3569,2076
3542,2920
382,2577
3569,2084
3587,1537
452,424
2487,2880
7809,1740
1427,2990
386,2505
7777,2762
3569,2143
369,3039
3565,2274
6798,359
3587,1601
3463,5445
5579,5382
3590,1514
3552,2700
442,806
3450,5864
5698,1721
5563,5906
3552,2729
3552,2731
371,3045
5567,5811
3625,482
1445,2563
5665,2827
3590,1622
1353,5435
3549,2900
3590,1632
3552,2817
3636,215
406,2056
3590,1659
1339,5908
414,1817
3608,1107
3561,2564
458,457
3575,2138
442,963
463,317
3476,5225
3450,6035
5667,2852
1464,2080
1459,2236
380,2918
3561,2613
3590,1716
3636,291
1348,5686
6809,238
1470,1908
5677,2567
3552,2905
3575,2199
5693,2078
7797,2397
5667,2898
5684,2375
1361,5319
3639,238
3450,6112
5579,5647
414,1929
406,2182
5575,5792
3564,2605
3636,379
1464,2178
469,258
3477,5319
3477,5321
3590,1820
3476,5355
426,1603
1487,1486
414,1990
5677,2682
3565,2616
407,2212
1476,1846
3636,424
6805,489
3565,2627
5672,2847
5705,1824
5707,1770
2421,5337
1456,2484
2424,5245
5595,5247
1505,968
3552,3050
1454,2552
3590,1877
3596,1697
3585,2042
465,464
5742,723
7809,2182
3476,5437
3590,1908
5672,2906
5719,1460
3590,1935
473,265
1348,5908
5684,2569
1428,3435
3575,2416
3561,2857
12103,201
3585,2125
1488,1595
5697,2190
1464,2342
3590,1987
7825,1778
5678,2806
1456,2618
3587,2105
3599,1735
3589,2044
3600,1710
3565,2798
5681,2746
7804,2480
3588,2105
5719,1582
3572,2609
3564,2861
432,1656
3643,421
1528,457
3596,1893
449,1149
2532,2111
5762,291
1495,1494
1489,1680
3473,5712
5681,2815
407,2470
3597,1893
1456,2729
472,471
477,317
476,349
416,2209
3615,1347
416,2219
1495,1542
1434,3435
2424,5513
472,496
3594,2017
3575,2609
6813,543
3476,5683
449,1217
2424,5527
479,289
3474,5750
6759,2219
3636,736
3549,3435
1421,3873
3565,2944
3575,2639
3590,2174
3574,2678
3590,2190
7797,2846
3597,1985
3643,563
1495,1614
5681,2926
7840,1538
3476,5750
5684,2841
3652,298
1452,2965
1456,2848
3612,1551
3596,2047
3484,5523
3467,6050
5724,1619
3578,2613
6620,6619
3653,298
3590,2255
7825,2048
3569,2923
5725,1624
6819,489
316,5474
5693,2632
3576,2728
1470,2480
5687,2833
6828,228
5682,2986
1495,1716
3493,5319
6622,6621
3576,2748
6820,489
3601,1981
7713,5587
3588,2387
3572,2883
444,1551
8867,2579
7802,2835
1505,1433
6829,228
1464,2707
1495,1751
5599,5598
3612,1661
3583,2564
3476,5888
1459,2884
3590,2362
5682,3048
6624,6621
5724,1752
3568,3057
425,2190
3595,2235
3636,963
485,347
1485,2116
3575,2865
1495,1809
3652,482
481,480
6823,489
5715,2078
3476,5966
5706,2385
5714,2144
3575,2920
3576,2889
3590,2459
5588,6066
3658,359
483,482
7804,2908
7841,1775
3594,2361
5693,2828
436,1963
3579,2838
3590,2500
3604,2083
1495,1929
492,254
316,5711
3597,2311
7819,2505
1465,2871
2549,2034
5693,2878
2549,2038
403,3030
3604,2113
3590,2547
6836,228
3612,1869
3575,3020
3619,1656
416,2651
444,1788
450,1603
1500,1822
5731,1737
3483,5888
3585,2726
3595,2418
7823,2422
3656,531
1370,5864
6837,228
3596,2397
1495,1999
6827,547
7819,2567
3475,6164
3594,2475
3619,1700
3619,1707
5731,1772
3590,2605
3612,1929
3580,2925
3618,1750
3590,2619
3578,3005
1495,2043
497,221
3621,1683
6832,453
3621,1690
5693,2998
1390,5319
3590,2676
3601,2337
492,419
1492,2190
1475,2718
1502,1884
3656,648
3590,2706
5736,1717
3608,2150
7825,2493
1490,2277
3620,1786
3599,2447
3580,3037
416,2818
5694,3045
3590,2742
3643,1107
3672,211
6836,433
1500,2011
418,2787
7825,2555
2428,6027
444,1998
1475,2809
1495,2190
497,368
1495,2203
5714,2491
492,536
2410,6618
460,1537
3590,2819
1500,2076
3590,2826
3601,2487
3590,2827
2564,1873
6802,1569
3495,5792
416,2944
440,2202
3590,2855
495,498
3602,2487
3619,1962
3621,1908
460,1596
3590,2876
5705,2851
3656,834
5726,2202
440,2230
3599,2608
3619,2009
3588,2972
7856,1737
3599,2630
3590,2912
5791,215
3590,2913
444,2136
5740,1806
503,324
5705,2900
5731,2109
497,522
3593,2853
6807,1522
484,933
5737,1929
3600,2643
3668,538
7855,1810
3615,2180
3601,2621
5715,2632
3634,1607
499,498
3669,538
1476,2989
3508,5536
1392,5597
3604,2564
7855,1854
5724,2380
7742,5363
3589,3032
3590,3008
3621,2050
3626,1895
6851,228
444,2240
5726,2338
5778,736
3590,3027
444,2260
1488,2667
3590,3063
6802,1801
3637,1617
510,250
3634,1713
5622,5621
1390,5745
2559,2275
3611,2430
3640,1533
3637,1629
3634,1723
2459,5382
510,281
3619,2206
3634,1743
7719,6178
3635,1723
7742,5484
1499,2408
1478,3061
3677,431
3621,2174
3635,1743
5614,5935
3604,2707
1399,5529
511,289
5747,1814
3626,2041
466,1699
6808,1708
5715,2828
5736,2178
7825,2962
3611,2531
6814,1548
444,2419
7823,3052
460,1929
511,355
472,1567
3510,5695
3642,1605
3611,2569
5715,2878
500,711
3644,1551
6815,1558
2559,2424
507,506
514,289
3624,2188
6799,2070
7855,2109
1396,5728
440,2599
3594,3132
3594,3133
3620,2331
5626,5686
2554,2615
6800,2070
516,265
7855,2138
475,1545
2459,5579
3599,3010
6856,349
5744,2056
432,2898
2466,5385
2461,5545
1411,5330
7856,2145
7845,2491
472,1688
440,2681
3672,794
3608,2780
5715,2998
5724,2720
3627,2201
3677,651
6816,1648
7742,5709
7856,2175
2459,5647
3524,5399
2549,2872
3612,2692
6807,1953
3506,5980
5750,1950
3606,2889
3594,3265
5745,2125
518,334
3629,2199
6807,1994
1534,1624
2549,2929
3528,5352
6856,489
5750,2012
3506,6051
519,349
523,234
5634,5635
5731,2633
3528,5394
3594,3349
2590,1708
1406,5653
3643,1844
7747,5695
3611,2841
440,2839
523,271
5736,2529
3594,3396
5616,6254
2590,1756
5636,5635
3635,2136
6856,604
3649,1719
7754,5533
523,324
3525,5566
518,482
6802,2298
3655,1560
527,238
3651,1699
3634,2230
3635,2202
3621,2638
6800,2391
7855,2459
5647,5382
3657,1540
3530,5479
3616,2813
3635,2230
7856,2457
5734,2707
3655,1622
3621,2676
6807,2221
440,2989
6830,1514
440,3003
5767,1706
6815,1994
449,2736
3626,2562
521,513
1497,3026
3626,2566
6808,2244
2590,1933
1500,2959
3699,334
3637,2263
3654,1737
3612,3041
3524,5769
7853,2646
3647,1963
460,2466
7845,2908
7856,2567
3651,1862
488,1613
6865,538
3672,1217
490,1558
6867,489
6815,2099
3703,271
451,2787
456,2637
6866,538
6873,326
3525,5811
3637,2342
6822,1914
1409,5882
2590,2039
6808,2357
5647,5579
456,2671
5763,2008
451,2841
478,2004
3620,2908
3603,3435
3594,3715
3616,3038
2485,5330
5654,5398
3594,3734
488,1716
3524,5908
3699,482
6804,2538
3528,5792
3626,2762
3651,1993
6834,1632
3618,3022
1421,5592
3624,2835
5768,1910
1421,5597
3651,2012
3525,5927
490,1710
526,595
5731,3079
6870,547
3619,3022
6835,1632
3709,238
3703,427
488,1789
535,334
529,524
6811,2394
2590,2183
3543,5413
2590,2192
3707,339
5783,1519
1534,2170
488,1829
6878,349
454,2889
3667,1596
454,2898
6835,1699
3708,339
6830,1868
3651,2111
6821,2144
12123,1620
6810,2489
3632,2716
6821,2175
6811,2489
532,531
3667,1653
365,5712
3651,2179
2609,1715
7900,1538
3626,2960
3696,794
490,1877
3714,238
12126,1608
3707,459
542,285
6807,2678
5827,291
6843,1569
3637,2658
3708,459
3637,2662
6830,1988
3662,1892
526,806
1556,1646
2590,2359
3658,2028
2590,2374
539,421
483,2164
7855,3006
3530,6014
3651,2270
3543,5618
6882,421
3660,2003
7874,2442
3552,5355
5744,2947
5654,5741
2590,2428
537,536
540,445
3661,2003
7772,5635
2615,1673
497,1795
6885,379
6883,445
1548,1990
6878,604
3635,2839
1537,2340
488,2094
6882,489
3660,2075
7879,2358
3717,315
539,538
3637,2809
7879,2380
6884,455
3645,2565
6873,800
6846,1648
5661,5615
6843,1738
3677,1588
365,5965
3714,455
551,209
6814,2667
6892,252
5744,3077
3660,2147
6818,2554
6885,489
3661,2147
5661,5680
6843,1811
6832,2160
7774,5730
2620,1665
12130,1784
7909,1563
6847,1719
3716,480
3664,2096
6830,2258
6830,2266
3680,1617
3538,6027
3680,1629
3651,2532
3549,5705
490,2232
3640,2889
2609,2082
3654,2457
3679,1692
545,544
6822,2567
3676,1787
6815,2787
3657,2385
2427,7753
3696,1182
5667,5621
3719,482
7879,2594
5754,2943
6810,2982
6834,2244
6830,2375
3651,2622
3674,1915
5834,496
6893,437
3703,1031
551,439
3564,5344
6819,2744
6811,2991
1548,2308
5833,544
548,547
3654,2567
548,557
546,627
551,482
6885,736
5785,2078
6830,2450
3674,1991
12123,2231
7917,1544
518,1546
488,2478
3651,2741
478,2803
3730,298
3663,2375
510,1817
2629,1665
3688,1606
7917,1583
3552,5832
5684,5275
2587,2990
3649,2838
3696,1389
6816,2971
5665,5888
6830,2547
2620,1987
3681,1868
3676,2025
5791,1995
6847,2030
5670,5750
5783,2252
3679,1938
7917,1632
5780,2344
3569,5363
505,2042
2590,2948
1459,5245
5768,2741
519,1619
6821,2865
6844,2157
3674,2121
3655,2716
512,1847
6860,1675
3733,315
3655,2732
3694,1538
499,2280
3664,2476
6818,3007
3679,2015
6903,377
3673,2206
550,720
2595,2860
6860,1726
3649,2960
3568,5474
3564,5598
5797,1909
3731,424
5790,2133
3674,2206
478,2981
5761,3058
3673,2248
5803,1758
560,455
497,2413
3738,250
3647,3077
6822,2953
3700,1433
3657,2770
6903,453
3674,2248
3667,2466
6835,2562
3667,2479
6824,2917
3730,536
514,1929
3674,2276
490,2680
3690,1786
3673,2312
484,2871
3703,1389
6830,2764
3569,5548
6860,1835
2608,2582
3731,536
3568,5593
5787,2344
3674,2312
6869,1573
7777,6199
512,2044
6822,3049
7922,1721
6843,2407
6842,2442
5794,2170
572,215
2629,1987
7917,1907
3660,2802
7804,5424
488,2851
5693,5337
5797,2118
6843,2464
3661,2802
485,2964
6839,2606
12126,2564
3742,331
6844,2475
6916,260
3745,265
6854,2196
6844,2509
3674,2482
5802,2052
12123,2709
2615,2554
3679,2347
3674,2501
12123,2725
3731,736
3676,2444
1468,5357
2618,2484
3682,2270
566,563
3745,319
3744,349
1548,2890
3680,2342
7795,5851
569,482
3741,455
3733,711
5785,2632
5819,1584
2632,2078
6916,347
3746,317
510,2335
3678,2436
3679,2405
520,2044
414,5330
6830,3041
403,5674
3630,3947
3689,2121
3745,387
3673,2631
499,2727
7909,2408
6860,2164
1546,3062
3674,2631
6846,2606
3745,437
3579,5587
571,531
3590,5251
6847,2603
6833,3037
505,2613
505,2615
3711,1534
3711,1552
564,806
1452,6051
3674,2712
1637,331
2620,2629
6843,2790
7785,6362
3692,2173
5785,2828
499,2859
6860,2276
6911,700
6843,2812
494,3030
6842,2850
6915,595
5693,5715
3590,5372
1596,1653
3711,1624
12126,2907
578,445
6843,2845
2655,1600
5785,2878
3673,2815
3705,1824
3674,2785
7911,2511
6860,2338
6898,1159
3741,723
2620,2706
5823,1726
3754,334
2647,1882
3674,2815
6854,2551
2637,2204
6843,2894
583,357
5693,5785
3730,1105
3680,2658
3680,2662
5797,2574
1637,464
3688,2419
6844,2894
6844,2891
497,3045
3682,2613
499,2991
579,524
2655,1705
505,2820
2619,2827
510,2671
6843,2954
5785,2998
3676,2842
3744,736
526,2190
3711,1762
2637,2290
2620,2827
3677,2833
3716,1644
3695,2295
3673,2979
1600,1705
3759,315
6844,2990
5823,1876
5693,5906
590,258
6844,2992
586,383
5679,6338
3590,5566
3689,2501
3580,5882
2615,3035
2619,2912
3674,2979
510,2761
3585,5745
3761,295
3758,387
3595,5443
2629,2620
3680,2809
3693,2415
7909,2788
3587,5705
5827,1802
5805,2491
6874,2119
510,2796
5797,2746
5789,2995
3711,1874
3758,421
5693,5975
2637,2411
6844,3063
3717,1700
3681,2818
7917,2572
1637,654
6846,3014
5877,289
5693,5998
3711,1909
3576,6094
3718,1700
5877,315
5715,5337
3674,3072
3677,2981
6933,349
5813,2301
12131,3052
2629,2706
3689,2627
5690,6134
5819,2141
5798,2796
6883,1927
5702,5776
589,437
510,2889
593,317
594,291
7952,1573
5799,2779
5717,5334
532,2235
6884,1932
2627,2829
510,2920
1568,2894
7819,5730
3726,1548
5831,1827
3678,3042
592,405
3679,3015
512,2889
1490,5341
1485,5499
3763,419
3741,1101
3767,298
5798,2883
5813,2420
2629,2827
5796,2971
549,1795
592,464
5799,2886
6869,2491
3579,6177
5828,1997
5836,1747
555,1626
6901,1513
5693,6203
3590,5864
3711,2115
3689,2796
2549,5368
6900,1560
3693,2680
510,3056
6869,2551
3599,5617
3689,2829
2632,2828
535,2304
7936,2262
3711,2170
3584,6112
5802,2894
6854,3049
6933,604
555,1717
3693,2746
6901,1606
2632,2878
528,2567
5840,1740
3579,6302
549,1929
521,2800
3723,1843
5847,1537
2550,5443
549,1954
6869,2640
3580,6302
3724,1843
3761,722
520,2891
3612,5344
555,1808
5715,5693
5822,2379
5705,6008
435,5544
3732,1649
3733,1622
5719,5601
6874,2567
2632,2998
3689,3005
3711,2325
520,2944
608,221
2651,2424
3700,2678
6881,2373
5717,5699
3717,2160
5826,2317
3761,804
3590,6112
598,561
608,252
5715,5785
1624,1534
3718,2160
3693,2952
3716,2247
5823,2488
3718,2213
1596,2466
3711,2445
6876,2640
3726,1990
612,221
3732,1806
600,599
6901,1887
3693,3042
606,437
5715,5906
564,1750
3693,3061
6892,2203
3742,1556
5840,2056
3615,5499
1488,5905
6892,2233
539,2573
1592,2698
549,2265
614,250
3725,2125
3604,5876
5715,5975
7845,5485
2559,5513
3604,5888
5829,2448
608,464
3624,5273
529,2919
3604,5904
3735,1843
451,5344
5896,387
5715,5998
2676,1908
3726,2125
527,2993
555,2127
5845,1986
3620,5424
3711,2604
3733,1924
6953,408
5860,1534
3713,2552
3711,2618
2666,2247
605,604
613,357
6953,424
6954,408
5860,1552
5843,2083
5847,1959
5840,2182
3745,1588
6959,265
7839,5758
3742,1710
618,250
3611,5774
564,1929
555,2211
6918,1574
3604,6014
7954,2233
620,224
5860,1624
564,1964
2680,1908
6798,5330
6800,5273
6801,5250
3735,1993
3789,319
612,513
566,1940
1600,2655
3784,489
3725,2323
6917,1683
559,2173
3738,1929
6802,5250
619,317
3726,2308
559,2180
3789,359
3785,489
442,5818
623,209
3709,2853
5741,5398
3789,372
5715,6203
575,1707
620,319
5827,2745
12189,2137
3792,298
3784,561
442,5865
2666,2459
451,5598
6924,1545
3748,1698
555,2381
3785,561
2680,2049
3711,2861
7840,5938
5744,5380
559,2284
6901,2295
3742,1920
5829,2761
612,654
3723,2519
624,285
559,2302
3732,2259
13239,2465
7936,3021
6883,2894
2651,3016
1628,1964
3611,6031
6963,437
7979,1709
6927,1556
5744,5459
5826,2918
3799,224
6918,1844
2698,1592
612,723
3711,2963
3752,1716
3753,1688
3735,2249
6965,421
3726,2532
617,616
1624,2170
3754,1682
6883,2992
3797,357
5747,5445
625,387
3748,1884
631,221
5741,5654
3789,630
6922,1822
6920,1891
6965,496
3623,5803
1646,1556
3742,2126
6892,2780
7973,2046
5859,2061
6802,5595
3799,387
3724,2716
5841,2648
1622,2372
7853,5820
1508,5916
635,215
6892,2873
3569,7583
5829,3056
3732,2529
3753,1895
3735,2454
7840,6272
3717,3016
3718,3016
6922,2003
7845,6157
7952,2844
3735,2501
3752,1973
7979,2006
5860,2170
5731,6166
3715,3133
3715,3132
6892,2952
3732,2611
5871,1848
2706,1665
5733,6137
6900,2732
631,480
6914,2331
574,2277
1653,1596
5848,2637
3726,2890
7856,5938
2676,2680
6953,1182
5848,2671
5847,2708
3715,3265
2711,1622
3754,2060
3754,2059
6802,5884
585,2006
3748,2259
6935,1787
635,482
6816,5485
634,522
3758,1990
6900,2894
3765,1784
638,421
3715,3349
3738,2637
3754,2150
2680,2676
5866,2213
5744,5995
633,599
2711,1716
1622,2711
6917,2410
6982,408
6914,2515
5889,1520
3738,2671
3791,1031
3640,5711
560,2898
3715,3396
6918,2410
5860,2445
6935,1894
2676,2855
5866,2275
3775,1560
6900,2992
3752,2281
3773,1630
600,1699
3739,2700
647,250
3742,2616
559,2987
5863,2408
5857,2593
5744,6106
2706,1987
639,531
3770,1776
5885,1750
6935,1972
3754,2282
3763,2011
6905,2919
1658,1740
6901,3051
3771,1776
5750,5966
3818,326
566,2834
3738,2809
6799,6228
6821,5545
3738,2820
6830,5275
3791,1182
2680,2855
3649,5587
5861,2555
3773,1748
3735,2944
5866,2424
6948,1648
3818,377
7856,6272
6937,1993
5885,1837
3774,1748
6816,5758
3775,1729
6905,3006
6945,1770
5849,2979
3715,3594
3733,3038
2676,3042
564,2978
6959,1347
7855,6338
478,5653
3782,1537
1311,12604
3770,1914
7979,2512
6830,5363
3740,2858
3782,1560
6814,5888
3771,1914
3742,2823
6946,1806
5880,2084
3742,2831
3742,2834
3770,1970
5897,1573
5885,1952
3649,5738
3782,1622
653,317
5866,2559
3651,5686
3771,1970
3742,2869
492,5319
3734,3132
3783,1615
3734,3133
614,1551
2680,3042
3635,6209
3715,3734
611,1656
3770,2031
5862,2719
5889,1881
3791,1389
644,643
6998,287
3818,563
5777,5372
3754,2565
3782,1699
6937,2201
576,2789
3754,2580
3806,968
649,538
614,1633
3783,1699
3763,2321
7988,2422
8017,1526
6835,5398
3770,2118
660,224
1658,2056
592,2335
6930,2467
3754,2623
7987,2480
3649,5890
3773,2049
6913,3016
3771,2118
3734,3265
8003,2005
5940,421
6945,2038
478,5906
3779,1892
3807,1033
3789,1603
649,648
6980,1000
3783,1805
8062,236
2590,6027
3642,6192
659,368
3734,3349
3833,291
6824,5878
3435,12631
5861,2962
1658,2182
3765,2418
3747,2979
3783,1865
1665,1987
5785,5337
659,415
3734,3396
3649,6030
6937,2411
6843,5324
652,651
5885,2268
6959,1751
5899,1849
2711,2372
3793,1603
5907,1608
488,5760
12131,5276
2700,2729
665,281
2700,2731
3793,1619
3770,2332
6832,5711
5895,1994
3793,1624
6828,5844
3796,1537
6967,1548
3765,2508
3839,217
3793,1647
668,221
3774,2246
6927,2809
3787,1843
660,480
1653,2466
662,424
3840,217
3676,5309
6930,2747
3796,1595
2706,2620
3754,2905
669,238
2706,2629
3796,1613
6959,1868
6935,2611
3649,6177
8016,1872
6824,6059
3676,5345
6843,5476
5889,2283
6956,1971
3835,424
3793,1726
589,2749
611,2075
2590,6261
6936,2611
3840,285
6844,5472
6949,2222
3734,3594
6967,1676
3649,6228
2716,2387
5773,5931
6843,5536
672,238
2700,2905
5872,2882
611,2147
5900,2028
3782,2158
6822,6228
3778,2289
5899,2086
3802,1560
3649,6302
6967,1752
592,2770
3840,387
3780,2247
6973,1575
3783,2158
3800,1635
8030,1577
3804,1520
592,2793
3650,6302
663,595
7988,2895
5798,5250
6836,5844
6970,1698
6930,2942
662,643
3734,3715
3770,2602
3681,5363
6946,2456
3788,2054
2706,2827
3802,1622
662,661
632,1594
6956,2155
3793,1909
5898,2190
5785,5693
3771,2602
3796,1829
6967,1830
6959,2084
5785,5715
6961,2031
6950,2372
3847,258
2618,5592
674,329
6966,1886
6937,2798
3793,1962
6833,6029
5895,2338
3843,419
3840,538
3786,2213
6845,5699
3847,334
680,209
5900,2228
5923,1519
3808,1551
674,408
3678,5589
7988,3052
617,2180
3835,736
5906,2078
3681,5523
633,1709
1648,3014
633,1713
6970,1884
3764,2971
5907,2075
3682,5523
3786,2304
3843,538
6978,1659
3770,2804
6835,6094
6975,1758
6959,2258
6948,2603
6971,1895
2632,5337
5785,5906
490,6214
7900,5890
5914,1917
5919,1776
633,1809
3847,482
3793,2167
5915,1929
676,498
6975,1844
6968,2070
1665,2620
5785,5975
