film_release_region_1,film_release_region_2
2597,140
2600,50
2600,52
2599,82
2600,51
2600,54
2599,84
2599,87
2599,86
2599,89
2599,90
2600,59
2600,61
2599,92
2599,95
2599,97
5769,132
2599,105
2599,104
2600,76
2600,75
2599,109
2600,78
5769,141
2599,108
2597,170
2599,111
2599,110
2601,51
1544,51
2597,177
2597,176
2599,117
2597,179
2599,116
2599,118
2600,87
2600,89
2600,92
2597,187
2597,186
2599,127
2600,95
2599,126
2600,97
2597,190
6617,6647
2599,132
6617,6644
2600,104
2599,135
5769,170
2600,108
2599,138
2599,141
2600,110
2599,140
2600,111
2602,51
2600,118
5769,190
2600,126
5561,6642
2553,1585
2600,127
5561,6643
2600,132
6617,6679
2599,162
5561,6647
2389,6676
2600,135
2600,138
2600,140
2331,8479
5774,51
2599,171
2599,170
6617,6684
2600,141
2603,51
2389,6684
1546,51
2599,177
2599,176
2389,6689
2599,179
2599,183
2599,186
6617,6700
2389,6700
5562,6644
2599,190
6617,6705
5562,6642
5562,6647
5561,6679
5561,6676
2391,6644
2605,12
2600,170
5561,6684
2604,51
2605,23
2600,177
5561,6689
5561,6694
2600,179
2605,29
2600,186
5561,6700
2605,35
2600,190
2555,1585
5562,6676
5562,6679
5777,12
2391,6679
5562,6684
5777,23
5776,51
2605,51
2391,6684
2605,50
1548,51
2605,52
5562,6689
2605,54
2605,59
2605,61
5562,6700
5727,1585
5561,6734
2391,6700
2605,75
2605,76
5777,51
2605,78
2606,51
2605,89
2605,92
2605,95
5565,6642
2605,97
5565,6643
5565,6647
5565,6644
1551,12
2605,108
2605,110
1550,51
2605,118
5777,95
5777,92
1551,29
2605,127
2605,126
5729,1585
1551,36
5565,6679
2605,132
5565,6676
2605,135
5777,110
2609,12
2605,138
2605,141
2605,140
5565,6684
5779,51
1551,50
1551,51
5565,6689
5565,6694
5777,127
1551,59
1551,61
5777,135
1553,12
1551,75
2605,170
1553,17
2609,51
1552,51
2605,179
1553,23
1551,87
1551,89
1553,29
1551,92
2605,186
1551,95
2605,190
1551,97
1553,36
5777,170
2609,75
2611,12
2611,17
1551,108
1551,109
1551,110
1553,50
1553,51
2610,51
2611,23
1553,52
1553,54
1551,117
1551,118
5777,186
2611,29
1553,58
1553,59
1553,61
1551,126
2611,35
1551,127
2611,36
2611,41
1551,132
1551,135
1553,75
1553,76
1551,138
1551,140
1553,78
1551,141
2611,51
2611,50
2611,52
2609,117
2611,54
2611,59
1553,89
2611,58
2611,61
1553,92
1553,95
1553,97
2611,71
2609,135
2611,75
2611,76
1551,170
1553,108
1551,171
2611,78
1553,110
1553,111
1555,51
2611,82
2611,84
2611,87
2611,86
1551,179
1553,117
2611,89
1553,118
2611,92
1551,186
2611,95
2611,97
1553,126
1553,127
1551,190
2400,6642
1553,132
2400,6644
2400,6643
2614,12
1553,135
2611,104
5512,8482
1553,138
2611,109
2609,170
2611,108
1553,140
2611,111
2611,110
1553,141
1556,51
2611,117
2614,23
2611,118
2614,29
5735,1585
2609,186
2611,127
2611,126
2611,128
2611,132
2611,135
2400,6676
2614,41
2611,138
2400,6679
1553,170
2611,141
1553,171
2611,140
2400,6684
2614,52
2614,51
2614,54
1553,177
2400,6689
1553,179
2614,58
2400,6694
2614,59
2614,61
1553,186
2565,1585
2400,6700
1553,190
2611,166
2614,75
2611,171
2611,170
2615,51
2611,177
2611,176
2611,179
2611,183
2614,89
2614,92
2611,186
2614,95
2614,97
2611,190
2400,6734
6572,8475
2614,108
2614,110
2614,109
2614,111
2614,118
2614,117
2614,126
2614,127
2614,132
2614,135
2614,141
6572,8516
1560,51
2615,117
2568,1585
2618,51
504,51
2614,179
2614,186
2614,190
2619,51
1562,51
1562,52
1562,59
2347,8497
5792,12
1563,51
2620,51
5792,23
5792,29
1562,95
1562,108
5792,51
5792,52
5792,61
1562,117
5792,59
5792,75
1562,141
1565,51
5792,89
5792,92
5792,97
5792,95
1516,1585
5792,110
5792,108
1562,170
2623,51
5792,117
5792,118
5792,126
5792,127
1517,1585
5792,132
5792,135
5792,141
5795,51
1567,51
5746,1585
2575,1585
5583,6643
5792,170
5792,171
2625,51
5792,176
5792,179
5792,186
5792,190
2576,1585
1569,51
2627,51
5749,1585
2415,6642
2415,6644
2415,6647
2628,51
1522,1585
2415,6676
2415,6679
2629,51
2415,6684
1572,51
2415,6689
2415,6694
2415,6700
2415,6705
5801,51
2630,51
1573,51
5804,5
2582,1585
5804,14
5804,12
2419,6647
5803,51
1575,51
2632,51
5804,23
5804,29
2419,6664
5804,35
5804,36
5804,41
5804,40
2419,6676
2419,6679
5804,50
5804,51
2633,51
2419,6684
2633,52
5804,58
2419,6689
1577,23
5804,61
5804,59
2633,59
5804,60
5804,66
1577,29
5804,71
2419,6705
5804,75
5804,76
5804,82
5804,80
5804,86
5804,84
1577,51
5804,89
1577,52
5804,92
5804,97
2633,95
5804,95
5593,6642
5804,105
5593,6647
5804,106
5804,104
5804,109
5804,110
5804,108
1577,76
1577,78
5804,111
2633,110
5804,117
5804,118
1578,51
5804,121
1579,23
5804,126
1577,89
1578,59
1577,92
5804,127
1577,95
2586,1585
5804,131
5804,132
5593,6679
5804,138
2633,135
5804,135
5593,6676
5804,141
1580,12
5804,140
1577,108
2633,141
5593,6684
1577,110
2636,51
1579,51
1579,52
5593,6689
1577,117
1578,89
1579,59
1578,92
5593,6702
5804,162
1578,95
1577,126
1577,127
5804,166
5593,6705
1577,132
5804,170
2638,12
1577,135
1579,76
5804,171
2633,170
1578,108
1578,110
1577,141
2637,51
5804,176
5804,179
2638,23
5804,186
5804,183
5804,190
1579,95
2638,35
1531,1585
1578,132
1578,135
5809,51
1579,108
1577,170
1577,171
1578,141
2638,52
2638,51
2638,59
5760,1585
1577,186
1577,190
1579,132
2425,6676
2638,76
2638,75
5810,51
1578,170
2425,6684
1578,179
2638,92
2638,95
1578,190
2590,1585
1583,35
2638,108
1579,170
2638,110
2368,8479
5811,51
1583,51
2640,51
1583,52
1583,59
1579,190
2638,132
2638,135
2427,6676
2638,141
2641,51
2427,6684
1584,51
1583,92
1583,95
2643,12
2638,170
1583,108
1583,110
2642,51
2643,23
2638,179
2643,29
1583,126
2643,35
2593,1585
5601,6644
1583,132
2643,41
1583,135
2643,51
2429,6684
2643,50
1586,51
2643,52
2643,59
5601,6664
2643,61
2429,6700
2643,71
5601,6679
5601,6676
2643,75
5816,17
2643,78
5601,6684
1587,51
5816,23
5601,6694
5816,29
2643,89
2643,92
2643,95
1583,186
5816,35
2643,97
2595,1585
1538,1585
5816,50
2643,108
2643,110
5816,51
5816,52
5816,58
5816,61
2643,118
5816,59
2643,127
2643,126
2596,1585
2643,132
2643,135
5816,75
1586,135
5816,76
2643,141
5816,84
5816,89
5816,92
5816,97
5816,95
2597,1585
5816,109
5816,108
5818,51
2643,170
5816,111
5816,117
2647,51
5816,118
5816,126
2643,186
5816,127
5816,132
5816,135
5816,141
2649,12
1592,12
5816,140
2648,51
2649,23
2649,29
2649,32
2649,35
2599,1585
2649,36
2649,41
5816,170
5816,171
5820,51
2649,51
5816,176
1592,51
2649,52
5816,179
5816,186
2649,59
5816,190
5608,6642
2600,1585
5608,6643
5608,6644
2649,75
2649,78
1593,51
2650,51
2649,87
2649,86
2649,89
2649,90
2649,95
2649,97
5608,6676
2649,108
1592,108
2649,111
5608,6684
2649,110
2651,51
5608,6689
1594,51
2649,117
5608,6694
2649,118
2649,127
2649,126
2649,132
2649,135
2438,6676
2649,138
2438,6679
5608,6717
2649,141
2438,6684
2438,6683
1595,51
1595,52
2438,6689
1595,59
2440,6644
2440,6647
2649,170
2653,51
2649,177
1596,51
2649,176
2649,179
1595,92
2649,186
1595,95
5612,6642
2649,190
5612,6643
2440,6676
2440,6679
1595,108
2440,6684
1597,51
2654,51
2440,6689
2440,6694
2605,1585
1595,132
5612,6676
1595,135
5612,6684
5612,6689
2655,51
5612,6694
5777,1585
1595,170
2442,6684
2656,51
5612,6734
5615,6644
5615,6642
5615,6643
5615,6647
2657,51
2385,8482
1600,51
1551,1585
5615,6676
5615,6679
1602,12
5615,6684
5615,6689
1601,51
2658,51
5615,6694
1602,29
1602,51
1602,52
1553,1585
2661,12
2446,6679
1603,51
2660,51
2661,23
1602,86
1602,89
2446,6694
2661,28
1602,92
2611,1585
2661,35
1602,97
2661,36
2661,51
5832,51
2661,52
2661,59
2661,61
2661,60
5620,6642
1602,127
5620,6643
5620,6647
2661,75
2661,76
2661,78
2661,87
2661,89
2661,93
2661,92
2661,95
2661,97
5620,6676
5620,6679
1607,12
2391,8477
2391,8476
2661,109
1602,170
2661,108
2391,8480
2661,110
5620,6684
2663,51
5620,6689
1606,51
2661,117
5620,6694
1607,23
2661,118
2661,121
2661,127
2661,126
2614,1585
2661,132
2661,135
2665,12
2665,14
5620,6717
2661,141
5835,51
2664,51
1607,51
1607,52
2665,23
1607,54
2661,149
2665,29
5620,6734
2665,35
2661,162
2665,41
1609,12
2661,171
2661,170
1609,17
2665,51
2665,52
2661,179
1609,23
2665,59
2665,58
1607,89
1609,29
1607,92
2661,186
1607,95
2661,190
1607,97
2665,75
5835,110
1607,108
2665,78
5835,117
2666,51
1609,51
1609,52
1607,117
2665,89
1607,118
1609,59
2665,92
2665,95
5625,6642
2665,97
5625,6643
1607,127
2454,6642
5839,12
5625,6647
2454,6644
1607,132
5625,6644
2454,6643
2665,104
1607,135
1609,75
5838,51
2665,108
1609,78
2665,111
2665,110
1607,141
2667,51
1610,51
5839,23
2665,117
5839,29
2665,118
1609,92
2665,127
2665,126
1609,95
5839,35
5839,40
1609,97
2665,128
5839,41
2665,132
5625,6679
5625,6676
2665,135
2454,6676
1609,104
2454,6679
5839,52
1607,170
2665,141
1609,108
1609,109
1609,110
5625,6684
2454,6684
1609,111
5839,51
2668,51
5625,6689
5625,6694
1609,117
5839,61
1609,118
5839,59
2454,6694
1607,186
2454,6700
1609,126
1609,127
1609,128
1607,190
5839,71
1609,132
5839,75
2665,170
1609,140
1609,141
2669,51
5839,89
2665,179
5839,86
5839,92
5839,97
2665,186
5839,95
5625,6734
2665,190
2454,6734
5839,108
1609,170
5839,111
5839,118
5792,1585
5839,126
1609,186
5839,127
5839,132
5629,6642
1609,190
5839,135
5839,141
1615,12
5842,51
2671,51
1614,51
1615,23
1615,35
1616,5
5629,6679
5839,166
5629,6676
1616,12
5839,170
1616,14
5839,176
1616,17
1615,51
1615,52
5629,6689
1616,23
5629,6694
1615,59
1616,29
1616,33
5839,190
1616,35
5630,6676
1616,36
1616,38
5630,6679
1616,40
1616,41
5630,6684
1615,78
2673,51
5844,51
1616,50
1616,51
1616,52
5630,6689
1615,87
1616,58
1616,59
5630,6700
1616,60
1616,61
1615,92
1615,95
1616,66
1615,97
5846,12
2461,6644
1616,75
2460,6679
1616,76
1615,108
5846,23
2460,6684
1615,110
2674,51
2460,6689
1615,118
1616,87
1616,89
5846,35
1616,92
1616,95
1615,127
1616,97
5846,41
1615,132
2462,6643
1615,135
1616,104
2461,6679
1619,12
2462,6647
1616,106
5846,51
5846,52
1616,108
1616,109
1616,110
1619,17
1615,141
1616,111
2461,6684
1618,51
5846,59
5846,60
1619,23
1616,117
5846,58
1616,118
5846,61
1616,121
1619,29
1616,126
1616,127
1616,128
1619,35
5846,75
1616,131
5846,76
1616,132
2462,6676
2463,6644
1619,41
1616,135
2463,6647
2462,6679
1616,138
1615,170
1616,140
1616,141
2462,6684
5846,87
1619,51
2676,51
1619,52
5846,86
5846,92
5846,89
1619,58
5846,95
1619,59
5846,97
5846,104
1616,162
5846,108
1616,166
2463,6676
2463,6679
5846,111
1619,75
5846,110
1616,170
1619,78
1616,171
2463,6684
1620,51
1616,176
2463,6689
5846,117
5846,118
1616,179
1619,89
5846,127
1619,92
5846,126
1616,186
5846,132
1619,95
2463,6700
1619,97
5846,135
5846,140
5846,138
1619,108
5846,141
1619,109
1619,110
1619,111
1621,51
2678,51
1619,117
1619,118
5637,6642
1619,126
1619,127
5851,12
1619,132
5846,171
1619,135
5846,170
1619,138
1619,140
1619,141
5846,179
2679,51
1622,51
5637,6664
5846,186
5846,190
5637,6679
5637,6676
2467,6644
2681,12
1619,170
5637,6684
5851,51
2680,51
2681,23
1619,177
1619,179
1621,117
2678,117
2681,29
1619,186
2681,35
1619,190
2681,36
2681,38
2681,41
2681,51
2681,50
1624,51
2681,52
2681,54
5851,92
2681,58
2681,61
2681,71
2681,75
1626,12
2681,76
2681,78
5851,117
2682,51
2681,84
1626,23
2681,87
2681,86
2681,89
1626,29
5804,1585
2681,92
2681,95
5851,127
1626,32
2681,97
5851,132
1626,35
1626,36
1626,41
2681,104
5851,141
1627,12
2681,106
2681,109
2681,108
2681,111
2681,110
1626,50
1626,51
1626,52
2681,117
1627,23
1626,54
2681,118
1627,25
1626,58
1626,59
1626,61
2681,127
2681,126
1627,35
1577,1585
2681,132
1626,71
2681,135
1626,75
1626,76
2681,138
2681,141
5851,176
2681,140
1626,78
5855,51
2684,51
1626,82
1627,51
1627,52
1626,84
5851,179
1626,86
1626,89
1627,59
1626,92
1626,95
1626,97
5643,6644
2681,162
5643,6643
5643,6647
1626,104
1629,12
2681,171
2681,170
1626,108
1627,78
1626,109
1626,110
2681,177
2681,176
2681,179
1626,116
1629,23
1626,117
1626,118
1627,89
1629,29
1627,92
2681,186
1627,95
1626,126
1626,127
2681,190
1626,128
1627,97
1626,132
1626,135
2473,6647
5643,6679
5643,6684
1626,138
1627,108
1627,110
1626,141
1629,51
1629,52
1627,117
1627,118
1629,59
5643,6700
1627,126
5643,6705
1627,127
1627,132
2688,12
1627,135
1626,166
1629,75
1626,170
1626,171
1629,78
1627,141
2687,51
1626,176
1626,177
1626,179
1629,87
1629,89
1626,183
1629,92
1626,186
1629,95
2688,35
2638,1585
1629,97
1626,190
1627,170
1629,108
1629,109
1629,110
2688,51
1627,177
1627,179
1629,117
1629,118
1627,186
1629,127
1627,190
1629,132
1629,135
2688,78
1629,140
1629,141
2689,51
2688,84
1632,51
2688,89
2688,92
2688,95
2688,108
2688,110
1629,170
2690,51
1629,179
2688,117
1629,186
2688,126
2688,127
1629,190
2688,135
2688,141
1634,51
2419,8497
5864,12
2419,8504
1635,51
2692,51
5864,23
2688,179
2688,190
2643,1585
1586,1585
5864,54
5865,23
5864,51
5864,52
1636,51
5864,61
5864,59
5652,6642
2481,6644
5652,6647
2481,6647
5864,75
5865,51
5865,52
5864,89
580,51
5865,59
5864,92
5816,1585
5864,95
5867,12
5652,6676
2481,6676
2481,6679
5864,108
2695,51
2481,6684
1638,51
1638,52
5867,23
2481,6689
2696,23
5867,29
5865,89
5865,95
1638,59
5865,92
5864,127
2696,35
2481,6700
5864,132
2481,6702
2481,6705
5864,135
5865,110
5864,141
2697,12
1638,75
5865,108
5654,6655
5867,52
2697,17
1638,78
5867,50
5867,51
2696,52
2696,51
2697,23
1638,84
5865,117
5867,61
5867,59
1638,89
2697,29
2696,59
2696,61
1638,92
1638,95
2697,35
580,127
5654,6676
5865,135
2697,36
5865,132
2697,38
5654,6679
5864,170
5867,75
5654,6684
2696,75
2696,78
2425,8479
1638,108
5865,141
5867,84
2697,51
5868,51
2697,50
1640,51
2697,52
5867,89
1638,117
5867,92
1638,118
2697,59
2697,58
2697,61
2696,92
2697,60
5867,97
5654,6700
5867,95
2696,95
1638,127
5867,105
2697,71
1638,132
5867,108
5865,170
5867,109
2697,75
1638,135
2696,108
2697,76
2696,110
2697,78
1638,141
5867,117
2696,111
2697,82
5867,121
5867,118
2696,118
2697,86
1640,86
2697,89
2699,29
2697,92
1640,92
2697,95
5867,127
5867,132
2649,1585
2697,97
2696,127
2696,132
2699,41
5867,135
5867,140
5867,141
2697,104
2696,135
2486,6647
2696,140
2697,109
1638,170
2697,108
2697,111
2697,110
2696,141
1640,110
2699,50
2697,117
2699,54
2697,118
2697,127
2697,126
5658,6643
1638,190
5658,6642
5658,6647
2699,71
2697,132
2697,135
2486,6676
2699,75
5867,170
2696,170
5867,171
2486,6679
2697,141
2697,140
2699,78
2486,6684
1640,141
2700,51
2699,82
2699,84
5867,179
2696,179
2699,86
2699,90
5867,186
2699,92
2699,95
5867,190
2699,97
5658,6676
2697,162
5658,6679
2702,12
2699,104
1640,166
5658,6684
2697,171
1640,170
2697,170
2699,108
2699,110
2701,51
1644,51
2697,177
1640,176
2697,179
2702,23
2697,183
5658,6694
2702,29
2697,186
2699,127
2702,35
5658,6702
2697,190
2699,132
2488,6676
2699,138
5873,51
2699,141
2488,6684
2702,52
2702,51
2702,58
2488,6694
2702,59
5658,6734
1647,12
2702,75
2703,51
2699,177
1646,51
2702,84
2699,176
2702,86
1647,23
2702,87
2699,183
2702,89
2702,92
1647,29
2702,95
2699,190
1647,35
2702,97
2702,104
2702,108
2702,110
2702,111
2704,51
1647,51
1647,52
2702,118
2702,117
1647,58
1647,59
2702,126
2702,128
2702,127
2492,6642
5663,6642
2702,132
5663,6643
1647,71
2702,135
5663,6647
1647,75
2492,6647
5876,54
2702,141
5876,51
2705,51
5876,52
1647,82
1647,84
1647,89
1647,92
1647,95
1647,97
5663,6676
2492,6676
5876,75
1647,104
1650,12
2702,170
2492,6679
1647,108
2702,171
1650,17
1647,110
1647,111
5663,6689
2702,176
2706,51
1649,51
1647,116
1650,23
2492,6689
2702,179
1647,117
1647,118
1650,29
2702,186
5876,95
2702,190
1647,126
1647,127
1650,35
2492,6702
1647,128
1650,38
1647,132
1650,41
5876,110
1647,135
5876,108
5878,51
1647,138
1647,141
2707,51
5876,118
1650,51
1650,52
1650,58
1650,59
1650,61
5876,127
5666,6643
5663,6734
5876,132
5666,6642
5666,6647
5876,135
1650,71
5876,141
2709,12
1650,75
1650,76
1647,170
1650,78
1651,51
1647,176
1650,84
1647,179
1650,86
2709,29
1650,89
1651,59
1650,92
1651,61
2709,35
1650,95
1650,97
1647,190
1602,1585
5666,6676
5666,6679
1650,104
2495,6676
2495,6679
1651,75
5666,6684
1650,108
1650,109
1650,110
2706,141
1650,111
2709,51
2709,50
2495,6684
2709,52
2709,54
1650,117
1650,118
2709,59
2709,58
2495,6694
1651,92
1650,126
1651,95
1650,127
2495,6700
5666,6705
1650,132
1651,104
1650,135
2709,75
1650,138
2709,76
1651,108
2709,78
1650,141
1651,110
2438,8482
1651,111
2710,51
1653,51
1651,117
2709,89
2709,92
2709,95
2661,1585
2709,97
1651,126
1651,127
5666,6734
2498,6642
1651,132
2709,104
5882,51
2709,109
5882,52
1650,170
2709,108
2709,110
1651,141
2711,51
1650,176
5882,59
1650,177
2709,117
1650,179
2709,118
1650,186
1650,187
2709,127
2709,126
1650,190
2709,132
2709,135
2499,6644
2499,6647
2709,138
2498,6679
1651,170
2709,141
2712,51
5882,95
1651,186
2498,6702
2499,6676
2500,6647
2709,170
2713,51
5884,51
2499,6684
2709,177
1656,51
599,51
2709,179
2709,183
2712,92
5882,127
2709,186
5720,5154
2499,6700
2709,190
1607,1585
2500,6676
2442,8476
2442,8475
2500,6679
2442,8479
2500,6684
2714,51
1657,51
2442,8485
2500,6689
2500,6700
2442,8498
2665,1585
5882,170
5886,51
2715,51
1658,51
5887,23
5887,29
2714,92
5887,36
5887,35
5887,40
5887,41
1609,1585
599,135
5887,52
5887,50
5887,51
1659,51
2716,51
5887,61
5887,58
5887,59
5887,66
5887,71
5887,75
2717,51
5888,51
1660,51
2716,84
5887,89
5887,92
5839,1585
5887,97
5887,95
5887,108
5887,110
5887,111
5887,117
1661,51
5887,118
1660,92
2717,92
5887,126
5887,127
5887,132
5887,135
5887,140
5887,141
5887,138
2505,6679
5890,51
2719,51
2505,6684
1662,51
2717,127
2505,6700
5887,166
2717,135
2721,12
5887,170
5887,171
5887,176
5887,179
5887,186
2507,6676
2507,6679
1660,170
2721,51
2507,6684
5620,8490
2721,52
5680,6642
1615,1585
2505,6767
2721,75
5680,6647
1666,12
1665,51
2722,51
1666,23
1666,29
2721,92
2721,95
1666,35
1616,1585
5620,8532
5680,6676
1666,41
2721,108
5680,6684
2721,110
5680,6689
1666,50
1666,51
1666,52
5680,6694
1666,59
5680,6705
2507,6767
2721,132
2721,135
1666,71
1666,75
2721,141
1666,82
2724,51
1666,89
1666,92
1666,95
1666,97
5683,6642
1669,12
2721,170
1666,108
1666,109
1666,110
2725,51
1669,23
1666,117
1666,118
1666,126
1666,127
1619,1585
1669,35
5625,8475
1666,132
5625,8476
1666,135
1666,140
2454,8482
1666,141
2726,51
1669,51
1669,52
5625,8494
1669,59
5685,6642
5685,6643
5685,6647
1671,12
1669,75
1666,170
1669,78
2727,51
1666,176
1671,23
1666,179
1669,89
1669,92
1666,186
1669,95
5686,6643
5686,6644
1669,97
1666,190
5686,6642
5686,6647
5685,6679
5685,6676
1669,108
1669,109
1669,110
5685,6684
2728,51
1671,51
1671,52
5685,6689
5685,6694
1669,117
5686,6664
1669,118
1671,59
1669,126
5685,6700
1669,127
5686,6676
1669,132
5686,6679
1669,135
5686,6684
1671,75
1671,78
1669,141
2729,51
1671,80
5685,6717
1671,84
2727,117
1671,89
1671,92
5685,6734
1671,95
1671,97
2726,170
1669,170
1671,110
1673,51
1669,179
1671,117
1671,118
1669,186
2681,1585
1671,127
1669,190
1671,132
2732,12
1671,135
2732,14
2732,17
1671,141
1674,51
2732,23
2732,28
2732,29
2732,35
2732,38
2732,41
2460,8476
2733,12
1671,170
2460,8479
2732,50
2732,52
1675,51
2732,51
2732,54
2733,23
1671,179
2732,58
2733,29
2732,59
1671,186
5691,6644
1626,1585
1671,190
5691,6642
5691,6643
2732,71
2461,8475
5691,6647
2732,76
2733,45
405,6676
2732,75
2461,8476
2732,78
2461,8479
2461,8480
5904,51
2733,51
2460,8513
1676,51
2461,8485
2733,52
2732,86
2733,54
2733,59
2732,90
2732,89
2732,92
2733,61
1674,126
2732,95
2732,97
1627,1585
1677,35
5691,6676
2732,104
2733,75
5691,6679
2732,108
5691,6684
5905,51
2732,110
2733,78
5691,6689
2732,111
2734,51
1677,51
2732,116
2733,87
2732,118
2732,117
2733,89
2733,92
2733,95
2732,126
2733,97
2732,128
2732,127
5691,6702
2732,132
2732,135
2732,138
5906,51
2732,140
2733,108
2733,110
2732,141
2735,51
1678,51
2733,118
2733,127
2733,126
1629,1585
2733,132
2732,166
2733,135
5908,12
2732,170
2733,141
2732,171
2732,176
1679,51
2736,51
5908,29
2732,179
2732,183
2732,186
2732,190
5908,50
2733,170
5908,54
5908,51
5908,52
1680,51
2733,179
5908,61
5908,59
2733,186
5908,78
5908,75
1681,51
2738,51
5908,84
1681,52
5908,89
1681,59
5908,95
5908,110
5908,108
5908,117
5908,118
1682,51
1681,92
5908,127
1681,95
5908,132
5908,138
5908,135
5908,141
5908,140
1681,108
1681,110
5911,51
2740,51
1683,51
1681,117
1681,132
5908,170
1681,135
5908,171
1684,51
5908,179
5908,186
5908,190
1681,170
2742,51
1681,179
5864,1585
5701,6642
5701,6643
5701,6644
2743,51
1686,51
5701,6679
5701,6676
5916,12
5701,6683
5701,6684
1687,51
2744,51
5916,23
5701,6689
5701,6694
5701,6700
5701,6705
2532,6644
2746,12
2532,6647
5916,50
2745,51
5916,51
5916,52
2746,23
5916,61
5916,59
2746,29
5867,1585
2746,36
2696,1585
2746,35
2532,6676
2746,41
5916,75
2532,6679
2532,6684
2746,52
5916,84
1689,51
2746,51
2532,6689
2746,58
5916,92
2746,59
5916,97
5916,95
2697,1585
2532,6700
2534,6642
2534,6644
2532,6705
5916,109
2746,76
2746,75
2534,6647
5916,108
2746,78
5916,111
1687,141
5916,117
2747,51
5916,118
1690,51
2746,86
2746,87
5916,126
2746,89
2746,92
5916,127
2746,95
5706,6644
2746,97
5706,6642
2746,104
2534,6676
5916,135
5916,141
2746,108
2534,6679
5916,140
2746,110
2746,109
2534,6684
2746,111
2748,51
1691,51
2746,116
2746,118
2746,117
2534,6689
5706,6664
2534,6694
2746,126
2534,6700
2699,1585
2746,127
5706,6676
2746,132
5706,6679
5916,170
2534,6705
2746,135
5706,6684
5916,171
2746,141
5706,6689
5916,179
5916,186
5706,6694
2746,166
2746,170
2746,171
2746,176
2750,51
2746,179
2746,186
2746,190
2751,51
2702,1585
1695,51
2754,12
2751,108
2753,51
1696,51
2754,23
2752,92
5712,6642
2754,36
2754,35
1647,1585
5712,6643
5712,6644
5925,51
2752,110
2751,141
2754,50
2754,52
2754,51
1697,51
2752,118
2754,59
2752,127
5927,12
5712,6676
5654,8479
2752,135
5927,17
2754,76
5712,6679
5927,14
2754,75
2754,78
2753,110
5712,6684
5712,6689
2755,51
5654,8488
1698,51
5927,23
5927,28
5712,6694
5927,29
2754,89
2754,92
5712,6702
2754,95
2754,97
5927,41
5928,12
2543,6647
5928,17
2754,108
5712,6717
2754,110
5927,52
2756,50
5927,50
5927,51
1699,51
2756,51
5928,23
2754,116
5928,29
2754,118
5927,58
5927,59
2752,186
5712,6734
5928,35
5928,36
2754,127
5928,41
1650,1585
2754,132
5927,71
2756,71
2758,12
2754,135
5927,75
2543,6676
1701,12
5928,50
5927,78
2756,78
2754,141
5928,51
2757,51
2543,6684
5928,52
1700,51
5927,89
5927,86
5927,87
1701,23
2758,23
5927,92
5928,61
5927,90
5928,59
5927,97
2758,29
5927,95
2756,95
2758,36
1651,1585
5927,104
2758,37
5928,71
5927,108
2758,41
5928,75
5928,76
2754,170
5927,110
2756,110
5927,111
1699,110
5928,86
5927,117
1701,50
2758,52
2758,51
1701,51
1701,52
5928,89
5927,118
2754,179
2758,58
5928,92
1701,59
2758,59
2754,186
5928,97
5927,128
5928,95
5927,126
5927,127
2754,190
2709,1585
5927,132
2756,127
2756,132
5927,135
5928,109
5927,140
2756,135
5927,141
5927,138
2758,75
1701,75
5928,108
5930,51
5928,111
1699,141
2756,141
5928,117
5928,118
1702,51
2758,89
5928,126
1701,89
2758,92
1701,92
5928,127
2758,95
1701,95
5718,6644
2758,97
2760,35
5718,6642
5928,132
5718,6647
5928,138
5928,135
5928,141
2758,108
5927,170
2756,170
5927,171
5928,140
2488,8480
1701,108
5927,176
2758,110
1701,110
2488,8482
1703,51
2760,51
5927,179
2758,118
2756,179
1701,117
2758,117
2760,59
5927,186
2758,126
5927,190
2758,127
1701,127
5718,6676
2758,132
1701,132
5718,6679
5928,170
2762,12
2758,135
1701,135
5718,6684
5928,171
1701,141
2758,141
5928,175
2761,51
5928,176
1704,51
5928,179
5718,6689
5928,186
5718,6694
5718,6700
5928,190
5720,6642
5718,6702
5718,6705
5720,6643
5720,6644
5720,6647
1706,12
2758,170
1701,170
2762,52
2762,51
1705,51
1706,23
2758,179
1701,179
2762,59
2758,186
1701,186
2758,190
1701,190
1706,35
1706,36
5935,12
5720,6676
5720,6684
5720,6689
1706,51
1706,52
5720,6694
1706,59
2762,92
1706,61
5720,6700
2762,95
5720,6705
2492,8476
1708,12
1706,75
2762,108
1706,76
5935,52
5935,51
2764,51
1707,51
1708,23
2762,117
1706,89
1706,92
5720,6734
1706,95
2762,132
2762,135
1709,12
5935,78
1706,108
1706,110
1708,51
1708,52
1709,23
5935,92
1706,117
1706,118
1708,59
5887,1585
1708,61
5935,95
1706,126
1706,127
2553,6642
1706,132
5935,108
2553,6647
1706,135
2762,170
1708,75
5935,110
1706,141
1709,50
1709,51
2766,51
1709,52
1708,87
1708,89
1709,59
2762,186
1708,92
1708,95
5935,135
2553,6676
2553,6679
1711,12
1709,75
1708,108
1706,170
1709,78
1708,110
2553,6684
1710,51
1706,179
1709,87
1709,89
2553,6694
1709,92
1706,186
1709,95
1708,127
1706,190
2553,6700
2553,6702
2553,6705
1708,132
2769,12
5935,170
1709,108
1710,78
1708,141
1709,110
2768,51
1711,51
1711,52
1709,117
2769,29
1711,59
5935,190
2769,35
1709,127
5727,6642
5727,6643
1709,132
2555,6676
1709,135
5727,6647
1713,12
1708,170
