award_1,award_2
1560,6403
3640,7460
3673,6439
3674,6408
1558,6473
1558,6477
3672,6481
5786,6488
3674,6424
3674,6423
3676,6370
5789,6404
5786,6498
3676,6373
5752,7555
3674,6439
7870,7440
3641,7465
3640,7500
12128,6514
12100,7391
12096,7512
12131,6429
3676,6393
12127,6563
3676,6399
12131,6447
1563,6374
3674,6470
7663,13885
1563,6375
5788,6471
12128,6537
3674,6474
1563,6379
12095,7570
3674,6477
7664,13860
1563,6385
1558,6543
1563,6391
1560,6485
12130,6492
3676,6426
3676,6425
5790,6430
3674,6496
3645,7394
12096,7566
12132,6449
7870,7493
1564,6376
1560,6501
5792,6380
1564,6379
1560,6504
1564,6381
5792,6384
3643,7475
1563,6419
3645,7412
5792,6396
5787,6556
1564,6396
1563,6431
3678,6403
3679,6374
5792,6407
1563,6440
5792,6417
1564,6411
3643,7499
5792,6415
5792,6422
3450,13488
12136,6372
1564,6421
1564,6423
3679,6396
1564,6427
5791,6462
5791,6463
1560,6555
1564,6431
3677,6465
3676,6498
3680,6374
3680,6376
7870,7559
7870,7558
12132,6514
3680,6380
3680,6379
7870,7562
5792,6444
5791,6475
3680,6381
3674,6567
12100,7512
7907,6418
3647,7412
3680,6389
1564,6452
5792,6455
3647,7417
3674,6580
5792,6456
3680,6396
3676,6519
5794,6398
1567,6369
1567,6370
5792,6470
3679,6434
1567,6372
3647,7429
1567,6373
3681,6374
3680,6408
3679,6439
3643,7555
1567,6375
5794,6412
3643,7557
7878,7341
5792,6477
1567,6379
3681,6380
1567,6381
3679,6444
3674,6601
3645,7503
3680,6417
3646,7471
7878,7356
3675,6575
3647,7443
1567,6387
3680,6421
3680,6424
3678,6485
3680,6423
1567,6392
3676,6550
3681,6396
1567,6396
1567,6397
3680,6432
5790,6559
7907,6468
1567,6402
3647,7459
3681,6405
3679,6467
3682,6376
3647,7461
3675,6595
3681,6408
3679,6470
3680,6439
12100,7570
3645,7527
1567,6409
3682,6379
11897,13862
3680,6444
3682,6381
5794,6448
1567,6419
3681,6423
1567,6421
5792,6516
12100,7573
3680,6456
1567,6423
1567,6424
3680,6458
3647,7485
3651,7360
5797,6369
7911,6376
1567,6432
5796,6403
7911,6381
3646,7522
1567,6435
3680,6470
7909,6440
1567,6439
1567,6440
3680,6474
3646,7527
3681,6444
1386,12054
1386,12055
3680,6477
12107,7391
1386,12058
5797,6388
7911,6396
3682,6424
3677,6579
5797,6398
1569,6395
3681,6458
1386,12069
1386,12071
5798,6370
3647,7519
1567,6464
5798,6373
5797,6404
7878,7429
7911,6413
1567,6468
3681,6470
5796,6440
3647,7527
3646,7560
1568,6447
7911,6424
5797,6426
5798,6393
7878,7450
5798,6399
5797,6431
7905,6620
3680,6527
3679,6561
7908,6537
5799,6388
1569,6447
1567,6509
5797,6454
5797,6455
12135,6582
12105,7512
1568,6485
7906,6620
3647,7574
5798,6435
11958,12092
1572,6374
7911,6470
1572,6376
5762,7557
7672,13883
7730,12092
7907,6604
1572,6381
3685,6416
5798,6452
7730,12094
1567,6543
5798,6453
7730,12098
7730,12097
3680,6580
1572,6397
5798,6461
1572,6402
1573,6372
1573,6373
1573,6374
5799,6445
1573,6379
1573,6381
1572,6413
12107,7512
3680,6601
1573,6385
3685,6448
5763,7569
5798,6487
7878,7544
1572,6421
5797,6517
12111,7391
1567,6580
1572,6427
7911,6527
1567,6584
1567,6586
1572,6432
12144,6375
1573,6402
1573,6404
5798,6502
1572,6439
3688,6386
1574,6386
1567,6603
1573,6419
1573,6421
3685,6484
3683,6549
1574,6392
5802,6398
3688,6397
5803,6372
5803,6370
1573,6431
7917,6379
5799,6498
5803,6375
1575,6375
12107,7566
7917,6381
1573,6439
5803,6379
3653,7499
3682,6601
12107,7570
5799,6517
12107,7573
5803,6391
5799,6515
3682,6613
11904,13871
11904,13884
5804,6374
5803,6402
1575,6401
5804,6372
3686,6498
5804,6375
5804,6381
1575,6406
5804,6382
1574,6438
5804,6379
1574,6440
3689,6410
3684,6565
11904,13893
5803,6414
3689,6414
5804,6389
5803,6421
1575,6415
1572,6509
7917,6421
7911,6607
5803,6419
5804,6394
5804,6397
3689,6425
5804,6401
5805,6370
5804,6402
3689,6430
7917,6439
5805,6373
5803,6440
5804,6409
5804,6408
1575,6438
1575,6440
5804,6417
5798,6603
5804,6418
5804,6415
5804,6421
5804,6422
5804,6424
12111,7512
5804,6429
1575,6458
5804,6432
5804,6437
5804,6439
5804,6440
7737,12061
3691,6418
5804,6458
7886,7450
3687,6549
1572,6580
1578,6397
3693,6369
3690,6468
5804,6468
7737,12080
3687,6563
3687,6565
7737,12085
7919,6449
12111,7570
12111,7573
12142,6606
7921,6391
3693,6384
1572,6605
3689,6517
3688,6549
3693,6398
3693,6404
7737,12119
1580,6376
3688,6563
3693,6410
1580,6381
3693,6414
7681,13863
7921,6420
3688,6578
5804,6516
12118,7391
3693,6426
3693,6431
7681,13872
5808,6404
1580,6411
3693,6445
3695,6389
7919,6514
7739,12101
3693,6455
1580,6423
3688,6612
1580,6427
5809,6403
5809,6400
7919,6537
1582,6375
3694,6440
1582,6376
3695,6408
3690,6563
1582,6378
1582,6381
5804,6571
5772,7569
5806,6514
3690,6578
7892,7394
1580,6456
1580,6457
1577,6551
1582,6396
5811,6372
3693,6494
5809,6438
3691,6563
3665,7373
3693,6504
1582,6411
1582,6414
3665,7376
12117,7512
1580,6477
1582,6419
3693,6515
1582,6421
3693,6517
1577,6577
1582,6427
1578,6551
5805,6584
5810,6436
5810,6437
3692,6563
5812,6385
5809,6483
3691,6604
5805,6605
3665,7412
1584,6389
12118,7512
1578,6577
5811,6429
3693,6555
1578,6584
5811,6437
5813,6378
1580,6529
1584,6408
5809,6504
3692,6598
7922,6537
12117,7570
3666,7412
3696,6481
3693,6588
5812,6435
5810,6498
1582,6496
5810,6502
12118,7570
3695,6534
12118,7566
1586,6383
3699,6416
1582,6509
5812,6453
7892,7509
3665,7477
12118,7573
5811,6487
5813,6431
1586,6401
3696,6532
1586,6406
7688,13861
1586,6419
3670,7352
3700,6426
5778,7547
7688,13874
5778,7550
1586,6438
3670,7373
1586,6450
5778,7572
5778,7569
3664,7569
3670,7383
1582,6580
3670,7394
5810,6591
3665,7553
1588,6405
3665,7559
3671,7373
3665,7558
1582,6596
5811,6571
3670,7412
5816,6425
3671,7383
1586,6482
5813,6517
5818,6368
3699,6523
3671,7394
5813,6529
11919,13861
12124,7512
3671,7407
3671,7412
5818,6400
5816,6474
5818,6412
1586,6536
3705,6386
3670,7477
5816,6488
1586,6554
1586,6556
3699,6590
5820,6375
1588,6507
3706,6386
1588,6508
3703,6481
7930,6514
5819,6425
5820,6402
3465,13873
3700,6587
7935,6374
1593,6375
5820,6421
5819,6453
5821,6388
5818,6487
7935,6396
5818,6485
5821,6398
5820,6429
3702,6550
5816,6555
1594,6370
1593,6401
1594,6374
1594,6375
5820,6440
3702,6563
1594,6378
1594,6379
5821,6412
12133,7355
3670,7559
1594,6381
5822,6386
7898,7569
3702,6578
5819,6488
5819,6487
1588,6579
1594,6397
1595,6372
5819,6498
1594,6404
5816,6598
1593,6440
1595,6379
1593,6441
1594,6414
11923,13890
7905,7391
1594,6424
1595,6397
1596,6368
7936,6440
1594,6439
1595,6409
3674,7499
5822,6451
3709,6417
5821,6483
5821,6487
5821,6485
3705,6549
1597,6372
3674,7521
1597,6375
1597,6379
1597,6382
5823,6452
1593,6509
1597,6385
1597,6387
3711,6388
3711,6398
3711,6400
5826,6370
3705,6589
3709,6465
1597,6402
1596,6438
1597,6408
1597,6409
5791,7475
1597,6421
3711,6425
3676,7509
1597,6432
1594,6526
1597,6436
1597,6437
5826,6412
7937,6514
3706,6604
5825,6449
3707,6575
1597,6452
3711,6455
7935,6582
7905,7512
3676,7550
5828,6378
1599,6406
1597,6468
5827,6412
3676,7555
3683,7341
3709,6541
5826,6452
1600,6388
3708,6575
3711,6485
3711,6487
5829,6367
3711,6488
5791,7546
7907,7490
3711,6498
5791,7557
1597,6498
3684,7341
1594,6596
7905,7566
5829,6385
5829,6390
7905,7570
7905,7573
5827,6455
1599,6455
3713,6468
7913,7347
5826,6510
3683,7412
1595,6605
5827,6487
5828,6462
1603,6368
3714,6465
3684,7400
12139,7434
3685,7368
3716,6412
1603,6388
5829,6452
3684,7416
3684,7415
1603,6398
1603,6400
3717,6403
1603,6403
7704,13880
3687,7336
3712,6563
5826,6573
1420,12091
5827,6548
5828,6517
5831,6425
3712,6578
5827,6553
5832,6395
7762,12101
3681,7547
5829,6498
3718,6403
3688,7335
7913,7434
3713,6563
5833,6377
3716,6476
5827,6573
1605,6385
3686,7412
3713,6578
3682,7543
1605,6402
1606,6372
1605,6404
7943,6537
1606,6375
1606,6379
3684,7500
3719,6416
12145,7355
1605,6419
3687,7412
1606,6389
3687,7415
7948,6397
1603,6485
1606,6392
3716,6519
3715,6552
1606,6397
1607,6367
1606,6401
1606,6402
1606,6406
1606,6409
1605,6440
1603,6504
1606,6415
1607,6385
1607,6390
3718,6485
1606,6432
1608,6372
3688,7429
1608,6375
5833,6475
11949,13488
1606,6440
1608,6382
5834,6446
1608,6389
7766,12101
5834,6463
5834,6462
1608,6402
1609,6376
5834,6475
1608,6408
3691,7370
1609,6378
1607,6444
3687,7500
7710,13862
3692,7352
1607,6452
3687,7509
3719,6523
3687,7515
1608,6429
1608,6432
3690,7429
1608,6437
7952,6386
1608,6440
3692,7373
3724,6388
5807,7356
5834,6520
3688,7509
3723,6426
1609,6427
3691,7429
7770,12055
7770,12054
7952,6418
7770,12060
1608,6471
1609,6441
3724,6414
7770,12058
7770,12057
3688,7529
1607,6506
7770,12064
3692,7412
7770,12072
7770,12070
5836,6487
3724,6426
5836,6488
3724,6425
3691,7451
5838,6429
3724,6431
3692,7429
3720,6565
1610,6441
5840,6385
7770,12089
3688,7572
3688,7574
3692,7450
7954,6397
5838,6464
1613,6367
3689,7546
1613,6373
1609,6497
1613,6374
1613,6376
1613,6378
1613,6379
3724,6473
5840,6412
1613,6381
1613,6385
3726,6417
5841,6388
7921,7451
3726,6421
1613,6390
1609,6515
1614,6371
1613,6402
1609,6527
1613,6404
3726,6439
1613,6408
1613,6415
5842,6386
1613,6418
1613,6421
1613,6426
1613,6427
1615,6367
3692,7515
1615,6369
1615,6370
1615,6372
1614,6403
1613,6435
1615,6373
1615,6374
1608,6591
1615,6375
1615,6379
1615,6381
1615,6382
1613,6445
1615,6385
1615,6389
1613,6452
1609,6580
1615,6394
3692,7544
1613,6458
1615,6399
5844,6371
1615,6402
5842,6437
1609,6593
3724,6563
1615,6408
1609,6596
1613,6472
1609,6602
1615,6418
5807,7538
1615,6421
3723,6608
1615,6423
1615,6424
5843,6426
1615,6429
1617,6369
1615,6432
1613,6494
1615,6436
1615,6437
1615,6439
1615,6440
1617,6380
5845,6388
1617,6387
7955,6514
5842,6487
7954,6549
7929,7329
3732,6367
3732,6370
1615,6461
5844,6438
7954,6563
1615,6464
3732,6373
1615,6468
1615,6473
3732,6385
7718,13889
3732,6387
7954,6578
3732,6390
3732,6393
5847,6367
3732,6399
5847,6370
5844,6464
5847,6381
5844,6471
3727,6565
3701,7373
5847,6385
7954,6608
1619,6384
5847,6387
5847,6390
1619,6392
3732,6426
3732,6425
1619,6394
5847,6399
3732,6435
1620,6375
1619,6406
5847,6412
1617,6470
3728,6565
7779,12061
3702,7373
1617,6474
3701,7407
1620,6382
3733,6421
3732,6452
3701,7412
3732,6453
5847,6423
3732,6455
5847,6426
1619,6426
7779,12075
7779,12080
1620,6401
3728,6589
3704,7336
7779,12085
3733,6439
1620,6406
7779,12082
3730,6534
3729,6565
3728,6598
3702,7407
5847,6452
3702,7412
1620,6419
5848,6426
7779,12099
5850,6368
3731,6523
1615,6584
3735,6403
3733,6465
1622,6370
1622,6372
1622,6373
3705,7336
3702,7429
1622,6375
1621,6406
3732,6502
1620,6438
1622,6376
3705,7341
1620,6440
1622,6379
7779,12119
1618,6504
1622,6380
1622,6381
1619,6474
1622,6382
5844,6574
5848,6453
3704,7381
1381,13862
1622,6392
5849,6431
5850,6400
3705,7356
1622,6396
3736,6397
1622,6397
1622,6399
1622,6401
3730,6590
1622,6402
5844,6591
1622,6409
3705,7373
3554,12058
1622,6415
3554,12060
3704,7412
1622,6418
5849,6455
3706,7352
1622,6421
1622,6422
1622,6423
1622,6424
3554,12070
1622,6426
3554,12069
1622,6427
3738,6367
3554,12074
1624,6368
1622,6432
1622,6436
1622,6437
1622,6439
1620,6502
1622,6440
7782,12092
3706,7373
3705,7407
1622,6444
3554,12089
3738,6385
3554,12091
3705,7412
5845,6608
3702,7509
3732,6586
1624,6400
1622,6464
3705,7429
3738,6405
1622,6468
3738,6407
3706,7412
5850,6485
3738,6426
3734,6552
3705,7450
3739,6398
3706,7423
3706,7426
5847,6605
3740,6388
5850,6519
3738,6453
3706,7450
3740,6398
1626,6398
1626,6400
1626,6403
5850,6534
3707,7434
5849,6571
5855,6382
3738,6476
1626,6412
7962,6606
5855,6392
3705,7509
5855,6397
1624,6485
1624,6487
3736,6552
3705,7515
3738,6491
1628,6368
5855,6409
1626,6436
3708,7434
7938,7373
1624,6504
3738,6510
5855,6418
1628,6388
3705,7538
5855,6429
1626,6455
1622,6580
5855,6432
1627,6430
1628,6400
5857,6373
3537,12758
5855,6440
3739,6498
1629,6380
7938,7412
3742,6417
3742,6421
3705,7571
3738,6548
1629,6396
1622,6613
7967,6528
7964,6620
5858,6370
7730,13873
3741,6465
1629,6401
3742,6439
5855,6471
3740,6504
1629,6415
1630,6385
3738,6573
1629,6421
7938,7450
3738,6588
7973,6376
1629,6444
1627,6506
1630,6419
7941,7391
1628,6485
1628,6487
1629,6456
1632,6372
1632,6373
3712,7429
1632,6375
1629,6470
1630,6440
1632,6379
1632,6381
3741,6541
3740,6571
1632,6385
5858,6449
1630,6452
5860,6398
5859,6426
3747,6367
5860,6400
5830,7336
1633,6370
1633,6372
1633,6373
1633,6374
1633,6375
5830,7341
1633,6379
5860,6412
1633,6381
3747,6385
1633,6385
5854,6608
3744,6484
1633,6389
5830,7356
1632,6421
7973,6456
1633,6392
1633,6397
3710,7547
3745,6465
1632,6432
1633,6402
3747,6407
3748,6376
3716,7368
1634,6375
1633,6408
3748,6380
1633,6409
1632,6440
7973,6477
5679,12061
1633,6418
1633,6419
5858,6514
5830,7387
1633,6421
3745,6484
3710,7572
1633,6423
1633,6424
3710,7574
3748,6396
5863,6373
3744,6523
5863,6370
1633,6431
5679,12075
1633,6432
1634,6401
3715,7426
3748,6405
1634,6406
5679,12085
1633,6439
1633,6440
1635,6379
5830,7412
5860,6485
11964,13868
3748,6423
5860,6487
7941,7512
5864,6369
5864,6370
5864,6367
5864,6373
7736,13878
5864,6374
5864,6372
7736,13875
5864,6375
5864,6381
1633,6468
3745,6533
7795,12056
5864,6379
5864,6385
3748,6444
1633,6472
5864,6384
5679,12119
5864,6389
5864,6390
5864,6387
1635,6418
5864,6393
5864,6392
5864,6397
3712,7572
3748,6456
7946,7391
3712,7574
5864,6401
5865,6371
5864,6402
5864,6399
7795,12080
7979,6375
3746,6530
1633,6496
5864,6410
5864,6408
5864,6411
5864,6417
5864,6418
5864,6415
3748,6477
5864,6421
5864,6422
7941,7570
5864,6419
7795,12094
5864,6426
3750,6421
5864,6423
3745,6579
3751,6397
7795,12109
5864,6431
5864,6435
1635,6466
5864,6439
5864,6440
3746,6563
1455,12053
3720,7373
5866,6388
5864,6452
5864,6458
1636,6455
5867,6369
5866,6398
1635,6490
1635,6492
1455,12072
5865,6438
1635,6495
3752,6403
5864,6468
5864,6473
7798,12054
3716,7527
7974,6606
3720,7412
5867,6393
7977,6527
1636,6488
5867,6399
3722,7366
5865,6471
5868,6375
5868,6381
5868,6379
5867,6410
5868,6385
3722,7378
3752,6447
5863,6543
5830,7571
7946,7512
3721,7412
1457,12064
3748,6580
3754,6398
1457,12069
5867,6431
3722,7393
5833,7499
3753,6440
5868,6421
5834,7475
5867,6453
5868,6419
1457,12091
3752,6485
3754,6425
5867,6458
5868,6431
1642,6369
5866,6498
3755,6404
5867,6473
5866,6504
5868,6440
7946,7570
1642,6389
3723,7416
3754,6455
5864,6586
3722,7454
3722,7456
3720,7518
3723,7429
1642,6408
5865,6574
7744,13866
7744,13870
3754,6488
3754,6487
3722,7481
3574,12069
5834,7546
5865,6591
5867,6529
3754,6498
3723,7460
7954,7376
1638,6562
7954,7373
3720,7559
3755,6478
3574,12091
3754,6519
1642,6458
1644,6402
3722,7522
3728,7341
1646,6367
1644,6431
1646,6369
1646,6370
1646,6372
7954,7429
1646,6375
5871,6471
3758,6439
1646,6379
1646,6380
3728,7373
1646,6381
1646,6385
1646,6387
5870,6519
1646,6392
3727,7416
1646,6396
1646,6397
1646,6399
1647,6368
1646,6401
1646,6402
3758,6465
1646,6404
5873,6437
1646,6406
5870,6534
1646,6409
1646,6411
1646,6414
1646,6415
5872,6485
3728,7412
1647,6388
1646,6419
1646,6421
3728,7416
7957,7391
3728,7415
1646,6423
1646,6424
1646,6426
7987,6468
1647,6400
1646,6431
1646,6432
1648,6372
1646,6436
3728,7429
1646,6439
1646,6440
1646,6444
1646,6445
7988,6457
3756,6578
3729,7416
1646,6455
3758,6523
1646,6464
5870,6590
7988,6467
3728,7460
5877,6378
5877,6377
3758,6534
1646,6470
5845,7373
1646,6473
7954,7536
3756,6599
7954,7544
1648,6421
5878,6372
7984,6620
5878,6373
5878,6374
1648,6440
5878,6381
3728,7500
7986,6575
3763,6421
3759,6549
1647,6485
3759,6552
5878,6402
7993,6379
7993,6376
1648,6468
3731,7434
3729,7500
5878,6421
12016,12758
3764,6421
1650,6422
7993,6396
7988,6551
5878,6431
1650,6425
3765,6397
5876,6491
3763,6465
1650,6438
7988,6569
1650,6440
7988,6574
5843,7531
7993,6421
3765,6418
3728,7568
3765,6422
5880,6397
1649,6486
5845,7485
1653,6368
1652,6405
1650,6468
3761,6575
5874,6606
5877,6513
5877,6520
5882,6374
3765,6468
1649,6531
3735,7404
5876,6573
1652,6446
7812,12101
1652,6454
1648,6578
1653,6425
5882,6404
5882,6421
7993,6523
1653,6455
3736,7417
1656,6367
1652,6491
1656,6369
5882,6440
1656,6374
3736,7429
1656,6379
1656,6381
1656,6384
1652,6508
1656,6385
3769,6418
1656,6387
3765,6545
3737,7412
1656,6389
3765,6549
1656,6392
3765,6550
1656,6397
5882,6468
1656,6402
3734,7519
5883,6440
1657,6373
1656,6404
5853,7368
1657,6375
1656,6408
1657,6378
1657,6379
1657,6380
3766,6537
1474,12055
1656,6414
1656,6415
1474,12057
1657,6385
1656,6418
1474,12060
1656,6419
1656,6421
1656,6422
3765,6578
1474,12064
7993,6580
1656,6423
1656,6424
3766,6549
1654,6487
1656,6426
1657,6396
7815,12108
5885,6403
1474,12071
1656,6431
1656,6432
1657,6402
3735,7520
1657,6404
3770,6440
5880,6563
1656,6439
3767,6534
5854,7373
3765,6598
1656,6445
1474,12089
5880,6578
1652,6573
1474,12091
5885,6421
3766,6578
3737,7477
1657,6421
1657,6423
5886,6398
3735,7547
1659,6372
1657,6435
5854,7398
5886,6412
1656,6468
1659,6375
3771,6440
1656,6473
1657,6452
5888,6370
5888,6373
5888,6374
1656,6494
3767,6590
5854,7429
1659,6406
5888,6381
5881,6599
5888,6379
8002,6385
5888,6389
3590,12092
5888,6393
5888,6392
5885,6485
5888,6402
5888,6399
1661,6369
8003,6375
1660,6405
5888,6408
3773,6440
3737,7559
8002,6413
3737,7558
1661,6380
5888,6417
5888,6418
1661,6382
5888,6415
5888,6421
7968,7478
7996,6608
5886,6487
5888,6426
5888,6423
5888,6424
3534,13863
1661,6392
1661,6396
5890,6372
5890,6369
5888,6432
5890,6375
3775,6403
8002,6439
1661,6402
1657,6526
5890,6374
5886,6504
1659,6468
5888,6439
3774,6440
5853,7535
3776,6386
1660,6446
5707,12064
5889,6426
1661,6421
5888,6458
5707,12069
5886,6527
1660,6462
5890,6402
1661,6431
7776,13485
5890,6419
5890,6418
5707,12091
1656,6602
5890,6421
5889,6452
5854,7544
5890,6431
1657,6580
3778,6367
1657,6586
5890,6440
3778,6373
1661,6468
1661,6470
1657,6596
1657,6602
1660,6510
3775,6485
5890,6468
1665,6382
1665,6392
8008,6374
8000,6620
1665,6406
5894,6388
3780,6386
1660,6573
3742,7568
8008,6396
5895,6369
1666,6395
5894,6398
3780,6397
3779,6430
5895,6377
1665,6438
1665,6440
3780,6418
3780,6420
3743,7568
3778,6491
5895,6404
3782,6372
3781,6403
1666,6434
3776,6563
8010,6388
3599,12055
3746,7497
3599,12057
3778,6510
1666,6447
3776,6578
3599,12064
1664,6515
5892,6519
5895,6426
3599,12071
3599,12070
5895,6431
3599,12074
3783,6372
5897,6373
8011,6374
3780,6468
5892,6534
1666,6467
1665,6498
3599,12081
3777,6565
3782,6409
1665,6502
3751,7373
3599,12089
5897,6385
3776,6604
3599,12091
8011,6396
3778,6553
1670,6374
5895,6473
3783,6409
3751,7407
1666,6509
3778,6573
3751,7412
3781,6485
5899,6367
5899,6373
5899,6374
3751,7429
5899,6385
3750,7465
5896,6476
1670,6414
1670,6418
5899,6390
3751,7444
1670,6423
5898,6426
1668,6488
7980,7423
5899,6399
5895,6529
1670,6431
5899,6408
7980,7432
3780,6563
8008,6582
3780,6578
5899,6426
1671,6430
5899,6444
1671,6441
3749,7560
5901,6387
5901,6385
5899,6452
3780,6604
7980,7478
3786,6417
3786,6421
7774,13865
8016,6368
7979,7521
3788,6373
3787,6404
3786,6439
8016,6379
5900,6446
5899,6477
1673,6411
3756,7373
3756,7376
5902,6385
7980,7503
5898,6510
3787,6426
3756,7390
5903,6372
5901,6435
5903,6375
12062,12056
1671,6506
12062,12061
3784,6546
12062,12075
3786,6485
3756,7417
8011,6582
3548,13865
3789,6403
12062,12080
3756,7426
3788,6435
8016,6439
3784,6561
12062,12086
12062,12085
5904,6380
1676,6380
8017,6416
8014,6514
3756,7443
3757,7417
5904,6396
1676,6396
5905,6368
12062,12110
5903,6437
1671,6559
3756,7459
3756,7461
1675,6441
3757,7443
5905,6398
5899,6584
5905,6400
5903,6468
1678,6374
1678,6375
3790,6440
1678,6376
5905,6412
1678,6379
1675,6472
1678,6381
5899,6603
1677,6418
1678,6389
3789,6485
7984,7512
5906,6398
3762,7329
3756,7515
5907,6373
5907,6370
1679,6369
1679,6370
1678,6401
1678,6402
3759,7426
3759,7429
1676,6470
1678,6408
1679,6380
1679,6381
1678,6415
1677,6447
5907,6387
1678,6417
1679,6387
1678,6423
1438,13864
1679,6396
1678,6427
3789,6523
7780,13872
1679,6397
3760,7426
3793,6403
5908,6372
1675,6527
3787,6593
1680,6374
5907,6412
1679,6409
7984,7566
12067,12061
1676,6506
7984,7570
1679,6415
3791,6481
1680,6387
5905,6487
7984,7573
5904,6515
1680,6389
3553,13863
1679,6421
5905,6485
1439,13863
1679,6424
5907,6426
1678,6456
1679,6426
5908,6401
1679,6428
1681,6370
1679,6432
5907,6435
1681,6373
1681,6374
12067,12085
3795,6376
1679,6439
1497,12081
5905,6504
1680,6410
1681,6381
1679,6444
3793,6447
3760,7469
1680,6415
1678,6477
3762,7412
1681,6387
1497,12091
3788,6605
12067,12099
1681,6389
1681,6392
5910,6367
1682,6368
1680,6431
3759,7519
3796,6373
1676,6559
3796,6376
12067,12115
5906,6504
3762,7429
1675,6593
1679,6470
1681,6408
3796,6379
1681,6411
3796,6381
5910,6385
8022,6449
1678,6509
3793,6485
1681,6421
3796,6393
7783,13872
1680,6458
7994,7329
1682,6398
1682,6400
1681,6431
5910,6407
5904,6591
1683,6372
1682,6403
1681,6435
5908,6471
1681,6439
3614,12054
1682,6412
8018,6608
7783,13893
3796,6418
3796,6417
3796,6422
3796,6421
7995,7329
3796,6424
3796,6426
3795,6457
7995,7335
3796,6435
3796,6439
5881,7341
8022,6514
5907,6543
1683,6419
5908,6515
3760,7574
1683,6429
3792,6590
3767,7368
3796,6472
1683,6440
1678,6607
1682,6485
7786,13871
1682,6487
1679,6581
5907,6586
3795,6524
3800,6369
3797,6465
3796,6496
1683,6464
7994,7429
1686,6378
1683,6471
5908,6574
5907,6605
5907,6603
1681,6543
3762,7574
8029,6379
3796,6527
5908,6591
1686,6404
8029,6381
1686,6414
1687,6387
3796,6543
1687,6390
3765,7509
3800,6426
8029,6396
1681,6580
5916,6368
7788,13878
3799,6465
1681,6586
7788,13875
1688,6373
1687,6407
1688,6379
1686,6445
3797,6541
1688,6385
8029,6421
1681,6603
5916,6398
3766,7509
1686,6455
5915,6426
3796,6584
5916,6400
8029,6439
3802,6403
8024,6591
3796,6591
5916,6412
3767,7499
7802,13485
3796,6601
7802,13490
1688,6418
5914,6487
5914,6488
1688,6421
1687,6452
1688,6423
12076,12080
3796,6613
12076,12075
1689,6398
5918,6369
1689,6400
1686,6494
1689,6403
3799,6533
1688,6440
3772,7373
1690,6382
3799,6541
3802,6447
1686,6517
5919,6373
12076,12110
12076,12119
1686,6528
3801,6504
12078,12061
3772,7407
5917,6449
5916,6485
3772,7412
12078,12075
3802,6485
5916,6487
3804,6426
5915,6519
1691,6394
12078,12082
3767,7574
1690,6429
7764,14746
12078,12077
12078,12080
3772,7429
12078,12085
12078,12099
5920,6397
1689,6485
1689,6487
1692,6395
5921,6368
5918,6462
7851,12080
3772,7460
12078,12119
7851,12086
5921,6386
5920,6418
5917,6514
8030,6551
8033,6457
7851,12104
7851,12108
5921,6400
1694,6368
3801,6589
5921,6412
3801,6599
3776,7373
1692,6447
3808,6387
3808,6390
8030,6577
3777,7352
3803,6549
5918,6517
8036,6402
1694,6400
5920,6468
1691,6502
8037,6386
1694,6412
3809,6382
5921,6451
3809,6392
3808,6426
3804,6549
8036,6432
3810,6373
1692,6498
3776,7429
12083,12052
8000,7566
3627,12055
3627,12054
12083,12061
3627,12063
3777,7412
5921,6485
5919,6553
3777,7416
3776,7450
1696,6394
12083,12080
3809,6429
3627,12070
5889,7487
8031,6620
3811,6373
5924,6404
3804,6589
12083,12082
12083,12085
1697,6376
1696,6407
1697,6378
1697,6379
1697,6381
8033,6583
1694,6485
1694,6487
3778,7419
1697,6397
3809,6464
12083,12121
3777,7460
1692,6563
1694,6504
1697,6415
1697,6418
8033,6615
3807,6546
1697,6423
1698,6392
1696,6455
1697,6427
1697,6432
1699,6372
1699,6375
1699,6379
1699,6380
1699,6381
1699,6382
3777,7500
1696,6477
1698,6419
3777,7509
5927,6394
1699,6392
1699,6397
1699,6401
1699,6402
1699,6404
12087,12061
1699,6406
1699,6409
1699,6415
1699,6418
12087,12075
1699,6419
1699,6421
1699,6423
1699,6424
5928,6395
1698,6456
1699,6426
5923,6556
5923,6554
12087,12085
1699,6429
1701,6368
1699,6431
1699,6432
12087,12080
1699,6436
1699,6437
1699,6439
1699,6440
5897,7373
1699,6444
5897,7376
1699,6445
1701,6388
1699,6455
3815,6397
1702,6367
12087,12110
1699,6464
1699,6468
5923,6594
1699,6472
1702,6380
1699,6473
1702,6381
1700,6444
5928,6447
1702,6385
3810,6573
3815,6418
5897,7412
5895,7475
7803,13869
3815,6422
5897,7419
1702,6396
8045,6368
7803,13870
7803,13877
7803,13876
3780,7518
1703,6370
8045,6379
1702,6402
1703,6373
1699,6498
1699,6502
3815,6442
1703,6381
1702,6415
5927,6516
1702,6421
5897,7450
1702,6423
1702,6424
1697,6580
1703,6396
1702,6431
1702,6432
1703,6404
5930,6437
1702,6436
3815,6468
3816,6440
1702,6439
5897,7465
1702,6444
1703,6414
1702,6452
1697,6607
1703,6424
5930,6464
1697,6613
3787,7360
8045,6439
8047,6376
1703,6432
1703,6435
5931,6438
5933,6376
1703,6439
1702,6470
1699,6563
1702,6472
3819,6382
1705,6388
5897,7515
5933,6396
3815,6524
5928,6561
1702,6498
5897,7527
1705,6410
