name_1,name_2
10737,1294
7299,249
19285,428
2005,9260
365,2658
16589,249
14213,146
4648,10157
11640,19213
40,2425
5274,4603
993,6810
699,15060
21244,146
17197,6249
18289,1723
2942,1617
11025,15845
11646,6613
8210,1130
15600,407
4121,4618
5722,3492
1721,2435
17268,16410
21256,249
13076,1995
21258,91
18864,8895
194,7176
1820,12560
4704,5251
17691,249
19439,7664
15783,91
16876,2890
14306,11042
6828,6138
13127,3450
2394,14789
3826,17831
15755,4159
11762,1099
3439,36
21267,146
13552,3018
10008,9968
110,21270
3124,1130
788,6289
10630,3287
3812,11175
17997,15111
16531,73
18053,91
14643,12398
16301,1171
3013,7133
14333,8743
19616,15741
2797,4161
21278,146
19127,523
9631,11949
13882,1435
8701,1569
4789,1081
16771,11963
820,3048
17141,18052
13459,407
15459,683
21282,3492
14348,1099
14749,5346
17768,154
13488,407
4766,14789
18649,523
5531,2507
8363,97
21291,146
3409,1130
20636,249
21294,154
12818,11735
8257,249
4854,683
21297,36
547,1634
8745,1130
14029,1875
14538,1099
9025,11427
2052,2752
9351,7544
15492,4223
18370,21308
5420,12301
16637,154
20438,11051
8184,9452
9878,211
1879,15412
14303,6392
19839,428
5699,1720
10739,407
2112,1340
12530,249
12104,523
14542,1666
2961,225
8909,407
9893,3395
3852,3696
14069,249
14404,1435
10554,3492
6605,6812
15898,146
3331,9040
18926,8915
12783,91
8075,2247
11443,8389
10252,1075
56,21329
11753,249
1971,9695
17428,3492
11388,13282
21332,249
9693,407
14235,1171
3483,523
2250,10316
21333,91
4535,36
1147,13096
8696,97
21301,249
43,5542
7195,2895
8272,2435
1996,15741
10746,3919
5518,36
16,4844
21350,36
14276,3731
2430,7422
17909,5749
20614,683
16953,4064
13198,5248
5132,1668
1015,2537
9713,1125
20777,428
10122,6537
9054,1130
7547,6249
1071,276
19507,13558
2218,18052
7848,13775
3132,4619
9544,1237
15908,407
18942,4951
7081,6974
12573,18335
16573,3527
7982,2435
4815,5560
19262,73
17701,36
3717,6810
18737,97
9762,4993
5797,8744
20981,36
10114,16347
3448,10805
9734,16754
10116,7980
9183,14184
1234,1294
6927,2004
8192,249
20743,36
21386,36
21388,407
18800,146
5176,9623
2444,1716
19630,3113
3432,225
8568,2435
21395,683
182,13538
21398,91
38,21399
13925,6507
9165,8083
16028,211
2038,407
10779,407
12488,276
21402,36
7964,9275
17689,91
6436,5866
19694,2435
1566,225
4925,5222
267,7600
4435,1130
5614,8250
21418,36
6861,328
15059,2004
7035,3573
11890,13310
4742,12216
16898,11931
15836,3462
15999,1171
3053,205
2315,417
20769,428
18682,1130
982,6766
251,4514
2134,6974
21426,146
21428,146
8893,11257
8767,2435
3504,2435
8074,2017
12656,91
2664,1171
10968,9692
11999,225
7694,14309
613,8002
9364,91
12516,12962
10263,24
15479,225
13014,9100
10528,13875
4144,7270
14267,4064
10594,146
7455,14035
4157,7872
16146,91
2986,10790
9876,3219
17698,36
1232,15845
19045,91
2949,10057
4433,6133
3991,1901
6887,2268
9350,1130
14224,21467
1398,20937
9620,152
15307,9051
8926,3644
16282,1130
3794,2435
6446,73
17058,13430
5311,4989
7905,7176
2996,9100
8796,7121
21475,146
16633,523
21476,36
338,21478
3454,8992
5205,9330
5374,18052
18897,97
15024,1099
9371,97
8068,3252
5931,10157
1779,4576
15656,3492
8433,3856
14959,12826
9748,14184
10896,5295
12418,12042
21490,146
16613,8219
17021,73
4714,2425
1924,11931
17790,13587
18989,36
8174,3503
20739,683
10312,13788
8583,11735
10029,543
19528,21493
6832,146
21495,523
5819,12671
15497,3492
14636,63
8534,14035
5896,3492
16887,21501
13667,73
21503,249
8898,249
19201,1617
7713,7346
5175,1130
6650,12057
21509,1171
21512,523
21513,683
571,5256
15514,11931
9862,1130
2388,18380
13246,15883
3145,7422
10475,12088
14937,4068
9778,4066
12351,249
18040,4191
10437,97
21521,91
11782,5749
21523,523
4896,6573
9543,523
17483,1488
16148,467
9785,4407
17965,3492
17476,8250
12815,6133
5378,6860
2510,4512
20413,211
14061,36
17472,36
3619,15878
16245,12042
8024,91
8046,1435
4346,17371
8023,317
14977,7581
11385,857
14445,8743
8999,205
8200,11285
7060,3264
18970,1435
6697,6552
478,18335
21441,1171
11664,2118
5521,17831
10080,4159
18939,3503
2980,1482
3940,4899
18315,36
21085,225
2214,5059
7718,4903
11361,10518
1209,1021
11802,3503
20597,146
21564,91
15934,225
15565,1260
9831,97
13094,97
21064,154
14655,6613
12816,2604
4439,1130
1108,8784
12223,7191
18472,91
15784,407
3872,4844
16339,2384
10811,1300
10120,97
20832,211
18723,9807
2787,4294
21575,36
13001,225
9930,97
17262,146
2545,14703
5802,1931
6270,9781
12948,4642
4763,3756
13810,4983
3667,11406
16090,19213
13918,7980
1306,330
11188,4642
1705,14703
1579,7815
16470,10790
2518,1099
19036,7572
3096,13248
9397,249
15707,13136
2549,6269
5909,15484
18878,146
5465,417
9856,3089
13205,4482
13404,3696
19111,97
18663,91
18138,15776
4415,10027
12359,16777
967,16094
5925,7865
13827,741
18414,11600
9098,9787
2951,97
21381,249
12062,225
12388,17744
3749,8544
14817,10518
11316,3492
17620,8523
7906,13518
2722,6269
12159,3334
10143,97
17301,211
4809,7600
196,14184
8311,1463
4104,3786
18113,3492
17315,73
8716,1968
8771,407
20931,97
10776,21501
17130,146
1776,5316
11161,6138
8980,36
8114,211
16910,9181
18128,3492
6209,4363
13860,12301
17722,4266
1184,13776
6896,5043
1395,2604
20792,146
10018,11949
13910,3492
9152,407
2448,1188
16596,91
4772,225
4822,211
21633,91
5090,523
3494,8744
3043,6438
4273,5864
15782,11382
14057,225
10334,1666
5009,9040
10578,1130
18026,2890
14875,225
20887,523
16137,225
19672,1575
10389,7340
3294,3093
21646,91
21647,146
9679,225
16061,225
12067,211
17225,73
20485,91
8109,9438
9824,20937
9653,4650
6982,4064
17630,2311
21651,36
4038,2004
14321,7524
4123,6249
13289,91
1172,4784
18203,3492
9906,12042
21662,249
10702,1130
11433,7823
1106,15082
9817,225
17409,2796
21666,146
20380,249
2602,4133
15170,2706
279,15053
1758,3181
3785,9089
4129,7259
106,21673
6199,6507
10298,7980
20610,4230
3125,9040
6460,97
9948,2435
16218,225
11463,7340
3549,10954
1711,10479
19400,36
21678,1435
6357,10568
10486,97
5226,11735
11906,16347
16595,5166
14201,428
6242,8743
6398,1575
12228,2594
17238,2319
18963,36
3098,1634
15946,91
12942,5472
13955,2097
8369,897
14663,15776
16321,12758
10860,1130
13458,3656
3026,17571
12720,249
6725,6451
16781,683
19789,21493
11239,467
10718,766
21696,146
13749,5346
5903,8197
1143,16671
16122,2028
14697,6316
4747,6987
10762,3492
16444,3492
8635,211
14774,6249
15347,1171
17656,9181
13593,4161
21711,91
17808,2017
20266,1130
9933,19816
21719,211
21610,523
1947,3492
7463,2865
4838,10951
10327,249
16232,225
17514,73
21725,211
8386,3156
10891,2865
17265,5012
14300,11108
12013,21728
18090,91
12182,211
21730,407
21236,154
9224,616
482,2580
12153,225
21731,154
3754,7283
17340,21068
14141,11984
5661,13776
9314,5261
6417,7837
16220,19213
18487,21738
14080,6474
529,8613
16714,2610
14642,3934
8939,354
20222,97
20391,428
12475,5928
4718,12041
5333,15870
16540,13430
7483,407
11236,4482
18420,154
13522,5801
15197,6552
21746,36
14522,225
19274,428
20204,36
21751,428
16422,225
1677,5801
10854,3923
11158,1130
9922,2384
1419,97
3951,3527
21756,211
12776,6170
14448,12301
10543,2435
8047,3267
17061,3492
3173,8573
13807,14035
11391,3775
10576,2435
18382,3492
15893,91
9484,17371
1882,225
4049,11285
18728,97
16973,11285
17167,1723
14054,8378
3425,510
9405,21773
21775,3492
17522,11963
21776,523
15393,4594
9586,3287
16312,146
21778,146
16830,91
21779,36
15455,146
1937,21782
10522,2338
15037,407
16081,73
4645,9692
21114,18
1026,4192
12843,3946
2971,953
14443,8027
1656,3219
10640,2537
4102,328
15167,9120
12810,407
484,11042
2625,5597
5721,2435
2543,11718
6090,97
18604,428
15034,19037
13958,97
15378,7166
10510,249
10005,225
13981,97
19950,1532
12824,6956
19124,36
20398,9359
17045,97
2724,15583
51,36
1817,2805
18461,3492
2276,1244
15857,428
14155,225
11393,97
21820,154
6177,9452
12992,13740
1763,330
5599,10027
19753,97
376,6876
3323,7859
853,1534
12542,11718
6732,10337
3685,16344
7131,10027
20421,91
13332,154
18494,3492
8016,146
19107,225
18277,2384
19300,91
12973,225
5353,7859
1205,4133
21837,36
10099,88
9357,211
9592,2805
11850,4482
20288,211
1415,4016
5689,13248
5453,8422
21269,3492
15464,14527
11868,557
1826,7464
4875,4505
14610,5346
1196,12398
12503,4002
281,2435
14566,4179
20311,73
2336,4946
22,7259
6937,2752
19252,2941
653,12216
11083,2435
18615,3492
1210,225
21210,97
6947,3225
20872,91
7607,14357
8663,6147
7462,1668
15897,211
9825,7880
21864,36
11475,2604
11606,97
21869,249
21152,91
7082,2435
17355,4903
3335,9471
21872,1435
1756,15954
21873,211
1518,15082
7238,4589
1022,5626
18811,36
16450,7929
11371,63
11596,20607
5144,4505
12050,2446
650,5166
2260,6507
3830,428
10045,857
16117,6590
10040,1171
4025,2123
3867,7469
8458,13158
974,14703
16971,249
21889,146
6210,2280
13516,15484
21891,91
3665,4014
2254,3256
7937,18307
20253,146
12674,6876
10456,661
6380,8051
12043,13158
361,2123
235,3383
5526,12088
21899,211
17119,6563
12040,741
18933,523
21901,91
13578,2319
76,2654
1350,9260
14872,225
11253,523
13934,249
6930,3225
5733,8424
6996,7823
6336,1130
14179,1099
11317,249
1587,1294
18718,3492
7969,7469
20237,6189
7244,8447
2202,4219
9560,9260
21920,146
11757,1130
14902,225
20368,146
12904,18052
17673,36
19150,407
5632,225
12838,624
12899,1075
259,15412
7953,1740
20427,36
15461,11720
5602,6766
21927,91
11743,97
79,19050
17115,4642
250,4650
18513,3575
8671,18307
6944,661
12361,10337
914,8853
13256,3093
9091,8402
7186,3492
19697,11257
6539,1534
8837,510
16089,1171
1271,8905
2399,15583
18428,249
12522,18335
18771,3492
16195,1838
2228,5268
9863,13041
16899,225
7841,97
5688,3018
15672,407
21843,9518
11569,3252
9128,13136
15008,17571
21481,154
7064,12124
8808,9415
17576,6766
7835,2941
6568,356
19864,3120
7892,13320
13858,1171
20511,146
7948,3492
20051,146
6901,9452
14032,13463
4490,7664
11323,683
8451,1130
19518,6856
20648,428
4466,369
19802,3492
21973,91
5014,6567
6015,19778
21974,211
5635,4328
18843,1569
1088,2064
5860,249
15239,10108
686,20803
3709,5043
21978,146
3236,1452
6180,18380
1436,13875
5161,12041
6010,1838
2486,1482
21362,11720
6984,5781
9130,2435
7618,4993
13639,7467
11901,1099
21990,154
7067,2761
21992,36
14468,13676
14343,91
19749,1130
13670,1260
7967,8908
2688,6184
1836,14575
21994,1435
5328,223
4868,2658
10489,5650
20891,5550
15614,3731
5752,2002
8359,7572
20609,154
15701,407
13620,7584
929,1901
21135,249
6968,2171
9970,4363
5082,97
13412,211
919,5410
11648,18329
2530,21728
12568,2737
977,1668
12335,1130
6786,154
17423,4192
2600,9807
14043,36
14176,5364
2151,4514
12117,97
22017,91
218,21068
1150,1901
3990,407
21916,1171
5964,17826
16822,2330
18492,3492
6778,14184
2362,1716
4552,4266
21940,1525
17086,225
7145,523
18912,9945
12176,5130
5402,1875
17511,91
11197,91
3878,4594
3238,1716
22034,91
1544,3492
2034,1412
2617,5406
16458,3181
11902,91
2401,10774
17231,8011
22039,36
7771,2017
18930,3492
17419,7584
6585,7743
2346,3181
7847,13320
13576,211
18851,7998
16265,1171
9995,13675
570,15870
804,13430
5972,5268
2578,13533
17349,154
8360,5186
8239,11175
22051,428
16684,73
22053,8219
7598,7166
18043,6810
5451,6408
13691,5928
118,1575
12073,317
8212,5012
17993,4977
2786,10057
11773,91
22060,683
21054,1171
12340,97
13531,9438
17478,407
14102,225
17219,3492
9976,1130
21084,4230
4151,7743
16664,36
14831,97
16067,11600
16397,2338
10113,5471
16349,8915
16736,9475
18464,91
12304,523
11916,17831
7786,4133
924,3946
8622,1806
16374,1171
9842,7664
8166,7765
4330,4191
18247,3018
12472,1130
13472,36
6949,7688
9464,211
21626,225
18273,1171
18206,73
14840,8853
12778,15954
12908,2529
8549,2435
419,3353
9644,11665
7039,903
6640,86
12721,9904
11539,7469
12346,3821
9286,1130
11933,3120
10569,211
11487,1130
12074,249
6311,8683
12005,88
1368,4389
21300,523
16105,16347
10470,7234
13033,1724
12711,584
21605,428
8704,2435
19909,6317
2008,407
4399,7469
10511,6583
14287,11984
7818,4967
15091,73
60,4328
14459,8992
3045,4219
12565,5316
5140,146
9840,741
7821,7584
8480,11108
22130,523
11324,4989
15144,14309
5137,249
5737,1249
15169,10518
2454,4844
13843,4993
22133,211
1292,36
14793,7929
15216,1723
9492,1130
15370,15484
21264,407
12558,167
11296,2734
2303,4219
12638,9275
11076,12240
20062,407
5617,1477
15921,4594
21,97
11343,225
2814,683
12705,523
7804,1130
12342,7121
16571,1171
14410,657
18214,428
6814,5885
12703,97
6397,16094
19539,154
9362,5406
5558,3316
18021,8447
10835,3492
15813,2234
9407,3577
19908,97
18160,2017
11441,407
19,211
22159,154
22160,91
439,5186
21712,225
17375,9640
12725,5225
4904,146
1142,14048
10911,5650
8988,14158
3677,328
11666,5801
16615,1171
11148,3946
13986,467
10035,8744
18318,146
10173,22176
13159,10655
15480,15484
8970,7823
7476,2658
12437,3113
18283,91
16274,22185
12047,9040
4557,2604
2916,3373
997,14441
5035,3792
10461,97
22191,36
17504,4191
11733,1260
7867,4158
5712,2507
11991,661
22199,91
4082,16094
21619,36
2753,5550
2835,428
17737,91
19337,3492
9071,15082
7670,2507
19627,1435
20130,3492
18001,4407
7424,2298
10825,6316
9900,657
9997,15053
6080,8806
22214,91
221,10568
2627,857
978,8853
16699,1171
12484,3316
1707,5871
7795,6289
9440,7469
8708,4514
13920,683
4162,2895
1501,4943
436,10790
2634,112
12632,10039
5445,1435
11711,2937
17593,146
7830,3573
22238,1435
17332,146
17453,225
16945,407
10801,5248
10183,10907
19964,407
6496,8683
10187,15053
2876,3225
693,1995
3171,11745
5252,3395
1372,4619
8425,1171
2892,4238
22260,249
18254,36
6267,889
3969,14035
19134,4159
7844,146
17996,36
16962,4977
8171,36
22265,211
19972,10608
3000,2446
7978,22271
13747,11285
18806,523
568,510
18383,211
4560,2654
22273,211
2525,97
6066,1562
17501,225
985,8784
4127,5364
5028,4223
11121,225
18013,6974
5989,15053
3038,9157
8867,10799
13940,1666
14483,13632
3362,5471
12693,4638
21758,428
18438,36
13735,9145
13502,13158
7032,1249
10061,5316
3167,1260
381,6184
16469,3492
14828,557
6273,13558
21629,97
4959,1429
20774,73
12771,211
4918,11816
7521,5864
10269,1130
17894,2435
21600,1099
4444,15776
13275,6366
12587,7743
16273,8573
22295,91
1746,6810
1595,7469
21814,154
9366,10991
19383,36
15550,5919
20228,154
22298,154
6756,17571
17246,73
4169,11426
2042,557
6071,2734
5960,657
384,4328
5897,225
21949,36
22307,154
10973,5751
2055,225
16027,225
10409,13136
3402,15136
4463,7880
212,2344
17243,15433
15353,91
11519,7743
15015,9505
2350,36
21048,36
16216,14158
18258,8915
19402,1435
2555,12798
11566,2796
12344,2344
4247,8011
22318,523
18566,7946
6032,19037
8341,1496
2227,7189
704,4576
4163,14703
6929,3492
21966,154
2239,12042
15381,6333
12987,17371
22326,154
2459,11710
11937,1130
9162,12041
15376,766
15962,8183
882,8238
3612,2234
2920,14158
20986,97
2696,1617
5520,10316
2474,5261
18276,97
3226,2097
14399,1569
10733,6552
10520,5474
10512,1130
15635,97
9344,3492
3881,1099
14230,5472
13156,2435
12954,249
10542,1130
19676,11294
22343,91
17736,225
13374,97
13419,2376
8868,10954
22346,146
22347,146
4700,3386
15594,1525
7485,7865
16345,3492
14456,211
6388,91
21076,6532
18844,249
8727,22352
22354,10305
14763,407
9134,6467
10077,2941
17519,22357
5702,211
7126,6839
5477,10790
15085,13788
3009,11274
11996,7946
8173,3561
7113,154
12375,1838
22366,211
20669,4784
12416,3934
9123,1171
2316,5406
16968,3221
1263,6573
18829,154
9675,9452
13713,1130
16366,1171
11295,7579
13143,3487
16533,211
14839,97
22379,154
3797,9475
7660,9904
8706,11427
9000,584
5875,211
8879,249
20407,1435
176,7600
22244,36
6958,97
1774,2118
6491,4618
4837,249
20367,3492
21912,154
8722,17314
5160,428
3254,11406
14701,1931
12372,4863
13034,7823
18967,15041
12046,1130
5742,3221
21812,584
17165,8221
5591,12124
4175,6625
6602,14309
15031,6249
15654,8864
15203,22402
1039,4159
4562,4801
1370,10316
22386,523
22411,91
7527,1477
8822,9518
10701,225
3355,10479
20962,36
18735,9623
16836,9120
7685,3219
4342,6573
21331,523
17860,225
4563,7929
20335,36
9990,2002
2056,7581
21053,97
14073,211
19042,146
17950,359
6368,3756
1380,5410
11957,249
11002,4576
14173,741
6346,5248
7364,7121
2306,2529
5466,2604
7653,8858
11084,1562
2196,6324
2879,4366
20707,407
3475,7317
5212,14357
5245,211
14480,3516
6120,11777
3928,13676
14286,225
1406,154
163,14188
20076,211
8061,2435
3418,5225
17374,146
20422,3492
13932,1130
5899,73
8255,3500
12950,13310
4269,18380
17224,1171
13967,14184
16202,3492
5906,7770
7940,4967
9839,7688
11379,14418
7492,4064
13517,249
6156,6812
4136,9275
17615,249
15383,428
2616,1907
11320,1521
4849,369
14683,13518
6309,1145
16636,3934
13798,97
11160,1130
5552,3353
10047,867
2838,7189
20016,1740
3708,10503
7774,6812
18817,1740
6326,9145
20566,22465
16852,8343
5301,1536
2033,5885
9519,3093
13992,97
9058,10802
14938,211
11653,14158
11271,1130
20487,3492
16446,154
22055,225
22477,10085
3938,5471
19830,3821
13883,428
8395,3345
13444,11720
3630,8971
10230,11600
1786,8164
506,10157
554,2123
14544,4951
22486,91
3380,4952
11726,1666
9678,6625
12594,211
5468,12088
21674,36
10898,6218
19980,300
16049,354
8801,15583
17603,73
22493,428
11313,97
13103,2384
18116,2338
10963,7191
19466,8197
22497,146
15682,523
12194,15845
15663,2796
18527,211
6667,11321
6461,225
17524,36
20022,428
8469,6532
20038,407
3129,13983
2872,4407
7965,2097
6079,146
13652,7207
4236,3386
11282,8011
17397,91
1484,3561
18807,97
6018,6779
863,1249
16669,36
10870,2270
13949,523
10181,7688
17633,12042
11714,211
19599,2507
16641,4062
11256,12671
20058,225
20925,428
1357,3792
14991,9479
761,9916
11489,1130
4735,354
21813,146
16605,225
14376,9471
18448,4192
6545,5626
3641,12042
12538,17571
3900,7815
21851,88
3160,9604
22516,91
5196,13518
19371,91
22517,36
16020,36
6410,407
17867,211
10202,10869
10317,10991
5889,1171
15678,3949
22511,146
2526,14099
5898,5268
12692,3492
828,8743
2628,36
4279,8992
173,5626
22076,225
22523,225
1277,3089
22524,91
1694,17371
2069,903
11390,1521
5916,8744
10663,9695
17817,225
15589,14184
18519,73
22086,225
13935,2435
16198,6392
1391,3487
4835,4389
18422,7688
12168,13558
16549,8154
11420,1740
12125,36
1201,249
8883,2376
6021,11737
6764,8523
11166,15102
19790,5249
21268,1130
15223,5316
6607,428
7968,36
3231,1463
14528,11427
14197,97
9965,9692
22539,523
14388,1130
10874,12124
16628,1284
10360,407
3538,5186
1637,4844
8161,6507
19415,154
3282,2161
16299,5346
1860,10264
8223,407
18155,225
17191,146
17839,1496
22551,154
17087,91
8390,10644
1122,354
18235,146
7085,8787
9545,2376
22557,249
1378,15741
1321,867
14534,14441
12575,12560
16987,3934
6618,6974
16276,523
16342,97
16879,225
12097,14418
12742,11816
12875,428
2979,2654
4519,1907
18520,10954
11173,205
5814,15433
22578,1435
22166,211
2115,7664
8627,3462
774,2654
19100,73
16285,16094
15011,5043
11480,3500
4476,11246
13819,154
9248,4899
2489,10244
2867,407
11825,4465
7069,1081
2858,300
5149,91
12479,2885
4423,97
8096,4619
17945,18307
10938,5012
4424,3353
8591,10503
5986,3093
15394,36
481,6567
15562,6974
11618,9594
16242,1496
16574,8864
1869,1604
15889,36
831,7980
6396,223
18231,146
20189,407
16251,523
5806,5059
17815,146
22167,225
20646,3492
107,4576
6628,3856
12339,9415
21538,91
19348,9807
10177,13261
17674,4366
3079,16347
7973,10057
3907,2507
14626,1130
2725,3500
16907,225
19331,6457
10378,97
5040,1723
8860,97
4644,6876
22620,36
13244,211
16433,4161
8673,9968
8471,5249
3678,897
17211,8905
16017,19778
8284,9505
22628,211
22631,91
11137,8479
20585,1130
6476,3219
13308,3445
9589,6317
10803,13310
22134,225
1563,3156
195,9051
3214,95
18281,225
7824,2610
8799,10085
22367,523
16306,9040
14644,11175
6676,9386
14890,1145
10255,17826
22646,91
10666,17831
1635,11745
8990,7837
5567,15136
14916,112
7084,10802
22648,1171
3020,13675
14247,249
674,7765
20011,97
8445,6987
6049,146
9683,1300
4397,3561
22659,146
4805,7980
2999,7929
6960,407
4498,97
3803,1412
812,2435
9146,8971
817,1099
6972,7317
12312,3221
21759,91
18759,428
3713,2435
6985,785
18700,97
1479,2594
21119,225
909,4952
7587,13550
15416,249
6528,3120
3882,11406
15807,8343
9908,9100
14574,225
16841,523
1131,1532
8247,4158
16313,624
21380,97
4034,407
3004,2004
18880,36
12512,1435
3507,10087
16660,97
12415,1130
14731,154
16813,9181
16928,146
4597,4366
6057,11204
14381,249
12068,1569
18093,73
15072,16754
5429,4512
17966,7572
11501,12184
6432,5542
9646,13533
9092,15954
11411,7980
20758,249
7908,5364
11975,9040
15132,300
426,11382
15938,3696
18818,17744
16993,8573
5915,152
19290,36
5281,154
12165,14064
2540,17314
3592,3373
22707,91
6434,5316
8381,91
6651,4366
1545,18877
3520,7600
2788,10337
7640,543
2455,13041
3153,5012
3360,1604
2704,2796
12811,1477
7825,8197
9210,146
19086,249
8876,5542
6742,9330
11951,683
8270,11406
17948,1171
14506,249
12581,15954
14842,97
21315,249
10632,112
4852,4159
16369,683
15862,211
22688,63
8777,146
12686,8083
3759,8011
9392,1382
19350,73
17588,407
1685,4784
9912,154
7255,7189
18449,16754
14823,225
6792,5166
1766,2895
9033,4407
22436,36
7538,2123
10083,36
18306,7176
9029,2654
4733,3120
12681,1130
11852,516
13674,9312
135,11042
6124,249
15706,91
12225,5059
16336,97
12084,6387
12652,10087
5929,8971
18573,225
11599,407
7167,14035
10918,18380
2690,4517
7235,6342
22752,211
15630,6269
1289,10869
20437,17744
7263,91
11447,4804
10707,17826
19069,13675
8710,3492
19070,3492
11784,5472
17299,225
1793,154
13170,1130
14992,8378
13449,6613
2029,1014
15086,523
18614,1171
11634,146
18983,225
19043,14309
15629,7024
22775,36
10302,8784
19813,36
22473,36
21547,1130
16550,249
10454,13320
18478,2368
6962,36
13673,2783
16471,2338
13100,9415
13464,8389
6142,5251
14439,17371
10376,3156
98,11406
20260,36
7489,9438
11301,17826
5073,407
387,9789
8513,5125
2252,1668
7732,7859
8058,9521
14440,91
3921,3516
11006,1382
18032,1171
9813,36
4587,4465
19552,97
3864,8683
10411,11152
7329,7166
1619,4993
20653,2435
9421,9696
15214,97
21470,3954
17160,146
8393,683
17057,15047
3223,5222
18882,6208
22385,154
17738,407
7582,15548
18322,36
6377,1130
14268,343
10341,9471
16051,15053
5748,7572
2683,1130
2680,6779
3433,683
17488,3492
5399,8544
12111,15741
4605,8908
15602,10316
16318,211
14205,225
9791,18307
20809,73
19935,91
7827,10244
6716,1125
16084,13632
22180,91
14044,88
21595,1130
1799,13261
8407,4266
2396,1536
18714,4407
12738,2421
14843,249
11015,1244
16565,12184
5359,857
12807,24
19284,1171
7248,8992
12255,3264
8804,369
3901,4591
7762,4179
9323,953
8156,12560
16310,6613
4531,7524
18680,225
21871,146
762,9521
12288,6613
22838,249
187,11406
5231,11294
14768,1435
14040,9312
21724,91
11719,12398
7327,97
17089,97
10419,97
7868,6766
5279,9089
8160,1530
20800,6573
5051,1995
11774,97
13295,5146
9290,3492
9527,1130
17439,6451
12545,8479
15932,249
21524,146
4503,10025
17903,407
6459,13675
10622,6408
635,4363
4665,1562
8487,10612
7217,1046
490,523
6499,13675
15400,154
19490,1435
20063,428
13635,180
12991,225
3742,97
3493,5340
2090,3923
1421,10991
13551,225
1386,2268
21016,3492
15017,2435
17562,91
14493,211
20385,3492
6083,13788
7117,1171
14289,10802
18465,211
12659,3788
5170,10518
13565,97
17882,97
20910,8261
15018,249
22490,225
1164,330
13042,1171
22868,2319
600,12124
22869,407
6978,6147
21846,146
6952,24
1960,2280
22434,428
689,9157
5223,6860
5795,428
5763,225
18823,428
15661,6170
17581,11152
854,12124
19005,16094
16170,97
20249,3492
447,22879
7046,11984
3114,2268
10813,4016
20259,4465
21051,36
14988,205
15760,2737
4775,4981
8930,249
11959,6133
8814,5340
4401,9692
16903,543
16658,1075
2504,6537
11334,249
12467,15041
12669,3492
772,276
17762,14418
4764,14789
22894,3492
8187,1046
11649,2319
3815,9518
3767,36
13135,407
6200,407
9306,211
15563,5671
11412,6457
8039,11051
20001,249
20534,211
20932,5498
8517,2421
12706,4328
6706,9120
17849,211
21197,523
13793,6387
3343,9181
13400,523
15500,97
16302,11745
16895,428
9524,5470
21652,97
15623,523
3638,15741
10239,15741
479,91
4004,4981
16279,146
22914,211
12265,2015
1392,1720
18985,36
13025,8197
1261,1171
12666,397
12118,2435
445,2994
7558,3756
1077,5471
19091,8164
4050,14703
11547,5346
2849,4989
3929,343
14835,146
8293,2368
15986,11257
4140,8197
9515,8853
10555,20634
10228,3821
6710,22931
19458,1171
8557,6451
4174,523
12279,4870
11742,225
3123,5751
15262,249
13330,2740
3175,2937
21319,91
12676,1762
4059,15878
1631,18380
14403,14048
12556,6389
17100,407
15826,2435
5839,3089
22948,154
2551,8479
8028,1617
22949,146
8848,6625
1176,1130
1693,4517
8324,14467
18662,73
16517,7191
6598,3954
7904,2994
13994,661
15704,1130
11926,4497
12172,16410
12232,1081
13638,1130
22784,36
10873,9089
13648,1130
1032,4118
934,1130
14424,6272
9647,2737
11739,249
3816,2580
13915,9415
21046,1130
2356,14482
2531,7544
15215,3221
8204,12212
3722,2004
16070,5611
3757,211
18846,211
5409,6633
16038,6408
21469,1838
6343,428
3565,5186
10604,7524
13507,7340
21515,36
12382,152
22986,211
16400,1224
4611,12057
4440,8402
6988,407
2825,10098
322,407
1661,328
12275,14467
19580,428
11755,8315
20858,523
22992,1435
6419,2706
11351,6812
2661,1125
7870,3561
17031,3120
6355,1901
16700,9968
16655,889
9427,154
22998,146
20392,3492
14891,6563
23001,3492
18474,1171
15975,1130
4325,4512
4323,5186
13845,1130
16753,11931
8792,5186
128,3386
7801,2022
441,1562
2589,5683
13396,2270
13936,9275
15543,91
13685,146
22621,225
11139,4294
5841,18329
10690,10503
11631,4784
17869,225
6614,5871
4301,7283
6394,23012
15970,211
20,6317
3253,3492
11804,14048
8998,6269
9416,2435
13668,3644
1956,10951
19257,73
4361,523
237,2796
3087,359
22000,154
2168,8915
3624,1130
797,8971
2301,15776
20732,36
22126,249
9532,4366
19867,73
16949,657
3817,1562
1963,6138
3857,8424
8639,4951
9236,7340
7179,225
17198,428
18885,73
21289,15583
13562,2435
22563,428
10855,8051
13724,3788
16514,3954
23029,91
13854,36
1065,407
13011,3267
16075,3492
16073,1130
18220,1171
375,1541
263,4589
12589,4294
21753,2435
20325,154
18005,23039
4124,91
23042,523
7452,7469
11039,2338
10688,6366
2360,5919
2164,6860
3052,1668
12071,5130
11428,211
3582,6567
9019,12041
15254,4064
19029,3018
1246,11427
1655,1300
1082,4576
21411,249
4865,8402
1729,9904
10270,91
9736,9518
9795,6474
20424,249
9801,211
4205,5130
17702,73
19840,2330
14820,17088
11024,4514
14505,2435
13032,249
3059,9917
11695,2311
4182,15136
17652,9594
6197,10518
2862,9145
22541,146
21015,154
23067,146
16199,3181
10532,17425
758,8422
