atdate_inv_1,atdate_inv_2
1755,22849
277,19408
174,4068
401,16953
638,33533
8035,5817
182,8856
280,61913
254,741
280,5309
401,45537
658,64364
372,13208
280,2662
612,11917
277,13208
70,5546
174,24702
3226,30
254,3192
401,65797
12225,2304
280,9979
10656,2563
1294,377
658,54492
658,35076
277,6339
20310,5877
1204,729
638,20886
1755,1176
658,5703
272,1921
9961,11489
401,1459
277,65882
596,7278
1755,103
280,2563
193,7293
182,7810
277,763
12639,1025
7184,1263
328,6805
658,8800
280,10479
658,12823
1755,859
401,49057
272,6831
638,4258
277,30483
254,3877
272,279
17877,116
182,1052
401,18092
14762,3034
280,9141
658,65941
254,34587
1755,11679
638,55342
280,5254
193,14293
612,6846
174,2830
355,6911
182,6340
182,4586
372,4580
6624,5546
254,71
727,1952
1204,6805
272,2242
727,2390
401,9294
14867,2682
254,5803
277,5285
658,23902
3220,8297
431,36908
182,4090
658,7778
182,32568
596,10199
1755,13333
1024,8085
272,7911
658,6773
277,11053
182,8112
596,6067
372,14464
658,12887
8668,7293
280,1586
658,52816
6783,12798
638,5228
182,5644
277,66056
182,13926
16008,3801
658,64228
372,14372
401,4851
182,3438
596,7712
596,1575
272,42760
401,33097
638,36950
638,46511
1834,11637
1380,13357
7482,2348
372,7872
638,14500
1755,25474
401,10818
277,66106
638,678
1755,2658
658,4653
277,7540
372,7540
401,16172
727,3974
277,3824
401,17636
254,48020
4971,11709
254,1843
372,17008
254,1655
272,7419
174,5301
66168,377
10656,3701
174,759
8640,2832
401,19412
280,1224
3069,2205
2681,3701
277,34228
182,5379
401,29696
2087,1538
19805,14433
431,1655
9521,4580
277,7478
193,726
546,2163
355,1176
277,8076
658,31752
182,26027
1821,347
193,2682
182,3916
431,430
193,2390
612,2563
277,29017
9826,3124
372,1952
4785,2605
1204,16049
372,3473
280,7419
1755,3453
1204,4998
1204,4327
546,11709
11329,6709
254,26574
22186,913
1204,1546
658,31176
658,57181
254,24000
638,485
182,22218
182,39520
401,20643
20922,5598
254,1675
272,21826
638,356
4971,4439
277,700
401,50087
58351,8495
372,71
658,30131
174,7151
596,19643
401,799
272,16143
277,2302
372,9147
658,24281
254,11092
254,4977
272,4439
638,5215
638,5334
4971,11039
272,51874
277,26240
254,7712
182,6205
182,30
372,17931
546,10715
174,13879
254,2302
638,16858
254,15774
193,2971
280,2696
182,4980
612,11029
638,3029
638,22193
182,1295
277,61887
372,12706
596,346
612,250
275,1472
372,21491
277,15516
4557,4692
277,173
272,32155
401,8767
277,356
174,6805
254,17008
372,14617
277,61666
638,18529
193,759
254,11118
638,56431
2613,6101
277,3275
193,11144
277,5228
401,7868
596,30191
1755,9128
4488,13476
401,19220
272,2390
1755,6431
193,2737
5893,741
254,3161
638,39772
638,22429
596,6070
658,2302
401,66575
182,17889
638,32937
401,1295
372,8272
658,4099
9826,2022
401,48020
277,1052
658,2211
277,4884
658,2454
372,5010
277,2682
401,370
638,1811
277,3258
182,66619
277,19643
254,5836
658,3221
1024,2022
193,1263
254,11917
1294,16457
1755,23116
254,9133
401,7192
658,17143
638,18716
182,7282
19837,377
277,6859
174,351
277,250
546,299
638,16516
277,52212
328,9682
272,2729
328,12301
658,41502
401,7858
658,39477
277,5397
658,15976
277,1744
277,47316
254,4489
4971,71
401,35053
272,31015
658,11118
5955,2169
2087,1434
277,66690
372,1538
277,23016
182,4728
4971,2224
5104,1434
372,44674
401,9463
277,59284
254,45634
658,6738
280,745
12225,19213
280,2022
277,21826
272,27369
254,23116
401,11779
6114,5546
658,32002
44297,3777
182,2111
612,8712
372,35087
254,9497
658,11565
11329,71
372,28011
2206,1645
372,544
4835,44428
277,11779
174,2563
727,7128
372,3975
2087,349
638,11709
182,17643
596,2211
254,763
596,22431
658,8870
182,29571
174,18169
658,17604
372,5954
174,5621
401,44428
401,2572
4487,2205
638,1881
658,19226
401,23016
277,66841
1755,11971
401,43031
638,5637
277,3724
658,31577
638,15352
272,8910
277,66861
1294,10294
596,347
22558,2682
280,18716
4855,6167
658,25053
193,377
596,295
272,23915
372,4172
596,14411
277,20081
372,1656
182,34491
277,29065
328,11895
10714,103
277,5754
254,6980
1024,351
254,61643
372,9812
277,14697
638,18973
1755,1191
272,19229
1380,745
401,24743
1755,9812
280,10177
22558,4242
277,31040
658,7921
372,9463
4971,494
1380,6805
3139,741
182,15516
658,14074
280,6045
328,5215
174,2224
6624,8815
182,17894
612,7293
258,6050
182,2723
401,9591
9817,2205
272,11779
277,760
4898,116
372,13497
174,1628
12660,3930
638,9681
280,13647
658,23335
401,1656
193,33756
277,31015
12225,7485
658,17889
401,24498
67033,24354
272,16049
280,14293
174,5215
401,9274
727,8459
596,729
401,37954
280,3258
2681,14390
277,327
2389,31104
355,7902
638,4973
277,3421
277,26907
638,11192
1380,8655
8668,760
372,46675
277,66268
1294,4242
596,8755
328,4973
277,34750
277,5828
277,27787
254,1288
401,27859
193,41506
2212,6131
254,17255
182,943
638,44329
4898,11039
401,35087
8640,47254
254,2169
372,13475
658,38052
277,26505
19805,19164
658,1143
1204,532
254,25809
1896,3801
1380,1176
658,15966
596,6805
1380,30
372,15516
272,6911
1755,1138
612,22643
612,12446
3139,759
612,1138
254,11892
193,4570
596,5962
638,32568
355,1655
401,21533
182,13281
272,2269
1755,18189
272,29666
401,2682
7184,36950
182,61617
193,6846
2389,5817
638,20495
596,4570
182,2737
658,1071
401,31310
67256,299
401,7569
546,63218
280,2626
401,2298
272,834
596,33160
277,194
658,38991
401,2302
277,4814
254,1884
355,5463
254,2061
658,2737
14867,377
372,36557
401,2013
280,67309
272,10982
638,20759
254,23421
638,1399
658,59502
280,4751
272,116
272,977
638,2605
372,2382
638,9231
401,2760
638,34755
193,4556
277,16141
277,18189
272,103
182,3275
638,6233
658,6805
638,27543
372,16448
4971,2563
328,1203
372,36571
182,17604
272,18092
4855,11118
193,13475
401,356
2212,67395
401,2643
193,14411
277,7596
401,17008
272,9979
277,14493
182,32146
638,5889
254,5463
638,18169
372,3974
328,14426
280,58248
658,24800
254,21731
596,1176
727,5008
1755,502
280,26658
277,21731
727,5356
174,3720
272,1774
272,4692
254,28438
372,24627
546,63414
638,31058
277,3742
193,30
638,6534
272,13333
277,14348
182,19095
401,4532
3375,60139
280,1774
658,5215
280,4692
372,24599
638,27588
277,7902
40886,2658
272,4242
254,23902
174,13530
254,8391
658,67488
596,29704
401,664
658,37090
355,3880
596,18169
2087,1721
612,5817
277,14049
11708,377
254,26658
401,7540
16939,2022
658,13528
182,24177
658,11399
1204,7151
596,2473
727,2682
658,7712
275,2832
59512,8459
193,1191
372,3313
277,2867
182,24931
1755,3279
1294,4751
280,4286
7482,1835
258,45545
1380,2170
596,8877
277,40121
254,65053
22558,2708
355,4382
658,3091
272,4997
612,18117
658,32882
272,7128
658,1263
254,16295
193,1188
254,10715
658,38427
4855,6805
4971,2626
401,13
401,42760
401,2091
254,7810
1755,15247
638,10928
658,40864
272,32146
372,34491
638,23360
3939,2205
254,24200
12639,14211
280,31542
401,31886
612,1434
10714,299
254,1705
1755,4827
277,3283
174,356
272,3275
14762,3124
277,5309
638,20117
280,494
280,28640
272,5008
277,4252
638,43961
174,35725
328,8877
2212,2269
182,8262
401,40074
254,9963
277,26027
277,27668
6624,4692
254,9207
182,5498
372,13014
3398,6617
1204,2205
182,6418
277,33097
193,22934
658,9387
277,13785
8668,5266
658,49493
320,2022
401,21561
277,21451
182,1235
638,34384
355,25967
182,20009
254,30131
401,48240
277,32307
4971,3034
277,16520
272,154
401,7872
401,18621
658,8256
596,3406
401,2563
277,3091
401,10333
254,24426
658,57584
254,15207
25375,3701
277,18169
182,22553
431,2737
355,12243
1755,3935
4855,448
182,7766
612,1645
638,30587
277,22747
4557,11709
4855,71
727,9591
3398,6101
182,29299
638,9027
401,31775
3375,1575
272,23425
277,34999
1380,7151
431,4915
658,31568
7028,12536
401,6067
182,7293
280,6101
401,9036
254,4723
10286,2022
277,1586
638,34505
638,6401
612,3007
1755,1347
182,19650
658,10982
658,7485
596,10042
2290,1738
4971,4580
2356,3970
355,3701
1380,3938
254,1546
277,12085
612,279
372,5995
372,6911
6783,2205
401,2508
254,41506
727,12446
658,25416
401,30483
67956,4242
658,2830
277,595
277,23218
401,21123
401,763
355,1538
277,5254
401,37148
277,14629
8640,2563
3220,826
277,2870
638,57056
174,36493
277,24724
280,1719
638,136
174,6386
275,2563
1755,3701
658,745
277,35851
658,18187
658,24616
328,17214
182,1555
401,27134
401,28010
182,22431
182,21283
4557,5546
401,13208
193,3946
596,13879
8035,2169
638,3631
277,42047
6232,49727
277,27011
174,26034
277,54657
174,5610
596,6981
355,5379
8035,2563
5955,818
1755,403
272,59284
174,10220
596,5817
612,4556
3766,2682
174,3161
254,4851
658,7540
1755,173
277,4692
280,8297
596,57146
277,41493
2087,494
2087,3283
401,225
658,6045
638,2211
658,8047
9521,2205
401,5836
182,7556
182,5227
3220,1645
596,1288
401,21956
596,11029
182,18187
2206,3701
658,6681
355,6067
254,41404
19805,68178
182,103
658,741
182,2443
254,4556
1380,5877
182,27134
638,19457
277,12362
5852,7485
638,11197
277,5356
193,4327
1380,2971
596,2626
658,7868
372,2022
1755,39532
193,1800
372,1546
596,18716
401,448
272,10520
3028,47755
277,41950
272,14411
280,279
6783,19805
401,8800
727,2107
638,11665
401,25760
182,595
727,4327
277,15288
3398,700
658,13684
596,14293
1755,17097
272,1962
272,2737
182,6045
12660,1025
524,5444
401,2348
1024,11039
401,6192
272,12348
280,7528
272,3714
277,465
254,30
596,8712
254,24483
277,44388
182,20973
254,21811
401,68326
12225,308
277,5008
401,8653
401,502
254,7072
174,20326
638,1107
193,4213
4855,2205
1204,1575
401,30902
254,10479
638,1052
7184,7485
1755,2242
596,4692
14762,2269
401,50738
174,760
254,347
280,2806
254,15288
182,68400
258,45727
612,3029
22558,3034
372,8112
612,3631
254,295
280,4693
355,5806
727,1459
174,12758
372,24743
372,8835
182,30846
658,597
596,3027
5955,2658
638,2971
277,22669
182,62691
638,657
401,5379
727,11971
596,5397
727,2022
277,735
658,68442
658,5438
658,17461
193,3797
401,67334
277,13865
254,11039
1380,5621
612,16986
372,3222
277,4530
8640,1138
596,14462
182,6980
277,339
254,3537
280,3724
3398,1025
658,1655
546,2682
372,2572
638,43121
1204,15600
372,2291
277,7278
7482,377
277,35029
658,30281
254,56066
23262,11565
401,2390
372,64067
254,51637
277,28217
727,1295
7184,276
401,56324
638,3171
596,3161
3139,5546
596,21450
596,9638
638,2111
658,2486
182,9393
658,63729
12225,2682
638,20292
658,6859
658,61846
53394,377
727,12758
596,17604
254,8655
401,78
4488,5444
1755,2708
2021,321
277,1062
272,30902
658,19851
51063,2205
182,7445
401,3730
355,2996
174,24931
254,565
20922,2205
3398,6981
328,11709
658,68591
4855,3701
638,1645
658,24599
372,12062
272,22643
5893,71
254,2870
254,24743
280,11187
596,4532
372,12602
355,19932
658,50524
658,9231
182,7032
5955,3701
277,4382
277,19213
328,3421
174,2951
372,22577
277,25308
401,22505
277,3777
401,5377
193,1203
272,3143
1755,55077
4898,7485
546,2170
727,19213
280,4252
596,17733
638,6101
277,3475
272,2626
182,403
3398,1774
596,2643
596,2830
401,27989
258,6783
254,6762
182,14659
277,2813
1755,7865
58959,2205
401,547
1755,6161
272,19457
5331,2205
658,67495
355,19226
355,194
658,913
182,1389
638,1110
23262,5877
1204,194
638,8095
254,14295
658,278
658,29384
1755,9383
2021,2205
182,22577
182,5637
401,29447
638,14954
8640,373
638,28217
2613,5896
26687,5877
638,29194
638,45861
1755,8076
328,25810
638,2870
277,16049
401,11637
401,347
275,35197
254,17636
1755,351
258,1896
2087,741
254,8680
5135,5444
254,2397
638,6855
277,61469
596,5227
401,4964
280,13131
431,116
638,1061
1834,3938
277,2662
372,901
372,12834
254,9062
638,51088
727,2486
1755,19851
277,34384
254,13208
596,327
4487,31667
3028,55734
280,3935
272,11571
612,8680
658,1966
277,18622
254,1835
193,11892
4971,377
596,13810
272,57563
1755,5008
272,24931
638,12151
401,3434
1204,346
401,24758
1574,1266
12225,1781
658,14348
372,17252
355,3631
1834,2022
5135,8812
277,24566
182,13111
638,64364
1204,273
272,4570
401,40197
372,8957
658,1299
638,25436
182,11946
596,4572
658,13413
277,3537
8668,2205
8640,3916
1755,9681
280,8655
272,3395
658,21214
1755,7344
401,59331
182,13014
401,12846
372,1145
372,3773
401,68999
328,1255
328,20226
3398,7485
658,68266
277,202
596,5116
638,5597
638,2126
372,47254
254,9012
21847,3124
658,1891
1024,5546
272,22577
727,1962
658,17150
372,6846
372,7128
275,7436
727,7485
372,23360
277,20973
638,22934
1896,1895
277,1481
182,2806
277,30191
658,4915
1755,50790
638,9038
182,27543
272,2443
16008,377
254,2729
254,9990
280,21724
280,7293
2356,2348
193,2563
2212,8712
182,3143
174,977
328,377
277,15220
372,7998
280,17929
2389,3801
254,611
277,5527
254,24177
280,8179
401,30191
638,1952
372,23556
658,40480
182,2539
69121,2205
401,13082
401,48160
277,14411
272,8767
277,40197
596,3034
182,10080
5852,901
372,5712
6114,5754
638,24016
658,4240
1755,9295
4855,1025
182,3959
1755,68168
638,40580
638,27634
254,25760
254,2390
193,18071
272,1942
4855,7485
727,34022
638,1138
727,11814
4855,1472
254,276
658,14951
277,6071
272,5379
355,1962
174,24354
596,19650
401,24000
277,22063
182,2302
3398,2390
596,3421
401,9531
401,8390
1755,10473
193,4998
182,9036
277,50695
182,8812
1380,3007
1755,7902
328,2302
2613,2022
193,2082
6783,5444
372,4327
638,4090
254,10173
1380,21135
182,1675
193,5962
372,741
727,9191
1755,22429
182,10715
277,17786
638,25904
372,18187
277,12602
174,1138
431,7485
612,818
355,11917
193,12459
355,377
658,10975
277,69285
372,37090
1755,864
658,485
182,15415
638,7902
272,8800
5893,4242
8679,377
727,10928
596,7283
372,5464
32637,377
658,69325
1380,2832
328,3935
11708,6709
182,5215
272,38427
3398,16049
320,1368
596,3192
277,547
638,2390
280,7192
277,4693
401,15774
638,21830
258,255
401,20020
182,48004
2564,1538
277,11199
272,347
3332,2563
277,36854
328,8429
658,25014
2613,2205
3375,24483
182,7128
638,1459
4971,759
596,6522
658,20759
727,27424
401,13945
12120,60291
254,1266
372,7911
280,642
1755,19232
182,11917
182,9906
401,11665
596,745
328,351
182,15207
254,25904
658,68571
401,2830
9961,1434
277,2063
658,759
638,3335
638,5546
1755,5129
277,11738
280,68442
272,24000
3778,3406
37424,3075
277,31058
182,33097
658,22846
1204,17152
401,11982
182,3161
328,943
638,13075
182,7485
401,6960
431,2205
372,826
182,1962
70,3062
12639,1434
6114,10208
658,4935
638,26907
277,8815
401,10729
638,494
27461,2022
277,33756
254,4580
277,41330
3220,611
174,3898
277,8161
658,8011
401,6919
727,2723
193,15918
254,4570
372,17786
3398,4439
4898,2348
2389,2563
193,2832
372,5501
182,36714
596,3007
658,1675
372,3652
1204,700
280,11409
658,14666
277,7480
280,373
638,37437
658,11494
401,44388
727,763
1755,5621
401,32882
372,943
16008,39951
272,6070
638,53
32637,299
280,3811
280,9038
280,13952
658,10895
272,4693
1755,116
372,30275
658,6339
12639,16226
372,9416
372,9681
401,6379
182,6401
12120,18775
277,17143
272,17889
401,22669
596,6980
4557,4556
4855,627
2613,4051
12660,20226
182,9295
272,52905
254,19650
272,24266
658,309
277,1457
401,7278
372,759
372,6226
5955,3034
182,20495
658,3797
727,6831
56075,2022
2212,21487
277,5703
8035,2205
7184,71
182,48753
372,7766
272,28438
401,38193
8668,4580
372,3189
3939,1575
254,10895
1834,2563
727,3034
277,5006
401,5737
50343,2205
272,26974
612,494
272,3773
372,7436
596,1738
277,8653
272,356
372,1774
182,21811
3220,494
658,1457
2087,5463
727,5836
401,63463
658,1555
19805,25377
638,23239
272,19095
638,6418
4971,10294
280,44796
355,3143
182,48184
372,17247
320,71
401,35851
546,12282
277,43961
401,1811
401,60070
401,4692
272,22362
182,6859
277,7208
254,7480
1896,8085
20922,351
277,826
401,10408
254,6921
182,57046
658,38116
272,49871
401,2870
658,50962
272,1061
1755,3406
277,22229
182,1546
638,39224
372,2951
3069,1061
277,25760
2087,2682
277,69793
277,24903
5104,5546
254,69798
546,4242
182,15978
254,35741
254,14493
277,245
638,642
280,24354
3800,49654
658,1656
727,13208
401,14853
638,69820
372,735
1755,18005
638,7766
272,24354
658,9161
193,3333
254,2682
254,37250
277,19851
280,2390
401,3764
546,33065
272,10174
4855,3938
275,4382
272,4980
355,17636
1204,6709
254,1901
401,2111
5331,47223
638,309
401,8614
727,17931
401,19029
328,19095
638,42334
174,22577
638,18879
401,7420
596,321
174,21724
272,8429
596,3480
372,6782
2212,5896
272,5836
21847,377
401,4099
277,494
56075,103
638,2082
8679,4047
254,35908
254,35878
277,28144
638,15742
638,11140
638,3877
355,1719
401,5851
658,32293
277,10176
174,327
372,532
277,4171
638,972
658,35029
2290,116
658,5954
372,18073
401,6632
182,69983
5331,3034
182,3935
8668,10815
272,14839
174,18640
272,6431
658,33204
21847,3034
638,10597
638,32873
254,8172
174,5440
1433,1176
275,20226
182,24016
12225,700
658,35382
277,11469
1755,3845
401,31542
658,1575
277,9393
280,17252
372,7660
182,15288
6114,29926
372,5334
174,642
372,4489
6114,2269
1755,9194
401,1188
431,2658
727,1381
401,35218
658,8262
658,16580
2778,1895
254,31201
401,2372
254,48779
372,7445
12639,5546
277,3791
638,3845
182,9231
254,23802
658,8367
258,5135
1204,7293
658,17214
401,12798
174,5134
272,71
280,14954
277,23402
658,12243
638,31310
277,11756
727,8297
5852,11779
401,9963
638,18622
401,42513
280,1368
401,7327
280,2996
6624,3034
40886,377
6783,1895
596,7711
372,11814
372,24000
37485,299
193,1637
182,2327
272,26516
1755,8856
3778,9044
401,54362
546,3701
277,18621
182,14390
401,16520
658,7278
372,9624
3220,818
30017,11565
401,274
70,4382
401,11515
401,17689
596,575
328,3273
193,12446
277,16629
280,11029
182,18092
638,29753
277,3720
401,7660
401,3091
277,7282
658,39520
254,1628
277,22193
5135,13111
596,39607
3375,9191
524,19805
1755,65023
280,6226
182,1835
1433,11695
3220,1025
182,1349
280,3029
277,11895
658,5497
2087,8655
328,1835
596,54268
372,2126
277,279
401,1059
658,51874
182,1945
401,42608
372,6798
401,10753
638,10329
272,4728
1755,8712
254,55438
658,10815
174,29299
638,16334
254,351
372,25952
182,27528
638,18193
401,2205
658,20858
1755,628
2564,2563
328,46370
277,37109
658,18688
277,28554
5852,1645
3939,3938
658,65430
401,3773
727,25053
254,50770
596,5215
658,5817
7184,2526
1380,62455
401,3797
401,35913
275,3916
372,2682
372,8870
2290,377
372,2454
328,2760
174,5498
372,10173
658,1921
658,18021
355,745
372,1266
1204,373
70,2169
277,6431
401,14049
612,11039
193,7902
524,2205
1380,759
401,7759
638,12598
280,14372
638,11814
280,42
25375,377
10656,2348
272,3258
254,2224
182,8459
638,27379
277,31310
372,61439
174,2052
401,5676
11708,71
254,17476
277,9565
596,3540
272,1255
596,767
277,19554
254,6104
8640,8655
272,4751
1024,4692
254,341
193,18676
182,3974
277,51195
2087,611
638,8429
372,17803
70483,377
275,3701
193,17604
280,24000
277,9516
8640,2205
596,992
254,770
182,9990
254,21633
37424,21487
328,12598
182,7625
272,3898
254,17470
727,3421
277,18003
658,5505
254,17961
658,32237
272,56985
272,4382
658,11092
401,36601
1755,38991
277,12390
401,5548
272,4213
638,9194
277,13510
22709,9044
658,2351
355,6846
328,5546
277,67414
3398,7293
174,32512
1755,2443
21847,2170
2212,2563
355,2169
658,14202
1755,22755
2657,3701
401,745
372,6884
182,1952
355,276
272,34254
638,10729
3069,10220
1433,5817
11329,2269
254,6226
638,11565
658,21282
638,12294
658,10674
401,759
8640,4439
70,1368
272,1645
272,4090
1755,2835
182,14074
401,13125
401,14979
182,2643
2021,2348
3069,11709
3069,4751
174,4489
372,128
174,946
3069,16226
1755,5737
193,5546
638,763
658,4580
182,2943
355,946
658,6831
277,3938
193,3027
638,1434
372,6386
277,4736
193,26505
2778,8812
401,28813
658,19797
272,7528
727,2351
272,25760
3220,4439
372,9696
277,56066
277,70312
280,356
372,5377
658,55303
277,10078
277,33069
182,38022
174,528
277,68128
401,29299
596,34022
182,22015
401,21818
638,465
372,4201
70747,4047
401,5828
272,12243
401,16267
401,8047
9826,2269
596,6340
401,61428
401,12496
7482,2022
272,4851
280,8957
401,327
1755,2169
182,32019
355,14372
1380,22846
182,33756
372,9863
182,13139
258,3778
5852,8459
372,9318
254,1216
280,1575
277,17017
727,11917
277,17102
3069,8085
277,13297
10286,3034
658,10901
596,21905
401,2738
658,24354
658,6200
3220,23360
272,9624
272,1381
1204,356
638,12684
277,44794
193,977
1433,20226
401,10208
658,50151
280,19643
174,6981
401,3975
277,20886
254,2473
182,9044
638,23143
254,40480
638,7831
401,29398
372,7282
401,4458
638,7327
4487,45866
1755,9900
658,56897
372,22420
328,3143
277,3078
638,1675
174,7984
596,10815
174,1962
372,17089
193,8655
658,13357
10714,116
193,308
1755,4728
401,128
272,70883
372,6660
277,1841
277,2943
254,5334
1755,5851
596,627
254,5195
638,1942
277,1176
277,17182
5852,1538
328,38991
277,2696
4487,44762
277,17303
254,33097
596,308
1024,1895
401,6961
401,6859
37424,377
612,3974
401,1800
280,70117
658,27943
638,3959
401,17017
401,9
174,29101
372,53
5135,8085
638,12619
1755,3568
254,11489
401,5010
1433,7485
372,12367
254,5071
596,9075
658,36162
1755,5294
9961,377
6114,2658
3398,5379
280,11042
12660,2626
6114,70984
6783,3540
658,47186
658,70993
596,2738
182,6632
272,2291
355,7911
596,250
658,20292
2389,1895
328,7998
280,8085
596,17264
277,44823
401,377
272,19412
174,22512
658,23197
401,24774
596,12301
174,1719
638,53813
401,32155
20811,116
5955,2205
1755,5836
182,3540
372,37437
658,36771
401,3752
4898,2205
280,7755
182,11662
1204,14293
355,532
638,6192
272,5129
12120,15373
272,38257
596,17889
3398,1895
182,10895
401,3938
54399,2022
272,309
254,20759
727,3631
277,1320
23262,19096
658,67084
638,3091
596,40905
638,7420
272,6332
277,7072
658,1825
372,4769
174,8712
277,5896
4898,4692
727,9965
254,16516
254,19929
277,35028
727,5712
401,16143
254,245
277,8022
2087,5266
277,71153
193,13983
182,14481
182,49716
638,5463
401,6431
372,1621
182,26046
658,18189
182,26505
727,7568
638,2372
182,5712
280,6805
182,5397
658,15247
658,772
401,17146
182,71180
182,3027
401,27746
44297,30
658,547
546,70677
596,13585
272,70731
277,3797
174,21487
277,1295
638,5209
401,5505
658,3279
1204,5266
277,7755
401,69424
5331,62866
1755,1647
638,7708
727,6418
638,44826
280,10220
372,16141
254,31158
638,29384
193,1295
174,1738
596,10247
272,3434
182,4769
658,21487
658,779
277,3974
193,12758
596,21135
372,2397
2389,2443
277,11663
638,4327
277,1321
16008,11565
10714,22841
727,194
9826,700
280,8390
355,5711
612,13879
638,10294
277,71275
18886,1299
254,5711
60439,24354
658,11348
174,2211
277,29299
70,2170
12225,3034
277,44693
2778,5444
272,19220
6804,1575
182,13547
277,39451
372,25904
182,25810
272,33634
277,3946
280,8910
401,11039
277,34505
401,1110
401,23802
401,43048
658,3078
401,9965
254,11574
6114,2708
596,3399
272,13528
638,8749
182,11982
372,7793
3028,4380
193,3916
254,19311
658,61250
280,16295
182,35878
182,2682
401,1256
280,16991
8640,23360
1755,9075
277,38257
638,3701
272,2018
1755,13092
596,7778
254,4053
254,2658
638,3007
372,1962
546,11118
431,636
277,11837
254,10294
1380,14394
272,31775
182,5703
658,8835
658,23016
727,6757
174,7921
596,5379
277,1352
280,1884
193,32198
272,1263
401,3121
638,7759
658,344
658,42110
3139,1434
401,20858
22186,6694
401,6101
41508,2205
182,23988
254,6919
1204,5397
612,11118
12639,13879
658,8856
638,6522
372,760
658,21465
401,3143
355,4439
3139,2022
1204,6981
9521,8085
174,2996
3069,1434
1433,4439
3220,321
272,9965
328,9080
14867,70693
174,9191
193,1645
372,31886
4971,8815
1755,6534
658,14295
638,10497
1755,22846
3398,13357
254,6831
638,10426
9826,377
1755,21425
182,51635
1204,3938
182,52820
277,51635
4835,49654
254,5872
612,47376
174,7726
401,27251
182,14293
182,1274
638,3660
182,59137
658,61519
277,11192
638,2394
277,59378
9521,3801
372,11779
727,5350
638,14230
254,8815
258,71561
658,24931
658,48281
638,3313
638,760
328,7293
277,37865
272,14426
638,40121
258,1708
638,901
658,23378
3398,1295
277,13281
372,8894
275,71
638,7283
272,5490
277,7984
1204,11118
1204,3421
638,48580
254,14303
638,17252
401,18394
596,19401
638,40905
277,14464
372,6811
182,4977
658,15352
401,341
658,8161
1204,2658
401,2708
272,3335
638,12834
401,8095
254,9173
638,37954
372,19113
272,4973
280,5168
5104,2626
277,1266
174,9318
638,24627
272,18189
1755,321
638,51767
638,61671
275,7293
272,194
372,273
355,13879
638,6831
372,628
638,4691
2389,29041
280,7810
3778,8812
182,972
12120,1575
174,136
280,2473
4855,4439
372,15288
272,19213
174,5791
272,1459
638,10722
280,30902
280,15415
658,71678
638,10208
638,14633
401,7220
3139,7485
8679,2269
254,19457
328,3417
596,9080
182,31457
277,10940
372,44722
1755,1400
277,9559
355,3399
182,29797
277,63861
638,7419
638,71707
254,3974
612,943
254,8812
14433,37677
277,10737
280,5995
182,8835
23027,2658
372,14914
401,14350
658,5254
638,5896
727,5672
254,11197
401,18042
3778,8085
280,24931
277,27634
174,18117
658,7828
174,502
174,2658
5852,1434
254,26925
182,71568
254,66619
1755,1389
1755,972
277,19401
372,32568
272,5350
277,1881
272,36993
1380,8297
254,11003
638,17146
658,26505
277,5350
254,10928
182,28859
193,3880
182,11187
612,6981
638,1800
1755,4053
638,6859
2613,116
182,17895
372,7569
638,11225
1755,12243
1755,23360
272,29806
2290,2269
431,8952
638,5610
254,11557
174,11779
193,10783
280,23902
277,19114
1755,61103
277,1983
280,11039
277,4063
254,15671
1834,8655
596,35732
280,657
401,245
638,3
658,37941
4835,11565
638,15978
272,13585
401,25967
1755,4286
182,2486
254,9965
638,18548
372,16084
5135,9044
401,1942
3800,6192
1755,26992
658,3975
638,22643
280,1216
182,3417
328,13357
7482,4242
658,22429
658,9295
372,3171
638,8812
596,1434
254,12602
3398,9965
401,14730
596,944
401,6345
182,4006
272,7892
193,2626
1380,5363
280,5008
272,12094
401,27610
254,6846
1433,2205
193,5621
638,9531
596,11092
254,31176
401,9044
1380,321
328,5817
254,319
3139,2626
11708,321
254,1727
1755,10479
658,12618
372,8480
272,20886
372,28299
658,6911
3375,2205
372,14350
401,18973
596,1843
658,15220
254,3062
277,20765
638,16621
658,17232
596,25624
658,34396
596,1727
727,202
355,18622
60341,2205
328,11695
1294,1263
277,4556
638,8328
2212,736
3398,5129
401,16991
277,71908
596,9979
638,70751
280,273
277,28140
658,23421
546,27863
254,818
277,3221
174,2626
277,650
1755,21811
401,10294
658,19096
182,7480
174,4586
401,71930
658,30846
658,34089
254,17303
727,4751
277,5806
401,30929
277,14190
658,4439
638,7282
4785,1434
372,9591
277,34396
596,35172
638,47606
1755,7293
182,597
638,2472
1755,1538
3028,11709
658,12045
658,21633
182,2740
193,3537
401,6660
596,5806
277,45339
401,1191
182,21633
638,173
182,26713
30017,2563
3226,11565
372,32299
546,6131
638,3453
401,8741
3398,2022
277,57164
272,1727
19805,6783
277,51720
193,1825
182,3151
182,42304
596,23833
3398,3801
36919,3034
1755,1645
372,14295
272,7821
5331,4556
277,1806
1755,38193
4488,9044
596,2111
182,5672
280,5817
612,1263
355,3273
658,3845
727,1299
658,56034
328,1299
174,11197
658,1800
174,3121
2613,6805
277,23197
277,8942
401,5209
182,11814
401,9682
401,5644
4898,2269
16008,1895
174,8877
372,3227
254,3631
355,351
638,7892
658,4572
277,25190
277,13475
280,38991
596,4382
4855,351
174,19226
658,17895
596,18117
182,8526
182,23924
401,9173
174,194
182,2832
