member_meronym_1,member_meronym_2
18390,16969
33512,23318
13611,17667
10296,22136
32757,30366
35074,7703
34364,13335
4688,15774
32496,22065
13261,12149
20469,34479
31063,33747
6759,727
6648,4167
14346,27677
28667,26098
5993,8092
22533,3259
8249,36467
31814,10484
1176,9978
15505,8146
22126,32284
23690,32950
34246,17020
33142,2076
29174,26779
27018,28080
19641,27388
3488,36625
36208,21711
23688,33023
14398,9712
31368,24321
3351,24490
7243,2143
22010,3120
31258,11340
4245,29558
10829,5679
3009,18729
16001,25581
1993,33842
14185,16338
35515,26871
28388,34790
19310,4915
11420,3762
26033,25903
32138,16868
10425,18229
36971,30869
34364,13383
20851,22694
31038,1835
15977,26350
22440,22607
26836,33793
3218,12278
5757,15491
3063,17087
14927,9757
11991,2469
32417,8227
25378,13444
26598,24799
10991,17095
9026,12474
8528,11528
30184,11958
27410,32416
34078,5937
19411,34624
6756,33710
15876,29522
3063,17119
33164,1488
35831,752
33517,23312
37055,28323
22713,14198
33269,31000
13776,29101
28438,16938
8067,25856
19076,28631
7629,23050
27536,28514
13261,12292
8566,26767
17569,26220
26745,20289
36463,13956
33164,17906
20482,17825
32840,27947
23669,17337
6759,17266
30833,24625
8434,14503
18527,12922
28077,28164
26481,28489
22010,36024
27186,23016
13261,28711
27353,34219
2671,29325
22238,12584
36666,24076
27704,23366
11008,16641
11099,30204
27260,4352
21077,15797
28797,22237
23359,10595
27805,36633
25568,7676
35837,33374
8798,19636
28577,12699
28646,10560
31258,11505
6759,928
25680,4198
28850,20610
13261,28742
27704,23367
11830,23951
36832,2578
18390,834
6759,33713
20042,15145
24739,33385
36135,7813
31258,11513
36319,18464
13011,36514
19755,24059
1461,34132
5879,28247
9726,7300
9614,27156
23688,457
30006,33976
33125,2821
24944,27058
26504,27877
1837,6112
10418,35012
31003,3086
1010,15373
14278,13661
4832,11586
32304,28316
19857,4571
32091,18534
14965,25141
5821,30087
23882,27244
14420,9280
26033,9713
27025,11759
20160,11582
24321,30044
24642,20093
17080,25129
35253,18815
10401,35576
33259,15099
17540,10892
26687,22252
23005,5322
6716,18753
3259,11232
17330,1009
25680,37075
12224,11848
21499,35614
27260,20882
2537,871
15876,13354
18643,25883
26746,36837
26746,36839
10401,19238
32304,11991
31123,32216
23294,29150
21223,11436
26746,36828
22719,30595
22141,32128
26746,36854
30293,25203
16413,29493
30856,7747
34645,4960
23611,35727
6718,35130
11538,16779
17254,36205
20180,11041
21247,10720
13946,7687
10036,30594
29934,19954
35831,1010
16659,21878
23619,19112
14602,3743
29241,25078
10739,25186
22985,22394
22635,33242
32165,32728
26746,36875
26746,36904
12300,25965
26746,36900
11527,17160
35831,1043
13261,28949
25712,19821
25506,26208
36191,6243
3915,7392
35219,36383
9533,13461
29897,21174
25425,12348
7242,18956
29174,10819
26746,36930
26746,36932
34814,16218
31078,17317
35219,3665
5680,34619
17620,24939
26746,36942
26746,36944
29065,30589
19855,4802
33171,17988
29174,27236
26746,36967
30380,22613
13030,36179
10975,17962
26746,36960
27353,18142
6759,1205
17878,572
27320,19188
26119,7262
11281,8480
2819,8662
18390,1107
33509,7545
27676,24530
34972,27718
28514,31319
26746,36969
13261,29028
10674,27307
31258,28200
27421,16070
34929,12711
26746,36990
26746,36992
26746,36991
31774,28577
26033,9936
25490,26770
26746,36988
26746,36987
13197,14657
29071,14092
30072,32212
26746,37010
12745,28667
15774,303
34201,2498
26746,37002
15910,28876
34751,1871
26746,37032
35339,16414
31258,28228
12685,30541
9842,20381
1979,34757
36275,20172
7880,15670
26746,37017
29143,11862
26746,37020
27329,35330
23071,19896
26746,37048
7367,15194
25862,31673
35831,1150
7857,32780
4478,22843
10111,12066
26746,37061
28738,24460
6759,17675
12088,32696
13555,36382
15876,29968
8295,2837
36864,1948
26746,37052
11099,30596
12613,46
5960,26072
26746,37073
10200,9322
26746,37068
32304,28607
26746,37067
15774,33155
13461,22939
16180,36962
6734,18487
22010,20060
9063,11827
35435,29893
19982,33778
4637,1579
26746,37083
7111,6807
21992,37023
1081,13517
34595,23144
33835,30323
20027,16012
34155,36792
8091,25588
31655,16021
3664,31761
12224,28547
29456,18652
9726,24063
36888,34030
17331,17697
8715,6262
3631,32792
8824,2885
27965,32120
21660,14580
30894,6855
12711,29849
17867,1082
24321,30384
29376,4751
19281,22790
31619,33552
23055,36892
13261,12813
25779,34361
32064,36131
32661,34006
35831,17685
30406,5636
31124,32529
35826,17813
28508,15318
13287,28418
29065,30810
20731,27025
26961,30525
18375,34546
15691,35820
31773,28805
7842,16998
14127,35165
27353,18367
22522,20665
31166,31259
25506,10111
31258,12017
3939,6936
30443,20899
18646,26152
2733,11560
6759,1442
23306,12788
2080,31807
7355,32124
19513,32069
19641,28101
26879,329
15876,13746
13745,30652
33155,35168
28673,10268
21634,15481
27320,35830
34804,33175
36848,2579
30570,16993
13680,32682
33916,27944
3853,26025
27845,3185
24226,33450
32496,22841
19411,35262
23055,36986
31680,15365
34364,30484
16607,7497
29669,28551
20792,8827
31512,20567
10727,9565
18022,29183
19901,36471
19707,9716
18092,10630
10111,28655
31741,29878
19971,17921
6759,1502
1264,24395
24,13684
23055,36994
31018,19543
29509,17169
25395,30017
20126,29513
35837,17620
34146,20894
17849,18174
32880,10986
15934,28397
23055,37024
11991,3186
14818,13853
16927,14002
4994,23485
8851,35001
1456,2098
35990,12903
32087,35586
7645,6849
4105,18284
29183,27301
25438,12324
9722,8002
36874,18249
34364,14143
30505,35488
36977,15062
16550,25723
13261,12997
15546,24081
13261,13010
34284,16669
23055,37079
24859,13917
22613,1621
14571,21557
33820,31066
34388,13427
32651,34536
30848,8510
32087,35627
13011,20782
10200,26006
27153,24739
35637,7525
7583,8831
2045,33054
14968,25658
23373,27247
34146,4601
35831,17902
27353,34942
9750,23582
19641,11889
9181,24848
32708,32802
36011,28685
16261,1975
3063,1514
1461,34795
12685,30923
23688,17496
34577,7614
33269,15396
27897,18119
34071,23337
31258,28613
104,11339
8286,3458
29183,27390
6734,18814
36814,20213
28388,35671
25409,29718
79,28520
17310,18643
35492,12087
34396,29679
18080,11180
15546,24200
13278,28972
25437,28865
23375,10863
2261,26431
11819,25043
10772,24744
24183,18608
13261,29505
33512,24299
15178,35610
24704,2460
13321,11257
8286,3509
8173,23396
29241,25640
16044,25168
13261,13134
10441,35016
21931,22890
26322,34231
9424,17401
23599,36722
29524,527
20482,18676
32655,34529
24401,28262
11001,34067
17087,25639
12711,30216
23446,8737
32725,32377
26350,17012
28438,1430
20731,10975
22109,17411
22926,8465
15789,33117
21331,25156
23396,26677
33211,17326
34547,25054
33013,7078
31801,28264
36208,22752
23688,1264
36234,21953
13261,13208
29143,12375
1429,35939
34653,5434
34974,11868
19982,34246
20267,9029
17685,23536
28077,29060
24183,18707
18092,27292
30484,36360
34256,1342
34876,14925
25208,3322
19817,6601
34364,14420
6912,29836
25437,29013
14002,23042
30876,24240
17975,30953
13776,30057
29669,12503
33102,20767
5170,34701
34874,31405
6849,31814
17610,25912
30568,1040
11236,10501
36205,22917
24745,34092
28508,32130
17176,22969
23964,25532
31983,6322
21557,1848
21316,25704
18417,33675
9266,22439
17808,36171
35777,3398
13680,302
21733,12795
27320,19817
35955,30656
33805,15420
34349,31326
28451,33936
10470,34278
15774,33694
8113,9051
11096,31264
1004,16441
6646,5383
34814,16894
15710,35697
25867,32127
9858,4126
3063,34547
6300,32509
23494,7405
32908,10486
13066,2987
29241,25857
35529,11170
24183,18812
34364,14520
34364,14521
13261,29716
17042,27209
31258,28888
23688,1407
26867,33931
17303,19111
34246,1775
17309,18926
29241,9486
31385,8554
34394,13611
3509,4382
23396,26858
15755,34354
13133,17344
28077,12836
25208,36235
22208,14546
31247,12866
17310,35312
10772,8631
27353,35302
104,28042
15546,8091
32087,19613
31959,23580
11599,15772
33610,5165
13009,4827
6759,18354
16756,19757
31296,27768
35024,26875
22894,9700
13261,13412
28931,35568
36495,14078
16553,9677
27353,18941
16927,30847
34246,18271
12685,14902
1514,17143
16941,14052
16419,30235
34929,13458
32124,34902
34645,22266
1372,5170
26674,23621
4802,29916
31520,20852
36448,15531
14818,14330
18516,14398
36831,20083
5463,25820
34918,13851
19923,36307
33827,31292
32280,13692
17902,17042
22981,23433
34384,14006
14994,25281
4052,36814
3915,8292
13745,31245
1009,76
19190,26304
1010,16435
22246,13486
8819,3730
31247,12984
15670,20740
15987,10909
26879,17310
30017,34751
15876,30745
31874,26333
517,31735
30568,17668
629,11883
422,1917
1464,35153
34911,30476
6759,18472
22424,8003
3915,8336
35782,19901
28364,36850
30940,6141
27353,19035
28364,36874
28996,892
16001,26911
35955,30911
31258,12681
22599,2609
8737,6343
17262,20589
19641,28763
36835,36444
14617,4293
5638,4119
26690,23264
28364,36899
15774,17596
4872,27874
23445,25547
33527,24326
13973,7899
3665,32534
31742,14119
22935,8601
36915,33997
32219,15710
35837,34649
19641,28797
6968,28452
17828,19466
26309,2338
17091,25951
29174,28204
35253,19967
3249,12685
24746,1629
2261,26937
19399,36329
629,12001
21499,20382
13317,28282
12711,14301
17902,33610
34788,18025
31742,30546
35837,34663
29523,17410
3670,32447
28364,36975
17808,3761
22858,27433
18092,27727
28364,36971
24944,28332
34441,28814
29053,32043
36826,36844
24944,11966
33269,32428
36826,36850
18390,34901
1119,29639
27237,6411
26601,26127
5699,18735
15241,1470
36826,36825
5149,19404
7880,16664
15934,12750
10200,26665
35752,4593
4612,19682
28364,37019
36833,20238
19522,16233
6759,35053
30032,18106
12937,23752
16423,14005
31469,22705
21788,11522
4521,22519
6216,35513
27299,4544
30629,32383
4105,35424
28364,37057
27853,20126
13335,11439
22414,8535
29524,1119
9700,25827
7804,19073
29368,5949
29747,10580
32138,34762
32087,19959
104,28408
8434,32327
3130,32907
5233,16874
36826,36899
9167,9606
3063,18610
26879,1201
29148,12808
33812,32070
20267,25972
1545,144
27290,21248
23688,1836
24636,21599
6759,18745
24272,16520
12745,29788
23881,12257
13619,19075
22170,16139
4612,3387
27935,34031
31124,17091
3063,2261
36826,36971
28424,35280
24846,15130
36826,36975
30406,22985
17671,8190
31258,29366
33052,22902
19641,29044
12023,35827
22474,23136
33240,33444
17878,18155
3056,35281
31258,29379
13769,30868
27915,34705
27237,6571
6759,2424
35219,21270
29931,4997
16290,18258
19522,32753
104,12128
29910,22021
11991,20464
23098,20232
36981,32239
17310,3041
11281,9721
1010,33214
3670,32674
11099,31759
28077,13349
5638,4444
6759,2465
32807,30553
6759,2468
31619,18257
31742,14443
27878,3155
28514,32586
12745,13515
17943,32604
15864,31520
8574,28136
32496,23852
32518,6783
26873,17938
12917,8196
24944,12198
11854,8390
13261,30309
