derivationally_related_form_1,derivationally_related_form_2
3342,18081
3825,3111
18358,11336
30999,12706
1053,23523
3510,12893
1725,2696
9572,21580
3343,18081
22733,6821
26812,11443
19638,37233
3813,3519
35561,2355
14212,8830
2716,37530
2721,37375
9862,12608
13828,20745
18418,9534
22222,22669
933,27279
15383,38079
20827,404
13488,31298
5979,1941
6016,794
30467,29238
25030,1177
4820,37878
5003,32205
3555,11557
34992,20065
37606,4569
28601,21561
35598,1292
13666,25815
6942,37647
5003,32221
22578,11689
34948,21413
22489,14454
14102,12296
33092,13435
14155,10651
16370,7536
21723,38189
34712,28737
1156,20413
5451,18343
1141,20883
18311,12893
5147,27773
28579,22288
5009,32055
7589,17608
969,26225
16422,5938
20527,9747
34542,34057
14468,986
30681,22675
31249,5057
20493,10836
11461,28682
9638,19660
18262,14479
24477,18427
2716,37647
9845,13273
24861,6534
9639,19660
30378,32117
14451,1559
29061,7410
22930,863
7719,13652
1681,4222
30637,24107
1773,1374
3569,11234
1773,1383
32452,33367
1014,24913
24421,20206
7776,11909
19626,37781
1301,16027
37672,2656
32959,17669
21929,31915
18688,1314
13435,33092
13805,21623
32605,28638
30490,28693
32293,38335
718,34119
37311,13833
25970,37729
17777,29593
31154,8126
37250,15766
9074,37235
17915,25321
35355,8978
30625,24519
34879,23737
20675,5284
37259,15494
19781,33003
17688,32350
18679,1646
17669,32959
37196,17424
37552,6388
26247,29184
36613,35500
31193,6920
14212,9052
22903,1792
18595,4267
22903,1791
15884,22767
33320,6546
29263,1238
24359,22185
5419,19506
15875,23054
18325,12633
28731,17752
13588,28421
24785,9005
25009,2061
26669,16128
6964,37164
20549,9242
24830,7623
37114,20046
32937,18450
1526,9147
4845,37328
1526,9148
28285,31585
11164,38058
31382,1114
37521,7413
30340,33438
34687,29734
35474,5340
35575,2212
32335,37145
883,29111
16024,18487
24283,24603
3713,6927
1501,9965
15627,30816
37602,4932
27151,1254
19918,28874
22808,4820
20829,625
11601,24568
15796,25595
26986,6380
20442,12659
37607,4811
7214,29508
27128,1995
1656,5199
29193,3517
15859,23664
21729,38289
1787,1142
37740,698
8121,1403
9372,28161
37362,12456
1111,22108
17686,32567
12375,613
15529,33908
15529,33907
20729,3793
17723,31445
20827,758
880,29285
37143,19231
13469,32248
28317,30707
10148,4124
28181,34947
625,37207
18698,1240
25996,37135
33037,15475
22472,15303
37534,7135
19764,33746
10106,5451
24834,7636
18530,6453
1479,10757
28291,31566
7737,13369
11363,32040
29016,9087
3578,11237
724,34177
1309,16042
8027,4390
8153,491
32452,33662
32817,22347
30853,17690
37173,18365
32680,26590
37512,7862
37734,980
13546,29935
32965,17779
19863,30718
5030,31782
33319,6799
18044,21577
5451,18734
14495,511
35070,18074
12396,53
16316,9618
9782,15562
20233,19268
5950,3286
19929,28682
17524,37703
37668,3091
7904,8262
22038,28868
30211,37643
11456,29217
26293,28022
13595,28450
33528,343
626,37282
11202,37111
20031,25563
8108,1954
3691,7808
26345,26428
14274,7424
32610,28823
33372,5200
20671,5712
9554,22667
28114,37150
15803,25566
14499,450
7742,13313
22167,24899
3478,14430
20736,3711
20501,10999
33186,10981
14340,5399
18447,9162
22185,24359
30578,26313
29103,6498
26398,24818
5123,28986
11371,31909
22023,29371
12181,6809
29285,880
9675,18959
27197,74
7975,6125
32479,32933
37314,14137
30630,24740
34651,31133
11706,21545
22662,9604
24198,27522
24574,15866
17512,38168
5814,7601
20121,22831
37200,17662
1199,19605
13835,21113
6008,1600
26369,25761
22539,13423
16559,2208
3789,4866
16479,4701
5827,7227
6015,1402
8075,3082
13312,37345
20424,13480
20424,13479
33321,6892
3881,2041
33194,10855
26991,6539
28414,27961
31417,405
17533,37592
866,29974
24432,20332
37403,11429
37402,11499
31390,1253
30534,27790
15945,21288
13511,31220
21857,34648
1168,20642
5242,25424
37578,6033
10051,7425
20574,8882
15492,35357
9447,26144
24462,19425
14136,11869
22667,9554
11376,31890
3072,27174
4965,34028
37341,13431
7595,18035
24458,19568
28579,22885
22206,23864
35317,10617
1555,8682
9915,11670
11874,16479
22085,27605
34837,25504
26740,14373
3791,4908
20114,23193
32883,20574
24699,12137
9748,16852
33363,5689
22081,27744
37580,6058
3873,2382
37345,13312
13994,16318
37724,1567
2716,38258
30278,35806
24970,3740
23996,33933
5535,16412
37529,7620
18744,159
18225,16249
6974,37346
5106,29717
28137,36655
13695,25609
18342,12619
6994,36737
5057,31249
11493,28342
19966,27823
37530,7622
15842,24603
16492,4452
13467,32690
16130,15673
5536,16412
5950,3584
604,38238
31058,11678
1779,1815
2716,38306
2865,33697
7554,19412
13468,32690
13474,32501
30969,14452
5296,23875
24250,26134
22198,24210
1250,18232
3391,17399
33176,11566
10125,5257
19638,38026
28461,26654
9071,37941
7332,26314
15717,28519
22892,2701
30937,15452
5828,7409
22260,22298
3842,3440
14217,9498
1807,994
7261,28530
12280,4009
12113,9197
33325,6979
7049,35105
858,30421
1641,6150
3842,3456
5005,32937
1177,20537
3188,23734
26107,34153
15718,28519
12405,148
7597,18130
3536,12950
5045,31705
19931,28986
9202,33918
1663,5484
5089,30348
31198,7419
5191,27197
22333,20078
15735,28021
7099,33587
29138,5736
1548,9064
30536,27958
11791,19218
7905,8609
4865,37319
18462,9036
2935,31615
24107,30637
15419,37830
6959,37942
30348,33771
28731,18364
10215,2555
5876,5988
3563,12160
28772,17111
3815,4353
18553,6220
626,37678
12154,7988
21744,38372
14326,6204
35551,3603
37514,8287
22431,17086
37131,20166
7469,22175
20391,14816
13547,30367
37458,10006
12406,200
33547,188
28682,19929
12400,393
3273,21192
1395,13875
16481,4966
3627,10221
2746,37532
37534,7695
7184,31027
32430,34832
17850,28061
7374,25151
26538,20903
1240,18698
6031,1247
36629,35738
16340,9362
16340,9361
24110,30621
16640,59
7194,30744
9251,32507
37258,16282
20452,12972
2852,34277
7284,27961
16278,11285
7548,19781
7548,19780
33305,7737
28120,37429
7753,13437
20112,23520
22402,18068
31028,12806
1518,10122
34519,35687
37085,21679
32571,30535
7594,18377
1705,4333
37450,10365
15632,31356
24941,4908
14466,1963
5217,26543
37173,18937
35114,17231
27196,559
27196,560
29284,1367
20756,3612
14044,15074
663,36665
19802,33189
27067,4574
35651,636
1165,21113
37265,16142
16470,5417
1019,25648
12296,3750
8068,3739
26959,7937
37716,2187
13465,33060
20034,26021
11689,22578
1645,6267
12031,11986
5005,33185
5217,26616
35264,12653
22977,341
36798,30672
6990,37203
10002,9373
1721,3938
20274,18634
13330,37287
28701,19538
2878,33628
7623,17609
34977,21617
14340,5989
24449,20303
7208,30477
14211,9986
23892,37557
15942,21874
5622,14114
1823,814
18224,16681
24672,13400
37628,4960
11260,35956
7301,27618
13337,37107
14102,13403
37198,18333
16148,15512
17695,33098
22348,19929
24776,10196
37184,18774
29179,4767
22615,11638
5574,15629
20811,2028
1801,1524
24568,16638
34452,37936
35351,10067
15935,22120
17968,24650
986,26798
26288,28872
21957,32054
11903,16058
15593,32742
37537,7818
24087,31584
17690,33286
22975,525
19906,30128
28907,13237
35605,2221
37369,13074
1752,3074
17914,26334
2826,35317
22750,7492
31107,10565
18633,4047
28889,13786
28149,36753
7670,16231
16288,11221
1423,13279
11647,24021
34637,32209
3067,27857
3536,13320
34618,32801
31015,13433
17579,36736
27051,5244
3234,22692
11584,25990
32503,32865
29270,2012
22558,13474
12137,8863
29024,9656
21760,38235
14445,2858
651,37255
36723,33156
804,32520
31252,6139
732,34753
18442,10040
15606,32418
5029,32631
17594,36339
11372,32609
30627,25526
31265,5748
10090,6824
11721,21805
14490,1503
16548,3240
14325,6615
3097,27006
18116,20164
5486,18490
5622,14274
7959,7369
32690,27151
37154,19809
7799,12336
796,32821
33415,4665
16248,12573
37748,1450
28810,16372
37355,13632
37748,1449
657,37143
9101,37529
12343,2562
934,28561
25048,1918
34878,24891
24990,3739
7860,10475
1368,15125
7450,23189
7183,31472
14113,13255
7883,9771
19762,34738
37224,17728
18218,17066
3033,29056
11769,20391
10256,1757
24515,18466
24933,5515
3895,2345
24593,16079
37100,21554
17954,25279
12412,472
7825,11594
30866,18216
37505,9002
34848,25835
7906,9087
33088,14892
7488,22053
14451,2816
13634,28144
34562,34746
29021,9885
33318,7775
1582,8546
18441,10215
34575,34325
9955,11134
7456,23070
14430,3478
21877,34782
15457,37189
31396,1838
37725,2258
28114,38037
37400,12338
37588,6509
1816,1318
12377,1602
22784,6682
5256,25752
31106,10843
15646,31343
37557,7451
32446,34837
20050,25890
15454,37306
3966,217
8129,2238
9577,22882
9676,19824
24603,15842
15680,30304
10096,6814
35439,7626
14142,12453
12378,1603
24182,28889
10011,9456
17932,26043
21857,35442
10083,7230
3605,11437
13951,18397
31315,4390
19960,28713
19975,28253
24896,6772
11493,29054
18402,11498
15866,24574
1740,3725
23933,36649
19712,36416
31144,9710
22883,3650
24938,5486
5745,10652
29103,7467
18181,18366
14391,4774
33439,4114
37483,9814
37531,8364
20343,16896
8129,2310
35672,460
31437,663
11283,35605
32875,21616
3264,22058
9114,37327
3121,26499
7056,35589
1524,10475
37451,10839
37749,1602
8130,2310
15805,26538
11702,22660
639,37931
5756,10379
10300,593
13806,22975
31414,1423
35323,11295
3839,4277
3089,27526
17664,34447
4982,34382
29136,6501
7009,37086
35445,7522
31027,13410
28312,32041
11291,35425
32825,23237
22743,8095
35658,944
11295,35323
37493,9596
10219,3139
26482,23267
22190,25269
19742,35626
32444,35075
36716,33732
24362,23468
37571,7229
9675,20025
20827,2002
26484,23240
26014,37811
19690,37243
16587,2374
12396,1221
32360,37687
5649,13779
37608,6106
29340,266
37106,21667
5065,31886
16248,12901
19661,38159
37097,21957
11409,31832
5286,25041
31270,5958
7627,18006
3006,30191
37306,15454
20101,24537
12362,2307
7264,29285
5725,11463
13880,20804
12394,1330
22188,25393
11314,34810
20537,11036
21934,33285
4870,37974
9845,14820
5326,23845
13944,18834
18483,9213
9857,14466
26880,11049
9810,15924
33286,9068
17762,31557
33389,5870
28455,27753
29173,5517
29130,6852
3251,22667
36588,37786
20656,7398
37714,2914
3839,4447
17879,27967
1602,8263
5559,16672
37090,22268
30852,19016
36821,30609
3803,5577
6986,37977
13725,25676
33203,11689
37671,4241
1136,22729
7679,16502
20657,7399
19699,37114
20413,14985
24782,10620
4900,37130
27053,5746
28455,27843
26764,14725
19949,29373
1315,17213
17676,34303
34623,33228
3722,8135
5580,16077
25031,2929
9839,15124
7493,22309
919,29499
25093,999
7572,19868
22632,11752
1783,2722
5482,19135
28146,37449
7653,17368
28134,37818
5814,8845
9977,10870
5814,8846
37085,22472
5723,11670
5668,13379
17967,25336
29212,4420
17706,33432
929,29233
37280,16452
29093,8127
9535,24593
18293,15237
35340,11062
1815,1779
7184,31953
7320,27736
22345,20721
29069,8885
11781,20531
26540,21742
9133,37088
18315,14595
30707,23662
3978,287
20322,17910
28505,26376
17557,38090
12063,11800
23931,37124
3912,2347
5591,15837
37415,12349
37772,1286
14118,13649
20698,6289
3966,688
1713,4998
1713,4999
35370,10195
11248,37096
28713,19960
37168,20034
8185,995
14316,7541
30574,27823
34738,29839
20484,12938
5794,9587
22298,22260
7399,25376
33035,17086
34852,26288
5962,4390
14548,377
36822,30791
17934,26479
9822,15820
18661,3968
24351,24188
5425,21065
19673,38124
5963,4390
36603,37610
1423,14064
17557,38209
28231,34984
13997,17506
26270,30265
37107,21972
27016,7135
26371,27130
9920,12816
9666,20691
28391,30048
7844,11644
13922,19837
35403,9269
26436,25136
16668,255
24464,20734
37658,4943
18068,22402
37089,22584
3846,4530
1085,24584
8059,5000
31398,2374
12227,6879
7128,33872
4965,35389
21862,35868
32654,28991
24820,9703
4973,35148
37589,7112
9604,22662
1783,2973
17672,34696
1086,24584
11595,26496
33289,9347
3938,1721
28860,15563
3475,16081
10286,1554
7477,23093
20194,22081
5983,3881
11349,34147
1103,24089
21894,34923
37423,12299
5691,12935
12347,3214
29340,730
12293,4891
1199,21120
1315,17525
16104,17815
13939,19395
10325,371
37767,1619
30320,35900
11498,29551
14137,13273
8214,281
5984,3881
18263,16439
3694,9340
26744,15673
5692,12935
29136,7058
19859,32523
1200,21120
24933,6306
22864,4910
37815,154
22874,4585
10221,3627
1787,2935
1838,1354
24932,6348
17557,38366
14540,825
5245,26826
14538,883
29359,176
7590,19670
11242,37530
3207,24475
3970,822
14458,3372
31156,10030
32446,35574
3970,823
4886,37967
22881,4402
14447,3725
12362,2824
24838,9275
37261,17371
10003,10412
7576,20121
20340,17661
37529,9101
20092,25352
11570,27378
18427,11431
30274,37381
4888,37919
2791,37395
1270,19015
16494,5823
18478,9868
16471,6534
7492,22750
9870,14569
1424,14248
1858,796
19740,36269
37750,2244
13418,35649
12293,5003
3638,11159
22879,4525
14556,393
37501,10009
24337,24852
14376,5968
37426,12335
11717,22874
13368,37226
24943,6091
22397,19470
5901,6567
26551,21771
20531,11781
24798,10579
22641,11908
35629,2524
28928,13643
18663,4177
21976,32550
5884,7109
3739,8068
26103,35677
8098,4013
14507,1953
2949,32573
37595,7106
15933,23290
17899,27868
15462,37889
1554,10286
32772,25556
24868,8440
33110,15108
24467,20892
11636,25430
37318,15740
7987,7479
33443,4777
25102,1197
24793,10776
37158,20708
37381,13794
32671,28733
7007,37872
37157,20708
7095,35143
13351,37819
23943,37155
7202,31830
14022,17028
12113,10671
35064,20065
7258,30104
35522,5906
14309,8139
24441,21730
37543,8794
23934,37464
9584,23555
24713,13318
35067,19999
22366,20538
5727,12056
20745,5242
5871,7596
1679,6475
26852,12532
18361,13614
37553,8513
3662,10541
9893,13988
35033,21101
19953,29823
37785,1327
32733,26852
16141,16908
15851,25910
5244,27051
18343,14209
8095,4210
18005,24676
7621,18914
9928,12928
18324,14793
29079,9065
5854,8159
20184,22690
37469,11150
28243,35002
7600,19573
5113,31133
26919,10509
1437,14027
15784,28015
12136,10043
37817,350
16316,11544
9142,37326
18060,23009
28568,24964
7095,35260
35713,88
8042,5907
3026,30332
11768,21472
24382,23651
7959,8488
35681,1060
35244,14609
5494,19375
35145,17683
12164,9211
14474,3138
26771,15166
15791,27859
22767,8215
28958,12901
19984,28968
13643,28928
5486,19646
30989,15494
30278,37529
27108,4729
15537,35756
8041,5991
30671,25345
35649,2128
30729,23569
18465,10543
36609,37912
33172,13368
10177,5326
37503,10201
7509,22503
13633,29270
3968,1200
15585,34293
13775,24867
7006,38100
37759,2243
11618,26193
37774,1788
35098,19207
37102,22620
16121,17695
5197,28654
35237,14938
20391,16391
20883,1141
18439,11371
14031,16962
6025,3000
8210,801
37536,9188
35497,6860
37797,1101
10020,10241
13902,20970
18497,9588
2795,37609
34749,30092
37520,9730
3256,23322
10095,7930
17788,31581
30349,35407
7453,24297
37155,21057
1486,12667
24641,15748
33379,7039
26898,11334
28509,26931
23944,37373
5553,17676
23999,35666
1725,5276
21920,34605
3074,28998
7455,24261
22356,21076
30255,38355
35602,3695
10255,3001
30478,31464
15739,29610
30270,37910
3442,17613
31382,3430
16369,10103
26313,29526
34494,38065
20204,22298
7119,34712
3938,2252
1774,3802
33203,12531
959,29068
22295,23022
33363,7598
17830,30368
7310,28804
3654,11066
35506,6678
30749,23093
11468,30984
22660,11702
37758,2408
18538,8411
24817,10369
27088,5510
26656,18895
37329,15708
15494,37259
17724,33668
5852,8482
16025,20794
14269,9706
5975,4673
37378,14240
28177,37298
12444,741
24741,12766
20628,9197
1794,3221
5691,13489
15514,36651
2775,38350
11628,26058
23014,783
12097,11525
37219,19189
31113,11860
1642,7956
12445,742
37704,4138
16417,8691
5692,13489
1309,18293
26666,18656
7432,25087
6023,3235
10099,7959
26893,11643
24536,19174
34667,32799
26150,34672
17608,37319
26188,33488
22986,1679
24553,18638
27253,470
21814,38009
12394,2356
12394,2355
28376,31220
32921,21398
5364,23686
7412,25738
19730,37103
5418,22018
24895,8052
32865,23151
9849,15742
22188,26452
33111,15519
6011,3647
23978,36490
6110,591
14435,4662
21989,32636
28146,38384
6110,590
20174,23370
30273,37975
3860,4814
19719,37465
22650,12137
30909,18257
931,30077
33008,18721
26919,10872
18809,160
1154,23172
34524,37294
12311,4985
6012,3648
1535,11368
7146,34037
1496,12585
11704,23816
2795,37855
13568,31569
5091,32215
7186,32812
32681,28895
28883,15558
7780,14397
13610,30278
32782,25758
14140,13857
30578,28576
28748,19760
11239,38255
20538,12125
5962,5237
28699,21304
19997,28918
37523,9879
35260,14501
26647,19366
24908,7765
9701,20426
7047,37159
9159,37229
23944,37652
3645,11557
30677,25526
20426,15630
36642,37217
16087,19083
5025,34321
27174,3072
20608,10000
11484,30713
26720,17142
17683,35145
31252,7745
37422,13087
28926,14310
20454,14801
32532,33597
9253,34342
1794,3432
14376,6613
30870,19580
26962,9650
5395,22881
7029,37761
5984,4619
16562,4390
19722,37507
8124,3825
33226,12097
24203,29660
10104,7990
24464,21573
37643,6233
35511,6789
31356,4552
28253,35204
18422,12280
27272,71
1675,7158
1054,26411
9727,19689
5884,7757
37445,12391
5884,7756
31352,4689
11653,25527
12405,2222
3795,6994
17954,26827
21825,37896
7301,29386
24917,7585
29193,6099
37352,15328
7046,37296
7019,38130
14088,15601
34659,33252
28829,17403
6074,1903
1513,12222
9626,22871
7760,15175
3865,4860
32419,37196
34851,27354
5529,18826
3970,1618
37380,14467
8211,1223
12175,9418
15988,22298
33432,5828
3415,18841
26428,26345
10224,4374
1503,12579
20639,9197
27071,6409
5485,20215
22049,31014
26407,26982
18471,10859
14396,6115
30679,25645
37571,8589
31011,15348
7867,11929
15583,34871
37652,6081
9627,22913
37176,20876
30446,32887
18003,25407
32594,31835
19931,31176
20084,26422
18502,9929
30972,16601
37543,9484
19867,33176
20386,17074
28829,17485
30621,27492
1673,7375
11248,38236
32804,25353
35659,2409
37752,3033
28184,37519
11355,34934
1486,13191
1160,23300
37118,22699
28174,37850
18301,16230
3815,6536
7029,37972
11752,22632
29304,2815
5946,6016
13828,23811
25110,1752
7241,31410
20434,15637
3442,18113
9231,35264
17788,32153
14557,1229
16478,7228
26521,23565
16478,7227
1284,19486
5058,33562
37306,16901
28735,20462
801,34462
3370,20362
37470,11857
8135,3722
7930,10095
714,37186
30341,36247
1611,9383
12050,13462
12336,4596
30286,37980
12050,13463
5494,20092
37731,3801
16590,3789
12215,8357
1059,26509
22134,28534
14373,6990
1059,26510
1825,2765
19722,37775
22760,9153
10090,8697
30286,37988
22881,5395
910,31144
3257,23925
4009,612
33070,17214
2809,37817
22340,22187
32706,28526
3023,31189
12078,12634
32552,33291
18396,13376
1415,15510
10156,6688
20886,1741
34931,25077
698,37740
33016,18930
20570,11543
29193,6364
20523,12990
19717,37979
10030,10611
20362,18006
27140,4491
3787,7537
37818,1168
31006,15718
28676,22413
16322,12176
9877,15360
3526,15629
29279,3717
35634,3343
22038,31577
11911,17850
22204,26452
3013,31546
15730,30543
4932,37602
14359,7505
26179,34291
1314,18688
16427,8930
17623,37406
783,35152
35143,18589
12411,2364
24685,15087
5186,29739
26380,28082
12010,14807
11686,24845
22854,6313
12280,6441
31113,12446
18434,12274
11800,21333
1565,10937
7996,8183
2917,34562
28338,32958
20485,14252
35487,7952
5832,9735
29261,4347
36753,34245
14225,11710
14261,10590
7926,10371
1825,2894
1825,2895
31346,5234
1833,2648
35246,15407
17623,37457
9463,28263
1684,7272
20410,16586
26202,33647
733,36761
37268,18274
37212,20009
30494,31690
35188,17257
26439,26314
18016,25280
22395,20602
11686,24916
11460,31927
12164,10099
1047,27051
13575,31895
11963,16339
15718,31006
1354,17543
14527,2391
5968,5583
4968,36589
25000,5417
22489,17721
5590,17315
22973,2742
31178,10536
31461,1760
20513,13470
37762,3019
1434,15098
20781,5172
17912,28576
5969,5584
5583,17550
32416,37707
12152,10531
18648,5752
867,32684
30577,29172
9616,23614
20781,5171
25155,647
18359,14734
28568,25939
15579,35374
9616,23615
7554,22023
32483,35660
25114,1958
14333,8476
37339,16210
37488,11595
37407,14109
33498,4185
28978,13263
37147,22143
14272,10385
24932,7618
14272,10386
22667,12282
3054,30471
32513,34767
12058,13501
30635,27447
12245,7713
37185,21018
26313,30374
7228,32171
22538,16322
20095,26523
5930,6879
21892,36352
3490,16990
5665,15105
20154,24710
37505,11127
5271,27328
37657,6417
16285,13576
6026,3922
20938,397
8235,986
36993,26985
37195,20724
9178,37300
26669,19385
35623,3966
1136,24477
11996,15504
1428,15429
23018,1505
3562,14811
1729,6101
12480,495
26701,18407
22166,27910
12073,13120
3562,14821
26635,20444
26082,37587
3105,28993
11855,19890
18512,10142
32827,25121
10367,490
14075,16612
16503,6880
16087,19775
16339,11963
22105,29843
34549,37269
9748,19690
33375,8153
14149,14326
7853,12897
1895,993
13485,34921
26376,28505
37109,23458
37557,9607
22133,28994
36651,37695
17626,37638
17830,31314
12186,9670
3385,20357
1559,11429
14076,16612
16054,20844
28891,16118
24441,22992
37288,17929
37233,19638
9216,36219
3845,6113
26625,20817
9666,22277
37388,14875
944,30512
13572,32266
13397,37688
9200,36726
28516,27761
19791,36091
7868,12482
7728,16821
33030,18895
27187,3420
31491,1065
6101,1729
37225,19913
12021,14820
37637,7146
14563,1567
9216,36254
16576,4698
37738,4022
7396,27137
6008,4627
37785,2566
32528,34494
16592,4211
24651,16524
32905,22798
4943,37658
37837,975
33239,12466
33003,19781
5869,8966
9504,27356
17779,32965
3349,21552
15839,27588
701,38110
5302,26555
24537,20101
26313,30578
1838,2868
3929,3587
33347,9126
24515,20777
37560,9592
5451,21947
8158,3569
26726,17788
15580,35635
25134,1624
1367,17495
37647,6942
11576,28701
37421,13953
5837,10003
37152,22295
35109,20095
9369,31585
11504,30937
15894,25929
13626,30699
31356,5364
5725,13502
24173,31447
1922,323
7598,20973
16562,5237
5838,10003
1822,3432
5988,5361
20954,178
1773,4957
7184,33830
20070,27588
1518,12870
23988,37193
26093,37470
22641,13433
16030,21760
24932,7943
16366,11349
5726,13518
29030,11995
11961,16854
37467,12582
3657,12137
3285,23668
28526,27641
11419,33664
37689,5740
28462,29624
32559,33686
3158,27613
10246,4498
28278,35324
18397,13951
9579,25172
35261,15452
9222,36249
13408,37555
37363,15828
29007,12748
26662,19904
26276,31863
5875,8940
33167,14852
10094,9228
22771,9447
9883,15777
5762,12455
37660,6676
37660,6675
26508,24689
7905,11566
12282,6945
15902,25809
22469,18837
22944,4116
24295,27793
33355,9080
3278,23952
19914,32533
22854,6923
27113,5988
9342,32591
35760,60
3864,5814
7706,17787
6088,2413
13596,31805
9281,34508
12150,11105
19754,37517
22463,19074
29419,72
25026,5177
5944,6893
1369,17646
30320,37671
28804,19133
22295,24296
1020,28467
5907,8042
24141,32611
36662,37665
31269,8247
11456,32644
37243,19690
28338,33595
1908,956
29303,3698
20442,16243
713,38011
22222,26604
1825,3547
3079,30210
8156,3895
15590,35596
12309,6232
9581,25261
24587,18838
33455,6068
3780,8491
30660,27175
16453,8849
32899,23302
30971,17531
37525,10969
1054,27475
11643,26893
1826,3547
8005,8605
28929,15319
1826,3548
13805,25417
20467,15492
27279,933
22390,21419
2852,37279
33289,11254
30805,22720
24856,10528
7968,9760
10109,8931
22451,19547
3781,8491
30866,20823
37355,16291
22871,6524
7239,32372
28930,15319
30435,34199
14108,16053
34570,37117
29054,11493
18685,5257
20275,21505
13835,24537
801,35371
26427,27414
18478,11685
26101,37517
13940,21286
33331,9994
9188,37536
9300,34065
35390,11689
7959,10099
18479,11671
3336,22348
28280,35520
35601,5196
22766,9844
8184,3139
37355,16337
5940,7176
18319,16644
13877,23276
14087,16780
5884,8926
30772,23842
22591,15303
7626,20463
24681,16053
32522,35121
37437,13844
26247,33035
28203,37937
35109,20481
34607,36044
37817,2042
9500,27917
37388,15345
34764,31157
883,32912
29418,309
12218,9216
15726,31537
9357,32371
12485,933
18086,23922
18180,21009
24993,6412
30561,30407
20579,12164
12071,13780
33021,19677
24171,31887
37323,17387
37323,17388
31537,169
18656,6255
18291,17575
37515,11449
4960,37628
11553,29861
1346,18595
16447,9216
9171,38163
5403,23905
19770,37288
23998,37277
9612,24499
37756,3995
8006,8758
14334,9197
5660,15951
24123,33425
9307,33970
7140,35617
8186,3196
37643,7546
33021,19753
24888,9727
28880,17048
19777,37103
22236,26398
6030,4507
32685,30159
1426,16157
37587,9273
24258,29277
3861,6218
16342,12532
22230,26600
9511,27685
28421,31290
6126,1546
1907,1267
26600,22230
11906,18978
1913,1087
7845,13807
13435,37125
24221,30433
20394,18018
20625,10856
37319,17608
37710,5490
16675,2227
22509,17983
9563,26104
25177,814
1321,19461
26720,18512
7848,13737
2843,37820
32889,23906
11975,16873
22534,17224
37491,12335
24449,23398
14028,18771
34744,31957
33284,11651
28990,13722
28501,28880
35624,4649
5990,5813
12479,1268
5988,5876
26826,15267
32550,34430
34964,25114
29039,12195
19863,34505
17662,37200
1510,13633
7549,23037
6026,4719
3694,11473
18593,8366
5126,32627
30532,31461
14536,3067
37148,22977
719,38183
31283,8201
1385,17537
13431,37341
34980,24695
25188,561
16653,3003
28474,29759
16502,7679
26107,37597
13860,24053
37122,23815
33368,9134
13423,37613
5542,19779
35689,2711
37640,7800
9172,38327
35260,16047
29190,7597
5756,13151
34621,35859
26604,22222
31059,15216
33662,59
32765,27863
14407,7129
29398,1161
9747,20527
30625,28660
33196,14491
26230,33832
37530,11242
29038,12345
16446,9484
3773,9126
37095,24736
12453,2194
19844,35207
35352,13238
22061,32039
7270,31798
9397,31402
7163,35119
17647,37790
8285,343
29002,13472
15791,29812
11294,38148
18064,24892
37474,13021
17829,32171
24454,23422
18861,199
5180,31084
9269,35403
21894,37246
12118,12616
3838,7155
15998,23419
14133,15699
10249,5029
20178,24900
30835,22210
21941,35804
5946,7353
30959,18395
28207,38172
5884,9281
18342,16306
5884,9282
30542,31312
11954,17723
26892,13417
26948,11675
11594,28890
10250,5029
14162,14829
18467,12460
26893,13403
37731,5115
1907,1530
37165,22660
16121,19654
33176,15229
37124,23931
31410,4434
34951,25738
7396,27992
34934,26268
18094,24029
28220,37808
24000,37558
25041,5286
18727,4411
9764,20125
18280,18288
25150,1926
12502,789
37503,12213
8244,1725
15529,38036
37446,13985
13910,22686
33213,14132
931,31835
33098,17695
34605,36501
35118,20599
12396,4100
26801,16291
31263,9068
37559,10505
3893,5558
37153,23090
1523,13495
1315,19944
10042,11557
6150,1136
33487,5652
1028,28844
36882,31501
14207,13510
3096,30278
35274,15816
932,31835
11757,23944
31084,14622
19765,37834
22881,6794
30416,35357
9543,27051
787,36339
37132,23776
22963,4255
22018,33550
37860,1216
37861,1157
2978,33969
14619,782
26513,25289
3881,5983
35340,13779
3881,5984
7425,27199
1808,4716
11758,23943
24756,14227
31464,2892
24181,32059
37390,15818
15721,32179
24418,24710
21896,37356
11963,17615
30617,29172
19966,31672
9868,17019
7284,31594
29384,1858
24517,21664
34767,31574
10222,6059
1525,13520
10392,785
35739,1448
7374,28810
5746,13747
1675,8875
22226,27167
33019,20260
10398,607
33028,19980
22226,27166
6115,2316
9756,20521
9869,17019
883,33439
1814,4579
37772,4009
35250,16627
11670,26738
18805,2154
22285,25367
14083,17475
20176,25201
15539,37885
884,33440
1820,4430
24185,32023
7642,20564
24948,8355
28747,21659
3414,20563
34787,31058
26806,16322
24289,28809
36776,34937
6107,2624
35254,16587
35724,2020
23064,1242
35425,11291
37876,847
14397,7780
14540,3361
18134,23022
5372,25420
27059,8491
1325,19813
15906,26559
30679,27338
25106,3490
1705,8034
21966,35298
26106,38056
9347,33289
12479,1729
830,35171
1792,5351
22891,6640
10076,10693
14405,7564
18288,18280
3883,6074
15529,38266
22585,16151
7527,24192
37161,23028
3941,4295
35208,18075
14250,12396
20278,22134
30565,30921
26538,24682
12137,12371
30474,33738
28844,18755
1900,2050
1440,16314
20975,567
1135,25778
18808,2212
3698,11865
37701,6364
10230,5988
23987,38285
11856,21124
24845,11686
20206,24421
